NMED_HIS_COD;NMED_CRE_FIC;NMED_PHA_CHR
0;20141022;00912
0;20140916;00907
0;20141119;00916
0;20141218;00920
0;20141222;00921
0;20150218;00929
0;20150226;00930
0;20150311;00932
0;20150317;00933
0;20150324;00934
0;20150331;00935
0;20150407;00936
0;20150414;00937
0;20150521;00942
0;20150527;00943
0;20150625;00947
0;20150701;00948
0;20150724;00951
0;20150730;00952
0;20150821;00955
0;20151006;00962
0;20151207;00970
0;20160107;00974
0;20160113;00975
0;20160203;00978
0;20160302;00982
0;20160309;00983
0;20160510;00992
0;20160520;00993
0;20160525;00994
0;20160607;00996
0;20160614;00997
0;20160622;00998
0;20160720;01002
0;20160914;01010
0;20160927;01012
0;20161208;01022
0;20170105;01026
0;20170119;01028
0;20170127;01029
0;20170310;01035
0;20170503;01043
0;20170420;01041
0;20170531;01047
0;20170613;01049
0;20170628;01051
0;20170818;01058
0;20170823;01059
0;20170904;01061
0;20170912;01062
0;20171002;01065
0;20171229;01077
0;20180104;01078
0;20180222;01085
0;20180518;01097
0;20180612;01101
0;20180820;01111
0;20181107;01122
0;20181211;01127
0;20190109;01131
0;20190115;01132
0;20190313;01140
0;20190403;01143
0;20190417;01145
0;20190430;01147
0;20190613;01153
0;20190911;01166
0;20190925;01168
0;20191010;01170
0;20191016;01171
0;20191029;01173
0;20200428;01199
0;20200708;01209
0;20200929;01221
0;20201020;01224
0;20201113;01227
0;20201118;01228
0;20201208;01231
0;20201214;01232
0;20210216;01241
0;20210302;01243
0;20210413;01249
0;20210505;01252
0;20210512;01253
0;20210519;01254
0;20210802;01264
0;20210916;01270
0;20210924;01271
0;20211027;01276
0;20211118;01279
0;20211216;01283
0;20220104;01286
0;20220201;01290
0;20220208;01291
0;20220215;01292
0;20220222;01293
0;20220525;01306
0;20220615;01309
0;20220629;01311
0;20220802;01316
1;20220802;01316
