GHS_NUM;GHM_NUM;GHS_SEU_BAS;GHS_SEU_HAU;GHS_PRI;EXH_PRI;EHB_FOR;EHB_PRI
2334;07C094;10;80;23054.02;536.21;6220.77;0.00
2335;07C101;4;19;7223.43;163.47;0.00;1140.57
2336;07C102;7;38;10863.72;144.39;3640.29;0.00
2337;07C103;11;66;14906.53;233.05;4042.81;0.00
2338;07C104;21;128;29355.54;428.15;14449.01;0.00
2339;07C111;6;33;8506.60;144.35;0.00;1095.05
2340;07C112;8;47;10527.48;198.71;2020.87;0.00
2341;07C113;9;66;14303.06;402.14;3775.58;0.00
2342;07C114;14;86;25895.12;558.69;11592.06;0.00
2343;07C121;4;21;5538.22;147.48;0.00;957.23
2344;07C122;4;35;7602.91;187.85;2064.69;0.00
2345;07C123;8;47;9857.16;347.32;2254.25;0.00
2346;07C124;12;70;17845.42;476.47;7988.26;0.00
2347;07C131;2;11;3294.16;141.89;0.00;741.91
2348;07C132;0;21;4713.06;157.54;0.00;0.00
2349;07C133;6;36;7076.21;191.75;2363.14;0.00
2350;07C134;7;66;12828.75;364.01;5752.54;0.00
2351;07C141;2;8;2699.80;154.56;0.00;269.98
2352;07C142;0;15;4481.88;142.82;0.00;0.00
2353;07C143;0;30;6624.12;298.25;0.00;0.00
2354;07C144;8;48;11992.63;461.78;5368.51;0.00
2511;07K02Z;0;0;1634.06;0.00;0.00;0.00
2512;07K04J;0;0;1217.65;0.00;0.00;0.00
2513;07K05J;0;0;888.25;0.00;0.00;0.00
2514;07M021;0;9;1938.11;143.34;0.00;0.00
2515;07M022;0;20;3514.87;160.97;0.00;0.00
2516;07M023;0;28;4802.67;178.24;0.00;0.00
2517;07M024;0;38;6585.08;320.48;0.00;0.00
2518;07M02T;0;0;663.68;0.00;0.00;0.00
2519;07M041;0;7;1607.78;148.06;0.00;0.00
2520;07M042;0;25;4310.50;146.61;0.00;0.00
2521;07M043;0;36;6309.10;120.88;0.00;0.00
2522;07M044;6;51;8122.25;298.00;1813.15;0.00
2523;07M04T;0;0;675.54;0.00;0.00;0.00
2524;07M061;0;9;2505.15;127.83;0.00;0.00
2525;07M062;0;28;4933.84;153.61;0.00;0.00
2526;07M063;5;39;6623.55;189.53;1689.70;0.00
2527;07M064;10;57;10035.16;327.33;3411.61;0.00
2528;07M06T;0;0;736.92;0.00;0.00;0.00
2529;07M071;0;15;2593.46;145.61;0.00;0.00
2530;07M072;5;28;4486.38;153.86;1892.92;0.00
2531;07M073;5;40;6475.98;144.91;1989.60;0.00
2532;07M074;7;56;8794.57;292.07;2318.58;0.00
2533;07M07T;0;0;555.35;0.00;0.00;0.00
2534;07M081;0;6;1379.57;132.89;0.00;0.00
2535;07M082;0;25;4126.33;126.55;0.00;0.00
2536;07M083;5;39;6540.01;95.99;2413.68;0.00
2537;07M084;7;60;8555.75;265.23;2015.74;0.00
2538;07M08T;0;0;647.71;0.00;0.00;0.00
2539;07M091;0;4;934.47;154.11;0.00;0.00
2540;07M092;0;22;3708.47;168.55;0.00;0.00
2541;07M093;0;32;5394.01;310.21;0.00;0.00
2542;07M094;0;0;7056.93;0.00;0.00;0.00
2543;07M09T;0;0;614.42;0.00;0.00;0.00
2544;07M101;4;17;2655.02;106.08;0.00;445.66
2545;07M102;5;25;3503.62;179.61;848.60;0.00
2546;07M103;7;38;6516.99;151.35;3013.37;0.00
2547;07M104;8;62;10149.35;302.60;3632.36;0.00
2548;07M10T;0;0;872.38;0.00;0.00;0.00
2549;07M111;0;10;2322.88;118.61;0.00;0.00
2550;07M112;0;24;3983.42;123.76;0.00;0.00
2551;07M113;0;37;6974.74;76.09;0.00;0.00
2552;07M114;7;66;9181.44;257.56;2206.70;0.00
2553;07M11T;0;0;779.90;0.00;0.00;0.00
2554;07M121;0;0;758.69;0.00;0.00;0.00
2555;07M122;0;17;3345.46;359.13;0.00;0.00
2556;07M123;0;20;4866.00;437.44;0.00;0.00
2557;07M124;0;0;6366.14;0.00;0.00;0.00
2558;07M13Z;0;0;733.42;0.00;0.00;0.00
2559;07M14T;0;0;429.74;0.00;0.00;0.00
2560;07M14Z;0;17;2808.49;294.37;0.00;0.00
2561;07M151;0;15;2796.72;128.81;0.00;0.00
2562;07M152;4;32;4986.45;166.43;2189.73;0.00
2563;07M153;7;42;7452.98;124.21;2466.52;0.00
2564;07M154;10;61;9812.99;301.52;2360.01;0.00
2565;07M15T;0;0;665.36;0.00;0.00;0.00
2743;08C021;7;35;11701.59;75.68;0.00;1272.26
2744;08C022;6;50;12836.84;208.89;1135.25;0.00
2745;08C023;10;79;18894.55;251.29;6057.71;0.00
2746;08C024;19;117;28443.47;454.38;9548.93;0.00
2747;08C041;3;15;5067.18;277.09;0.00;1107.75
2748;08C042;4;23;7715.39;250.12;2648.22;0.00
2749;08C043;7;39;11717.29;280.89;4001.90;0.00
2750;08C044;10;56;16492.44;547.08;4775.15;0.00
2751;08C061;6;26;6056.53;191.00;0.00;871.12
2752;08C062;10;56;11786.56;191.05;5730.03;0.00
2753;08C063;11;88;17900.13;303.95;6113.57;0.00
2754;08C064;14;112;25194.97;421.37;7294.84;0.00
2755;08C121;2;10;2247.99;81.82;0.00;712.16
2756;08C122;0;36;4375.40;226.87;0.00;0.00
2757;08C123;0;0;6649.56;0.00;0.00;0.00
2758;08C124;0;0;9351.55;0.00;0.00;0.00
2759;08C131;2;7;1936.26;114.49;0.00;395.25
2760;08C132;0;23;3768.13;300.24;0.00;0.00
2761;08C133;0;0;5722.63;0.00;0.00;0.00
2762;08C134;0;0;8054.77;0.00;0.00;0.00
2763;08C13J;0;0;1145.76;0.00;0.00;0.00
2764;08C141;0;5;1506.10;81.57;0.00;0.00
2765;08C142;0;20;3086.51;66.71;0.00;0.00
2766;08C143;0;44;4687.45;199.52;0.00;0.00
2767;08C144;8;48;6597.73;253.45;1910.28;0.00
2768;08C14J;0;0;1183.94;0.00;0.00;0.00
2769;08C201;0;6;2633.05;103.80;0.00;0.00
2770;08C202;0;30;5124.15;311.77;0.00;0.00
2771;08C203;0;0;7781.99;0.00;0.00;0.00
2772;08C204;0;0;10953.38;0.00;0.00;0.00
2773;08C20J;0;0;921.95;0.00;0.00;0.00
2774;08C211;2;8;2574.79;142.01;0.00;703.50
2775;08C212;0;24;5257.29;132.89;0.00;0.00
2776;08C213;0;41;7983.88;116.20;0.00;0.00
2777;08C214;6;69;11237.55;304.74;3253.67;0.00
2778;08C21J;0;0;1167.79;0.00;0.00;0.00
2779;08C221;5;27;6991.38;143.68;0.00;1070.95
2780;08C222;4;35;8389.35;137.77;1397.97;0.00
2781;08C223;6;47;10071.20;136.81;1681.85;0.00
2782;08C224;13;77;14175.51;344.19;4104.32;0.00
2783;08C241;5;24;5551.93;159.68;0.00;807.09
2784;08C242;5;27;6363.61;201.68;811.68;0.00
2785;08C243;6;33;7573.69;239.22;1210.08;0.00
2786;08C244;6;49;11401.28;433.74;3827.59;0.00
2787;08C251;4;20;4888.12;149.76;0.00;863.07
2788;08C252;5;28;6086.23;286.99;1198.11;0.00
2789;08C253;5;39;9243.10;441.71;3156.87;0.00
2790;08C254;0;0;13009.94;0.00;0.00;0.00
2791;08C271;3;12;3616.67;132.10;0.00;695.72
2792;08C272;4;21;5422.44;121.08;1805.77;0.00
2793;08C273;6;37;8285.38;97.94;2862.94;0.00
2794;08C274;8;77;12203.06;295.44;3917.67;0.00
2795;08C281;2;8;3061.08;254.45;0.00;510.18
2796;08C282;4;20;8100.72;208.26;5039.65;0.00
2797;08C283;7;39;15343.75;71.34;7243.03;0.00
2798;08C284;7;63;17055.96;504.39;1712.21;0.00
2799;08C291;0;12;3518.82;237.50;0.00;0.00
2800;08C292;6;32;8268.91;479.17;4750.09;0.00
2801;08C293;0;0;12171.01;0.00;0.00;0.00
2802;08C294;0;0;18322.00;0.00;0.00;0.00
2803;08C29J;0;0;576.47;0.00;0.00;0.00
2804;08C311;2;9;3161.97;247.33;0.00;527.00
2805;08C312;4;20;6153.48;227.98;2991.51;0.00
2806;08C313;0;34;9345.23;501.74;0.00;0.00
2807;08C314;0;0;13153.69;0.00;0.00;0.00
2808;08C321;3;12;3593.26;145.43;0.00;967.09
2809;08C322;4;24;5338.37;180.99;1745.11;0.00
2810;08C323;9;50;10350.63;168.73;5012.26;0.00
2811;08C324;8;75;14568.82;360.88;4218.19;0.00
2812;08C32J;0;0;691.99;0.00;0.00;0.00
2813;08C331;2;9;3135.90;180.45;0.00;522.65
2814;08C332;4;19;4940.44;213.55;1804.54;0.00
2815;08C333;0;31;7502.99;440.17;0.00;0.00
2816;08C334;0;0;10560.69;0.00;0.00;0.00
2817;08C341;2;11;3366.34;566.72;0.00;832.40
2818;08C342;0;13;6551.19;894.22;0.00;0.00
2819;08C343;0;0;9949.23;0.00;0.00;0.00
2820;08C344;0;0;14003.84;0.00;0.00;0.00
2821;08C351;2;8;2808.10;121.21;0.00;564.37
2822;08C352;0;20;4532.42;114.63;0.00;0.00
2823;08C353;6;32;6559.10;92.17;2026.68;0.00
2824;08C354;6;61;9232.06;283.66;2672.96;0.00
2825;08C35J;0;0;1679.36;0.00;0.00;0.00
2826;08C361;2;6;2695.60;283.36;0.00;692.03
2827;08C362;0;15;5245.87;637.52;0.00;0.00
2828;08C363;0;0;7966.85;0.00;0.00;0.00
2829;08C364;0;0;11213.59;0.00;0.00;0.00
2830;08C36J;0;0;1311.53;0.00;0.00;0.00
2831;08C371;2;7;2622.23;111.37;0.00;555.85
2832;08C372;0;18;4561.19;90.99;0.00;0.00
2833;08C373;0;44;6927.03;104.55;0.00;0.00
2834;08C374;9;71;9750.01;257.17;2822.97;0.00
2835;08C37J;0;0;1510.53;0.00;0.00;0.00
2836;08C381;0;5;1595.70;89.77;0.00;0.00
2837;08C382;0;20;3394.81;76.56;0.00;0.00
2838;08C383;0;43;5155.66;222.62;0.00;0.00
2839;08C384;0;0;7256.74;0.00;0.00;0.00
2840;08C38J;0;0;1595.70;0.00;0.00;0.00
2841;08C391;0;5;1956.45;124.27;0.00;0.00
2842;08C392;0;17;3638.24;119.26;0.00;0.00
2843;08C393;0;30;5804.68;94.62;0.00;0.00
2844;08C394;6;55;8170.17;273.93;2365.49;0.00
2845;08C39J;0;0;1556.70;0.00;0.00;0.00
2846;08C401;0;6;2390.08;150.83;0.00;0.00
2847;08C402;0;12;3295.03;509.12;0.00;0.00
2848;08C403;0;0;4637.85;0.00;0.00;0.00
2849;08C404;0;0;6527.92;0.00;0.00;0.00
2850;08C40J;0;0;1648.53;0.00;0.00;0.00
2851;08C411;0;5;2180.00;163.96;0.00;0.00
2852;08C412;0;13;4242.48;122.25;0.00;0.00
2853;08C413;0;31;6443.01;386.98;0.00;0.00
2854;08C414;0;0;9068.73;0.00;0.00;0.00
2855;08C41J;0;0;1557.77;0.00;0.00;0.00
2856;08C421;2;7;2279.03;127.00;0.00;498.39
2857;08C422;0;16;3925.74;101.81;0.00;0.00
2858;08C423;0;36;5961.98;186.90;0.00;0.00
2859;08C424;0;49;8391.66;318.58;0.00;0.00
2860;08C42J;0;0;1282.25;0.00;0.00;0.00
2861;08C431;0;5;1990.23;105.81;0.00;0.00
2862;08C432;0;14;3476.83;93.93;0.00;0.00
2863;08C433;0;25;5117.55;76.07;0.00;0.00
2864;08C434;6;59;7703.85;242.50;2586.31;0.00
2865;08C43J;0;0;1504.66;0.00;0.00;0.00
2866;08C441;0;3;1370.05;160.47;0.00;0.00
2867;08C442;0;14;3543.65;131.29;0.00;0.00
2868;08C443;0;28;5381.71;359.40;0.00;0.00
2869;08C444;0;0;7574.92;0.00;0.00;0.00
2870;08C44J;0;0;1370.05;0.00;0.00;0.00
2871;08C451;0;3;1045.45;120.28;0.00;0.00
2872;08C452;0;12;2713.79;407.07;0.00;0.00
2873;08C453;0;0;4121.41;0.00;0.00;0.00
2874;08C454;0;0;5802.44;0.00;0.00;0.00
2875;08C45J;0;0;1045.45;0.00;0.00;0.00
2876;08C461;0;5;1565.28;133.55;0.00;0.00
2877;08C462;0;25;4795.79;123.90;0.00;0.00
2878;08C463;5;48;7958.98;114.94;3163.19;0.00
2879;08C464;14;83;11981.80;270.14;4022.82;0.00
2880;08C46J;0;0;915.20;0.00;0.00;0.00
2881;08C471;5;30;5833.06;128.02;0.00;922.50
2882;08C472;6;35;6880.79;113.96;1047.73;0.00
2883;08C473;8;48;9012.82;73.30;2132.04;0.00
2884;08C474;11;64;10185.69;297.13;1172.87;0.00
2885;08C481;4;23;5085.92;143.93;0.00;956.54
2886;08C482;5;27;6198.35;132.20;1112.44;0.00
2887;08C483;0;39;7784.75;198.26;0.00;0.00
2888;08C484;6;55;10956.84;369.40;3172.08;0.00
2889;08C491;4;22;5567.20;101.54;0.00;952.09
2890;08C492;6;32;6582.63;180.23;1015.42;0.00
2891;08C493;8;46;10451.25;105.49;3868.63;0.00
2892;08C494;8;64;12350.03;357.80;1898.78;0.00
2893;08C501;3;16;4625.18;154.02;0.00;1002.85
2894;08C502;6;34;7609.59;146.17;2984.41;0.00
2895;08C503;10;61;11556.08;235.38;3946.49;0.00
2896;08C504;10;81;16263.65;373.45;4707.57;0.00
2897;08C511;5;25;8630.19;285.89;0.00;1187.76
2898;08C512;6;34;11203.17;296.28;2572.99;0.00
2899;08C513;9;51;16800.29;273.86;5597.12;0.00
2900;08C514;13;76;23646.92;581.21;6846.62;0.00
2901;08C521;4;19;7125.53;160.88;0.00;1178.40
2902;08C522;5;30;8895.20;192.57;1769.67;0.00
2903;08C523;9;55;15213.02;154.99;6317.82;0.00
2904;08C524;10;95;21412.46;418.90;6199.44;0.00
2905;08C531;3;15;3903.16;123.20;0.00;741.27
2906;08C532;5;26;5258.38;129.88;1355.22;0.00
2907;08C533;8;47;7985.85;312.17;2727.47;0.00
2908;08C534;0;0;11240.32;0.00;0.00;0.00
2909;08C541;3;12;3300.83;179.30;0.00;883.75
2910;08C542;5;28;6423.72;166.60;3122.89;0.00
2911;08C543;0;48;9755.64;377.96;0.00;0.00
2912;08C544;0;0;13731.35;0.00;0.00;0.00
2913;08C54J;0;0;649.59;0.00;0.00;0.00
2914;08C551;3;16;3795.27;274.88;0.00;836.88
2915;08C552;0;27;7385.93;239.44;0.00;0.00
2916;08C553;8;43;11216.94;478.45;3831.01;0.00
2917;08C554;0;0;15788.18;0.00;0.00;0.00
2918;08C561;4;17;4439.25;139.69;0.00;826.42
2919;08C562;5;45;8350.68;155.05;3911.43;0.00
2920;08C563;7;58;11119.26;136.23;2768.58;0.00
2921;08C564;12;98;16568.47;315.68;5449.21;0.00
2922;08C561;4;17;4983.51;156.82;0.00;927.74
2923;08C562;5;45;9374.49;174.06;4390.98;0.00
2924;08C563;7;58;12482.50;152.93;3108.01;0.00
2925;08C564;12;98;18599.79;354.39;6117.30;0.00
2926;08C12J;0;0;823.67;0.00;0.00;0.00
3028;08K02J;0;0;873.56;0.00;0.00;0.00
3029;08K031;2;8;2022.15;98.19;0.00;580.78
3030;08K032;6;32;4378.66;253.36;2356.51;0.00
3031;08K033;0;0;5954.71;0.00;0.00;0.00
3032;08K034;0;0;9609.77;0.00;0.00;0.00
3033;08K041;2;23;3963.20;256.58;0.00;1501.96
3034;08K042;4;41;8581.72;343.21;4618.52;0.00
3035;08K043;6;50;11670.63;432.43;3088.91;0.00
3036;08K044;0;0;18835.39;0.00;0.00;0.00
3037;08M041;0;17;2596.37;121.73;0.00;0.00
3038;08M042;0;28;4214.26;86.88;0.00;0.00
3039;08M043;0;36;4909.31;245.60;0.00;0.00
3040;08M044;0;49;8102.12;309.65;0.00;0.00
3041;08M04T;0;0;613.28;0.00;0.00;0.00
3042;08M051;0;14;3255.71;126.78;0.00;0.00
3043;08M052;0;27;4903.84;297.17;0.00;0.00
3044;08M053;0;34;6984.00;374.45;0.00;0.00
3045;08M054;8;45;11526.60;479.66;4542.60;0.00
3046;08M061;0;6;1652.81;203.60;0.00;0.00
3047;08M062;0;15;3485.23;416.71;0.00;0.00
3048;08M063;0;0;4951.71;0.00;0.00;0.00
3049;08M064;0;0;8172.44;0.00;0.00;0.00
3050;08M071;0;8;1478.41;118.31;0.00;0.00
3051;08M072;0;20;2898.09;125.49;0.00;0.00
3052;08M073;0;30;4153.02;225.09;0.00;0.00
3053;08M074;0;42;6854.08;304.69;0.00;0.00
3054;08M081;0;9;2053.13;142.27;0.00;0.00
3055;08M082;0;25;4329.38;317.28;0.00;0.00
3056;08M083;0;0;6151.06;0.00;0.00;0.00
3057;08M084;0;0;10151.89;0.00;0.00;0.00
3058;08M091;0;9;1805.32;114.66;0.00;0.00
3059;08M092;0;21;3361.00;101.83;0.00;0.00
3060;08M093;0;35;4786.59;129.72;0.00;0.00
3061;08M094;7;59;7899.92;247.53;3113.34;0.00
3062;08M09T;0;0;864.04;0.00;0.00;0.00
3063;08M101;2;8;1683.04;117.93;0.00;500.00
3064;08M102;0;24;3569.84;158.16;0.00;0.00
3065;08M103;0;35;5309.65;230.23;0.00;0.00
3066;08M104;6;50;8763.10;326.45;3453.45;0.00
3067;08M10T;0;0;683.03;0.00;0.00;0.00
3068;08M141;2;9;1733.82;163.59;0.00;574.36
3069;08M142;0;22;3910.94;159.71;0.00;0.00
3070;08M143;0;35;5987.17;207.99;0.00;0.00
3071;08M144;9;54;9939.02;344.43;3951.85;0.00
3072;08M14T;0;0;585.11;0.00;0.00;0.00
3073;08M151;0;5;1183.05;128.00;0.00;0.00
3074;08M152;0;18;2846.99;160.03;0.00;0.00
3075;08M153;5;29;4607.31;166.49;1760.32;0.00
3076;08M154;0;47;7604.04;300.16;0.00;0.00
3077;08M181;0;9;1745.93;125.77;0.00;0.00
3078;08M182;0;21;3255.19;136.97;0.00;0.00
3079;08M183;0;31;4624.87;250.68;0.00;0.00
3080;08M184;7;43;7633.03;327.65;3008.16;0.00
3081;08M191;0;7;1687.25;152.17;0.00;0.00
3082;08M192;0;24;4276.49;152.09;0.00;0.00
3083;08M193;0;32;5724.65;143.20;0.00;0.00
3084;08M194;6;58;9447.72;302.87;3723.07;0.00
3085;08M201;0;0;1049.57;0.00;0.00;0.00
3086;08M202;0;14;2239.94;282.79;0.00;0.00
3087;08M203;0;0;3190.10;0.00;0.00;0.00
3088;08M204;0;0;5265.04;0.00;0.00;0.00
3089;08M211;0;0;844.10;0.00;0.00;0.00
3090;08M212;0;16;2526.39;89.31;0.00;0.00
3091;08M213;0;28;3598.06;239.87;0.00;0.00
3092;08M214;0;0;5938.34;0.00;0.00;0.00
3093;08M221;0;0;813.83;0.00;0.00;0.00
3094;08M222;0;15;2533.34;96.90;0.00;0.00
3095;08M223;5;26;3599.29;255.49;1065.95;0.00
3096;08M224;0;0;5940.37;0.00;0.00;0.00
3097;08M231;0;3;997.95;75.38;0.00;0.00
3098;08M232;0;17;2129.77;69.49;0.00;0.00
3099;08M233;5;30;3033.20;184.10;903.43;0.00
3100;08M234;0;0;5006.08;0.00;0.00;0.00
3101;08M241;0;8;2331.48;119.23;0.00;0.00
3102;08M242;0;20;4615.32;71.83;0.00;0.00
3103;08M243;0;38;5908.30;290.26;0.00;0.00
3104;08M244;0;45;9750.23;398.87;0.00;0.00
3105;08M24T;0;0;658.72;0.00;0.00;0.00
3106;08M251;0;18;2955.81;134.09;0.00;0.00
3107;08M252;6;34;5101.18;185.29;2145.37;0.00
3108;08M253;5;42;6611.51;183.64;1510.34;0.00
3109;08M254;10;59;9733.43;308.17;3121.92;0.00
3110;08M25T;0;0;651.37;0.00;0.00;0.00
3111;08M261;2;9;1673.73;125.32;0.00;627.65
3112;08M262;0;22;3302.94;157.09;0.00;0.00
3113;08M263;6;33;5523.10;138.17;2220.16;0.00
3114;08M264;10;59;9115.43;284.92;3592.33;0.00
3115;08M271;0;14;2160.97;140.16;0.00;0.00
3116;08M272;4;21;3201.38;133.58;1040.41;0.00
3117;08M273;0;30;4403.58;266.68;0.00;0.00
3118;08M274;0;0;7267.71;0.00;0.00;0.00
3119;08M27T;0;0;515.89;0.00;0.00;0.00
3120;08M281;0;13;1978.76;122.52;0.00;0.00
3121;08M282;0;22;3081.43;138.77;0.00;0.00
3122;08M283;5;30;4305.58;133.34;1224.15;0.00
3123;08M284;9;51;7105.71;260.76;2800.13;0.00
3124;08M28T;0;0;552.52;0.00;0.00;0.00
3125;08M291;0;10;1699.00;131.21;0.00;0.00
3126;08M292;0;19;2889.04;130.92;0.00;0.00
3127;08M293;0;29;4209.64;130.37;0.00;0.00
3128;08M294;6;50;6947.41;259.15;2737.77;0.00
3129;08M301;0;11;2016.17;102.05;0.00;0.00
3130;08M302;4;21;3036.65;268.82;1020.49;0.00
3131;08M303;0;21;4314.39;379.75;0.00;0.00
3132;08M304;0;0;7120.59;0.00;0.00;0.00
3133;08M30T;0;0;568.31;0.00;0.00;0.00
3134;08M311;0;17;3454.53;120.23;0.00;0.00
3135;08M312;4;34;5590.57;114.47;2136.04;0.00
3136;08M313;6;50;7422.01;175.90;1831.44;0.00
3137;08M314;12;73;11467.74;292.56;4045.72;0.00
3138;08M31T;0;0;537.06;0.00;0.00;0.00
3139;08M321;0;15;3004.94;100.94;0.00;0.00
3140;08M322;0;34;4922.84;129.74;0.00;0.00
3141;08M323;5;42;6406.42;110.36;1483.59;0.00
3142;08M324;11;65;8944.63;254.58;2538.21;0.00
3143;08M32T;0;0;439.39;0.00;0.00;0.00
3144;08M331;0;4;961.93;121.22;0.00;0.00
3145;08M332;0;13;2052.90;290.95;0.00;0.00
3146;08M333;0;0;2923.72;0.00;0.00;0.00
3147;08M334;0;0;4825.39;0.00;0.00;0.00
3148;08M341;2;9;1547.64;126.25;0.00;550.41
3149;08M342;4;21;3302.90;107.77;1755.26;0.00
3150;08M343;5;34;4703.96;257.20;1401.06;0.00
3151;08M344;0;0;7763.56;0.00;0.00;0.00
3152;08M35Z;0;0;660.22;0.00;0.00;0.00
3153;08M36T;0;0;563.22;0.00;0.00;0.00
3154;08M36Z;0;10;1639.83;280.20;0.00;0.00
3155;08M371;0;6;1215.05;121.22;0.00;0.00
3156;08M372;0;17;2548.44;147.89;0.00;0.00
3157;08M373;0;27;4027.37;163.71;0.00;0.00
3158;08M374;0;43;6646.73;288.49;0.00;0.00
3159;08M381;0;7;1364.90;163.74;0.00;0.00
3160;08M382;0;15;2912.90;137.29;0.00;0.00
3161;08M383;0;24;4148.53;316.17;0.00;0.00
3162;08M384;0;0;6846.86;0.00;0.00;0.00
3163;08M05T;0;0;928.20;0.00;0.00;0.00
3164;08M06T;0;0;738.53;0.00;0.00;0.00
3165;08M07T;0;0;598.16;0.00;0.00;0.00
3166;08M08T;0;0;879.18;0.00;0.00;0.00
3167;08M15T;0;0;504.37;0.00;0.00;0.00
3168;08M18T;0;0;829.09;0.00;0.00;0.00
3169;08M19T;0;0;612.11;0.00;0.00;0.00
3170;08M29T;0;0;651.57;0.00;0.00;0.00
3171;08M33T;0;0;664.27;0.00;0.00;0.00
3172;08M34T;0;0;446.83;0.00;0.00;0.00
3173;08M37T;0;0;649.36;0.00;0.00;0.00
3174;08M38T;0;0;734.20;0.00;0.00;0.00
3314;09C021;3;26;5212.59;150.07;0.00;1574.58
3315;09C022;9;50;9588.29;127.96;4375.70;0.00
3316;09C023;10;85;14066.95;308.00;4478.66;0.00
3317;09C024;9;92;30257.54;612.06;16190.59;0.00
3318;09C02J;0;0;488.85;0.00;0.00;0.00
3319;09C031;0;7;2423.41;190.94;0.00;0.00
3320;09C032;0;32;7196.92;196.93;0.00;0.00
3321;09C033;7;60;12953.34;186.83;5756.42;0.00
3322;09C034;14;84;17437.27;387.42;4483.93;0.00
3323;09C03J;0;0;1021.30;0.00;0.00;0.00
3324;09C041;3;13;4112.62;170.34;0.00;897.25
3325;09C042;4;18;4964.31;186.11;851.70;0.00
3326;09C043;0;35;8128.21;433.22;0.00;0.00
3327;09C044;0;0;10941.87;0.00;0.00;0.00
3328;09C051;2;7;2751.70;192.98;0.00;754.29
3329;09C052;0;12;3977.29;229.08;0.00;0.00
3330;09C053;0;22;6268.13;512.45;0.00;0.00
3331;09C054;0;0;8447.46;0.00;0.00;0.00
3332;09C05J;0;0;1330.32;0.00;0.00;0.00
3333;09C061;0;8;2574.63;109.61;0.00;0.00
3334;09C062;0;14;3232.31;424.53;0.00;0.00
3335;09C063;0;0;6881.82;0.00;0.00;0.00
3336;09C064;0;0;10270.90;0.00;0.00;0.00
3337;09C06T;0;0;1304.65;0.00;0.00;0.00
3338;09C071;0;4;1351.33;213.91;0.00;0.00
3339;09C072;0;12;3319.09;484.21;0.00;0.00
3340;09C073;0;0;5434.47;0.00;0.00;0.00
3341;09C074;0;0;7315.67;0.00;0.00;0.00
3342;09C07J;0;0;1351.33;0.00;0.00;0.00
3343;09C081;0;5;1223.79;70.86;0.00;0.00
3344;09C082;0;25;2765.72;70.51;0.00;0.00
3345;09C083;6;50;4528.43;78.38;1762.71;0.00
3346;09C084;13;70;6095.99;161.74;1567.56;0.00
3347;09C08J;0;0;1223.79;0.00;0.00;0.00
3348;09C091;2;7;2496.52;194.40;0.00;658.83
3349;09C092;0;17;4440.48;478.67;0.00;0.00
3350;09C093;5;26;9454.10;669.89;5013.61;0.00
3351;09C094;0;0;14109.95;0.00;0.00;0.00
3352;09C09J;0;0;1178.87;0.00;0.00;0.00
3353;09C101;0;6;1592.19;149.58;0.00;0.00
3354;09C102;0;27;4733.46;161.79;0.00;0.00
3355;09C103;5;44;7521.67;159.90;2788.20;0.00
3356;09C104;7;64;10719.76;312.89;3198.10;0.00
3357;09C10J;0;0;648.77;0.00;0.00;0.00
3358;09C111;4;19;3544.48;337.94;0.00;614.96
3359;09C112;5;26;7317.19;512.49;3772.71;0.00
3360;09C113;5;29;11980.73;770.88;4663.54;0.00
3361;09C114;0;0;16127.98;0.00;0.00;0.00
3362;09C111;4;19;5141.82;490.24;0.00;892.10
3363;09C112;5;26;8914.53;624.36;3772.71;0.00
3364;09C113;5;29;13578.07;873.66;4663.54;0.00
3365;09C114;0;0;17725.32;0.00;0.00;0.00
3514;09K02J;0;0;802.96;0.00;0.00;0.00
3515;09M021;0;3;974.05;144.12;0.00;0.00
3516;09M022;0;15;2703.51;337.94;0.00;0.00
3517;09M023;0;0;3674.34;0.00;0.00;0.00
3518;09M024;0;0;5329.38;0.00;0.00;0.00
3519;09M02T;0;0;685.05;0.00;0.00;0.00
3520;09M031;0;3;866.83;118.63;0.00;0.00
3521;09M032;0;16;2461.22;113.89;0.00;0.00
3522;09M033;0;27;3713.98;128.67;0.00;0.00
3523;09M034;0;40;5386.69;249.81;0.00;0.00
3524;09M03T;0;0;621.76;0.00;0.00;0.00
3525;09M041;0;8;1859.24;155.14;0.00;0.00
3526;09M042;0;13;2966.12;118.35;0.00;0.00
3527;09M043;0;22;4031.25;332.05;0.00;0.00
3528;09M044;0;0;5847.05;0.00;0.00;0.00
3529;09M04T;0;0;732.00;0.00;0.00;0.00
3530;09M051;0;10;1691.29;130.15;0.00;0.00
3531;09M052;0;21;3122.98;141.80;0.00;0.00
3532;09M053;5;30;4399.21;189.60;1276.24;0.00
3533;09M054;0;41;6484.86;292.77;0.00;0.00
3534;09M05T;0;0;556.84;0.00;0.00;0.00
3535;09M061;4;17;3020.13;124.92;0.00;656.53
3536;09M062;4;34;5241.03;120.68;2220.90;0.00
3537;09M063;5;43;6476.38;110.03;1235.35;0.00
3538;09M064;10;57;8016.73;260.62;1540.35;0.00
3539;09M06T;0;0;393.99;0.00;0.00;0.00
3540;09M071;0;5;1094.24;124.41;0.00;0.00
3541;09M072;0;18;2994.04;113.96;0.00;0.00
3542;09M073;0;28;4185.40;110.91;0.00;0.00
3543;09M074;8;45;6070.84;251.72;1885.43;0.00
3544;09M07T;0;0;533.91;0.00;0.00;0.00
3545;09M081;0;10;1969.27;110.54;0.00;0.00
