GHS_NUM;GHM_NUM;GHS_SEU_BAS;GHS_SEU_HAU;GHS_PRI;EXH_PRI;EHB_FOR;EHB_PRI
1160;04M08T;0;0;627.95;0.00;0.00;0.00
1161;04M091;0;13;2443.61;142.43;0.00;0.00
1162;04M092;4;33;5292.13;166.94;2848.51;0.00
1163;04M093;5;44;7128.51;208.39;1836.38;0.00
1164;04M094;10;58;10046.03;320.11;2917.52;0.00
1165;04M09T;0;0;642.96;0.00;0.00;0.00
1166;04M101;4;20;3157.60;126.73;0.00;571.38
1167;04M102;5;27;4044.73;179.15;887.13;0.00
1168;04M103;6;34;5298.78;187.08;1254.05;0.00
1169;04M104;8;45;7356.69;304.04;2057.91;0.00
1170;04M10T;0;0;872.07;0.00;0.00;0.00
1171;04M111;0;3;893.20;133.37;0.00;0.00
1172;04M112;0;19;3027.17;174.82;0.00;0.00
1173;04M113;4;32;5463.48;167.70;2436.31;0.00
1174;04M114;5;55;9320.59;317.19;3857.12;0.00
1175;04M121;0;11;1876.40;142.53;0.00;0.00
1176;04M122;0;19;3180.91;126.11;0.00;0.00
1177;04M123;5;29;4442.02;174.63;1261.11;0.00
1178;04M124;5;47;7585.42;297.19;3143.40;0.00
1179;04M12T;0;0;616.41;0.00;0.00;0.00
1180;04M131;0;7;1475.02;135.96;0.00;0.00
1181;04M132;0;27;4194.22;153.57;0.00;0.00
1182;04M133;4;37;6348.17;134.24;2153.95;0.00
1183;04M134;7;69;10643.95;286.14;4295.78;0.00
1184;04M13T;0;0;764.17;0.00;0.00;0.00
1185;04M141;2;8;1650.24;146.94;0.00;549.57
1186;04M142;0;24;4001.23;155.65;0.00;0.00
1187;04M143;4;36;5868.98;298.50;1867.75;0.00
1188;04M144;8;48;10020.06;390.79;4151.08;0.00
1189;04M14T;0;0;551.11;0.00;0.00;0.00
1190;04M151;0;7;1493.34;112.72;0.00;0.00
1191;04M152;0;22;3245.14;111.11;0.00;0.00
1192;04M153;4;35;4842.65;104.99;1597.51;0.00
1193;04M154;6;60;7467.31;231.07;2624.66;0.00
1194;04M15T;0;0;682.73;0.00;0.00;0.00
1195;04M161;0;12;2046.48;97.83;0.00;0.00
1196;04M162;0;17;2535.63;131.20;0.00;0.00
1197;04M163;0;27;4021.00;123.66;0.00;0.00
1198;04M164;5;50;6865.14;256.65;2844.14;0.00
1199;04M16T;0;0;797.72;0.00;0.00;0.00
1200;04M171;0;7;1497.81;127.74;0.00;0.00
1201;04M172;0;23;3556.53;127.02;0.00;0.00
1202;04M173;6;32;5005.84;101.51;1449.31;0.00
1203;04M174;5;44;6224.01;264.58;1218.17;0.00
1204;04M17T;0;0;543.49;0.00;0.00;0.00
1205;04M181;0;11;2379.38;116.58;0.00;0.00
1206;04M182;0;15;2845.70;239.40;0.00;0.00
1207;04M183;0;17;3349.42;236.91;0.00;0.00
1208;04M184;0;27;5718.53;391.14;0.00;0.00
1209;04M191;5;25;3815.36;145.00;0.00;666.75
1210;04M192;6;48;7440.73;131.80;3625.37;0.00
1211;04M193;12;70;10340.29;276.82;2899.57;0.00
1212;04M194;13;75;17654.19;437.39;7313.90;0.00
1213;04M19T;0;0;481.60;0.00;0.00;0.00
1214;04M201;3;14;2272.17;115.19;0.00;566.73
1215;04M202;5;26;3654.40;203.81;1382.23;0.00
1216;04M203;6;34;5392.59;194.02;1738.19;0.00
1217;04M204;8;45;7526.79;307.33;2134.20;0.00
1218;04M20T;0;0;571.98;0.00;0.00;0.00
1219;04M211;0;0;815.23;0.00;0.00;0.00
1220;04M212;0;18;1718.26;178.94;0.00;0.00
1221;04M213;0;0;2289.58;0.00;0.00;0.00
1222;04M214;0;0;3909.04;0.00;0.00;0.00
1223;04M22Z;0;0;686.49;0.00;0.00;0.00
1224;04M23T;0;0;490.64;0.00;0.00;0.00
1225;04M23Z;0;11;1883.65;296.18;0.00;0.00
1226;04M24E;0;0;878.26;0.00;0.00;0.00
1227;04M251;0;7;1729.91;184.04;0.00;0.00
1228;04M252;0;14;3646.13;121.25;0.00;0.00
1229;04M253;0;24;4858.64;369.07;0.00;0.00
1230;04M254;0;0;8294.95;0.00;0.00;0.00
1231;04M25T;0;0;670.41;0.00;0.00;0.00
1232;04M261;0;11;2401.05;180.11;0.00;0.00
1233;04M262;0;20;4658.12;127.10;0.00;0.00
1234;04M263;6;32;6183.37;353.63;1525.25;0.00
1235;04M264;0;0;10435.42;0.00;0.00;0.00
1236;04M26T;0;0;751.00;0.00;0.00;0.00
1237;04M02T;0;0;635.16;0.00;0.00;0.00
1238;04M03T;0;0;587.88;0.00;0.00;0.00
1239;04M05T;0;0;650.58;0.00;0.00;0.00
1240;04M18T;0;0;877.75;0.00;0.00;0.00
1430;05C021;6;32;16037.43;176.71;0.00;1628.75
1431;05C022;6;44;19309.33;154.13;3271.90;0.00
1432;05C023;10;60;23407.19;107.51;4097.86;0.00
1433;05C024;12;95;27169.94;476.08;3762.75;0.00
1434;05C031;5;27;13849.19;183.77;0.00;1611.00
1435;05C032;6;33;16533.62;146.98;2684.43;0.00
1436;05C033;8;44;19594.81;101.85;3061.19;0.00
1437;05C034;9;76;22853.90;500.22;3259.09;0.00
1438;05C041;5;34;12236.83;136.68;0.00;1918.71
1439;05C042;7;41;14266.60;117.86;2029.76;0.00
1440;05C043;10;56;17427.76;84.69;3161.16;0.00
1441;05C044;16;98;20984.61;400.77;3556.85;0.00
1442;05C051;5;25;10354.64;180.62;0.00;1584.60
1443;05C052;5;29;11863.28;161.45;1508.65;0.00
1444;05C053;6;36;13327.48;151.62;1464.19;0.00
1445;05C054;8;70;18482.61;493.81;5155.13;0.00
1446;05C061;5;24;11928.98;89.31;0.00;991.65
1447;05C062;6;52;15239.60;67.27;3310.62;0.00
1448;05C063;9;79;16633.38;70.12;1393.79;0.00
1449;05C064;11;93;16960.26;365.10;326.88;0.00
1450;05C071;5;27;14308.55;439.36;0.00;2066.28
1451;05C072;7;41;23003.51;328.76;8694.96;0.00
1452;05C073;7;64;30564.96;890.90;7561.45;0.00
1453;05C074;14;85;66641.53;1464.69;36076.57;0.00
1454;05C081;0;17;4503.27;162.79;0.00;0.00
1455;05C082;4;32;6945.12;228.52;2441.86;0.00
1456;05C083;8;46;12131.63;159.99;5186.51;0.00
1457;05C084;8;75;16771.32;417.47;4639.68;0.00
1458;05C091;3;19;5873.05;156.95;0.00;1247.74
1459;05C092;4;41;13145.95;112.54;7272.89;0.00
1460;05C093;4;49;15470.20;94.28;2324.25;0.00
1461;05C094;11;127;22824.11;334.89;7353.91;0.00
1462;05C101;4;22;6857.57;192.07;0.00;413.95
1463;05C102;6;35;9354.50;216.02;2496.93;0.00
1464;05C103;6;55;13674.91;222.57;4320.41;0.00
1465;05C104;14;82;19684.35;445.68;6009.43;0.00
1466;05C111;4;17;4953.70;177.11;0.00;1074.00
1467;05C112;6;32;7610.36;197.07;2656.66;0.00
1468;05C113;6;53;11748.78;297.03;4138.42;0.00
1469;05C114;11;84;20956.63;467.09;9207.84;0.00
1470;05C11J;0;0;657.69;0.00;0.00;0.00
1471;05C121;8;35;6847.88;142.46;0.00;743.71
1472;05C122;9;52;9702.90;132.15;2855.02;0.00
1473;05C123;8;67;12096.99;116.90;2394.09;0.00
1474;05C124;16;94;15253.19;304.11;3156.20;0.00
1475;05C131;3;14;2982.36;155.45;0.00;641.13
1476;05C132;4;37;6557.74;161.21;3575.37;0.00
1477;05C133;5;46;8911.63;113.68;2353.89;0.00
1478;05C134;11;65;11071.64;315.04;2160.01;0.00
1479;05C141;4;20;3592.19;158.61;0.00;791.41
1480;05C142;6;34;5812.68;218.09;2220.49;0.00
1481;05C143;8;46;9072.32;198.62;3259.65;0.00
1482;05C144;10;79;15626.72;367.77;6554.39;0.00
1483;05C14J;0;0;426.53;0.00;0.00;0.00
1484;05C151;3;12;2476.80;123.48;0.00;456.33
1485;05C152;0;24;4351.53;121.67;0.00;0.00
1486;05C153;5;40;6298.19;197.82;1946.66;0.00
1487;05C154;11;63;10847.95;319.06;4549.76;0.00
1488;05C15T;0;0;1175.73;0.00;0.00;0.00
1489;05C171;0;4;1269.83;69.84;0.00;0.00
1490;05C172;0;22;3086.27;68.45;0.00;0.00
1491;05C173;5;41;4386.86;196.43;1300.59;0.00
1492;05C174;0;0;6469.01;0.00;0.00;0.00
1493;05C17J;0;0;1269.83;0.00;0.00;0.00
1494;05C181;3;12;2915.21;112.44;0.00;585.21
1495;05C182;4;41;6176.10;245.21;3260.89;0.00
1496;05C183;7;64;11815.83;284.53;5639.73;0.00
1497;05C184;11;94;20351.58;401.98;8535.76;0.00
1498;05C18J;0;0;1159.59;0.00;0.00;0.00
1499;05C191;3;13;3739.87;175.88;0.00;1034.07
1500;05C192;0;23;5498.72;195.80;0.00;0.00
1501;05C193;6;47;10467.87;189.05;4969.15;0.00
1502;05C194;14;87;18029.86;387.80;7561.99;0.00
1503;05C19T;0;0;637.67;0.00;0.00;0.00
1504;05C201;2;9;2169.27;157.64;0.00;361.55
1505;05C202;0;25;4855.59;145.91;0.00;0.00
1506;05C203;7;39;6898.38;329.16;2042.79;0.00
1507;05C204;0;0;10177.59;0.00;0.00;0.00
1508;05C211;0;6;2055.25;71.02;0.00;0.00
1509;05C212;0;33;5780.29;82.28;0.00;0.00
1510;05C213;5;62;10732.47;106.29;4952.18;0.00
1511;05C214;18;110;16361.42;278.56;5628.95;0.00
1512;05C21J;0;0;1020.20;0.00;0.00;0.00
1513;05C221;0;7;2031.52;143.26;0.00;0.00
1514;05C222;0;19;4304.19;116.90;0.00;0.00
1515;05C223;5;40;6759.17;311.30;2454.98;0.00
1516;05C224;0;0;11641.99;0.00;0.00;0.00
1517;05C22T;0;0;1164.21;0.00;0.00;0.00
1518;05C061;5;24;31895.70;89.31;0.00;2651.48
1519;05C062;6;52;35206.32;67.27;3310.62;0.00
1520;05C063;9;79;36600.10;70.12;1393.79;0.00
1521;05C064;11;93;36926.98;365.10;326.88;0.00
1522;05C081;0;0;28652.24;0.00;0.00;0.00
1523;05C08T;0;0;666.96;0.00;0.00;0.00
1524;05C021;6;32;18795.77;176.71;0.00;1628.75
1525;05C022;6;44;22067.66;154.13;3271.90;0.00
1526;05C023;10;60;26165.52;107.51;4097.86;0.00
1527;05C024;12;95;29928.27;476.08;3762.75;0.00
1528;05C031;5;27;16593.61;183.77;0.00;1611.00
1529;05C032;6;33;19278.04;146.98;2684.43;0.00
1530;05C033;8;44;22339.23;101.85;3061.19;0.00
1531;05C034;9;76;25598.32;500.22;3259.09;0.00
1693;05K051;3;11;2719.94;144.92;0.00;363.35
1694;05K052;4;20;4119.63;142.11;1399.69;0.00
1695;05K053;6;31;6367.31;112.35;2247.68;0.00
1696;05K054;9;54;8951.43;308.46;2584.12;0.00
1697;05K061;0;7;2559.28;160.89;0.00;0.00
1698;05K062;0;18;4329.02;205.88;0.00;0.00
1699;05K063;4;33;7570.23;198.60;3241.21;0.00
1700;05K064;7;54;11740.87;407.28;4170.64;0.00
1701;05K06T;0;0;1795.68;0.00;0.00;0.00
1702;05K101;0;5;1555.55;116.91;0.00;0.00
1703;05K102;0;21;3780.08;106.50;0.00;0.00
1704;05K103;6;39;6257.60;71.46;2477.52;0.00
1705;05K104;6;55;7400.93;251.10;1143.34;0.00
1706;05K10J;0;0;1285.58;0.00;0.00;0.00
1707;05K111;0;7;2352.67;117.84;0.00;0.00
1708;05K112;0;20;4010.11;114.98;0.00;0.00
1709;05K113;6;36;6781.05;81.72;2770.94;0.00
1710;05K114;11;64;9069.31;264.36;2288.27;0.00
1711;05K11T;0;0;1686.37;0.00;0.00;0.00
1712;05K121;0;5;3543.16;189.83;0.00;0.00
1713;05K122;0;15;5441.50;666.15;0.00;0.00
1714;05K123;0;0;8882.44;0.00;0.00;0.00
1715;05K124;0;0;11278.39;0.00;0.00;0.00
1716;05K131;2;7;2631.52;120.71;0.00;426.37
1717;05K132;0;21;4740.79;109.68;0.00;0.00
1718;05K133;4;39;7016.86;94.58;2276.08;0.00
1719;05K134;7;59;8908.46;279.47;1891.60;0.00
1720;05K13J;0;0;1778.78;0.00;0.00;0.00
1721;05K14Z;0;0;754.34;0.00;0.00;0.00
1722;05K151;0;4;1480.68;664.21;0.00;0.00
1723;05K152;0;0;2913.19;0.00;0.00;0.00
1724;05K153;0;0;4755.34;0.00;0.00;0.00
1725;05K154;0;0;6038.05;0.00;0.00;0.00
1726;05K15J;0;0;1099.47;0.00;0.00;0.00
1727;05K17J;0;0;635.32;0.00;0.00;0.00
1728;05K18J;0;0;670.82;0.00;0.00;0.00
1729;05M041;0;10;1836.97;96.95;0.00;0.00
1730;05M042;0;20;2874.45;94.33;0.00;0.00
1731;05M043;5;30;4041.56;80.35;1167.11;0.00
1732;05M044;8;46;5327.11;214.49;1285.55;0.00
1733;05M04T;0;0;888.64;0.00;0.00;0.00
1734;05M051;0;8;1343.05;118.44;0.00;0.00
1735;05M052;0;17;2408.99;129.01;0.00;0.00
1736;05M053;0;23;3183.02;145.84;0.00;0.00
1737;05M054;5;30;4203.91;256.44;1020.90;0.00
1738;05M061;0;6;865.67;133.00;0.00;0.00
1739;05M062;0;16;2195.70;133.87;0.00;0.00
1740;05M063;0;23;3262.72;122.05;0.00;0.00
1741;05M064;6;34;4605.30;253.06;1342.58;0.00
1742;05M06T;0;0;704.89;0.00;0.00;0.00
1743;05M071;0;16;2551.05;88.88;0.00;0.00
1744;05M072;0;21;2995.45;113.78;0.00;0.00
1745;05M073;5;28;4234.99;91.63;1239.54;0.00
1746;05M074;6;48;6067.54;235.95;1832.55;0.00
1747;05M07T;0;0;694.13;0.00;0.00;0.00
1748;05M081;0;9;1421.75;111.36;0.00;0.00
1749;05M082;0;18;2423.98;132.50;0.00;0.00
1750;05M083;0;25;3457.01;120.77;0.00;0.00
1751;05M084;0;34;4543.94;247.22;0.00;0.00
1752;05M08T;0;0;525.00;0.00;0.00;0.00
1753;05M091;4;20;2756.09;142.66;0.00;537.33
1754;05M092;5;26;3612.05;170.88;855.96;0.00
1755;05M093;6;33;4808.19;188.05;1196.14;0.00
1756;05M094;8;47;7440.83;291.43;2632.64;0.00
1757;05M09T;0;0;606.76;0.00;0.00;0.00
1758;05M101;0;4;1327.15;156.91;0.00;0.00
1759;05M102;0;20;4037.32;149.23;0.00;0.00
1760;05M103;0;35;6891.72;93.23;0.00;0.00
1761;05M104;8;46;7917.24;319.47;1025.52;0.00
1762;05M111;0;11;1750.60;123.82;0.00;0.00
1763;05M112;0;23;3655.52;110.72;0.00;0.00
1764;05M113;4;34;5004.87;104.46;1349.35;0.00
1765;05M114;9;55;7198.50;244.15;2193.63;0.00
1766;05M11T;0;0;499.28;0.00;0.00;0.00
1767;05M121;0;9;1832.43;119.30;0.00;0.00
1768;05M122;0;24;3621.97;144.65;0.00;0.00
1769;05M123;4;35;5213.13;178.00;1591.15;0.00
1770;05M124;6;49;7705.08;291.82;2491.95;0.00
1771;05M12T;0;0;648.46;0.00;0.00;0.00
1772;05M131;0;7;1115.11;132.74;0.00;0.00
1773;05M132;0;14;2044.29;262.45;0.00;0.00
1774;05M133;0;0;2874.65;0.00;0.00;0.00
1775;05M134;0;0;4118.32;0.00;0.00;0.00
1776;05M141;0;0;1280.35;0.00;0.00;0.00
1777;05M142;0;19;3090.14;112.61;0.00;0.00
1778;05M143;0;30;5144.47;82.40;0.00;0.00
1779;05M144;5;57;7369.26;241.91;2224.78;0.00
1780;05M151;0;10;1634.45;119.96;0.00;0.00
1781;05M152;0;18;2897.22;82.07;0.00;0.00
1782;05M153;0;26;3553.76;186.88;0.00;0.00
1783;05M154;0;35;5235.69;274.17;0.00;0.00
1784;05M15T;0;0;573.97;0.00;0.00;0.00
1785;05M161;0;7;1080.23;134.88;0.00;0.00
1786;05M162;0;18;2563.86;147.20;0.00;0.00
1787;05M163;0;27;3888.69;264.60;0.00;0.00
1788;05M164;0;35;6357.79;333.46;0.00;0.00
1789;05M16T;0;0;606.83;0.00;0.00;0.00
1790;05M171;0;9;1736.42;116.31;0.00;0.00
1791;05M172;0;22;3278.21;115.29;0.00;0.00
1792;05M173;4;33;5005.26;89.79;1727.04;0.00
1793;05M174;6;51;6621.48;240.61;1616.23;0.00
1794;05M17T;0;0;519.67;0.00;0.00;0.00
1795;05M181;4;32;4726.40;173.77;0.00;960.57
1796;05M182;6;44;6811.63;212.15;2085.23;0.00
1797;05M183;8;58;9820.43;207.30;3008.80;0.00
1798;05M184;11;66;11478.84;325.83;1658.42;0.00
1799;05M191;0;0;773.47;0.00;0.00;0.00
1800;05M192;0;16;1380.76;158.21;0.00;0.00
1801;05M193;0;0;1941.64;0.00;0.00;0.00
1802;05M194;0;0;2781.66;0.00;0.00;0.00
1803;05M20Z;0;0;795.18;0.00;0.00;0.00
1804;05M21E;0;0;927.95;0.00;0.00;0.00
1805;05M22E;0;0;896.87;0.00;0.00;0.00
1806;05M23T;0;0;563.09;0.00;0.00;0.00
1807;05M23Z;0;9;1359.48;270.27;0.00;0.00
1808;05K111;0;7;4990.51;249.95;0.00;0.00
1809;05K112;0;20;8506.29;243.90;0.00;0.00
1810;05K113;6;36;14384.05;173.35;5877.76;0.00
1811;05K114;11;64;19237.94;560.77;4853.90;0.00
1812;05K11T;0;0;3577.15;0.00;0.00;0.00
1813;05M05T;0;0;608.45;0.00;0.00;0.00
1814;05M10T;0;0;699.87;0.00;0.00;0.00
1815;05M13T;0;0;637.83;0.00;0.00;0.00
1816;05M18T;0;0;884.13;0.00;0.00;0.00
1931;06C021;4;30;4757.93;167.53;0.00;854.00
1932;06C022;10;60;9783.69;197.62;5025.76;0.00
1933;06C023;13;77;17708.87;145.74;7925.18;0.00
1934;06C024;16;165;30533.63;346.36;12824.76;0.00
1935;06C031;5;28;8765.95;141.91;0.00;1292.65
1936;06C032;7;38;10185.04;174.95;1419.09;0.00
1937;06C033;10;57;13954.16;158.46;3769.12;0.00
1938;06C034;11;84;18232.68;403.81;4278.53;0.00
1939;06C041;5;24;6449.22;177.19;0.00;626.61
1940;06C042;6;37;8752.69;180.75;2303.48;0.00
1941;06C043;9;53;11644.72;182.32;2892.03;0.00
1942;06C044;15;87;17843.77;381.41;6199.04;0.00
1943;06C051;2;11;4487.97;210.95;0.00;1507.11
1944;06C052;0;27;7863.16;318.47;0.00;0.00
1945;06C053;0;47;14232.64;356.75;0.00;0.00
1946;06C054;6;80;26005.41;604.32;11772.78;0.00
1947;06C071;3;15;4168.72;180.72;0.00;756.89
1948;06C072;5;25;5975.94;224.10;1807.22;0.00
1949;06C073;5;45;10457.99;245.71;4482.05;0.00
1950;06C074;8;78;18566.34;444.06;8108.34;0.00
1951;06C081;3;13;3287.23;183.16;0.00;693.89
1952;06C082;4;21;4752.53;231.19;1465.30;0.00
1953;06C083;5;30;6833.28;284.39;2080.75;0.00
1954;06C084;0;40;9677.17;453.27;0.00;0.00
1955;06C091;2;9;2108.39;171.51;0.00;351.40
1956;06C092;0;15;3564.25;196.96;0.00;0.00
1957;06C093;0;27;5949.92;195.95;0.00;0.00
1958;06C094;5;49;10260.77;389.17;4310.85;0.00
1959;06C101;0;7;1531.96;76.38;0.00;0.00
1960;06C102;0;32;3768.67;76.12;0.00;0.00
1961;06C103;4;72;6821.45;76.00;3052.77;0.00
1962;06C104;20;137;11761.54;160.38;4940.09;0.00
1963;06C10J;0;0;1531.96;0.00;0.00;0.00
1964;06C111;2;9;2117.73;129.81;0.00;454.59
1965;06C112;0;18;4298.82;156.84;0.00;0.00
1966;06C113;6;36;7121.98;310.71;2823.15;0.00
1967;06C114;6;56;13336.17;442.16;6214.19;0.00
1968;06C11J;0;0;1530.82;0.00;0.00;0.00
1969;06C121;0;6;1725.75;155.80;0.00;0.00
1970;06C122;0;12;2894.27;160.28;0.00;0.00
1971;06C123;0;22;4497.04;199.29;0.00;0.00
1972;06C124;0;41;8283.49;375.96;0.00;0.00
1973;06C12J;0;0;1725.75;0.00;0.00;0.00
1974;06C131;3;16;3699.92;163.59;0.00;773.33
1975;06C132;4;27;5614.54;154.00;1914.61;0.00
1976;06C133;7;39;7462.50;270.21;1847.96;0.00
1977;06C134;10;59;12866.71;403.08;5404.22;0.00
1978;06C141;0;6;1442.88;146.84;0.00;0.00
1979;06C142;0;17;3506.05;150.86;0.00;0.00
1980;06C143;0;34;6070.68;224.50;0.00;0.00
1981;06C144;6;53;10336.26;360.80;4265.58;0.00
1982;06C14J;0;0;913.87;0.00;0.00;0.00
1983;06C151;2;9;2945.34;152.01;0.00;490.93
1984;06C152;0;25;5377.45;154.15;0.00;0.00
1985;06C153;5;45;8460.44;270.17;3082.99;0.00
1986;06C154;8;67;14404.28;397.80;5943.84;0.00
1987;06C161;6;34;8796.75;177.66;0.00;1166.27
1988;06C162;8;46;12732.98;142.96;3936.23;0.00
1989;06C163;8;64;15406.04;140.03;2673.07;0.00
1990;06C164;16;98;20167.10;383.73;4761.06;0.00
1991;06C191;2;7;1977.34;160.18;0.00;434.64
1992;06C192;0;15;3345.78;169.39;0.00;0.00
1993;06C193;0;31;6055.99;364.62;0.00;0.00
1994;06C194;0;0;10441.74;0.00;0.00;0.00
1995;06C19J;0;0;1108.05;0.00;0.00;0.00
1996;06C201;4;19;4263.85;186.33;0.00;771.66
1997;06C202;6;34;7169.24;184.66;2905.38;0.00
1998;06C203;9;51;11959.36;150.97;4790.12;0.00
1999;06C204;12;100;19356.75;360.27;7397.39;0.00
2000;06C211;2;15;3953.96;159.61;0.00;913.54
2001;06C212;6;33;6826.97;194.81;2873.01;0.00
2002;06C213;5;46;9359.55;232.68;2532.58;0.00
2003;06C214;14;82;17735.88;402.40;8376.33;0.00
2004;06C221;3;12;3859.38;166.51;0.00;699.84
2005;06C222;4;24;6206.67;161.14;2347.29;0.00
2006;06C223;8;44;10296.81;141.86;4090.13;0.00
2007;06C224;10;89;16680.50;349.16;6383.69;0.00
2008;06C231;3;9;3255.73;190.09;0.00;665.42
2009;06C232;0;25;6297.10;261.62;0.00;0.00
2010;06C233;8;43;11382.25;249.87;5085.15;0.00
2011;06C234;7;75;19378.06;480.22;7995.81;0.00
2012;06C23J;0;0;1259.46;0.00;0.00;0.00
2013;06C19J;0;0;1457.47;0.00;0.00;0.00
2014;06C191;2;7;2326.76;164.46;0.00;434.64
2119;06K02Z;0;0;888.29;0.00;0.00;0.00
2120;06K03J;0;0;758.32;0.00;0.00;0.00
2121;06K04J;0;0;733.81;0.00;0.00;0.00
2122;06K05J;0;0;353.82;0.00;0.00;0.00
2123;06K06J;0;0;850.34;0.00;0.00;0.00
2124;06M021;0;6;1461.48;203.01;0.00;0.00
2125;06M022;0;14;3085.58;267.70;0.00;0.00
2126;06M023;0;26;6298.00;277.13;0.00;0.00
2127;06M024;0;46;11840.64;482.13;0.00;0.00
2128;06M02T;0;0;620.49;0.00;0.00;0.00
2129;06M031;0;9;1597.25;135.92;0.00;0.00
2130;06M032;0;20;3092.42;161.28;0.00;0.00
2131;06M033;0;30;4716.53;160.53;0.00;0.00
2132;06M034;5;45;7124.53;296.48;2408.00;0.00
2133;06M03T;0;0;653.99;0.00;0.00;0.00
2134;06M041;0;8;1659.94;157.57;0.00;0.00
2135;06M042;0;20;3617.74;154.89;0.00;0.00
2136;06M043;4;31;5730.24;125.69;2112.50;0.00
2137;06M044;8;45;7489.88;307.57;1759.65;0.00
2138;06M051;0;9;1860.66;138.51;0.00;0.00
2139;06M052;0;29;4654.03;136.18;0.00;0.00
2140;06M053;4;39;6015.85;167.36;1361.83;0.00
2141;06M054;7;61;9697.78;295.17;3681.92;0.00
2142;06M05T;0;0;671.55;0.00;0.00;0.00
2143;06M061;0;10;1738.99;142.03;0.00;0.00
2144;06M062;0;20;3159.25;148.66;0.00;0.00
2145;06M063;0;29;4781.51;124.98;0.00;0.00
2146;06M064;0;41;6281.21;281.43;0.00;0.00
2147;06M06T;0;0;610.94;0.00;0.00;0.00
2148;06M071;0;8;1750.12;153.44;0.00;0.00
2149;06M072;0;22;3898.35;180.00;0.00;0.00
2150;06M073;0;31;6113.20;142.82;0.00;0.00
2151;06M074;6;47;8398.27;329.21;2285.07;0.00
2152;06M07T;0;0;446.32;0.00;0.00;0.00
2153;06M081;0;6;1541.17;162.39;0.00;0.00
2154;06M082;0;17;3327.43;214.31;0.00;0.00
2155;06M083;0;30;6113.41;288.66;0.00;0.00
2156;06M084;7;42;9577.39;424.04;3463.98;0.00
2157;06M08T;0;0;646.50;0.00;0.00;0.00
2158;06M091;0;8;1561.87;147.12;0.00;0.00
2159;06M092;0;22;3621.54;157.57;0.00;0.00
2160;06M093;4;33;5707.58;140.77;2086.04;0.00
2161;06M094;9;54;8663.76;300.77;2956.19;0.00
2162;06M09T;0;0;673.54;0.00;0.00;0.00
2163;06M101;3;12;2217.58;125.91;0.00;615.99
2164;06M102;5;27;4106.22;160.37;1888.65;0.00
2165;06M103;7;43;6672.15;289.35;2565.93;0.00
2166;06M104;0;0;10626.66;0.00;0.00;0.00
2167;06M111;0;9;1721.69;138.42;0.00;0.00
2168;06M112;0;19;3169.54;132.05;0.00;0.00
2169;06M113;5;29;4490.06;258.97;1320.52;0.00
2170;06M114;5;38;6820.77;332.30;2330.71;0.00
2171;06M11T;0;0;731.88;0.00;0.00;0.00
2172;06M121;0;6;1270.41;124.87;0.00;0.00
2173;06M122;0;14;2330.77;121.48;0.00;0.00
2174;06M123;0;22;3302.57;122.42;0.00;0.00
2175;06M124;0;36;5016.38;257.15;0.00;0.00
2176;06M131;0;10;2219.49;140.49;0.00;0.00
2177;06M132;0;30;5062.53;137.73;0.00;0.00
2178;06M133;5;42;6715.24;204.64;1652.71;0.00
2179;06M134;7;57;9784.89;320.90;3069.65;0.00
2180;06M13T;0;0;749.45;0.00;0.00;0.00
2181;06M141;0;0;1097.98;0.00;0.00;0.00
2182;06M142;0;14;2396.38;305.72;0.00;0.00
2183;06M143;0;0;3664.06;0.00;0.00;0.00
2184;06M144;0;0;5567.39;0.00;0.00;0.00
2185;06M15Z;0;0;1991.23;0.00;0.00;0.00
2186;06M16Z;0;0;894.87;0.00;0.00;0.00
2187;06M17T;0;0;339.20;0.00;0.00;0.00
2188;06M17Z;0;11;2018.71;320.69;0.00;0.00
2189;06M18Z;0;13;2014.49;283.08;0.00;0.00
2190;06M191;3;12;2095.96;151.09;0.00;475.45
2191;06M192;5;25;4355.15;133.29;2259.19;0.00
2192;06M193;6;36;5821.32;145.25;1466.17;0.00
2193;06M194;9;53;8290.51;291.46;2469.19;0.00
2194;06M201;0;5;1368.92;154.56;0.00;0.00
2195;06M202;0;15;2914.53;183.65;0.00;0.00
2196;06M203;0;23;4456.32;178.07;0.00;0.00
2197;06M204;6;36;6771.19;349.17;2314.88;0.00
2198;06M20T;0;0;721.70;0.00;0.00;0.00
2199;06M04T;0;0;771.02;0.00;0.00;0.00
2200;06M12T;0;0;616.38;0.00;0.00;0.00
2201;06M18T;0;0;593.58;0.00;0.00;0.00
2319;07C061;4;17;4563.95;244.90;0.00;822.97
2320;07C062;4;33;8482.43;278.37;3918.48;0.00
2321;07C063;5;48;12658.05;492.04;4175.62;0.00
2322;07C064;0;0;22908.22;0.00;0.00;0.00
2323;07C071;3;12;3637.64;125.92;0.00;845.38
2324;07C072;0;30;6288.78;111.67;0.00;0.00
2325;07C073;7;57;9304.00;302.17;3015.22;0.00
2326;07C074;0;0;16844.52;0.00;0.00;0.00
2327;07C081;4;19;2644.76;163.47;0.00;578.54
2328;07C082;4;39;7198.51;149.20;4553.75;0.00
2329;07C083;11;63;11243.76;142.16;4045.25;0.00
2330;07C084;21;129;20626.16;298.26;9382.41;0.00
2331;07C091;5;26;9913.04;203.54;0.00;1479.66
2332;07C092;5;40;13050.46;189.14;3137.41;0.00
2333;07C093;10;60;16833.25;311.04;3782.80;0.00
