COD_RES;RES_LIB;TEC_COL
33730;VILLANDRAUT;0
33740;ANDERNOS LES BAINS;0
33750;ST GERMAIN DU PUCH;0
33760;TARGON;0
33770;SALLES;0
33780;SOULAC SUR MER;0
33790;PELLEGRUE;0
33810;AMBES;0
33820;ST CIERS SUR GIRONDE;0
33830;BELIN BELIET;0
33840;CAPTIEUX;0
34000;MONTPELLIER;0
34110;FRONTIGNAN;0
34140;MEZE;0
34170;CASTELNAU LE LEZ;0
34210;OLONZAC;0
34240;LAMALOU LES BAINS;0
34260;LE BOUSQUET D ORB;0
34270;ST MATHIEU DE TREVIERS;0
34290;SERVIAN;0
34310;CAPESTANG;0
34330;LA SALVETAT SUR AGOUT;0
34410;SERIGNAN;0
34610;ST GERVAIS SUR MARE;0
34800;CLERMONT L HERAULT;0
35000;RENNES;0
35120;DOL DE BRETAGNE;0
35133;FOUGERES;0
35136;RENNES;0
35160;MONTFORT SUR MEU;0
35220;CHATEAUBOURG;0
35235;THORIGNE FOUILLARD;0
35260;CANCALE;0
35270;COMBOURG;0
35310;MORDELLES;0
35330;MAURE DE BRETAGNE;0
35360;MONTAUBAN DE BRETAGNE;0
35510;CESSON SEVIGNE;0
35730;PLEURTUIT;0
36000;CHATEAUROUX;0
36100;ISSOUDUN;0
36120;ARDENTES;0
36150;VATAN;0
36180;PELLEVOISIN;0
36210;CHABRIS;0
36300;LE BLANC;0
37000;TOURS;0
37110;CHATEAU RENAULT;0
37140;BOURGUEIL;0
37160;DESCARTES;0
37210;VOUVRAY;0
37220;L ILE BOUCHARD;0
37250;VEIGNE;0
37270;MONTLOUIS SUR LOIRE;0
37390;LA MEMBROLLE SUR CHOISILLE;0
38000;GRENOBLE;0
38070;LA VERPILLIERE;0
38090;VILLEFONTAINE;0
38114;ALLEMOND;0
38120;ST EGREVE;0
38130;ECHIROLLES;0
38140;RIVES;0
38170;SEYSSINET PARISET;0
38190;BRIGNOUD;0
38230;PONT DE CHERUY;0
38250;VILLARD DE LANS;0
38280;VILLETTE D ANTHON;0
38320;EYBENS;0
38340;VOREPPE;0
38360;SASSENAGE;0
38380;ST LAURENT DU PONT;0
38400;ST MARTIN D HERES;0
38420;DOMENE;0
38430;MOIRANS;0
38450;VIF;0
38460;CREMIEU;0
38480;LE PONT DE BEAUVOISIN;0
38530;PONTCHARRA;0
38550;LE PEAGE DE ROUSSILLON;0
38650;MONESTIER DE CLERMONT;0
38870;ST SIMEON DE BRESSIEUX;0
39000;LONS LE SAUNIER;0
39100;DOLE;0
39130;CLAIRVAUX LES LACS;0
39150;ST LAURENT EN GRANDVAUX;0
39190;BEAUFORT;0
39210;VOITEUR;0
39220;LES ROUSSES;0
39230;SELLIERES;0
39240;ARINTHOD;0
39250;NOZEROY;0
39260;MOIRANS EN MONTAGNE;0
39270;ORGELET;0
39290;MOISSEY;0
39300;CHAMPAGNOLE;0
39310;SEPTMONCEL;0
39320;ST JULIEN;0
39330;MOUCHARD;0
39350;GENDREY;0
39380;MONT SOUS VAUDREY;0
39400;MOREZ;0
39410;ST AUBIN;0
39500;TAVAUX;0
39570;LONS LE SAUNIER;0
39600;ARBOIS;0
39700;ORCHAMPS;0
39800;POLIGNY;0
40000;MONT DE MARSAN;0
40090;MONT DE MARSAN;0
40100;DAX;0
24200;SARLAT LA CANEDA;0
24240;SIGOULES;0
24260;LE BUGUE;0
24290;MONTIGNAC;0
24310;BRANTOME;0
24330;ST PIERRE DE CHIGNAC;0
24360;PIEGUT PLUVIERS;0
24380;VERGT;0
24390;HAUTEFORT;0
24410;ST AULAYE;0
24430;RAZAC SUR L ISLE;0
24460;AGONAC;0
24480;LE BUISSON DE CADOUIN;0
24490;LA ROCHE CHALAIS;0
24510;STE ALVERE;0
24530;BRANTOME;0
24550;VILLEFRANCHE DU PERIGORD;0
24610;VILLEFRANCHE DE LONCHAT;0
25000;BESANCON;0
25115;ECOLE VALENTIN;0
25130;MORTEAU;0
25150;PONT DE ROIDE;0
25170;RECOLOGNE;0
25190;ST HIPPOLYTE;0
25220;ROCHE LEZ BEAUPRE;0
25250;L ISLE SUR LE DOUBS;0
25290;ORNANS;0
25310;HERIMONCOURT;0
25320;MONTFERRAND LE CHATEAU;0
25350;MANDEURE;0
25390;ORCHAMPS VENNES;0
25420;VOUJEAUCOURT;0
25440;QUINGEY;0
25470;TREVILLERS;0
25500;MORTEAU;0
25530;VERCEL VILLEDIEU LE CAMP;0
25580;NODS;0
25610;ARC ET SENANS;0
25690;AVOUDREY;0
26000;VALENCE;0
26110;NYONS;0
26150;DIE;0
26170;BUIS LES BARONNIES;0
26210;ST SORLIN EN VALLOIRE;0
26250;LIVRON SUR DROME;0
26270;LORIOL SUR DROME;0
26300;BOURG DE PEAGE;0
26320;ST MARCEL LES VALENCE;0
26340;SAILLANS;0
26460;BOURDEAUX;0
27000;EVREUX;0
27100;VAL DE REUIL;0
27130;VERNEUIL SUR AVRE;0
27170;BEAUMONT LE ROGER;0
27200;VERNON;0
27220;ST ANDRE DE L EURE;0
27240;DAMVILLE;0
27260;CORMEILLES;0
27290;MONTFORT SUR RISLE;0
27310;BOURG ACHARD;0
27340;PONT DE L ARCHE;0
27370;AMFREVILLE LA CAMPAGNE;0
27390;BROGLIE;0
27410;BEAUMESNIL;0
27450;ST GEORGES DU VIEVRE;0
27470;SERQUIGNY;0
27510;LES THILLIERS EN VEXIN;0
27530;EZY SUR EURE;0
27540;IVRY LA BATAILLE;0
27550;BEAUMONT LE ROGER;0
27590;PITRES;0
27600;GAILLON;0
27640;BREUILPONT;0
27680;QUILLEBEUF SUR SEINE;0
27700;LES ANDELYS;0
27930;GRAVIGNY;0
27940;AUBEVOYE;0
27950;ST MARCEL;0
28000;CHARTRES;0
28100;DREUX;0
28110;LUCE;0
28120;ILLIERS COMBRAY;0
28130;MAINTENON;0
28140;ORGERES EN BEAUCE;0
28150;VOVES;0
28160;BROU;0
28170;CHATEAUNEUF EN THYMERAIS;0
28190;COURVILLE SUR EURE;0
28200;CHATEAUDUN;0
28210;NOGENT LE ROI;0
28220;CLOYES SUR LE LOIR;0
28230;EPERNON;0
28240;LA LOUPE;0
28250;SENONCHES;0
28260;ANET;0
28270;BREZOLLES;0
28290;ARROU;0
28300;MAINVILLIERS;0
28310;JANVILLE;0
28320;GALLARDON;0
28330;AUTHON DU PERCHE;0
28340;LA FERTE VIDAME;0
28350;ST LUBIN DES JONCHERETS;0
28360;DAMMARIE;0
28380;ST REMY SUR AVRE;0
28400;NOGENT LE ROTROU;0
28410;BU;0
28480;THIRON GARDAIS;0
28500;VERNOUILLET;0
28600;LUCE;0
28630;CHARTRES;0
28700;AUNEAU;0
28800;BONNEVAL;0
29000;QUIMPER;0
29100;DOUARNENEZ;0
29140;ROSPORDEN;0
29150;CHATEAULIN;0
29160;CROZON;0
29170;FOUESNANT;0
29180;PLOGONNEC;0
29190;PLEYBEN;0
29200;BREST;0
29217;LE CONQUET;0
29246;POULLAOUEN;0
29260;LESNEVEN;0
29280;PLOUZANE;0
29360;CLOHARS CARNOET;0
29550;PLOMODIERN;0
29740;LESCONIL;0
29900;CONCARNEAU;0
29940;LA FORET FOUESNANT;0
30000;NIMES;0
30114;CALVISSON;0
30127;BELLEGARDE;0
30130;PONT ST ESPRIT;0
30132;CAISSARGUES;0
30150;ROQUEMAURE;0
30170;ST HIPPOLYTE DU FORT;0
30190;ST CHAPTES;0
30220;AIGUES MORTES;0
30230;BOUILLARGUES;0
30250;SOMMIERES;0
30260;QUISSAC;0
30290;LAUDUN;0
30330;CONNAUX;0
30380;ST CHRISTOL LES ALES;0
30570;VALLERAUGUE;0
30870;CLARENSAC;0
31000;TOULOUSE;0
31130;BALMA;0
31150;FENOUILLET;0
31180;CASTELMAUROU;0
31230;L ISLE EN DODON;0
31250;REVEL;0
31280;BALMA;0
31330;GRENADE;0
31360;ST MARTORY;0
31370;RIEUMES;0
31410;NOE;0
31430;LE FOUSSERET;0
31460;CARAMAN;0
31480;CADOURS;0
31510;BARBAZAN;0
31550;CINTEGABELLE;0
31570;LANTA;0
31780;CASTELGINEST;0
14730;DEMOUVILLE;0
14740;CARPIQUET;0
14750;ST AUBIN SUR MER;0
14760;CARPIQUET;0
14770;ST JEAN LE BLANC;0
14780;HERMANVILLE SUR MER;0
14790;CARPIQUET;0
14800;DEAUVILLE;0
14830;ST AUBIN SUR MER;0
14840;DEMOUVILLE;0
14850;RANVILLE;0
14860;RANVILLE;0
14880;HERMANVILLE SUR MER;0
14910;DEAUVILLE;0
14920;DOUVRES LA DELIVRANDE;0
14930;CARPIQUET;0
14940;DEMOUVILLE;0
14950;BEAUMONT EN AUGE;0
14970;OUISTREHAM;0
14980;CARPIQUET;0
14990;ST AUBIN SUR MER;0
15000;AURILLAC;0
15100;ST FLOUR;0
15110;CHAUDES AIGUES;0
15120;MONTSALVY;0
15130;ARPAJON SUR CERE;0
15140;ST MARTIN VALMEROUX;0
15150;LAROQUEBROU;0
15160;ALLANCHE;0
15190;CONDAT;0
15210;YDES;0
15240;SAIGNES;0
15350;YDES;0
16000;ANGOULEME;0
16120;CHATEAUNEUF SUR CHARENTE;0
16140;AIGRE;0
16170;ROUILLAC;0
16220;MONTBRON;0
16240;VILLEFAGNAN;0
16270;ROUMAZIERES LOUBERT;0
16310;MONTEMBOEUF;0
16330;ST AMANT DE BOIXE;0
16340;L ISLE D ESPAGNAC;0
16360;BAIGNES STE RADEGONDE;0
16390;ST SEVERIN;0
16410;DIGNAC;0
16570;ST GENIS D HIERSAC;0
17000;LA ROCHELLE;0
17120;COZES;0
17137;NIEUL SUR MER;0
17138;PUILBOREAU;0
17140;LAGORD;0
17160;MATHA;0
17190;ST GEORGES D OLERON;0
17230;MARANS;0
17250;ST PORCHAIRE;0
17290;AIGREFEUILLE D AUNIS;0
17310;ST PIERRE D OLERON;0
17330;LOULAY;0
17350;ST SAVINIEN;0
17360;ST AIGULIN;0
17380;TONNAY BOUTONNE;0
17400;ST JEAN D ANGELY;0
17410;ST MARTIN DE RE;0
17440;AYTRE;0
17480;LE CHATEAU D OLERON;0
17690;ANGOULINS;0
18000;BOURGES;0
18110;ST MARTIN D AUXIGNY;0
18130;DUN SUR AURON;0
18160;LIGNIERES;0
18200;ST AMAND MONTROND;0
18220;LES AIX D ANGILLON;0
18230;ST DOULCHARD;0
18260;VAILLY SUR SAULDRE;0
18350;NERONDES;0
19000;TULLE;0
19100;BRIVE LA GAILLARDE;0
19130;OBJAT;0
19150;LAGUENNE;0
19170;BUGEAT;0
19200;USSEL;0
19210;LUBERSAC;0
19230;ARNAC POMPADOUR;0
19250;MEYMAC;0
19350;JUILLAC;0
19700;SEILHAC;0
21000;DIJON;0
21121;FONTAINE LES DIJON;0
21140;SEMUR EN AUXOIS;0
21160;MARSANNAY LA COTE;0
21170;ST JEAN DE LOSNE;0
21220;GEVREY CHAMBERTIN;0
21260;SELONGEY;0
21290;RECEY SUR OURCE;0
21310;MIREBEAU SUR BEZE;0
21330;LAIGNES;0
21360;BLIGNY SUR OUCHE;0
21370;PLOMBIERES LES DIJON;0
21390;PRECY SOUS THIL;0
21420;SAVIGNY LES BEAUNE;0
21450;BAIGNEUX LES JUIFS;0
21490;RUFFEY LES ECHIREY;0
21500;MONTBARD;0
21520;MONTIGNY SUR AUBE;0
21540;SOMBERNON;0
21560;ARC SUR TILLE;0
21580;GRANCEY LE CHATEAU NEUVELLE;0
21600;LONGVIC;0
21640;NUITS ST GEORGES;0
21910;SAULON LA CHAPELLE;0
22000;ST BRIEUC;0
22100;DINAN;0
22110;ROSTRENEN;0
22120;YFFINIAC;0
22130;PLANCOET;0
22140;BEGARD;0
22150;PLOEUC SUR LIE;0
22160;CALLAC;0
22170;CHATELAUDREN;0
22190;PLERIN;0
22200;GUINGAMP;0
22210;PLEMET;0
22220;TREGUIER;0
22230;MERDRIGNAC;0
22240;MATIGNON;0
22250;BROONS;0
22260;PONTRIEUX;0
22270;JUGON LES LACS;0
22290;LANVOLLON;0
22300;LANNION;0
22310;PLESTIN LES GREVES;0
22320;CORLAY;0
22330;COLLINEE;0
22340;MAEL CARHAIX;0
22350;CAULNES;0
22360;LANGUEUX;0
22370;PLENEUF VAL ANDRE;0
22380;ST CAST LE GUILDO;0
22390;BOURBRIAC;0
22400;LAMBALLE;0
22410;ST QUAY PORTRIEUX;0
22420;PLOUARET;0
22430;PLENEUF VAL ANDRE;0
22440;PLOUFRAGAN;0
22450;LA ROCHE DERRIEN;0
22460;UZEL;0
22470;PLOUEZEC;0
22480;ST NICOLAS DU PELEM;0
22490;PLESLIN TRIGAVOU;0
22520;BINIC;0
22720;BOURBRIAC;0
22940;PLAINTEL;0
23000;GUERET;0
23110;EVAUX LES BAINS;0
23150;AHUN;0
23190;BELLEGARDE EN MARCHE;0
23220;BONNAT;0
23230;GOUZON;0
23250;PONTARION;0
23430;CHATELUS LE MARCHEIX;0
24000;PERIGUEUX;0
24110;ST ASTIER;0
24120;TERRASSON LAVILLEDIEU;0
24140;VILLAMBLARD;0
24160;EXCIDEUIL;0
05000;GAP;0
05100;BRIANCON;0
05130;TALLARD;0
05140;ASPRES SUR BUECH;0
05330;ST CHAFFREY;0
06000;NICE;0
06130;GRASSE;0
06330;ROQUEFORT LES PINS;0
06540;BREIL SUR ROYA;0
06740;LE ROURET;0
07000;PRIVAS;0
07110;LARGENTIERE;0
07140;LES VANS;0
07190;ST SAUVEUR DE MONTAGUT;0
07210;CHOMERAC;0
07230;LABLACHERE;0
07250;LE POUZIN;0
07270;LAMASTRE;0
07300;TOURNON SUR RHONE;0
07340;SERRIERES;0
07610;TOURNON SUR RHONE;0
08000;CHARLEVILLE MEZIERES;0
08110;CARIGNAN;0
08140;DOUZY;0
08170;FUMAY;0
08210;MOUZON;0
08230;ROCROI;0
08240;BUZANCY;0
08250;GRANDPRE;0
08260;MAUBERT FONTAINE;0
08270;NOVION PORCIEN;0
08290;LIART;0
08300;RETHEL;0
08310;JUNIVILLE;0
08320;VIREUX MOLHAIN;0
08330;VRIGNE AUX BOIS;0
08350;DONCHERY;0
08360;CHATEAU PORCIEN;0
08370;MARGUT;0
08380;SIGNY LE PETIT;0
08390;LE CHESNE;0
08400;VOUZIERS;0
08410;BOULZICOURT;0
08430;POIX TERRON;0
08440;VIVIER AU COURT;0
08450;RAUCOURT ET FLABA;0
08460;SIGNY L ABBAYE;0
08500;REVIN;0
08600;GIVET;0
08700;NOUZONVILLE;0
08800;MONTHERME;0
09000;FOIX;0
09100;PAMIERS;0
09120;VARILHES;0
09130;LE FOSSAT;0
09140;SEIX;0
09160;PRAT BONREPAUX;0
09190;ST LIZIER;0
09200;ST GIRONS;0
09210;LEZAT SUR LEZE;0
09220;VICDESSOS;0
09230;STE CROIX VOLVESTRE;0
09240;LA BASTIDE DE SEROU;0
09250;LUZENAC;0
09270;MAZERES;0
09290;LE MAS D AZIL;0
09300;LAVELANET;0
09310;LES CABANNES;0
09320;MASSAT;0
09330;MONTGAILLARD;0
09340;VARILHES;0
09350;DAUMAZAN SUR ARIZE;0
09400;TARASCON SUR ARIEGE;0
09420;RIMONT;0
10000;TROYES;0
10110;BAR SUR SEINE;0
10140;VENDEUVRE SUR BARSE;0
10160;AIX EN OTHE;0
10190;ESTISSAC;0
10210;CHAOURCE;0
10230;MAILLY LE CAMP;0
10250;MUSSY SUR SEINE;0
10280;ST MESMIN;0
10310;BAYEL;0
10330;CHAVANGES;0
10350;MARIGNY LE CHATEL;0
10370;VILLENAUXE LA GRANDE;0
10400;NOGENT SUR SEINE;0
10420;LES NOES PRES TROYES;0
10440;LA RIVIERE DE CORPS;0
11000;CARCASSONNE;0
11110;COURSAN;0
11140;AXAT;0
11160;CAUNES MINERVOIS;0
11200;LEZIGNAN CORBIERES;0
11230;CHALABRE;0
11260;COUIZA;0
11300;LIMOUX;0
11330;MOUTHOUMET;0
11350;TUCHAN;0
11370;LEUCATE;0
11420;BELPECH;0
11430;GRUISSAN;0
12000;RODEZ;0
12110;AUBIN;0
12140;ENTRAYGUES SUR TRUYERE;0
12170;REQUISTA;0
12210;LAGUIOLE;0
12220;MONTBAZENS;0
12260;VILLENEUVE;0
12290;PONT DE SALARS;0
12300;DECAZEVILLE;0
12470;ST CHELY D AUBRAC;0
13001;MARSEILLE 01;0
13004;MARSEILLE 04;0
13008;MARSEILLE 08;0
13011;MARSEILLE 11;0
13013;MARSEILLE 13;0
13015;MARSEILLE 15;0
13100;AIX EN PROVENCE;0
13105;MIMET;0
13111;COUDOUX;0
13114;PUYLOUBIER;0
13130;BERRE L ETANG;0
13240;SEPTEMES LES VALLONS;0
13440;CABANNES;0
13630;EYRAGUES;0
13810;EYGALIERES;0
13920;ST MITRE LES REMPARTS;0
13960;SAUSSET LES PINS;0
14000;CAEN;0
14100;LISIEUX;0
14111;CARPIQUET;0
14120;MONDEVILLE;0
14140;LIVAROT;0
14160;DIVES SUR MER;0
14200;HEROUVILLE ST CLAIR;0
14230;ISIGNY SUR MER;0
14260;AUNAY SUR ODON;0
14290;ORBEC;0
14310;VILLERS BOCAGE;0
14340;CAMBREMER;0
14360;TROUVILLE SUR MER;0
14390;CABOURG;0
14410;VASSY;0
14430;DOZULE;0
14460;COLOMBELLES;0
14480;CREULLY;0
14500;VIRE;0
14510;HOULGATE;0
14520;PORT EN BESSIN HUPPAIN;0
14530;DOUVRES LA DELIVRANDE;0
14540;MAY SUR ORNE;0
14550;BLAINVILLE SUR ORNE;0
14570;CLECY;0
14590;MOYAUX;0
14610;THAON;0
14620;ST PIERRE SUR DIVES;0
14630;DEMOUVILLE;0
14640;VILLERS SUR MER;0
14650;CARPIQUET;0
14670;TROARN;0
14680;ST GERMAIN LE VASSON;0
14690;CLECY;0
14700;FALAISE;0
14710;TREVIERES;0
99430;COMMUNE DEPARTEMENT NON RENSEIGNE GROENLAND;0
99431;COMMUNE DEPARTEMENT NON RENSEIGNE ANTILLES NEERLANDAISES;0
99432;COMMUNE DEPARTEMENT NON RENSEIGNE PORTO-RICO ET POSSESSIONS E-U.;0
99433;COMMUNE DEPARTEMENT NON RENSEIGNE TRINITE,TOBAGO;0
99434;COMMUNE DEPARTEMENT NON RENSEIGNE BARBADE (ILE);0
99435;COMMUNE DEPARTEMENT NON RENSEIGNE GRENADE;0
99436;COMMUNE DEPARTEMENT NON RENSEIGNE BAHAMA (ILES);0
99437;COMMUNE DEPARTEMENT NON RENSEIGNE SURINAM;0
99438;COMMUNE DEPARTEMENT NON RENSEIGNE DOMINIQUE;0
99439;COMMUNE DEPARTEMENT NON RENSEIGNE SAINTE-LUCIE;0
99440;COMMUNE DEPARTEMENT NON RENSEIGNE SAINT-VINCENT-ET-GRENADINES;0
99441;COMMUNE DEPARTEMENT NON RENSEIGNE ILES ANTIGUA ET BARBUDA;0
99442;COMMUNE DEPARTEMENT NON RENSEIGNE SAINT CHRISTOPHE ET NIEVES;0
99501;COMMUNE DEPARTEMENT NON RENSEIGNE AUSTRALIE;0
99502;COMMUNE DEPARTEMENT NON RENSEIGNE NOUVELLE-ZELANDE;0
99503;COMMUNE DEPARTEMENT NON RENSEIGNE ILES (R-U) OCEANIE;0
99505;COMMUNE DEPARTEMENT NON RENSEIGNE ILES (E-U) OCEANIE;0
99506;COMMUNE DEPARTEMENT NON RENSEIGNE SAMOA OCC.,NLLE-GUINEE OCC. OU IRIAN;0
99507;COMMUNE DEPARTEMENT NON RENSEIGNE NAURU;0
99508;COMMUNE DEPARTEMENT NON RENSEIGNE FIDJI;0
99509;COMMUNE DEPARTEMENT NON RENSEIGNE TONGA OU ILES DES AMIS;0
99510;COMMUNE DEPARTEMENT NON RENSEIGNE PAPOUASIE-NOUVELLE-GUINEE;0
99511;COMMUNE DEPARTEMENT NON RENSEIGNE TUVALU;0
99512;COMMUNE DEPARTEMENT NON RENSEIGNE SALOMON;0
99513;COMMUNE DEPARTEMENT NON RENSEIGNE KIRIBATI;0
99514;COMMUNE DEPARTEMENT NON RENSEIGNE VANUATU;0
99515;COMMUNE DEPARTEMENT NON RENSEIGNE ILES MARSHALL;0
99516;COMMUNE DEPARTEMENT NON RENSEIGNE MICRONESIE (ETATS FEDERES);0
99517;COMMUNE DEPARTEMENT NON RENSEIGNE ILES PALAOS (REPUBLIQUE DES);0
99999;COMMUNE DEPARTEMENT NON RENSEIGNE (PAYS INCONNU);0
IIIII;VALEUR INCONNUE;1
XXXXX;VALEUR SANS OBJET;2
01000;BOURG EN BRESSE;0
01090;MONTMERLE SUR SAONE;0
01100;OYONNAX;0
01110;HAUTEVILLE LOMPNES;0
01120;MONTLUEL;0
01130;NANTUA;0
01140;THOISSEY;0
01150;LAGNIEU;0
01160;PONT D AIN;0
01170;GEX;0
01190;PONT DE VAUX;0
01200;BELLEGARDE SUR VALSERINE;0
01210;FERNEY VOLTAIRE;0
01220;DIVONNE LES BAINS;0
01230;ST RAMBERT EN BUGEY;0
01240;ST PAUL DE VARAX;0
01250;CEYZERIAT;0
01260;CHAMPAGNE EN VALROMEY;0
01270;COLIGNY;0
01280;PREVESSIN MOENS;0
01290;PONT DE VEYLE;0
01300;BELLEY;0
01310;POLLIAT;0
01320;CHALAMONT;0
01330;VILLARS LES DOMBES;0
01340;MONTREVEL EN BRESSE;0
01350;CULOZ;0
01360;CAMP DE LA VALBONNE;0
01370;ST ETIENNE DU BOIS;0
01380;BAGE LE CHATEL;0
01390;ST ANDRE DE CORCY;0
01400;CHATILLON SUR CHALARONNE;0
01410;CHEZERY FORENS;0
01420;SEYSSEL;0
01430;MAILLAT;0
01440;VIRIAT;0
01450;PONCIN;0
01460;MONTREAL LA CLUSE;0
01470;SERRIERES DE BRIORD;0
01480;JASSANS RIOTTIER;0
01500;AMBERIEU EN BUGEY;0
01510;VIRIEU LE GRAND;0
01540;VONNAS;0
01550;COLLONGES;0
01560;ST TRIVIER DE COURTES;0
01570;FEILLENS;0
01580;IZERNORE;0
01590;DORTAN;0
01600;TREVOUX;0
01630;ST GENIS POUILLY;0
01640;PONCIN;0
01660;VONNAS;0
01680;LHUIS;0
01700;MIRIBEL;0
01710;THOIRY;0
01750;REPLONGES;0
02000;LAON;0
02120;GUISE;0
02150;SISSONNE;0
02170;LE NOUVION EN THIERACHE;0
02200;SOISSONS;0
02220;BRAINE;0
02240;RIBEMONT;0
02270;CRECY SUR SERRE;0
02300;CHAUNY;0
02320;ANIZY LE CHATEAU;0
02350;LIESSE NOTRE DAME;0
02360;ROZOY SUR SERRE;0
02390;ORIGNY STE BENOITE;0
02410;LA FERE;0
02430;GAUCHY;0
02460;VILLERS COTTERETS;0
02480;JUSSY;0
02510;ETREUX;0
02540;CHARLY;0
02550;HIRSON;0
02590;ETREILLERS;0
02610;MOY DE L AISNE;0
02650;CREZANCY;0
02690;MONTESCOURT LIZEROLLES;0
02760;ETREILLERS;0
02810;GANDELU;0
02830;HIRSON;0
03000;MOULINS;0
03110;VENDAT;0
03130;LE DONJON;0
03150;VARENNES SUR ALLIER;0
03190;HERISSON;0
03220;JALIGNY SUR BESBRE;0
03230;CHEVAGNES;0
03250;LE MAYET DE MONTAGNE;0
03300;CUSSET;0
03370;VIPLAIX;0
04000;DIGNE LES BAINS;0
04100;MANOSQUE;0
04140;SEYNE;0
04170;ST ANDRE LES ALPES;0
04190;LES MEES;0
04220;STE TULLE;0
04240;ANNOT;0
99312;COMMUNE DEPARTEMENT NON RENSEIGNE ZAIRE, CONGO (REPUBLIQUE DEMOCRATIQUE DU);0
99313;COMMUNE DEPARTEMENT NON RENSEIGNE PRESIDES,CANARIES (ILES);0
99314;COMMUNE DEPARTEMENT NON RENSEIGNE GUINEE EQUATORIALE;0
99315;COMMUNE DEPARTEMENT NON RENSEIGNE ETHIOPIE;0
99316;COMMUNE DEPARTEMENT NON RENSEIGNE LIBYE;0
99317;COMMUNE DEPARTEMENT NON RENSEIGNE ERYTHREE;0
99318;COMMUNE DEPARTEMENT NON RENSEIGNE SOMALIE;0
99319;COMMUNE DEPARTEMENT NON RENSEIGNE ACORES,MADERE (ILES);0
99321;COMMUNE DEPARTEMENT NON RENSEIGNE BURUNDI;0
99322;COMMUNE DEPARTEMENT NON RENSEIGNE CAMEROUN;0
99323;COMMUNE DEPARTEMENT NON RENSEIGNE CENTRAFRIQUE (REPUBLIQUE DE);0
99324;COMMUNE DEPARTEMENT NON RENSEIGNE CONGO (REPUBLIQUE POPULAIRE DU);0
99326;COMMUNE DEPARTEMENT NON RENSEIGNE COTE-D'IVOIRE;0
99327;COMMUNE DEPARTEMENT NON RENSEIGNE BENIN;0
99328;COMMUNE DEPARTEMENT NON RENSEIGNE GABON;0
99329;COMMUNE DEPARTEMENT NON RENSEIGNE GHANA;0
99330;COMMUNE DEPARTEMENT NON RENSEIGNE GUINEE;0
99331;COMMUNE DEPARTEMENT NON RENSEIGNE BURKINA (EX HAUTE VOLTA);0
99332;COMMUNE DEPARTEMENT NON RENSEIGNE KENYA;0
99333;COMMUNE DEPARTEMENT NON RENSEIGNE MADAGASCAR;0
99334;COMMUNE DEPARTEMENT NON RENSEIGNE MALAWI;0
99335;COMMUNE DEPARTEMENT NON RENSEIGNE MALI;0
99336;COMMUNE DEPARTEMENT NON RENSEIGNE MAURITANIE;0
99337;COMMUNE DEPARTEMENT NON RENSEIGNE NIGER;0
99338;COMMUNE DEPARTEMENT NON RENSEIGNE NIGERIA;0
99339;COMMUNE DEPARTEMENT NON RENSEIGNE OUGANDA;0
99340;COMMUNE DEPARTEMENT NON RENSEIGNE RWANDA;0
99341;COMMUNE DEPARTEMENT NON RENSEIGNE SENEGAL;0
99342;COMMUNE DEPARTEMENT NON RENSEIGNE SIERRA-LEONE;0
99343;COMMUNE DEPARTEMENT NON RENSEIGNE SOUDAN;0
99344;COMMUNE DEPARTEMENT NON RENSEIGNE TCHAD;0
99345;COMMUNE DEPARTEMENT NON RENSEIGNE TOGO;0
99346;COMMUNE DEPARTEMENT NON RENSEIGNE ZAMBIE;0
99347;COMMUNE DEPARTEMENT NON RENSEIGNE BOTSWANA;0
99348;COMMUNE DEPARTEMENT NON RENSEIGNE LESOTHO;0
99350;COMMUNE DEPARTEMENT NON RENSEIGNE MAROC;0
99351;COMMUNE DEPARTEMENT NON RENSEIGNE TUNISIE;0
99352;COMMUNE DEPARTEMENT NON RENSEIGNE ALGERIE;0
99389;COMMUNE DEPARTEMENT NON RENSEIGNE SAHARA OCCIDENTAL;0
99390;COMMUNE DEPARTEMENT NON RENSEIGNE MAURICE (ILE);0
99391;COMMUNE DEPARTEMENT NON RENSEIGNE SWAZILAND;0
99392;COMMUNE DEPARTEMENT NON RENSEIGNE GUINEE BISSAU;0
99393;COMMUNE DEPARTEMENT NON RENSEIGNE MOZAMBIQUE;0
99394;COMMUNE DEPARTEMENT NON RENSEIGNE SAO-TOME-ET-PRINCIPE;0
99395;COMMUNE DEPARTEMENT NON RENSEIGNE ANGOLA;0
99396;COMMUNE DEPARTEMENT NON RENSEIGNE CAP-VERT (ILES);0
99397;COMMUNE DEPARTEMENT NON RENSEIGNE COMORES;0
99398;COMMUNE DEPARTEMENT NON RENSEIGNE SEYCHELLES (ILES);0
99399;COMMUNE DEPARTEMENT NON RENSEIGNE DJIBOUTI;0
99401;COMMUNE DEPARTEMENT NON RENSEIGNE CANADA;0
99404;COMMUNE DEPARTEMENT NON RENSEIGNE ETATS-UNIS D'AMERIQUE;0
99405;COMMUNE DEPARTEMENT NON RENSEIGNE MEXIQUE;0
99406;COMMUNE DEPARTEMENT NON RENSEIGNE COSTA-RICA;0
99407;COMMUNE DEPARTEMENT NON RENSEIGNE CUBA;0
99408;COMMUNE DEPARTEMENT NON RENSEIGNE SAINT-DOMINGUE (REPUBLIQUE DE);0
99409;COMMUNE DEPARTEMENT NON RENSEIGNE GUATEMALA;0
