COD_RES;RES_LIB;TEC_COL
99410;COMMUNE DEPARTEMENT NON RENSEIGNE HAITI;0
99411;COMMUNE DEPARTEMENT NON RENSEIGNE HONDURAS;0
99412;COMMUNE DEPARTEMENT NON RENSEIGNE NICARAGUA;0
99413;COMMUNE DEPARTEMENT NON RENSEIGNE PANAMA;0
99414;COMMUNE DEPARTEMENT NON RENSEIGNE SALVADOR;0
99415;COMMUNE DEPARTEMENT NON RENSEIGNE ARGENTINE;0
99416;COMMUNE DEPARTEMENT NON RENSEIGNE BRESIL;0
99417;COMMUNE DEPARTEMENT NON RENSEIGNE CHILI;0
99418;COMMUNE DEPARTEMENT NON RENSEIGNE BOLIVIE;0
99419;COMMUNE DEPARTEMENT NON RENSEIGNE COLOMBIE;0
99420;COMMUNE DEPARTEMENT NON RENSEIGNE EQUATEUR;0
99421;COMMUNE DEPARTEMENT NON RENSEIGNE PARAGUAY;0
99422;COMMUNE DEPARTEMENT NON RENSEIGNE PEROU;0
99423;COMMUNE DEPARTEMENT NON RENSEIGNE URUGUAY;0
99424;COMMUNE DEPARTEMENT NON RENSEIGNE VENEZUELA;0
99425;COMMUNE DEPARTEMENT NON RENSEIGNE AUTRES POSSESSIONS R-U EN AMERIQUE;0
99426;COMMUNE DEPARTEMENT NON RENSEIGNE JAMAIQUE;0
99427;COMMUNE DEPARTEMENT NON RENSEIGNE FAULKLAND (ILES),TERRES AUSTRALES R-U;0
99428;COMMUNE DEPARTEMENT NON RENSEIGNE GUYANA;0
99429;COMMUNE DEPARTEMENT NON RENSEIGNE BELIZE;0
41999;COMMUNE INCONNUE DEPARTEMENT 41;0
42999;COMMUNE INCONNUE DEPARTEMENT 42;0
43999;COMMUNE INCONNUE DEPARTEMENT 43;0
44999;COMMUNE INCONNUE DEPARTEMENT 44;0
45999;COMMUNE INCONNUE DEPARTEMENT 45;0
46999;COMMUNE INCONNUE DEPARTEMENT 46;0
47999;COMMUNE INCONNUE DEPARTEMENT 47;0
48999;COMMUNE INCONNUE DEPARTEMENT 48;0
49999;COMMUNE INCONNUE DEPARTEMENT 49;0
50999;COMMUNE INCONNUE DEPARTEMENT 50;0
51999;COMMUNE INCONNUE DEPARTEMENT 51;0
52999;COMMUNE INCONNUE DEPARTEMENT 52;0
53999;COMMUNE INCONNUE DEPARTEMENT 53;0
54999;COMMUNE INCONNUE DEPARTEMENT 54;0
55999;COMMUNE INCONNUE DEPARTEMENT 55;0
56999;COMMUNE INCONNUE DEPARTEMENT 56;0
57999;COMMUNE INCONNUE DEPARTEMENT 57;0
58999;COMMUNE INCONNUE DEPARTEMENT 58;0
59999;COMMUNE INCONNUE DEPARTEMENT 59;0
60999;COMMUNE INCONNUE DEPARTEMENT 60;0
61999;COMMUNE INCONNUE DEPARTEMENT 61;0
62999;COMMUNE INCONNUE DEPARTEMENT 62;0
63999;COMMUNE INCONNUE DEPARTEMENT 63;0
64999;COMMUNE INCONNUE DEPARTEMENT 64;0
65999;COMMUNE INCONNUE DEPARTEMENT 65;0
66999;COMMUNE INCONNUE DEPARTEMENT 66;0
67999;COMMUNE INCONNUE DEPARTEMENT 67;0
68999;COMMUNE INCONNUE DEPARTEMENT 68;0
69999;COMMUNE INCONNUE DEPARTEMENT 69;0
70999;COMMUNE INCONNUE DEPARTEMENT 70;0
71999;COMMUNE INCONNUE DEPARTEMENT 71;0
72999;COMMUNE INCONNUE DEPARTEMENT 72;0
73999;COMMUNE INCONNUE DEPARTEMENT 73;0
74999;COMMUNE INCONNUE DEPARTEMENT 74;0
75999;COMMUNE INCONNUE DEPARTEMENT 75;0
76999;COMMUNE INCONNUE DEPARTEMENT 76;0
77999;COMMUNE INCONNUE DEPARTEMENT 77;0
78999;COMMUNE INCONNUE DEPARTEMENT 78;0
79999;COMMUNE INCONNUE DEPARTEMENT 79;0
80999;COMMUNE INCONNUE DEPARTEMENT 80;0
81999;COMMUNE INCONNUE DEPARTEMENT 81;0
82999;COMMUNE INCONNUE DEPARTEMENT 82;0
83999;COMMUNE INCONNUE DEPARTEMENT 83;0
84999;COMMUNE INCONNUE DEPARTEMENT 84;0
85999;COMMUNE INCONNUE DEPARTEMENT 85;0
86999;COMMUNE INCONNUE DEPARTEMENT 86;0
87999;COMMUNE INCONNUE DEPARTEMENT 87;0
88999;COMMUNE INCONNUE DEPARTEMENT 88;0
89999;COMMUNE INCONNUE DEPARTEMENT 89;0
90999;COMMUNE INCONNUE DEPARTEMENT 90;0
91999;COMMUNE INCONNUE DEPARTEMENT 91;0
92999;COMMUNE INCONNUE DEPARTEMENT 92;0
93999;COMMUNE INCONNUE DEPARTEMENT 93;0
94999;COMMUNE INCONNUE DEPARTEMENT 94;0
95999;COMMUNE INCONNUE DEPARTEMENT 95;0
97999;COMMUNE INCONNUE DEPARTEMENT 97;0
98999;COMMUNE INCONNUE DEPARTEMENT 98;0
99100;COMMUNE DEPARTEMENT NON RENSEIGNE FRANCE;0
99101;COMMUNE DEPARTEMENT NON RENSEIGNE DANEMARK;0
99102;COMMUNE DEPARTEMENT NON RENSEIGNE ISLANDE;0
99103;COMMUNE DEPARTEMENT NON RENSEIGNE NORVEGE;0
99104;COMMUNE DEPARTEMENT NON RENSEIGNE SUEDE;0
99105;COMMUNE DEPARTEMENT NON RENSEIGNE FINLANDE;0
99106;COMMUNE DEPARTEMENT NON RENSEIGNE ESTONIE;0
99107;COMMUNE DEPARTEMENT NON RENSEIGNE LETTONIE;0
99108;COMMUNE DEPARTEMENT NON RENSEIGNE LITUANIE;0
99109;COMMUNE DEPARTEMENT NON RENSEIGNE ALLEMAGNE;0
99110;COMMUNE DEPARTEMENT NON RENSEIGNE AUTRICHE;0
99111;COMMUNE DEPARTEMENT NON RENSEIGNE BULGARIE;0
99112;COMMUNE DEPARTEMENT NON RENSEIGNE HONGRIE;0
99113;COMMUNE DEPARTEMENT NON RENSEIGNE LICHTENSTEIN;0
99114;COMMUNE DEPARTEMENT NON RENSEIGNE ROUMANIE;0
99116;COMMUNE DEPARTEMENT NON RENSEIGNE TCHEQUE (REPUBLIQUE);0
99117;COMMUNE DEPARTEMENT NON RENSEIGNE SLOVAQUIE;0
99118;COMMUNE DEPARTEMENT NON RENSEIGNE BOSNIE-HERZEGOVINE;0
99119;COMMUNE DEPARTEMENT NON RENSEIGNE CROATIE;0
99121;COMMUNE DEPARTEMENT NON RENSEIGNE YOUGOSLAVIE (SERBIE ET MONTENEGRO);0
99122;COMMUNE DEPARTEMENT NON RENSEIGNE POLOGNE;0
99123;COMMUNE DEPARTEMENT NON RENSEIGNE FEDERATION DE RUSSIE;0
99125;COMMUNE DEPARTEMENT NON RENSEIGNE ALBANIE;0
99126;COMMUNE DEPARTEMENT NON RENSEIGNE GRECE;0
99127;COMMUNE DEPARTEMENT NON RENSEIGNE ITALIE;0
99128;COMMUNE DEPARTEMENT NON RENSEIGNE SAINT-MARIN;0
99129;COMMUNE DEPARTEMENT NON RENSEIGNE VATICAN (CITE DU);0
1999;COMMUNE INCONNUE DEPARTEMENT 01;0
01999;COMMUNE INCONNUE DEPARTEMENT 01;0
2999;COMMUNE INCONNUE DEPARTEMENT 02;0
02999;COMMUNE INCONNUE DEPARTEMENT 02;0
3999;COMMUNE INCONNUE DEPARTEMENT 03;0
03999;COMMUNE INCONNUE DEPARTEMENT 03;0
4999;COMMUNE INCONNUE DEPARTEMENT 04;0
04999;COMMUNE INCONNUE DEPARTEMENT 04;0
5999;COMMUNE INCONNUE DEPARTEMENT 05;0
05999;COMMUNE INCONNUE DEPARTEMENT 05;0
6999;COMMUNE INCONNUE DEPARTEMENT 06;0
06999;COMMUNE INCONNUE DEPARTEMENT 06;0
7999;COMMUNE INCONNUE DEPARTEMENT 07;0
07999;COMMUNE INCONNUE DEPARTEMENT 07;0
8999;COMMUNE INCONNUE DEPARTEMENT 08;0
08999;COMMUNE INCONNUE DEPARTEMENT 08;0
9999;COMMUNE INCONNUE DEPARTEMENT 09;0
09999;COMMUNE INCONNUE DEPARTEMENT 09;0
10999;COMMUNE INCONNUE DEPARTEMENT 10;0
11999;COMMUNE INCONNUE DEPARTEMENT 11;0
12999;COMMUNE INCONNUE DEPARTEMENT 12;0
13999;COMMUNE INCONNUE DEPARTEMENT 13;0
14999;COMMUNE INCONNUE DEPARTEMENT 14;0
15999;COMMUNE INCONNUE DEPARTEMENT 15;0
16999;COMMUNE INCONNUE DEPARTEMENT 16;0
17999;COMMUNE INCONNUE DEPARTEMENT 17;0
18999;COMMUNE INCONNUE DEPARTEMENT 18;0
19999;COMMUNE INCONNUE DEPARTEMENT 19;0
20999;COMMUNE INCONNUE DEPARTEMENT 20;0
21999;COMMUNE INCONNUE DEPARTEMENT 21;0
22999;COMMUNE INCONNUE DEPARTEMENT 22;0
23999;COMMUNE INCONNUE DEPARTEMENT 23;0
24999;COMMUNE INCONNUE DEPARTEMENT 24;0
25999;COMMUNE INCONNUE DEPARTEMENT 25;0
26999;COMMUNE INCONNUE DEPARTEMENT 26;0
27999;COMMUNE INCONNUE DEPARTEMENT 27;0
28999;COMMUNE INCONNUE DEPARTEMENT 28;0
29999;COMMUNE INCONNUE DEPARTEMENT 29;0
30999;COMMUNE INCONNUE DEPARTEMENT 30;0
31999;COMMUNE INCONNUE DEPARTEMENT 31;0
32999;COMMUNE INCONNUE DEPARTEMENT 32;0
33999;COMMUNE INCONNUE DEPARTEMENT 33;0
34999;COMMUNE INCONNUE DEPARTEMENT 34;0
35999;COMMUNE INCONNUE DEPARTEMENT 35;0
36999;COMMUNE INCONNUE DEPARTEMENT 36;0
37999;COMMUNE INCONNUE DEPARTEMENT 37;0
38999;COMMUNE INCONNUE DEPARTEMENT 38;0
39999;COMMUNE INCONNUE DEPARTEMENT 39;0
40999;COMMUNE INCONNUE DEPARTEMENT 40;0
99130;COMMUNE DEPARTEMENT NON RENSEIGNE ANDORRE;0
99131;COMMUNE DEPARTEMENT NON RENSEIGNE BELGIQUE;0
99132;COMMUNE DEPARTEMENT NON RENSEIGNE ROYAUME-UNI;0
99133;COMMUNE DEPARTEMENT NON RENSEIGNE GIBRALTAR;0
99134;COMMUNE DEPARTEMENT NON RENSEIGNE ESPAGNE;0
99135;COMMUNE DEPARTEMENT NON RENSEIGNE PAYS-BAS;0
99136;COMMUNE DEPARTEMENT NON RENSEIGNE IRLANDE;0
99137;COMMUNE DEPARTEMENT NON RENSEIGNE LUXEMBOURG;0
99138;COMMUNE DEPARTEMENT NON RENSEIGNE MONACO;0
99139;COMMUNE DEPARTEMENT NON RENSEIGNE PORTUGAL;0
99140;COMMUNE DEPARTEMENT NON RENSEIGNE SUISSE;0
99144;COMMUNE DEPARTEMENT NON RENSEIGNE MALTE;0
99145;COMMUNE DEPARTEMENT NON RENSEIGNE SLOVENIE;0
99148;COMMUNE DEPARTEMENT NON RENSEIGNE BIELORUSSIE;0
99151;COMMUNE DEPARTEMENT NON RENSEIGNE MOLDAVIE;0
99155;COMMUNE DEPARTEMENT NON RENSEIGNE UKRAINE;0
99156;COMMUNE DEPARTEMENT NON RENSEIGNE MACEDOINE (EX-REPUBLIQUE YOUGOSLAVE DE);0
99201;COMMUNE DEPARTEMENT NON RENSEIGNE ARABIE SAOUDIENNE (SAOUDITE);0
99203;COMMUNE DEPARTEMENT NON RENSEIGNE IRAK;0
99204;COMMUNE DEPARTEMENT NON RENSEIGNE IRAN;0
99205;COMMUNE DEPARTEMENT NON RENSEIGNE LIBAN;0
99206;COMMUNE DEPARTEMENT NON RENSEIGNE SYRIE;0
99207;COMMUNE DEPARTEMENT NON RENSEIGNE ISRAEL;0
99208;COMMUNE DEPARTEMENT NON RENSEIGNE TURQUIE;0
99212;COMMUNE DEPARTEMENT NON RENSEIGNE AFGHANISTAN;0
99213;COMMUNE DEPARTEMENT NON RENSEIGNE PAKISTAN;0
99214;COMMUNE DEPARTEMENT NON RENSEIGNE BOUTHAN;0
99215;COMMUNE DEPARTEMENT NON RENSEIGNE NEPAL;0
99216;COMMUNE DEPARTEMENT NON RENSEIGNE CHINE (REPUBLIQUE POPULAIRE DE);0
99217;COMMUNE DEPARTEMENT NON RENSEIGNE JAPON;0
99219;COMMUNE DEPARTEMENT NON RENSEIGNE THAILANDE;0
99220;COMMUNE DEPARTEMENT NON RENSEIGNE PHILIPPINES;0
99222;COMMUNE DEPARTEMENT NON RENSEIGNE JORDANIE;0
99223;COMMUNE DEPARTEMENT NON RENSEIGNE INDE;0
99224;COMMUNE DEPARTEMENT NON RENSEIGNE BIRMANIE;0
99225;COMMUNE DEPARTEMENT NON RENSEIGNE BRUNEI;0
99226;COMMUNE DEPARTEMENT NON RENSEIGNE SINGAPOUR;0
99227;COMMUNE DEPARTEMENT NON RENSEIGNE MALAISIE;0
99229;COMMUNE DEPARTEMENT NON RENSEIGNE MALDIVES (ILES);0
99231;COMMUNE DEPARTEMENT NON RENSEIGNE INDONESIE;0
99232;COMMUNE DEPARTEMENT NON RENSEIGNE MACAO;0
99234;COMMUNE DEPARTEMENT NON RENSEIGNE CAMBODGE;0
99235;COMMUNE DEPARTEMENT NON RENSEIGNE SRI-LANKA (CEYLAN);0
99236;COMMUNE DEPARTEMENT NON RENSEIGNE TAIWAN (EX FORMOSE);0
99237;COMMUNE DEPARTEMENT NON RENSEIGNE COREE (SANS AUTRES INDICATIONS);0
99238;COMMUNE DEPARTEMENT NON RENSEIGNE COREE DU NORD;0
99239;COMMUNE DEPARTEMENT NON RENSEIGNE COREE DU SUD;0
99240;COMMUNE DEPARTEMENT NON RENSEIGNE KOWEIT;0
99241;COMMUNE DEPARTEMENT NON RENSEIGNE LAOS;0
99242;COMMUNE DEPARTEMENT NON RENSEIGNE MONGOLIE (EXTERIEURE);0
99243;COMMUNE DEPARTEMENT NON RENSEIGNE VIET-NAM;0
99246;COMMUNE DEPARTEMENT NON RENSEIGNE BANGLADESH;0
99247;COMMUNE DEPARTEMENT NON RENSEIGNE EMIRATS ARABES UNIS;0
99248;COMMUNE DEPARTEMENT NON RENSEIGNE QATAR;0
99249;COMMUNE DEPARTEMENT NON RENSEIGNE BAHREIN (ILES);0
99250;COMMUNE DEPARTEMENT NON RENSEIGNE OMAN (SULTANAT D');0
99251;COMMUNE DEPARTEMENT NON RENSEIGNE YEMEN;0
99252;COMMUNE DEPARTEMENT NON RENSEIGNE ARMENIE;0
99253;COMMUNE DEPARTEMENT NON RENSEIGNE AZERBAIDJAN;0
99254;COMMUNE DEPARTEMENT NON RENSEIGNE CHYPRE;0
99255;COMMUNE DEPARTEMENT NON RENSEIGNE GEORGIE;0
99256;COMMUNE DEPARTEMENT NON RENSEIGNE KAZAKHSTAN;0
99257;COMMUNE DEPARTEMENT NON RENSEIGNE KIRGHIZISTAN;0
99258;COMMUNE DEPARTEMENT NON RENSEIGNE OUZBEKISTAN;0
99259;COMMUNE DEPARTEMENT NON RENSEIGNE TADJIKISTAN;0
99260;COMMUNE DEPARTEMENT NON RENSEIGNE TURKMENISTAN;0
99261;COMMUNE DEPARTEMENT NON RENSEIGNE PALESTINE;0
99301;COMMUNE DEPARTEMENT NON RENSEIGNE EGYPTE (REPUBLIQUE ARABE D');0
99302;COMMUNE DEPARTEMENT NON RENSEIGNE LIBERIA;0
99303;COMMUNE DEPARTEMENT NON RENSEIGNE AFRIQUE DU SUD;0
99304;COMMUNE DEPARTEMENT NON RENSEIGNE GAMBIE;0
99306;COMMUNE DEPARTEMENT NON RENSEIGNE STE-HELENE,ASCENSION (ILES);0
99308;COMMUNE DEPARTEMENT NON RENSEIGNE POSSESSIONS G.B. DANS L'OCEAN INDIEN;0
99309;COMMUNE DEPARTEMENT NON RENSEIGNE TANZANIE;0
99310;COMMUNE DEPARTEMENT NON RENSEIGNE ZIMBABWE (EX RHODESIE);0
99311;COMMUNE DEPARTEMENT NON RENSEIGNE NAMIBIE (EX-SUD-OUEST-AFRICAIN);0
9B012;code géographique 9B012;0
9B013;code géographique 9B013;0
9B014;code géographique 9B014;0
9B015;code géographique 9B015;0
9B016;code géographique 9B016;0
9B017;code géographique 9B017;0
9B020;code géographique 9B020;0
9B021;code géographique 9B021;0
9B022;code géographique 9B022;0
9B023;code géographique 9B023;0
9B024;code géographique 9B024;0
9B025;code géographique 9B025;0
9B026;code géographique 9B026;0
9B027;code géographique 9B027;0
9B028;code géographique 9B028;0
9B029;code géographique 9B029;0
9B030;code géographique 9B030;0
9B031;code géographique 9B031;0
9B033;code géographique 9B033;0
9B040;code géographique 9B040;0
9B050;code géographique 9B050;0
9B060;code géographique 9B060;0
9B070;code géographique 9B070;0
9B080;code géographique 9B080;0
9B090;code géographique 9B090;0
9C000;code géographique 9C000;0
9C010;code géographique 9C010;0
9C017;code géographique 9C017;0
9C020;code géographique 9C020;0
9C050;code géographique 9C050;0
9C054;code géographique 9C054;0
9C070;code géographique 9C070;0
9CC01;code géographique 9CC01;0
9CC02;code géographique 9CC02;0
9CC03;code géographique 9CC03;0
9CC04;code géographique 9CC04;0
9CC05;code géographique 9CC05;0
9CC06;code géographique 9CC06;0
9D000;code géographique 9D000;0
9D010;code géographique 9D010;0
9D012;code géographique 9D012;0
9D013;code géographique 9D013;0
9D019;code géographique 9D019;0
9D020;code géographique 9D020;0
9D025;code géographique 9D025;0
9D026;code géographique 9D026;0
9D027;code géographique 9D027;0
9D029;code géographique 9D029;0
9D030;code géographique 9D030;0
9D031;code géographique 9D031;0
9D033;code géographique 9D033;0
9D036;code géographique 9D036;0
9D038;code géographique 9D038;0
9D039;code géographique 9D039;0
9D041;code géographique 9D041;0
9D042;code géographique 9D042;0
9D050;code géographique 9D050;0
9D060;code géographique 9D060;0
9D070;code géographique 9D070;0
9D080;code géographique 9D080;0
9E999;code géographique 9E999;0
9F999;code géographique 9F999;0
9G999;code géographique 9G999;0
9H999;code géographique 9H999;0
9J999;code géographique 9J999;0
39C02;code géographique 39C02;0
40C02;code géographique 40C02;0
42C01;code géographique 42C01;0
42C02;code géographique 42C02;0
42C03;code géographique 42C03;0
42C04;code géographique 42C04;0
42C05;code géographique 42C05;0
42C06;code géographique 42C06;0
43C01;code géographique 43C01;0
43C02;code géographique 43C02;0
43C04;code géographique 43C04;0
9B011;code géographique 9B011;0
46C01;code géographique 46C01;0
48C01;code géographique 48C01;0
48C03;code géographique 48C03;0
48C04;code géographique 48C04;0
48C05;code géographique 48C05;0
50C01;code géographique 50C01;0
52C01;code géographique 52C01;0
54C01;code géographique 54C01;0
54C02;code géographique 54C02;0
54C03;code géographique 54C03;0
54C04;code géographique 54C04;0
54C05;code géographique 54C05;0
54C06;code géographique 54C06;0
54C07;code géographique 54C07;0
56C01;code géographique 56C01;0
57C01;code géographique 57C01;0
57C04;code géographique 57C04;0
57C05;code géographique 57C05;0
58C01;code géographique 58C01;0
58C02;code géographique 58C02;0
59C01;code géographique 59C01;0
59C02;code géographique 59C02;0
59C03;code géographique 59C03;0
60C01;code géographique 60C01;0
60C02;code géographique 60C02;0
60C03;code géographique 60C03;0
60C05;code géographique 60C05;0
61C01;code géographique 61C01;0
62C01;code géographique 62C01;0
63C01;code géographique 63C01;0
63C02;code géographique 63C02;0
63C03;code géographique 63C03;0
63C04;code géographique 63C04;0
63C05;code géographique 63C05;0
64C01;code géographique 64C01;0
64C02;code géographique 64C02;0
65C01;code géographique 65C01;0
65C02;code géographique 65C02;0
66C01;code géographique 66C01;0
66C02;code géographique 66C02;0
66C03;code géographique 66C03;0
67C01;code géographique 67C01;0
68C01;code géographique 68C01;0
68C02;code géographique 68C02;0
69C01;code géographique 69C01;0
73C01;code géographique 73C01;0
73C02;code géographique 73C02;0
73C03;code géographique 73C03;0
73C04;code géographique 73C04;0
73C05;code géographique 73C05;0
76C01;code géographique 76C01;0
77C01;code géographique 77C01;0
77C02;code géographique 77C02;0
77C03;code géographique 77C03;0
77C04;code géographique 77C04;0
77C05;code géographique 77C05;0
77C06;code géographique 77C06;0
77C07;code géographique 77C07;0
78C01;code géographique 78C01;0
78C02;code géographique 78C02;0
80C01;code géographique 80C01;0
80C02;code géographique 80C02;0
80C04;code géographique 80C04;0
80C05;code géographique 80C05;0
80C06;code géographique 80C06;0
82C01;code géographique 82C01;0
82C02;code géographique 82C02;0
83C01;code géographique 83C01;0
83C02;code géographique 83C02;0
83C03;code géographique 83C03;0
84C01;code géographique 84C01;0
87C01;code géographique 87C01;0
87C02;code géographique 87C02;0
87C03;code géographique 87C03;0
89C02;code géographique 89C02;0
97199;COMMUNE INCONNUE  D.O.M. GUADELOUPE;0
97299;COMMUNE INCONNUE  D.O.M. MARTINIQUE;0
97399;COMMUNE INCONNUE  D.O.M. GUYANE;0
97499;COMMUNE INCONNUE  D.O.M. REUNION;0
97599;COMMUNE INCONNUE  SAINT PIERRE ET MIQUELON;0
97699;COMMUNE INCONNUE  CSS MAYOTTE;0
92260;FONTENAY AUX ROSES;0
92270;BOIS COLOMBES;0
92290;CHATENAY MALABRY;0
92300;LEVALLOIS PERRET;0
92310;SEVRES;0
92320;CHATILLON;0
92330;SCEAUX;0
92340;BOURG LA REINE;0
92350;LE PLESSIS ROBINSON;0
92370;CHAVILLE;0
92380;GARCHES;0
92390;VILLENEUVE LA GARENNE;0
92400;COURBEVOIE;0
92410;VILLE D AVRAY;0
92420;GARCHES;0
92430;VILLE D AVRAY;0
92500;RUEIL MALMAISON;0
92700;COLOMBES;0
92800;PUTEAUX;0
93100;MONTREUIL;0
93110;ROSNY SOUS BOIS;0
93120;LA COURNEUVE;0
93130;NOISY LE SEC;0
93140;BONDY;0
93150;LE BLANC MESNIL;0
93160;NOISY LE GRAND;0
93170;BAGNOLET;0
93190;LIVRY GARGAN;0
93200;ST DENIS;0
93220;GAGNY;0
93230;ROMAINVILLE;0
93240;STAINS;0
93250;VILLEMOMBLE;0
93260;LES LILAS;0
93290;TREMBLAY EN FRANCE;0
93300;AUBERVILLIERS;0
93310;LE PRE ST GERVAIS;0
93320;LES PAVILLONS SOUS BOIS;0
93330;NEUILLY SUR MARNE;0
93340;LE RAINCY;0
93350;LE BOURGET;0
93360;NEUILLY PLAISANCE;0
93370;MONTFERMEIL;0
93380;PIERREFITTE SUR SEINE;0
93390;CLICHY SOUS BOIS;0
93400;ST OUEN;0
93410;TREMBLAY EN FRANCE;0
93420;VILLEPINTE;0
93430;PIERREFITTE SUR SEINE;0
93440;DUGNY;0
93450;L ILE ST DENIS;0
93470;CLICHY SOUS BOIS;0
93500;LE PRE ST GERVAIS;0
93600;AULNAY SOUS BOIS;0
93700;DRANCY;0
93800;EPINAY SUR SEINE;0
94100;ST MAUR DES FOSSES;0
94110;ARCUEIL;0
94120;FONTENAY SOUS BOIS;0
94130;NOGENT SUR MARNE;0
94140;ALFORTVILLE;0
94150;RUNGIS;0
94160;ST MANDE;0
94170;LE PERREUX SUR MARNE;0
94190;VILLENEUVE ST GEORGES;0
94200;IVRY SUR SEINE;0
94220;CHARENTON LE PONT;0
94230;CACHAN;0
94250;GENTILLY;0
94260;FRESNES;0
94270;LE KREMLIN BICETRE;0
94290;VILLENEUVE LE ROI;0
94300;VINCENNES;0
94310;ORLY;0
94320;THIAIS;0
94340;JOINVILLE LE PONT;0
92240;MALAKOFF;0
94350;VILLIERS SUR MARNE;0
94360;BRY SUR MARNE;0
94370;SUCY EN BRIE;0
94380;BONNEUIL SUR MARNE;0
94400;VITRY SUR SEINE;0
94410;CHARENTON LE PONT;0
94420;LE PLESSIS TREVISE;0
94430;CHENNEVIERES SUR MARNE;0
94440;VILLECRESNES;0
94460;VALENTON;0
94470;BOISSY ST LEGER;0
94480;VILLENEUVE LE ROI;0
94490;ORMESSON SUR MARNE;0
94500;CHAMPIGNY SUR MARNE;0
94510;LE PLESSIS TREVISE;0
94520;VILLECRESNES;0
94550;CHEVILLY LARUE;0
94600;CHOISY LE ROI;0
94700;MAISONS ALFORT;0
94800;VILLEJUIF;0
94880;SUCY EN BRIE;0
95100;ARGENTEUIL;0
95120;ERMONT;0
95130;FRANCONVILLE;0
95140;GARGES LES GONESSE;0
95160;MONTMORENCY;0
95170;DEUIL LA BARRE;0
95180;CERGY;0
95190;GOUSSAINVILLE;0
95200;SARCELLES;0
95220;HERBLAY;0
95230;SOISY SOUS MONTMORENCY;0
95240;CORMEILLES EN PARISIS;0
95250;BEAUCHAMP;0
95260;PERSAN;0
95280;CERGY;0
95290;L ISLE ADAM;0
95300;PONTOISE;0
95310;ST OUEN L AUMONE;0
95320;ST LEU LA FORET;0
95330;DOMONT;0
95340;PERSAN;0
95350;ST BRICE SOUS FORET;0
95370;MONTIGNY LES CORMEILLES;0
95380;LOUVRES;0
95390;ST PRIX;0
95400;ARNOUVILLE LES GONESSE;0
95410;GROSLAY;0
95420;MAGNY EN VEXIN;0
95430;AUVERS SUR OISE;0
95440;EZANVILLE;0
95460;EZANVILLE;0
95470;FOSSES;0
95480;PIERRELAYE;0
95500;GONESSE;0
95510;VETHEUIL;0
95520;OSNY;0
95530;CORMEILLES EN PARISIS;0
95550;TAVERNY;0
95560;L ISLE ADAM;0
95570;BOUFFEMONT;0
95580;ANDILLY;0
95590;L ISLE ADAM;0
95600;EAUBONNE;0
95620;L ISLE ADAM;0
95630;MERY SUR OISE;0
95640;MARINES;0
95650;BOISSY L AILLERIE;0
95660;PERSAN;0
95670;FOSSES;0
95700;ROISSY EN FRANCE;0
95740;MERY SUR OISE;0
95750;CHARS;0
95760;L ISLE ADAM;0
95770;MAGNY EN VEXIN;0
95800;CERGY;0
95810;GRISY LES PLATRES;0
95820;PERSAN;0
95830;MARINES;0
95840;L ISLE ADAM;0
95870;BEZONS;0
95880;ENGHIEN LES BAINS;0
9A037;code géographique 9A037;0
9A039;code géographique 9A039;0
9A040;code géographique 9A040;0
9A041;code géographique 9A041;0
9A060;code géographique 9A060;0
9A070;code géographique 9A070;0
9A080;code géographique 9A080;0
9A090;code géographique 9A090;0
9B000;code géographique 9B000;0
86350;USSON DU POITOU;0
86360;CHASSENEUIL DU POITOU;0
86370;VIVONNE;0
86380;VENDEUVRE DU POITOU;0
86390;LATHUS ST REMY;0
86400;CIVRAY;0
86410;VERRIERES;0
86420;MONTS SUR GUESNES;0
86430;ADRIERS;0
86440;MIGNE AUXANCES;0
86450;PLEUMARTIN;0
86460;MAUPREVOIR;0
86470;LAVAUSSEAU;0
86490;BEAUMONT;0
86500;MONTMORILLON;0
86510;CHAUNAY;0
86530;NAINTRE;0
86540;THURE;0
86550;ST JULIEN L ARS;0
86580;VOUNEUIL SOUS BIARD;0
86600;LUSIGNAN;0
86700;COUHE;0
86800;ST JULIEN L ARS;0
87140;NANTIAT;0
87170;ISLE;0
87190;MAGNAC LAVAL;0
87210;LE DORAT;0
87220;FEYTIAT;0
87240;AMBAZAC;0
87260;PIERRE BUFFIERE;0
87270;COUZEIX;0
87290;CHATEAUPONSAC;0
87300;BELLAC;0
87310;ST LAURENT SUR GORRE;0
87320;BUSSIERE POITEVINE;0
87330;MEZIERES SUR ISSOIRE;0
87340;ST SULPICE LAURIERE;0
87350;PANAZOL;0
87370;ST SULPICE LAURIERE;0
87380;ST GERMAIN LES BELLES;0
87400;ST LEONARD DE NOBLAT;0
87410;LE PALAIS SUR VIENNE;0
87420;ST VICTURNIEN;0
87430;VERNEUIL SUR VIENNE;0
87460;BUJALEUF;0
87470;PEYRAT LE CHATEAU;0
87480;ST PRIEST TAURION;0
87500;ST YRIEIX LA PERCHE;0
87510;NIEUL;0
87520;ORADOUR SUR GLANE;0
87570;RILHAC RANCON;0
87590;ST JUST LE MARTEL;0
87600;ROCHECHOUART;0
87620;SEREILHAC;0
87700;AIXE SUR VIENNE;0
87800;NEXON;0
88000;EPINAL;0
88110;RAON L ETAPE;0
88130;CHARMES;0
88150;THAON LES VOSGES;0
88160;LE THILLOT;0
88190;GOLBEY;0
88200;REMIREMONT;0
