ATT_ELE_MAT;ATT_ELD_MAT;ATT_ELP_MAT;ATT_ELD_LIB;TEC_COL
32;07;01;RECIPIENTS SOUPLES (PNEUMATIQUES, VESSIES);0
32;08;01;CANALISATIONS, VANNES ET JOINTS (AUTRES QUE CEUX DES POSTES DE SOUDURE ET DES OUTILS PORTATIFS TRAITES AUX RUBRIQUES 22 ET 30) PIPE-LINES;0
33;01;01;NON PRECISE : APPAREILS OU USTENSILES METTANT EN OEUVRE DES PRODUITS CHAUDS, FOURS, ETUVES, APPAREILS DE CUISSON...;0
33;02;01;NON CLASSE - BRULEURS, EAU CHAUDE, RADIATEURS DE MOTEURS THERMIQUE;0
33;03;01;HAUTS FOURNEAUX (SAUF CAS D'INTOXICATION PAR L'OXYDE DE CARBONE A CLASSER A LA RUBRIQUE 36);0
33;04;01;CUBILLOTS (SAUF CAS D'INTOXICATION PAR L'OXYDE DE CARBONE A CLASSER A LA RUBRIQUE 36);0
33;05;01;FOURS DE FUSION, CONVERTISSEURS (CLASSER ICI EN PARTICULIER : FOURS MARTIN, DE VERRERIE...);0
33;06;01;FOURS DE TRAITEMENT, DE RECHAUFFAGE, DE CUISSON (LES FOURS A CHAUX, CIMENT, CERAMIQUE... SONT A CLASSER DANS CETTE RUBRIQUE) BOUILLEURS, CUISEURS, RECHAUDS ET CUISINIERES, GRILLOIRS;0
33;07;01;APPAREILS DE CHAUFFAGE . - POELES, BRASEROS, RADIATEURS, AEROTHERMES;0
33;08;01;POCHES DE COULEE, CREUSETS, LINGOTIERES, LOUCHES, POTS. - TUYAUX DE COULEE;0
33;09;01;CANNES DE VERRIERS, CHASSIS, MOULES ET COQUILLES DE FONDERIE, PIECES CHAUDES DE FORGE OU DE FONDERIE;0
33;10;01;ETUVES, SECHOIRS. - PASTEURISATEURS, RECHAUFFEURS, LAVEUSES, (BOUTEILLES ET VAISSELLE), SECHOIRS ROTATIFS OU NON;0
33;11;01;BAINS DE TREMPE, BAINS DE TRAITEMENT THERMIQUE.;0
34;00;01;APPAREILLAGE ET INSTALLATIONS FRIGORIFIQUES A L'EXCEPTION DES ACCIDENTS PROVENANT DES ELEMENTS OU DES APPAREILLAGES DEJA CLASSES A D'AUTRES RUBRIQUES - CONDITIONNEMENT D'AIR;0
35;01;01;NON PRECISE : APPAREILS OU USTENSILES METTANT EN OEUVRE DES PRODUITS CAUSTIQUES, CORROSIFS, TOXIQUES;0
35;02;01;NON CLASSE - CIMENTS, SOLVANTS, MACHINES A DEGRAISSER AU TRI OU AU PERCHLO SAUF LES TEXTILES;0
35;03;01;BAINS ET APPAREILS DE TRAITEMENT CHIMIQUE (GALVANISATION, ETAMAGE...);0
35;04;01;BAINS ET APPAREILS DE TRAITEMENT ELECTROLYTIQUE (CHROMAGE). - CYANURES;0
35;05;01;CITERNES, TANCKS, BONBONNES, VIDE-TOURIES, BOUTEILLES. - ACIDES ET BASES (SOUDE, POTASSE);0
35;06;01;PIPETTES, SIPHONS, CANALISATIONS;0
36;01;01;NON PRECISE : VAPEURS, GAZ ET POUSSIERES DELETERES;0
36;02;01;NON CLASSE;0
36;03;01;OXYDE DE CARBONE. - SEUL OU EN MELANGE (GAZ DE VILLE) ASPHYXIE PAR TOUS MOYENS DE CHAUFFAGE (CUISINIERES ET RECHAUDS, CHAUFFE-EAU, POELES A COMBUSTION LENTE...);0
36;04;01;GAZ D'ECLAIRAGE, DE HAUT FOURNEAU, D'ECHAPPEMENT.;0
36;05;01;EMANATIONS DE FOSSES, SOUTERRAINS, EGOUTS, CITERNES;0
36;06;01;AUTRES GAZ ET VAPEURS DELETERES. - GAZ CARBONIQUE, BUTANE ET AUTRE PROPANE (CONFINEMENT);0
36;07;01;POUSSIERES DELETERES OU TOXIQUES. - BRAI DE HOUILLE;0
37;01;01;NON PRECISE : MATIERES COMBUSTILES EN FLAMMES;0
37;02;01;NON CLASSE CI-DESSOUS;0
37;03;01;GAZ;0
37;04;01;ETHER, SULFURE DE CARBONE;0
37;05;01;ESSENCES, BENZOLS, ALCOOLS;0
37;06;01;AUTRES LIQUIDES;0
37;07;01;SOLIDES DERIVES DE LA CELLULOSE (CELLULOID, ACETATE...);0
37;08;01;AUTRES SOLIDES, SCORIES.;0
38;01;01;NON PRECISE : MATIERES EXPLOSIVES;0
38;02;01;NON CLASSE CI-DESSOUS. - REACTIONS CHIMIQUES EXPLOSIVES;0
38;03;01;EXPLOSIFS OU ARTIFICES EN APPROVISIONNEMENT ET FABRICATION;0
38;04;01;EXPLOSIFS OU ARTIFICES EN COURS D'EMPLOI;0
38;05;01;DISPOSITIFS DE MISE A FEU;0
38;06;01;MELANGES EXPLOSIFS AIR-GAZ;0
38;07;01;MELANGES EXPLOSIFS AIR-POUSSIERES;0
39;01;01;NON PRECISE : ELECTRICITE;0
39;02;01;NON CLASSE - TRANSFORMATEURS MOBILES BT ET FLASHES CIRCUITS FIXES HT, ENSEIGNES LUMINEUSES;0
39;03;01;INSTALLATIONS FIXES BASSE TENSION (Y COMPRIS LES MACHINES);0
39;04;01;PONTS ROULANTS (TROLLEYS ET APPAREILS DE COMMANDE). - GRUES ET PALANS, SAUTERELLES;0
39;05;01;MACHINES-OUTILS PORTATIVES. - OU MOBILES, APPAREILS D'ANESTHESIE ELECTRIQUE D'ABATTAGE;0
39;06;01;MACHINES ET APPAREILS DE SOUDURE ELECTRIQUE (IL EST RAPELE QUE LES COUPS D'ARC SONT CLASSES A LA RUBRIQUE 22);0
39;07;01;LAMPES PORTATIVES (BALLADEUSES, LAMPES TEMOINS);0
39;08;01;PLATEFORME D'ESSAIS;0
39;09;01;POSTE DE TRANSFORMATION, COTE B.T.;0
39;10;01;POSTE DE TRANSFORMATION, COTE H.T.;0
39;11;01;LIGNES AERIENNES B.T.;0
39;12;01;LIGNES AERIENNES H.T.;0
39;13;01;CANALISATIONS ENTERREES;0
39;14;01;MATERIEL A HAUTE FREQUENCE.;0
40;01;01;RAYONNEMENTS IONISANTS ET SUBSTANCES RADIOACTIVES (IRRADIATIONS BRUTALES SEULEMENT);0
40;02;01;RAYONNEMENTS NON IONISANTS - LASERS;0
88;88;88;Valeur Inconnue;1
98;01;01;AGENTS MATERIELS, NON CLASSES AILLEURS (A L'EXCEPTION DES MACHINES QUI SONT REPRISES A LA RUBRIQUE 28). CONGESTIONS DUES AU FROID ET AUX INONDATIONS;0
98;02;01;INCENDIES DES LOCAUX DE TRAVAIL;0
98;03;01;RIXES ET ATTENTATS;0
98;04;01;JEUX ET SPORTS;0
98;05;01;ANIMAUX;0
98;06;01;INSECTES;0
98;07;01;ENGINS DE GUERRE;0
98;08;01;FOUDRE;0
98;09;01;INSOLATIONS.;0
98;10;01;AGRESSION A L ARME BLANCHE (COUTELAS, ETC ...);0
98;11;01;AGRESSION PAR ARMES A FEU OU EXPLOSIFS;0
99;00;01;DECLARATIONS NON CLASSEES FAUTE DE DONNEES SUFFISANTES MALAISES, MORT SUBITE OU NON;0
