GHS_NUM;GHM_NUM;GHS_SEU_BAS;GHS_SEU_HAU;GHS_PRI;EXH_PRI;EHB_FOR;EHB_PRI;GHS_COE_MED;GHS_COE_DMI
0440;02C091;2;8;3913.70;86.71;0.00;213.55;;
0441;02C092;0;21;5040.93;437.06;0.00;0.00;;
0442;02C093;0;0;7582.94;0.00;0.00;0.00;;
0443;02C094;0;0;12357.94;0.00;0.00;0.00;;
0444;02C09J;0;0;3486.60;0.00;0.00;0.00;;
0445;02C101;2;11;2348.69;338.17;0.00;827.63;;
0446;02C102;4;19;5054.05;450.63;2705.36;0.00;;
0447;02C103;0;37;13165.32;652.82;0.00;0.00;;
0448;02C104;0;0;17175.35;0.00;0.00;0.00;;
0449;02C10J;0;0;693.42;0.00;0.00;0.00;;
0450;02C111;0;5;1178.94;222.34;0.00;0.00;;
0451;02C112;0;19;4291.61;417.36;0.00;0.00;;
0452;02C113;0;0;10398.14;0.00;0.00;0.00;;
0453;02C114;0;0;13565.30;0.00;0.00;0.00;;
0454;02C11J;0;0;1178.94;0.00;0.00;0.00;;
0455;02C121;0;5;1933.07;606.94;0.00;0.00;;
0456;02C122;0;0;4079.49;0.00;0.00;0.00;;
0457;02C123;0;0;9027.46;0.00;0.00;0.00;;
0458;02C124;0;0;11777.14;0.00;0.00;0.00;;
0459;02C12J;0;0;1933.07;0.00;0.00;0.00;;
0460;02C091;2;8;2951.41;86.71;0.00;213.55;;
0461;02C092;0;21;4078.64;353.63;0.00;0.00;;
0462;02C093;0;0;6620.65;0.00;0.00;0.00;;
0463;02C094;0;0;11395.65;0.00;0.00;0.00;;
0464;02C09J;0;0;2524.31;0.00;0.00;0.00;;
0465;02C131;0;3;1378.40;658.51;0.00;0.00;;
0466;02C132;0;0;3687.70;0.00;0.00;0.00;;
0467;02C133;0;0;8089.51;0.00;0.00;0.00;;
0468;02C134;0;0;10904.43;0.00;0.00;0.00;;
0469;02C13J;0;0;1378.40;0.00;0.00;0.00;;
0506;02M021;0;4;967.01;162.11;0.00;0.00;;
0507;02M022;0;15;2750.23;352.89;0.00;0.00;;
0508;02M023;0;21;5029.39;327.61;0.00;0.00;;
0509;02M024;0;0;6934.56;0.00;0.00;0.00;;
0510;02M031;2;10;1954.12;166.13;0.00;670.27;;
0511;02M032;0;18;3294.28;164.75;0.00;0.00;;
0512;02M033;0;26;4612.26;330.43;0.00;0.00;;
0513;02M034;0;0;8027.86;0.00;0.00;0.00;;
0514;02M041;0;8;1460.82;145.26;0.00;0.00;;
0515;02M042;0;17;2843.20;136.92;0.00;0.00;;
0516;02M043;0;26;4075.46;284.70;0.00;0.00;;
0517;02M044;0;0;6723.80;0.00;0.00;0.00;;
0518;02M04T;0;0;541.27;0.00;0.00;0.00;;
0519;02M051;0;4;1060.05;135.00;0.00;0.00;;
0520;02M052;0;14;2410.00;305.55;0.00;0.00;;
0521;02M053;0;0;3528.96;0.00;0.00;0.00;;
0522;02M054;0;0;5699.33;0.00;0.00;0.00;;
0523;02M05T;0;0;645.15;0.00;0.00;0.00;;
0524;02M071;2;10;1836.98;189.98;0.00;671.12;;
0525;02M072;0;16;3055.38;180.16;0.00;0.00;;
0526;02M073;0;24;4496.70;348.00;0.00;0.00;;
0527;02M074;0;0;7635.94;0.00;0.00;0.00;;
0528;02M07T;0;0;494.74;0.00;0.00;0.00;;
0529;02M081;0;6;1265.37;139.97;0.00;0.00;;
0530;02M082;0;19;3328.79;117.81;0.00;0.00;;
0531;02M083;0;30;4624.66;283.33;0.00;0.00;;
0532;02M084;0;0;7870.70;0.00;0.00;0.00;;
0533;02M08T;0;0;426.48;0.00;0.00;0.00;;
0534;02M09Z;0;0;641.27;0.00;0.00;0.00;;
0535;02M10Z;0;22;2634.45;217.31;0.00;0.00;;
0536;02M10T;0;0;538.04;0.00;0.00;0.00;;
0624;03C051;0;11;4053.02;628.72;0.00;0.00;;
0625;03C052;0;13;7495.61;1073.18;0.00;0.00;;
0626;03C053;0;0;12658.09;0.00;0.00;0.00;;
0627;03C054;0;0;16096.21;0.00;0.00;0.00;;
0628;03C061;0;6;2072.05;251.82;0.00;0.00;;
0629;03C062;0;17;4842.03;515.96;0.00;0.00;;
0630;03C063;0;0;11588.02;0.00;0.00;0.00;;
0631;03C064;0;0;21229.60;0.00;0.00;0.00;;
0632;03C06J;0;0;1554.04;0.00;0.00;0.00;;
0633;03C071;0;5;1876.46;184.84;0.00;0.00;;
0634;03C072;0;15;3724.81;201.71;0.00;0.00;;
0635;03C073;0;37;8162.33;272.30;0.00;0.00;;
0636;03C074;7;67;16331.23;453.39;8168.91;0.00;;
0637;03C07J;0;0;1407.35;0.00;0.00;0.00;;
0638;03C091;0;5;1599.48;469.14;0.00;0.00;;
0639;03C092;0;11;4414.30;728.53;0.00;0.00;;
0640;03C093;0;0;10564.38;0.00;0.00;0.00;;
0641;03C094;0;0;19354.26;0.00;0.00;0.00;;
0642;03C09J;0;0;1599.48;0.00;0.00;0.00;;
0643;03C101;0;0;739.34;0.00;0.00;0.00;;
0644;03C102;0;12;2951.12;437.20;0.00;0.00;;
0645;03C103;0;0;7062.70;0.00;0.00;0.00;;
0646;03C104;0;0;12939.07;0.00;0.00;0.00;;
0647;03C111;0;5;1131.18;235.56;0.00;0.00;;
0648;03C112;0;12;3026.38;471.41;0.00;0.00;;
0649;03C113;0;0;7242.80;0.00;0.00;0.00;;
0650;03C114;0;0;13269.03;0.00;0.00;0.00;;
0651;03C121;0;4;1158.75;153.56;0.00;0.00;;
0652;03C122;0;15;3127.05;386.97;0.00;0.00;;
0653;03C123;0;0;7483.72;0.00;0.00;0.00;;
0654;03C124;0;0;13710.40;0.00;0.00;0.00;;
0655;03C131;2;6;1673.78;406.67;0.00;259.71;;
0656;03C132;0;12;4255.77;664.96;0.00;0.00;;
0657;03C133;0;0;10185.00;0.00;0.00;0.00;;
0658;03C134;0;0;18659.25;0.00;0.00;0.00;;
0659;03C141;0;0;617.99;0.00;0.00;0.00;;
0660;03C142;0;0;2973.97;0.00;0.00;0.00;;
0661;03C143;0;0;7117.37;0.00;0.00;0.00;;
0662;03C144;0;0;13039.20;0.00;0.00;0.00;;
0663;03C14J;0;0;617.99;0.00;0.00;0.00;;
0664;03C151;0;5;632.16;181.14;0.00;0.00;;
0665;03C152;0;0;2678.31;0.00;0.00;0.00;;
0666;03C153;0;0;6484.82;0.00;0.00;0.00;;
0667;03C154;0;0;11742.89;0.00;0.00;0.00;;
0668;03C15J;0;0;632.16;0.00;0.00;0.00;;
0669;03C161;2;7;2293.25;199.63;0.00;600.73;;
0670;03C162;0;23;5487.38;320.46;0.00;0.00;;
0671;03C163;0;30;10688.92;225.03;0.00;0.00;;
0672;03C164;6;61;17664.88;536.12;6975.96;0.00;;
0673;03C16J;0;0;1091.78;0.00;0.00;0.00;;
0674;03C171;0;5;1268.38;169.16;0.00;0.00;;
0675;03C172;0;17;3298.28;362.63;0.00;0.00;;
0676;03C173;5;27;8661.54;597.02;5363.26;0.00;;
0677;03C174;0;0;15868.19;0.00;0.00;0.00;;
0678;03C17J;0;0;1268.38;0.00;0.00;0.00;;
0679;03C181;0;7;5161.61;268.87;0.00;0.00;;
0680;03C182;0;10;5968.23;1096.51;0.00;0.00;;
0681;03C183;0;0;14583.28;0.00;0.00;0.00;;
0682;03C184;0;0;26717.01;0.00;0.00;0.00;;
0683;03C191;0;9;3974.63;818.98;0.00;0.00;;
0684;03C192;0;12;6717.52;1017.15;0.00;0.00;;
0685;03C193;0;0;23320.87;0.00;0.00;0.00;;
0686;03C194;0;0;42724.51;0.00;0.00;0.00;;
0687;03C201;0;5;2055.78;286.53;0.00;0.00;;
0688;03C202;0;11;3774.97;614.67;0.00;0.00;;
0689;03C203;0;0;12754.20;0.00;0.00;0.00;;
0690;03C204;0;0;23366.09;0.00;0.00;0.00;;
0691;03C20J;0;0;1541.75;0.00;0.00;0.00;;
0692;03C211;0;3;1449.83;739.54;0.00;0.00;;
0693;03C212;0;0;3732.04;0.00;0.00;0.00;;
0694;03C213;0;0;8931.59;0.00;0.00;0.00;;
0695;03C214;0;0;16362.94;0.00;0.00;0.00;;
0696;03C21J;0;0;1449.83;0.00;0.00;0.00;;
0698;03C241;2;8;2966.92;126.27;0.00;961.76;;
0699;03C242;0;14;4189.83;486.44;0.00;0.00;;
0700;03C243;0;26;10027.18;716.22;0.00;0.00;;
0701;03C244;0;0;18370.08;0.00;0.00;0.00;;
0702;03C24J;0;0;1043.40;0.00;0.00;0.00;;
0703;03C251;7;38;11134.20;298.65;0.00;1086.09;;
0704;03C252;8;48;14207.96;295.64;3073.75;0.00;;
0705;03C253;11;65;19989.85;232.65;5781.89;0.00;;
0706;03C254;10;77;22781.66;552.04;2791.80;0.00;;
0707;03C261;3;15;5111.74;266.21;0.00;876.04;;
0708;03C262;0;25;7773.86;375.52;0.00;0.00;;
0709;03C263;5;38;12655.63;477.62;4881.77;0.00;;
0710;03C264;11;62;24118.55;718.03;11462.92;0.00;;
0711;03C05T;0;0;2258.86;0.00;0.00;0.00;;
0712;03C19J;0;0;1927.28;0.00;0.00;0.00;;
0713;03C27J;0;0;739.34;0.00;0.00;0.00;;
0714;03C28J;0;0;504.06;0.00;0.00;0.00;;
0715;03C291;2;12;2968.32;180.45;0.00;896.24;;
0716;03C292;0;27;5675.01;282.00;0.00;0.00;;
0717;03C293;5;47;11315.03;386.67;5640.03;0.00;;
0718;03C294;12;70;20208.49;535.96;8893.47;0.00;;
0719;03C29J;0;0;1175.84;0.00;0.00;0.00;;
0720;03C301;0;5;2090.65;743.23;0.00;0.00;;
0721;03C302;0;0;5444.71;0.00;0.00;0.00;;
0722;03C303;0;0;10655.87;0.00;0.00;0.00;;
0723;03C304;0;0;13965.71;0.00;0.00;0.00;;
0724;03C30J;0;0;1080.08;0.00;0.00;0.00;;
0815;03K021;0;3;995.75;224.76;0.00;0.00;;
0816;03K022;0;14;3468.15;439.95;0.00;0.00;;
0817;03K023;0;0;7482.03;0.00;0.00;0.00;;
0818;03K024;0;0;10225.40;0.00;0.00;0.00;;
0819;03K02J;0;0;995.75;0.00;0.00;0.00;;
0820;03K03J;0;0;682.06;0.00;0.00;0.00;;
0821;03K04J;0;0;514.74;0.00;0.00;0.00;;
0822;03M021;0;3;812.50;77.54;0.00;0.00;;
0823;03M022;0;14;1845.64;66.27;0.00;0.00;;
0824;03M023;0;30;2905.99;181.37;0.00;0.00;;
0825;03M024;0;0;5196.16;0.00;0.00;0.00;;
0826;03M031;0;6;1403.79;197.35;0.00;0.00;;
0827;03M032;0;10;2254.55;187.12;0.00;0.00;;
0828;03M033;0;16;3377.29;391.66;0.00;0.00;;
0829;03M034;0;0;6429.07;0.00;0.00;0.00;;
0830;03M041;0;7;1314.83;120.05;0.00;0.00;;
0831;03M042;0;15;2598.96;111.75;0.00;0.00;;
0832;03M043;0;24;3657.49;109.99;0.00;0.00;;
0833;03M044;9;54;6957.31;237.88;3299.82;0.00;;
0834;03M051;0;8;1490.33;104.26;0.00;0.00;;
0835;03M052;0;15;2231.92;102.79;0.00;0.00;;
0836;03M053;0;23;3054.19;245.05;0.00;0.00;;
0837;03M054;0;0;5813.79;0.00;0.00;0.00;;
0838;03M061;0;8;1520.35;133.40;0.00;0.00;;
0857;03M102;0;16;2596.16;123.85;0.00;0.00;;
0858;03M103;0;27;3958.47;266.71;0.00;0.00;;
0859;03M104;0;0;7535.43;0.00;0.00;0.00;;
0860;03M111;0;4;1066.80;124.82;0.00;0.00;;
0861;03M112;0;18;2895.58;186.51;0.00;0.00;;
0862;03M113;0;32;5506.82;321.58;0.00;0.00;;
0863;03M114;0;47;10479.84;412.69;0.00;0.00;;
0864;03M121;2;8;1957.17;407.60;0.00;682.07;;
0865;03M122;0;14;4402.78;579.39;0.00;0.00;;
0866;03M123;0;0;6595.31;0.00;0.00;0.00;;
0867;03M124;0;0;12554.97;0.00;0.00;0.00;;
0868;03M131;2;6;1277.85;178.23;0.00;352.63;;
0869;03M132;0;14;2787.80;168.89;0.00;0.00;;
0870;03M133;0;23;4307.77;341.93;0.00;0.00;;
0871;03M134;0;0;8197.23;0.00;0.00;0.00;;
0872;03M14Z;0;0;950.66;0.00;0.00;0.00;;
0873;03M15Z;0;12;2057.25;315.33;0.00;0.00;;
0874;03M02T;0;0;493.43;0.00;0.00;0.00;;
0875;03M03T;0;0;662.43;0.00;0.00;0.00;;
0876;03M04T;0;0;570.72;0.00;0.00;0.00;;
0877;03M05T;0;0;591.58;0.00;0.00;0.00;;
0878;03M06T;0;0;557.94;0.00;0.00;0.00;;
0879;03M08T;0;0;606.27;0.00;0.00;0.00;;
0880;03M10T;0;0;1072.97;0.00;0.00;0.00;;
0881;03M11T;0;0;608.40;0.00;0.00;0.00;;
0882;03M15T;0;0;584.65;0.00;0.00;0.00;;
1005;04C021;4;21;6965.01;222.45;0.00;1101.36;;
1006;04C022;5;28;9248.55;208.75;2283.54;0.00;;
1007;04C023;7;42;13725.21;168.90;4476.66;0.00;;
1008;04C024;13;81;20312.28;469.71;6587.07;0.00;;
1009;04C031;0;7;2280.62;154.27;0.00;0.00;;
1010;04C032;0;26;7519.89;131.18;0.00;0.00;;
1011;04C033;10;66;16952.57;61.43;9432.68;0.00;;
1012;04C034;21;126;20638.38;305.75;3685.81;0.00;;
1013;04C041;4;19;4661.28;206.32;0.00;773.55;;
1014;04C042;5;26;6398.70;200.68;1737.42;0.00;;
1015;04C043;5;45;11192.70;170.95;4793.99;0.00;;
1016;04C044;9;78;16834.10;404.20;5641.40;0.00;;
1129;04K02J;0;0;714.11;0.00;0.00;0.00;;
1130;04M021;0;7;1657.02;271.42;0.00;0.00;;
1131;04M022;0;12;3014.11;292.13;0.00;0.00;;
1132;04M023;0;18;4766.93;470.47;0.00;0.00;;
1133;04M024;0;24;8044.97;623.49;0.00;0.00;;
1134;04M031;0;10;1536.94;125.57;0.00;0.00;;
1135;04M032;0;19;2824.41;104.55;0.00;0.00;;
1136;04M033;5;26;3556.29;124.79;731.88;0.00;;
1137;04M034;0;39;5178.57;243.99;0.00;0.00;;
1138;04M041;2;6;1598.43;197.54;0.00;599.41;;
1139;04M042;0;15;3505.64;181.36;0.00;0.00;;
1140;04M043;0;23;4958.18;292.15;0.00;0.00;;
1141;04M044;0;35;8462.39;444.98;0.00;0.00;;
1142;04M051;0;11;1920.56;105.93;0.00;0.00;;
1143;04M052;4;24;3297.60;156.32;1377.04;0.00;;
1144;04M053;6;32;4557.63;155.65;1260.02;0.00;;
1145;04M054;0;46;6736.67;271.73;0.00;0.00;;
1146;04M061;0;15;3034.69;220.64;0.00;0.00;;
1147;04M062;0;24;5956.02;103.69;0.00;0.00;;
1148;04M063;0;32;6785.57;395.94;0.00;0.00;;
1149;04M064;0;0;11907.35;0.00;0.00;0.00;;
1150;04M06T;0;0;614.29;0.00;0.00;0.00;;
1151;04M071;0;15;2998.44;136.27;0.00;0.00;;
1152;04M072;0;26;4739.94;127.91;0.00;0.00;;
1153;04M073;6;35;6507.05;97.11;1767.11;0.00;;
1154;04M074;9;55;8449.34;283.46;1942.29;0.00;;
1155;04M07T;0;0;611.18;0.00;0.00;0.00;;
1156;04M081;0;8;1348.54;123.23;0.00;0.00;;
1157;04M082;0;26;3566.62;245.89;0.00;0.00;;
1158;04M083;0;32;5050.42;245.46;0.00;0.00;;
1159;04M084;9;52;9959.67;357.22;4909.24;0.00;;
1160;04M08T;0;0;778.12;0.00;0.00;0.00;;
1161;04M091;0;11;2384.87;140.12;0.00;0.00;;
1162;04M092;0;25;4784.46;117.07;0.00;0.00;;
1163;04M093;5;44;7008.79;201.44;2224.33;0.00;;
1164;04M094;10;58;9828.98;313.20;2820.19;0.00;;
1165;04M09T;0;0;635.43;0.00;0.00;0.00;;
1166;04M101;4;20;2998.17;159.52;0.00;534.44;;
1167;04M102;4;23;3718.66;137.53;720.49;0.00;;
1168;04M103;6;34;5231.46;170.16;1512.80;0.00;;
1169;04M104;8;45;7103.21;293.56;1871.75;0.00;;
1170;04M10T;0;0;860.39;0.00;0.00;0.00;;
1171;04M111;0;3;881.14;131.59;0.00;0.00;;
1172;04M112;0;19;2986.60;172.38;0.00;0.00;;
1173;04M113;0;32;5272.72;170.41;0.00;0.00;;
1174;04M114;0;55;9192.21;312.82;0.00;0.00;;
1175;04M121;0;11;1850.88;136.65;0.00;0.00;;
1176;04M122;0;19;3137.66;126.12;0.00;0.00;;
1177;04M123;5;29;4398.87;132.97;1261.21;0.00;;
1178;04M124;6;53;7590.17;264.10;3191.30;0.00;;
1179;04M12T;0;0;607.93;0.00;0.00;0.00;;
1180;04M131;0;7;1455.67;133.75;0.00;0.00;;
1181;04M132;0;27;4130.65;187.08;0.00;0.00;;
1182;04M133;0;37;6240.77;177.87;0.00;0.00;;
1183;04M134;11;63;10865.41;320.27;4624.64;0.00;;
1184;04M13T;0;0;759.44;0.00;0.00;0.00;;
1185;04M141;2;8;1633.86;144.52;0.00;527.52;;
1186;04M142;0;24;3946.11;146.85;0.00;0.00;;
1187;04M143;0;36;5708.30;254.76;0.00;0.00;;
1188;04M144;8;48;8765.36;341.86;3057.06;0.00;;
1189;04M14T;0;0;578.81;0.00;0.00;0.00;;
1190;04M151;0;7;1471.22;115.14;0.00;0.00;;
1191;04M152;0;22;3198.26;120.25;0.00;0.00;;
1192;04M153;0;35;4761.47;174.89;0.00;0.00;;
1193;04M154;6;49;7209.91;274.83;2448.44;0.00;;
1194;04M15T;0;0;673.36;0.00;0.00;0.00;;
1195;04M161;0;12;2018.33;96.48;0.00;0.00;;
1196;04M162;0;17;2500.74;129.39;0.00;0.00;;
1197;04M163;0;27;3966.55;121.92;0.00;0.00;;
1198;04M164;0;50;6770.60;253.12;0.00;0.00;;
1199;04M16T;0;0;786.74;0.00;0.00;0.00;;
1200;04M171;0;7;1402.51;124.15;0.00;0.00;;
1201;04M172;0;23;3388.89;131.12;0.00;0.00;;
1202;04M173;0;30;4717.59;101.77;0.00;0.00;;
1203;04M174;0;44;6142.40;261.11;0.00;0.00;;
1204;04M17T;0;0;536.65;0.00;0.00;0.00;;
1205;04M181;0;11;2346.61;114.98;0.00;0.00;;
1206;04M182;0;15;2806.51;221.15;0.00;0.00;;
1207;04M183;0;17;3303.30;215.70;0.00;0.00;;
1208;04M184;0;27;5460.30;373.48;0.00;0.00;;
1209;04M191;2;21;3343.83;140.13;0.00;1408.72;;
1210;04M192;5;41;7279.41;101.07;3935.57;0.00;;
1211;04M193;12;70;10210.39;273.34;2930.98;0.00;;
1212;04M194;13;75;17409.58;431.33;7199.19;0.00;;
1213;04M19T;0;0;526.32;0.00;0.00;0.00;;
1214;04M201;0;13;1913.17;143.38;0.00;0.00;;
1215;04M202;4;23;3524.83;136.80;1611.65;0.00;;
1216;04M203;6;34;5155.13;128.95;1630.30;0.00;;
1217;04M204;9;50;7218.38;268.51;2063.25;0.00;;
1218;04M20T;0;0;573.28;0.00;0.00;0.00;;
1219;04M211;0;0;812.11;0.00;0.00;0.00;;
1220;04M212;0;18;2635.00;274.41;0.00;0.00;;
1221;04M213;0;0;3455.26;0.00;0.00;0.00;;
1222;04M214;0;0;5899.22;0.00;0.00;0.00;;
1223;04M22Z;0;0;683.88;0.00;0.00;0.00;;
1224;04M23T;0;0;505.48;0.00;0.00;0.00;;
1225;04M23Z;0;11;1857.72;292.10;0.00;0.00;;
1226;04M24E;0;0;812.38;0.00;0.00;0.00;;
1227;04M251;0;7;1630.19;134.06;0.00;0.00;;
1228;04M252;0;14;2727.68;130.52;0.00;0.00;;
1229;04M253;0;24;4451.17;118.57;0.00;0.00;;
1230;04M254;7;59;8601.11;269.96;4149.94;0.00;;
1231;04M25T;0;0;661.27;0.00;0.00;0.00;;
1232;04M261;0;11;2367.99;177.63;0.00;0.00;;
1233;04M262;0;20;4431.38;138.90;0.00;0.00;;
1234;04M263;6;32;6098.21;340.04;1666.84;0.00;;
1235;04M264;0;37;7798.46;394.21;0.00;0.00;;
1236;04M26T;0;0;740.65;0.00;0.00;0.00;;
1237;04M02T;0;0;626.41;0.00;0.00;0.00;;
1238;04M03T;0;0;582.81;0.00;0.00;0.00;;
1239;04M05T;0;0;641.78;0.00;0.00;0.00;;
1240;04M18T;0;0;865.67;0.00;0.00;0.00;;
1241;04M271;0;13;1219.26;65.86;0.00;0.00;;
1242;04M272;0;34;2602.71;65.85;0.00;0.00;;
1243;04M273;0;56;4051.53;66.91;0.00;0.00;;
1244;04M274;8;73;5189.12;132.39;1137.59;0.00;;
1430;05C021;5;30;15788.17;169.19;0.00;1603.44;;
1431;05C022;7;40;19070.17;140.28;3282.00;0.00;;
1432;05C023;10;60;23106.92;105.10;4036.75;0.00;;
1433;05C024;12;95;26785.35;523.57;3678.43;0.00;;
1434;05C031;5;27;13689.90;192.39;0.00;1592.47;;
1435;05C032;5;31;16330.03;150.82;2640.13;0.00;;
1436;05C033;7;40;19283.94;106.48;2953.91;0.00;;
1437;05C034;9;76;23117.13;563.18;3833.19;0.00;;
1438;05C041;5;34;12067.35;160.03;0.00;1892.13;;
1439;05C042;7;41;14069.01;139.53;2001.66;0.00;;
1440;05C043;10;56;17184.57;103.00;3115.56;0.00;;
1441;05C044;14;84;20068.68;444.63;2884.11;0.00;;
1442;05C051;4;24;10214.63;174.63;0.00;1563.18;;
1443;05C052;4;28;11711.93;155.61;1497.30;0.00;;
1444;05C053;6;36;13156.56;149.74;1444.63;0.00;;
1445;05C054;8;70;18247.67;487.53;5091.12;0.00;;
1446;05C061;4;23;11754.38;98.99;0.00;969.88;;
1447;05C062;4;35;15073.20;62.25;3318.82;0.00;;
1448;05C063;7;54;16265.78;62.00;1192.57;0.00;;
1449;05C064;11;93;18683.77;375.85;2417.99;0.00;;
1450;05C071;4;24;14050.54;646.64;0.00;2024.22;;
1451;05C072;6;31;21364.96;595.01;7314.42;0.00;;
1452;05C073;6;34;26165.60;535.88;4800.64;0.00;;
1453;05C074;14;85;53495.33;1175.75;27329.73;0.00;;
1454;05C081;0;17;4436.48;210.05;0.00;0.00;;
1455;05C082;0;27;6734.59;205.94;0.00;0.00;;
1456;05C083;8;46;11996.64;159.41;5262.05;0.00;;
1457;05C084;8;75;16619.61;413.70;4622.97;0.00;;
1458;05C091;3;19;5896.40;308.86;0.00;1252.70;;
1459;05C092;4;41;13234.94;240.89;7338.54;0.00;;
1460;05C093;0;49;15162.08;311.78;0.00;0.00;;
1461;05C094;9;53;16409.21;570.94;1247.13;0.00;;
1462;05C101;4;22;6350.47;208.87;0.00;302.45;;
1463;05C102;5;29;8488.94;196.11;2138.47;0.00;;
0839;03M062;0;14;2350.97;130.04;0.00;0.00;;
0840;03M063;0;23;3521.34;276.06;0.00;0.00;;
0841;03M064;0;0;6703.29;0.00;0.00;0.00;;
0842;03M071;0;5;1402.30;170.20;0.00;0.00;;
0843;03M072;0;17;4490.72;143.38;0.00;0.00;;
0844;03M073;0;33;7235.30;123.79;0.00;0.00;;
0845;03M074;6;56;10082.50;336.50;2847.20;0.00;;
0846;03M07T;0;0;700.60;0.00;0.00;0.00;;
0847;03M081;0;6;1344.14;121.55;0.00;0.00;;
0848;03M082;0;17;2815.60;196.27;0.00;0.00;;
0849;03M083;0;28;6270.48;134.56;0.00;0.00;;
0850;03M084;0;49;9096.10;342.12;0.00;0.00;;
0851;03M091;0;7;1490.99;160.13;0.00;0.00;;
0852;03M092;0;19;3412.61;187.64;0.00;0.00;;
0853;03M093;0;25;5120.44;166.85;0.00;0.00;;
0854;03M094;0;53;9792.37;341.82;0.00;0.00;;
0855;03M09T;0;0;637.95;0.00;0.00;0.00;;
0856;03M101;0;5;1221.65;124.40;0.00;0.00;;
8760;25Z031;0;0;1449.88;0.00;0.00;0.00;;
8761;25Z032;0;0;10591.05;0.00;0.00;0.00;;
8762;25Z033;0;0;17185.97;0.00;0.00;0.00;;
8763;25Z034;0;0;45243.33;0.00;0.00;0.00;;
8802;26C021;4;28;8892.90;147.69;0.00;914.17;;
8803;26C022;8;44;15084.62;93.76;6191.72;0.00;;
8804;26C023;11;63;17183.96;87.65;2099.35;0.00;;
8805;26C024;19;115;21741.82;351.79;4557.86;0.00;;
8852;26M021;0;13;2380.50;173.21;0.00;0.00;;
8853;26M022;4;32;6933.05;145.79;4552.55;0.00;;
8854;26M023;8;44;9136.49;132.43;2203.45;0.00;;
8855;26M024;13;78;13639.19;325.45;4502.69;0.00;;
8906;27C021;5;30;21501.85;223.94;0.00;2175.63;;
8907;27C022;10;57;30492.90;190.48;8991.05;0.00;;
8908;27C023;13;78;39801.36;111.25;9308.46;0.00;;
8909;27C024;24;145;47254.87;609.96;7453.51;0.00;;
8910;27C031;0;0;11274.17;0.00;0.00;0.00;;
8911;27C032;0;0;16685.75;0.00;0.00;0.00;;
8912;27C033;0;0;20464.63;0.00;0.00;0.00;;
8913;27C034;0;0;27759.57;0.00;0.00;0.00;;
8914;27C041;0;0;17892.80;0.00;0.00;0.00;;
8915;27C042;0;0;34285.36;0.00;0.00;0.00;;
8916;27C043;15;92;42622.95;246.35;8337.59;0.00;;
8917;27C044;21;171;62084.58;679.45;19461.63;0.00;;
8918;27C051;0;0;19597.59;0.00;0.00;0.00;;
8919;27C052;13;79;24437.75;323.53;4840.17;0.00;;
8920;27C053;15;126;39643.89;394.21;15206.14;0.00;;
8921;27C054;19;163;54229.65;620.69;14585.75;0.00;;
8922;27C061;5;30;11520.85;340.65;0.00;1344.39;;
