MED_NCL_IDT;MED_MTF_COD;MED_MTF_LIB;TEC_COL
CIM10;O46;A COMPLETER;0
CIM10;O47;A COMPLETER;0
CIM10;O48;A COMPLETER;0
CIM10;O60;A COMPLETER;0
CIM10;O61;A COMPLETER;0
CIM10;O62;A COMPLETER;0
CIM10;O63;A COMPLETER;0
CIM10;O64;A COMPLETER;0
CIM10;O65;A COMPLETER;0
CIM10;O66;A COMPLETER;0
CIM10;O67;A COMPLETER;0
CIM10;O68;A COMPLETER;0
CIM10;O69;A COMPLETER;0
CIM10;O70;A COMPLETER;0
CIM10;O71;A COMPLETER;0
CIM10;O72;A COMPLETER;0
CIM10;O73;A COMPLETER;0
CIM10;O74;A COMPLETER;0
CIM10;O75;A COMPLETER;0
CIM10;O80;A COMPLETER;0
CIM10;O81;A COMPLETER;0
CIM10;O82;A COMPLETER;0
CIM10;O83;A COMPLETER;0
CIM10;O84;A COMPLETER;0
CIM10;O85;A COMPLETER;0
CIM10;O86;A COMPLETER;0
CIM10;O87;A COMPLETER;0
CIM10;O88;A COMPLETER;0
CIM10;O89;A COMPLETER;0
CIM10;O90;A COMPLETER;0
CIM10;O91;A COMPLETER;0
CIM10;O92;A COMPLETER;0
CIM10;O95;A COMPLETER;0
CIM10;O96;A COMPLETER;0
CIM10;O97;A COMPLETER;0
CIM10;O98;A COMPLETER;0
CIM10;O99;A COMPLETER;0
CIM10;P00;A COMPLETER;0
CIM10;P01;A COMPLETER;0
CIM10;P02;A COMPLETER;0
CIM10;P03;A COMPLETER;0
CIM10;P04;A COMPLETER;0
CIM10;P05;A COMPLETER;0
CIM10;P07;A COMPLETER;0
CIM10;P08;A COMPLETER;0
CIM10;P10;A COMPLETER;0
CIM10;P11;A COMPLETER;0
CIM10;P12;A COMPLETER;0
CIM10;P13;A COMPLETER;0
CIM10;P14;A COMPLETER;0
CIM10;P15;A COMPLETER;0
CIM10;P20;A COMPLETER;0
CIM10;P21;A COMPLETER;0
CIM10;P22;A COMPLETER;0
CIM10;P23;A COMPLETER;0
CIM10;P24;A COMPLETER;0
CIM10;P25;A COMPLETER;0
CIM10;P26;A COMPLETER;0
CIM10;P27;A COMPLETER;0
CIM10;P28;A COMPLETER;0
CIM10;P29;A COMPLETER;0
CIM10;P35;A COMPLETER;0
CIM10;P36;A COMPLETER;0
CIM10;P37;A COMPLETER;0
CIM10;P38;A COMPLETER;0
CIM10;P39;A COMPLETER;0
CIM10;P50;A COMPLETER;0
CIM10;P51;A COMPLETER;0
CIM10;P52;A COMPLETER;0
CIM10;P53;A COMPLETER;0
CIM10;P54;A COMPLETER;0
CIM10;P55;A COMPLETER;0
CIM10;P56;A COMPLETER;0
CIM10;P57;A COMPLETER;0
CIM10;P58;A COMPLETER;0
CIM10;P59;A COMPLETER;0
CIM10;P60;A COMPLETER;0
CIM10;P61;A COMPLETER;0
CIM10;P70;A COMPLETER;0
CIM10;P71;A COMPLETER;0
CIM10;P72;A COMPLETER;0
CIM10;P74;A COMPLETER;0
CIM10;P75;A COMPLETER;0
CIM10;P76;A COMPLETER;0
CIM10;P77;A COMPLETER;0
CIM10;P78;A COMPLETER;0
CIM10;P80;A COMPLETER;0
CIM10;P81;A COMPLETER;0
CIM10;P83;A COMPLETER;0
CIM10;P90;A COMPLETER;0
CIM10;P91;A COMPLETER;0
CIM10;P92;A COMPLETER;0
CIM10;P93;A COMPLETER;0
CIM10;P94;A COMPLETER;0
CIM10;P95;A COMPLETER;0
CIM10;P96;A COMPLETER;0
CIM10;Q00;A COMPLETER;0
CIM10;Q01;A COMPLETER;0
CIM10;Q02;A COMPLETER;0
CIM10;Q03;A COMPLETER;0
CIM10;Q04;A COMPLETER;0
CIM10;Q05;A COMPLETER;0
CIM10;Q06;A COMPLETER;0
CIM10;Q07;A COMPLETER;0
CIM10;Q10;A COMPLETER;0
CIM10;Q11;A COMPLETER;0
CIM10;Q12;A COMPLETER;0
CIM10;Q13;A COMPLETER;0
CIM10;Q14;A COMPLETER;0
CIM10;Q15;A COMPLETER;0
CIM10;Q16;A COMPLETER;0
CIM10;Q17;A COMPLETER;0
CIM10;Q18;A COMPLETER;0
CIM10;Q20;MALF.CONG CARDIO.SF.;0
CIM10;Q21;A COMPLETER;0
CIM10;Q210;A COMPLETER;0
CIM10;Q211;A COMPLETER;0
CIM10;Q212;COMMUN.AURICULO-VENT;0
CIM10;Q213;A COMPLETER;0
CIM10;Q219;MALF. CLOISON CARDI.;0
CIM10;Q22;A COMPLETER;0
CIM10;Q221;A COMPLETER;0
CIM10;Q228;MALF. VALV. TRICUSP;0
CIM10;Q23;A COMPLETER;0
CIM10;Q230;A COMPLETER;0
CIM10;Q231;INSUF.CONG.VALV.AORT;0
CIM10;Q232;STENOSE MITRALE CONG;0
CIM10;Q233;A COMPLETER;0
CIM10;Q234;HYPOPLASIE COEUR G.;0
CIM10;Q238;MALF.VALV. MITROAORT;0
CIM10;Q24;A COMPLETER;0
CIM10;Q243;STEN. INFUNDIB.PULM.;0
CIM10;Q244;STEN.SOUS-AORT. CON.;0
CIM10;Q249;A COMPLETER;0
CIM10;Q25;A COMPLETER;0
CIM10;Q250;PERMEAB.CANAL ARTER;0
CIM10;Q26;A COMPLETER;0
CIM10;Q264;RET.VEIN. PULM. Anl;0
CIM10;Q27;A COMPLETER;0
CIM10;Q28;A COMPLETER;0
CIM10;Q289;A COMPLETER;0
CIM10;Q30;A COMPLETER;0
CIM10;Q31;A COMPLETER;0
CIM10;Q32;A COMPLETER;0
CIM10;Q33;A COMPLETER;0
CIM10;Q34;A COMPLETER;0
CIM10;Q35;A COMPLETER;0
CIM10;Q36;A COMPLETER;0
CIM10;Q37;A COMPLETER;0
CIM10;Q38;A COMPLETER;0
CIM10;Q39;A COMPLETER;0
CIM10;Q40;A COMPLETER;0
CIM10;Q41;A COMPLETER;0
CIM10;Q42;A COMPLETER;0
CIM10;Q43;A COMPLETER;0
CIM10;Q44;A COMPLETER;0
CIM10;Q442;ATRESIE  VOIES BIL.;0
CIM10;Q443;STENOSE C.VOIES BIL.;0
CIM10;Q447;MALF.CONG. FOIE,NCA;0
CIM10;Q45;A COMPLETER;0
CIM10;Q50;A COMPLETER;0
CIM10;Q51;A COMPLETER;0
CIM10;Q52;A COMPLETER;0
CIM10;Q53;A COMPLETER;0
CIM10;Q54;A COMPLETER;0
CIM10;Q55;A COMPLETER;0
CIM10;Q56;A COMPLETER;0
CIM10;Q60;AGENESIE RENALE ETC;0
CIM10;Q61;MAL. KYSTIQUES REIN;0
CIM10;Q62;A COMPLETER;0
CIM10;Q63;MALF.CONG. REIN, NCA;0
CIM10;Q64;A COMPLETER;0
CIM10;Q648;A COMPLETER;0
CIM10;Q65;A COMPLETER;0
CIM10;Q66;A COMPLETER;0
CIM10;Q67;A COMPLETER;0
CIM10;Q68;A COMPLETER;0
CIM10;Q69;A COMPLETER;0
CIM10;Q70;A COMPLETER;0
CIM10;Q71;A COMPLETER;0
CIM10;Q72;A COMPLETER;0
CIM10;Q73;A COMPLETER;0
CIM10;Q74;A COMPLETER;0
CIM10;Q75;A COMPLETER;0
CIM10;Q76;A COMPLETER;0
CIM10;Q77;A COMPLETER;0
CIM10;Q78;A COMPLETER;0
CIM10;Q79;A COMPLETER;0
CIM10;Q80;A COMPLETER;0
CIM10;Q81;A COMPLETER;0
CIM10;Q82;A COMPLETER;0
CIM10;Q83;A COMPLETER;0
CIM10;Q84;A COMPLETER;0
CIM10;Q85;A COMPLETER;0
CIM10;Q86;A COMPLETER;0
CIM10;Q87;A COMPLETER;0
CIM10;Q89;A COMPLETER;0
CIM10;Q90;A COMPLETER;0
CIM10;Q91;A COMPLETER;0
CIM10;Q92;A COMPLETER;0
CIM10;Q93;A COMPLETER;0
CIM10;Q95;A COMPLETER;0
CIM10;Q96;A COMPLETER;0
CIM10;Q97;A COMPLETER;0
CIM10;Q98;A COMPLETER;0
CIM10;Q99;A COMPLETER;0
CIM10;R00;A COMPLETER;0
CIM10;R01;A COMPLETER;0
CIM10;R02;A COMPLETER;0
CIM10;R03;A COMPLETER;0
CIM10;R04;A COMPLETER;0
CIM10;R05;A COMPLETER;0
CIM10;R06;A COMPLETER;0
CIM10;R07;A COMPLETER;0
CIM10;R09;A COMPLETER;0
CIM10;R10;A COMPLETER;0
CIM10;R11;A COMPLETER;0
CIM10;R12;A COMPLETER;0
CIM10;R13;A COMPLETER;0
CIM10;R14;A COMPLETER;0
CIM10;R15;A COMPLETER;0
CIM10;R16;A COMPLETER;0
CIM10;R17;A COMPLETER;0
CIM10;R18;A COMPLETER;0
CIM10;R19;A COMPLETER;0
CIM10;R20;A COMPLETER;0
CIM10;R21;A COMPLETER;0
CIM10;R22;A COMPLETER;0
CIM10;R23;A COMPLETER;0
CIM10;R25;A COMPLETER;0
CIM10;R26;A COMPLETER;0
CIM10;R27;A COMPLETER;0
CIM10;R270;A COMPLETER;0
CIM10;R29;A COMPLETER;0
CIM10;R30;A COMPLETER;0
CIM10;R31;A COMPLETER;0
CIM10;R32;A COMPLETER;0
CIM10;R33;A COMPLETER;0
CIM10;R34;A COMPLETER;0
CIM10;R35;A COMPLETER;0
CIM10;R36;A COMPLETER;0
CIM10;R39;A COMPLETER;0
CIM10;R40;A COMPLETER;0
CIM10;R41;A COMPLETER;0
CIM10;R42;A COMPLETER;0
CIM10;R43;A COMPLETER;0
CIM10;R44;A COMPLETER;0
CIM10;R45;A COMPLETER;0
CIM10;R46;A COMPLETER;0
CIM10;R47;A COMPLETER;0
CIM10;R48;A COMPLETER;0
CIM10;R49;A COMPLETER;0
CIM10;R50;A COMPLETER;0
CIM10;R51;A COMPLETER;0
CIM10;R52;A COMPLETER;0
CIM10;R53;A COMPLETER;0
CIM10;R54;A COMPLETER;0
CIM10;R55;A COMPLETER;0
CIM10;R56;A COMPLETER;0
CIM10;R57;A COMPLETER;0
CIM10;R58;A COMPLETER;0
CIM10;R59;A COMPLETER;0
CIM10;R60;A COMPLETER;0
CIM10;R61;A COMPLETER;0
CIM10;R62;A COMPLETER;0
CIM10;R63;A COMPLETER;0
CIM10;R64;A COMPLETER;0
CIM10;R68;A COMPLETER;0
CIM10;R69;A COMPLETER;0
CIM10;R70;A COMPLETER;0
CIM10;R71;A COMPLETER;0
CIM10;R72;A COMPLETER;0
CIM10;R73;A COMPLETER;0
CIM10;R74;A COMPLETER;0
CIM10;R75;A COMPLETER;0
CIM10;R76;A COMPLETER;0
CIM10;R77;A COMPLETER;0
CIM10;R78;A COMPLETER;0
CIM10;R79;A COMPLETER;0
CIM10;R80;A COMPLETER;0
CIM10;R81;A COMPLETER;0
CIM10;R82;A COMPLETER;0
CIM10;R83;A COMPLETER;0
CIM10;R84;A COMPLETER;0
CIM10;R85;A COMPLETER;0
CIM10;R86;A COMPLETER;0
CIM10;R87;A COMPLETER;0
CIM10;R89;A COMPLETER;0
CIM10;R90;A COMPLETER;0
CIM10;R91;A COMPLETER;0
CIM10;R92;A COMPLETER;0
CIM10;R93;A COMPLETER;0
CIM10;R94;A COMPLETER;0
CIM10;R95;A COMPLETER;0
CIM10;R96;A COMPLETER;0
CIM10;R98;A COMPLETER;0
CIM10;R99;A COMPLETER;0
CIM10;S00;A COMPLETER;0
CIM10;S01;A COMPLETER;0
CIM10;S02;A COMPLETER;0
CIM10;S03;A COMPLETER;0
CIM10;S04;A COMPLETER;0
CIM10;S05;A COMPLETER;0
CIM10;S06;A COMPLETER;0
CIM10;S07;A COMPLETER;0
CIM10;S08;A COMPLETER;0
CIM10;S09;A COMPLETER;0
CIM10;S10;A COMPLETER;0
CIM10;S11;A COMPLETER;0
CIM10;S12;A COMPLETER;0
CIM10;S13;A COMPLETER;0
CIM10;S14;A COMPLETER;0
CIM10;S15;A COMPLETER;0
CIM10;S16;A COMPLETER;0
CIM10;S17;A COMPLETER;0
CIM10;S18;A COMPLETER;0
CIM10;S19;A COMPLETER;0
CIM10;S20;A COMPLETER;0
CIM10;S21;A COMPLETER;0
CIM10;S22;A COMPLETER;0
CIM10;S23;A COMPLETER;0
CIM10;S24;A COMPLETER;0
CIM10;S25;A COMPLETER;0
CIM10;S26;A COMPLETER;0
CIM10;S27;A COMPLETER;0
CIM10;S28;A COMPLETER;0
CIM10;S29;A COMPLETER;0
CIM10;S30;A COMPLETER;0
CIM10;S31;A COMPLETER;0
CIM10;S32;A COMPLETER;0
CIM10;S33;A COMPLETER;0
CIM10;S34;A COMPLETER;0
CIM10;S35;A COMPLETER;0
CIM10;S36;A COMPLETER;0
CIM10;S37;A COMPLETER;0
CIM10;S38;A COMPLETER;0
CIM10;S39;A COMPLETER;0
CIM10;S40;A COMPLETER;0
CIM10;S41;A COMPLETER;0
CIM10;S42;A COMPLETER;0
CIM10;S43;A COMPLETER;0
CIM10;S44;A COMPLETER;0
CIM10;S45;A COMPLETER;0
CIM10;S46;A COMPLETER;0
CIM10;S47;A COMPLETER;0
CIM10;S48;A COMPLETER;0
CIM10;S49;A COMPLETER;0
CIM10;S50;A COMPLETER;0
CIM10;S51;A COMPLETER;0
CIM10;S52;A COMPLETER;0
CIM10;S53;A COMPLETER;0
CIM10;S54;A COMPLETER;0
CIM10;S55;A COMPLETER;0
CIM10;S56;A COMPLETER;0
CIM10;S57;A COMPLETER;0
CIM10;S58;A COMPLETER;0
CIM10;S59;A COMPLETER;0
CIM10;S60;A COMPLETER;0
CIM10;S61;A COMPLETER;0
CIM10;S62;A COMPLETER;0
CIM10;S63;A COMPLETER;0
CIM10;S64;A COMPLETER;0
CIM10;S65;A COMPLETER;0
CIM10;S66;A COMPLETER;0
CIM10;S67;A COMPLETER;0
CIM10;S68;A COMPLETER;0
CIM10;S69;A COMPLETER;0
CIM10;S70;A COMPLETER;0
CIM10;S71;A COMPLETER;0
CIM10;S72;A COMPLETER;0
CIM10;S73;A COMPLETER;0
CIM10;S74;A COMPLETER;0
CIM10;S75;A COMPLETER;0
CIM10;S76;A COMPLETER;0
CIM10;S77;A COMPLETER;0
CIM10;S78;A COMPLETER;0
CIM10;S79;A COMPLETER;0
CIM10;S80;A COMPLETER;0
CIM10;S81;A COMPLETER;0
CIM10;S82;A COMPLETER;0
CIM10;S83;A COMPLETER;0
CIM10;S84;A COMPLETER;0
CIM10;S85;A COMPLETER;0
CIM10;S86;A COMPLETER;0
CIM10;S87;A COMPLETER;0
CIM10;S88;A COMPLETER;0
CIM10;S89;A COMPLETER;0
CIM10;S90;A COMPLETER;0
CIM10;S91;A COMPLETER;0
CIM10;S92;A COMPLETER;0
CIM10;S93;A COMPLETER;0
CIM10;S94;A COMPLETER;0
CIM10;S95;A COMPLETER;0
CIM10;S96;A COMPLETER;0
CIM10;S97;A COMPLETER;0
CIM10;S98;A COMPLETER;0
CIM10;S99;A COMPLETER;0
CIM10;T00;A COMPLETER;0
CIM10;T01;A COMPLETER;0
CIM10;T02;A COMPLETER;0
CIM10;T03;A COMPLETER;0
CIM10;T04;A COMPLETER;0
CIM10;T05;A COMPLETER;0
CIM10;T06;A COMPLETER;0
CIM10;T07;A COMPLETER;0
CIM10;T08;A COMPLETER;0
CIM10;T09;A COMPLETER;0
CIM10;T10;A COMPLETER;0
CIM10;T11;A COMPLETER;0
CIM10;T12;A COMPLETER;0
CIM10;T13;A COMPLETER;0
CIM10;T14;A COMPLETER;0
CIM10;T15;A COMPLETER;0
CIM10;T16;A COMPLETER;0
CIM10;T17;A COMPLETER;0
CIM10;T18;A COMPLETER;0
CIM10;T19;A COMPLETER;0
CIM10;T20;A COMPLETER;0
CIM10;T21;A COMPLETER;0
CIM10;T22;A COMPLETER;0
CIM10;T23;A COMPLETER;0
CIM10;T24;A COMPLETER;0
CIM10;T25;A COMPLETER;0
CIM10;T26;A COMPLETER;0
CIM10;T27;A COMPLETER;0
CIM10;T28;A COMPLETER;0
CIM10;T29;A COMPLETER;0
CIM10;T30;A COMPLETER;0
CIM10;T31;A COMPLETER;0
CIM10;T32;A COMPLETER;0
CIM10;T33;A COMPLETER;0
CIM10;T34;A COMPLETER;0
CIM10;T35;A COMPLETER;0
CIM10;T36;A COMPLETER;0
CIM10;T37;A COMPLETER;0
CIM10;T38;A COMPLETER;0
CIM10;T39;A COMPLETER;0
CIM10;T40;A COMPLETER;0
CIM10;T41;A COMPLETER;0
CIM10;T42;A COMPLETER;0
CIM10;T43;A COMPLETER;0
CIM10;T44;A COMPLETER;0
CIM10;T45;A COMPLETER;0
CIM10;T46;A COMPLETER;0
CIM10;T47;A COMPLETER;0
CIM10;T48;A COMPLETER;0
CIM10;T49;A COMPLETER;0
CIM10;T50;A COMPLETER;0
CIM10;T51;A COMPLETER;0
CIM10;T52;A COMPLETER;0
CIM10;T53;A COMPLETER;0
CIM10;T54;A COMPLETER;0
CIM10;T55;A COMPLETER;0
CIM10;T56;A COMPLETER;0
CIM10;T57;A COMPLETER;0
CIM10;T58;A COMPLETER;0
CIM10;T59;A COMPLETER;0
CIM10;T60;A COMPLETER;0
CIM10;T61;A COMPLETER;0
CIM10;T62;A COMPLETER;0
CIM10;T63;A COMPLETER;0
CIM10;T64;A COMPLETER;0
CIM10;T65;A COMPLETER;0
CIM10;T66;A COMPLETER;0
CIM10;T67;A COMPLETER;0
CIM10;T68;A COMPLETER;0
CIM10;T69;A COMPLETER;0
CIM10;T70;A COMPLETER;0
CIM10;T71;A COMPLETER;0
CIM10;T73;A COMPLETER;0
CIM10;T74;A COMPLETER;0
CIM10;T75;A COMPLETER;0
CIM10;T78;A COMPLETER;0
CIM10;T79;A COMPLETER;0
CIM10;T80;A COMPLETER;0
CIM10;T81;A COMPLETER;0
CIM10;T82;A COMPLETER;0
CIM10;T83;A COMPLETER;0
CIM10;T84;A COMPLETER;0
CIM10;T85;A COMPLETER;0
CIM10;T86;A COMPLETER;0
CIM10;T87;A COMPLETER;0
CIM10;T88;A COMPLETER;0
CIM10;T90;A COMPLETER;0
CIM10;T91;A COMPLETER;0
CIM10;T92;A COMPLETER;0
CIM10;T93;A COMPLETER;0
CIM10;T94;A COMPLETER;0
CIM10;T95;A COMPLETER;0
CIM10;T96;A COMPLETER;0
CIM10;T97;A COMPLETER;0
CIM10;T98;A COMPLETER;0
CIM10;U000;A COMPLETER;0
CIM10;U001;A COMPLETER;0
CIM10;U002;A COMPLETER;0
CIM10;U003;A COMPLETER;0
CIM10;U004;A COMPLETER;0
CIM10;U005;A COMPLETER;0
CIM10;U006;A COMPLETER;0
CIM10;U007;A COMPLETER;0
CIM10;U008;A COMPLETER;0
CIM10;U009;A COMPLETER;0
CIM10;U010;A COMPLETER;0
CIM10;U011;A COMPLETER;0
CIM10;U012;A COMPLETER;0
CIM10;U013;A COMPLETER;0
CIM10;U014;A COMPLETER;0
CIM10;U015;A COMPLETER;0
CIM10;U016;A COMPLETER;0
CIM10;U017;A COMPLETER;0
CIM10;U018;A COMPLETER;0
CIM10;U019;A COMPLETER;0
CIM10;U020;A COMPLETER;0
CIM10;U022;A COMPLETER;0
CIM10;U023;A COMPLETER;0
CIM10;U024;A COMPLETER;0
CIM10;U025;A COMPLETER;0
CIM10;U026;A COMPLETER;0
CIM10;U027;A COMPLETER;0
CIM10;U028;A COMPLETER;0
CIM10;U029;A COMPLETER;0
CIM10;U030;A COMPLETER;0
CIM10;U032;A COMPLETER;0
CIM10;U050;A COMPLETER;0
CIM10;U051;A COMPLETER;0
CIM10;U052;A COMPLETER;0
CIM10;U053;A COMPLETER;0
CIM10;U054;A COMPLETER;0
CIM10;U055;A COMPLETER;0
CIM10;U056;A COMPLETER;0
CIM10;U057;A COMPLETER;0
CIM10;U058;A COMPLETER;0
CIM10;U059;A COMPLETER;0
CIM10;U060;A COMPLETER;0
CIM10;U061;A COMPLETER;0
CIM10;U062;A COMPLETER;0
CIM10;U063;A COMPLETER;0
CIM10;U801;A COMPLETER;0
CIM10;U802;A COMPLETER;0
CIM10;U803;A COMPLETER;0
CIM10;U804;A COMPLETER;0
CIM10;U805;A COMPLETER;0
CIM10;U806;A COMPLETER;0
CIM10;U807;A COMPLETER;0
CIM10;U808;A COMPLETER;0
CIM10;U809;A COMPLETER;0
CIM10;U810;A COMPLETER;0
CIM10;U811;A COMPLETER;0
CIM10;U812;A COMPLETER;0
CIM10;U813;A COMPLETER;0
CIM10;U814;A COMPLETER;0
CIM10;U815;A COMPLETER;0
CIM10;U816;A COMPLETER;0
CIM10;U817;A COMPLETER;0
CIM10;U818;A COMPLETER;0
CIM10;U819;A COMPLETER;0
CIM10;U820;A COMPLETER;0
CIM10;U821;A COMPLETER;0
CIM10;U822;A COMPLETER;0
CIM10;U823;A COMPLETER;0
CIM10;U824;A COMPLETER;0
CIM10;U825;A COMPLETER;0
CIM10;U826;A COMPLETER;0
CIM10;U827;A COMPLETER;0
CIM10;U828;A COMPLETER;0
CIM10;U829;A COMPLETER;0
CIM10;U830;A COMPLETER;0
CIM10;U831;A COMPLETER;0
CIM10;U832;A COMPLETER;0
CIM10;U833;A COMPLETER;0
CIM10;U834;A COMPLETER;0
CIM10;U835;A COMPLETER;0
CIM10;U836;A COMPLETER;0
CIM10;U837;A COMPLETER;0
CIM10;U838;A COMPLETER;0
CIM10;U839;A COMPLETER;0
CIM10;U840;A COMPLETER;0
CIM10;U841;A COMPLETER;0
CIM10;U842;A COMPLETER;0
CIM10;U843;A COMPLETER;0
CIM10;U844;A COMPLETER;0
CIM10;U845;A COMPLETER;0
CIM10;U846;A COMPLETER;0
CIM10;U847;A COMPLETER;0
CIM10;U848;A COMPLETER;0
CIM10;U849;A COMPLETER;0
CIM10;U850;A COMPLETER;0
CIM10;U901;A COMPLETER;0
CIM10;U902;A COMPLETER;0
CIM10;U903;A COMPLETER;0
CIM10;U904;A COMPLETER;0
CIM10;U905;A COMPLETER;0
CIM10;U906;A COMPLETER;0
CIM10;U907;A COMPLETER;0
CIM10;U908;A COMPLETER;0
CIM10;U909;A COMPLETER;0
CIM10;U910;A COMPLETER;0
CIM10;U911;A COMPLETER;0
CIM10;U912;A COMPLETER;0
CIM10;U913;A COMPLETER;0
CIM10;U914;A COMPLETER;0
CIM10;U915;A COMPLETER;0
CIM10;U916;A COMPLETER;0
CIM10;U917;A COMPLETER;0
CIM10;U918;A COMPLETER;0
CIM10;U919;A COMPLETER;0
CIM10;U920;A COMPLETER;0
CIM10;U921;A COMPLETER;0
CIM10;U922;A COMPLETER;0
CIM10;U923;A COMPLETER;0
CIM10;U924;A COMPLETER;0
CIM10;U925;A COMPLETER;0
CIM10;U926;A COMPLETER;0
CIM10;U927;A COMPLETER;0
CIM10;U928;A COMPLETER;0
CIM10;U929;A COMPLETER;0
CIM10;U930;A COMPLETER;0
CIM10;U931;A COMPLETER;0
CIM10;U932;A COMPLETER;0
CIM10;U933;A COMPLETER;0
CIM10;U934;A COMPLETER;0
CIM10;U935;A COMPLETER;0
CIM10;U936;A COMPLETER;0
CIM10;U937;A COMPLETER;0
CIM10;U938;A COMPLETER;0
CIM10;U939;A COMPLETER;0
CIM10;U940;A COMPLETER;0
CIM10;U941;A COMPLETER;0
CIM10;U942;A COMPLETER;0
CIM10;U943;A COMPLETER;0
CIM10;U944;A COMPLETER;0
CIM10;U945;A COMPLETER;0
CIM10;U946;A COMPLETER;0
CIM10;U947;A COMPLETER;0
CIM10;U948;A COMPLETER;0
CIM10;U949;A COMPLETER;0
CIM10;U950;A COMPLETER;0
CIM10;U999;A COMPLETER;0
CIM10;Z00;A COMPLETER;0
CIM10;Z01;A COMPLETER;0
CIM10;Z02;A COMPLETER;0
CIM10;Z03;A COMPLETER;0
CIM10;Z04;A COMPLETER;0
CIM10;Z08;A COMPLETER;0
CIM10;Z09;A COMPLETER;0
CIM10;Z10;A COMPLETER;0
CIM10;Z11;A COMPLETER;0
CIM10;Z12;A COMPLETER;0
CIM10;Z13;A COMPLETER;0
CIM10;Z20;A COMPLETER;0
CIM10;Z206;ENFANT  MERE SERO+.;0
CIM10;Z21;INF. ASYMPT. V.I.H.;0
CIM10;Z22;A COMPLETER;0
CIM10;Z23;A COMPLETER;0
CIM10;Z24;A COMPLETER;0
CIM10;Z25;A COMPLETER;0
CIM10;Z26;A COMPLETER;0
CIM10;Z27;A COMPLETER;0
CIM10;Z28;A COMPLETER;0
CIM10;Z29;A COMPLETER;0
CIM10;Z30;A COMPLETER;0
CIM10;Z31;A COMPLETER;0
CIM10;Z32;A COMPLETER;0
CIM10;Z33;A COMPLETER;0
CIM10;Z34;A COMPLETER;0
CIM10;Z35;A COMPLETER;0
CIM10;Z36;A COMPLETER;0
CIM10;Z37;A COMPLETER;0
CIM10;Z38;A COMPLETER;0
CIM10;Z39;A COMPLETER;0
CIM10;Z40;A COMPLETER;0
CIM10;Z41;A COMPLETER;0
CIM10;Z42;A COMPLETER;0
CIM10;Z43;A COMPLETER;0
CIM10;Z44;A COMPLETER;0
CIM10;Z45;A COMPLETER;0
CIM10;Z46;A COMPLETER;0
CIM10;Z47;A COMPLETER;0
CIM10;Z48;A COMPLETER;0
CIM10;Z49;A COMPLETER;0
CIM10;Z50;A COMPLETER;0
CIM10;Z51;A COMPLETER;0
CIM10;Z52;A COMPLETER;0
CIM10;Z53;A COMPLETER;0
CIM10;Z54;A COMPLETER;0
CIM10;Z55;A COMPLETER;0
CIM10;Z56;A COMPLETER;0
CIM10;Z57;A COMPLETER;0
CIM10;Z58;A COMPLETER;0
CIM10;Z59;A COMPLETER;0
CIM10;Z60;A COMPLETER;0
CIM10;Z61;A COMPLETER;0
CIM10;Z62;A COMPLETER;0
CIM10;Z63;A COMPLETER;0
CIM10;Z64;A COMPLETER;0
CIM10;Z65;A COMPLETER;0
CIM10;Z70;A COMPLETER;0
CIM10;Z71;A COMPLETER;0
CIM10;Z72;A COMPLETER;0
CIM10;Z73;A COMPLETER;0
CIM10;Z74;A COMPLETER;0
CIM10;Z75;A COMPLETER;0
CIM10;Z76;A COMPLETER;0
CIM10;Z80;A COMPLETER;0
CIM10;Z81;A COMPLETER;0
CIM10;Z82;A COMPLETER;0
CIM10;Z83;A COMPLETER;0
CIM10;Z84;A COMPLETER;0
CIM10;Z85;A COMPLETER;0
CIM10;Z86;A COMPLETER;0
CIM10;Z87;A COMPLETER;0
CIM10;Z88;A COMPLETER;0
CIM10;Z89;A COMPLETER;0
CIM10;Z90;A COMPLETER;0
CIM10;Z91;A COMPLETER;0
CIM10;Z92;A COMPLETER;0
CIM10;Z93;A COMPLETER;0
CIM10;Z94;A COMPLETER;0
CIM10;Z940;A COMPLETER;0
CIM10;Z941;A COMPLETER;0
CIM10;Z942;A COMPLETER;0
CIM10;Z943;GREFFE COEUR  POUMON;0
CIM10;Z944;A COMPLETER;0
CIM10;Z946;A COMPLETER;0
CIM10;Z947;A COMPLETER;0
CIM10;Z948;A COMPLETER;0
CIM10;Z95;A COMPLETER;0
CIM10;Z955;STENT VASC.CORONAIRE;0
CIM10;Z958;AUT.IMPLANT CARD,VAS;0
CIM10;Z96;A COMPLETER;0
CIM10;Z97;A COMPLETER;0
CIM10;Z98;A COMPLETER;0
CIM10;Z99;A COMPLETER;0
