MED_NCL_IDT;MED_MTF_COD;MED_MTF_LIB;TEC_COL
CIM10;F44;A COMPLETER;0
CIM10;F45;A COMPLETER;0
CIM10;F48;Tbl. NEVROTIQUES,NCA;0
CIM10;F50;A COMPLETER;0
CIM10;F500;A COMPLETER;0
CIM10;F51;A COMPLETER;0
CIM10;F52;A COMPLETER;0
CIM10;F53;A COMPLETER;0
CIM10;F531;Tb. MENT.AVEC PUERP.;0
CIM10;F54;A COMPLETER;0
CIM10;F55;A COMPLETER;0
CIM10;F59;A COMPLETER;0
CIM10;F60;Tbl. SPECIF. PERSON.;0
CIM10;F61;A COMPLETER;0
CIM10;F62;A COMPLETER;0
CIM10;F63;A COMPLETER;0
CIM10;F64;A COMPLETER;0
CIM10;F65;A COMPLETER;0
CIM10;F66;A COMPLETER;0
CIM10;F68;A COMPLETER;0
CIM10;F69;A COMPLETER;0
CIM10;F70;A COMPLETER;0
CIM10;F701;A COMPLETER;0
CIM10;F71;A COMPLETER;0
CIM10;F711;A COMPLETER;0
CIM10;F72;A COMPLETER;0
CIM10;F721;A COMPLETER;0
CIM10;F73;A COMPLETER;0
CIM10;F731;A COMPLETER;0
CIM10;F78;A COMPLETER;0
CIM10;F79;A COMPLETER;0
CIM10;F791;A COMPLETER;0
CIM10;F80;A COMPLETER;0
CIM10;F81;A COMPLETER;0
CIM10;F82;A COMPLETER;0
CIM10;F83;A COMPLETER;0
CIM10;F84;Tbl. ENVAH. DEVELOP.;0
CIM10;F88;A COMPLETER;0
CIM10;F89;A COMPLETER;0
CIM10;F90;A COMPLETER;0
CIM10;F91;A COMPLETER;0
CIM10;F92;Tb.MIXTE COND.& EMOT;0
CIM10;F93;Tbl.EMOT.SPEC.ENFANT;0
CIM10;F94;A COMPLETER;0
CIM10;F95;A COMPLETER;0
CIM10;F98;A COMPLETER;0
CIM10;F99;A COMPLETER;0
CIM10;G00;A COMPLETER;0
CIM10;G01;A COMPLETER;0
CIM10;G02;A COMPLETER;0
CIM10;G03;A COMPLETER;0
CIM10;G04;A COMPLETER;0
CIM10;G05;A COMPLETER;0
CIM10;G06;A COMPLETER;0
CIM10;G07;A COMPLETER;0
CIM10;G08;THROMBOPH.INTRACRAN;0
CIM10;G09;A COMPLETER;0
CIM10;G10;A COMPLETER;0
CIM10;G11;A COMPLETER;0
CIM10;G12;A COMPLETER;0
CIM10;G120;AMYOT.SPINALE INFAN.;0
CIM10;G121;AMYOT.SPINALES HER.;0
CIM10;G122;MAL. NEURONE MOTEUR;0
CIM10;G128;AMYOT.SPINALES NCA;0
CIM10;G129;AMYOT. SPINALE, SAI;0
CIM10;G13;A COMPLETER;0
CIM10;G20;A COMPLETER;0
CIM10;G21;SD. PARKINSONIEN 2re;0
CIM10;G22;A COMPLETER;0
CIM10;G23;A COMPLETER;0
CIM10;G24;A COMPLETER;0
CIM10;G25;A COMPLETER;0
CIM10;G26;A COMPLETER;0
CIM10;G30;A COMPLETER;0
CIM10;G31;A COMPLETER;0
CIM10;G312;DEGEN.SYST.NERV.ALC.;0
CIM10;G32;A COMPLETER;0
CIM10;G35;A COMPLETER;0
CIM10;G36;A COMPLETER;0
CIM10;G37;AFF.DEMYELIN. S.N.C.;0
CIM10;G40;A COMPLETER;0
CIM10;G41;A COMPLETER;0
CIM10;G43;A COMPLETER;0
CIM10;G44;A COMPLETER;0
CIM10;G45;A COMPLETER;0
CIM10;G46;A COMPLETER;0
CIM10;G47;A COMPLETER;0
CIM10;G473;A COMPLETER;0
CIM10;G50;A COMPLETER;0
CIM10;G51;A COMPLETER;0
CIM10;G52;A COMPLETER;0
CIM10;G53;A COMPLETER;0
CIM10;G54;A COMPLETER;0
CIM10;G55;A COMPLETER;0
CIM10;G56;A COMPLETER;0
CIM10;G57;A COMPLETER;0
CIM10;G58;A COMPLETER;0
CIM10;G588;MONONEVRITES PR.,NCA;0
CIM10;G59;A COMPLETER;0
CIM10;G60;NEUROP.HERED.& IDIOP;0
CIM10;G61;A COMPLETER;0
CIM10;G62;A COMPLETER;0
CIM10;G63;A COMPLETER;0
CIM10;G64;A COMPLETER;0
CIM10;G70;A COMPLETER;0
CIM10;G701;AFF. NEURO-MUSC.TOX.;0
CIM10;G708;AFF.NEURO-MUSC.PREC;0
CIM10;G71;AFF. MUSC. PRIMITIVE;0
CIM10;G72;A COMPLETER;0
CIM10;G73;A COMPLETER;0
CIM10;G80;PARAL.CEREB. INFANT.;0
CIM10;G81;A COMPLETER;0
CIM10;G82;A COMPLETER;0
CIM10;G822;A COMPLETER;0
CIM10;G825;A COMPLETER;0
CIM10;G83;A COMPLETER;0
CIM10;G90;A COMPLETER;0
CIM10;G91;A COMPLETER;0
CIM10;G92;A COMPLETER;0
CIM10;G93;A COMPLETER;0
CIM10;G94;A COMPLETER;0
CIM10;G95;A COMPLETER;0
CIM10;G950;SYRINGOMYEL.& BULBIE;0
CIM10;G951;A COMPLETER;0
CIM10;G952;COMPRES. MEDULL.,SAI;0
CIM10;G958;AFF.PR.MOELLE EP.NCA;0
CIM10;G959;A COMPLETER;0
CIM10;G96;A COMPLETER;0
CIM10;G97;A COMPLETER;0
CIM10;G98;A COMPLETER;0
CIM10;G99;A COMPLETER;0
CIM10;H00;A COMPLETER;0
CIM10;H01;A COMPLETER;0
CIM10;H02;A COMPLETER;0
CIM10;H03;A COMPLETER;0
CIM10;H04;A COMPLETER;0
CIM10;H05;A COMPLETER;0
CIM10;H06;A COMPLETER;0
CIM10;H10;A COMPLETER;0
CIM10;H11;A COMPLETER;0
CIM10;H13;A COMPLETER;0
CIM10;H15;A COMPLETER;0
CIM10;H16;A COMPLETER;0
CIM10;H17;A COMPLETER;0
CIM10;H18;A COMPLETER;0
CIM10;H19;A COMPLETER;0
CIM10;H20;A COMPLETER;0
CIM10;H21;A COMPLETER;0
CIM10;H22;A COMPLETER;0
CIM10;H25;A COMPLETER;0
CIM10;H26;A COMPLETER;0
CIM10;H27;A COMPLETER;0
CIM10;H28;A COMPLETER;0
CIM10;H30;A COMPLETER;0
CIM10;H31;A COMPLETER;0
CIM10;H32;A COMPLETER;0
CIM10;H33;A COMPLETER;0
CIM10;H34;A COMPLETER;0
CIM10;H35;A COMPLETER;0
CIM10;H36;A COMPLETER;0
CIM10;H40;A COMPLETER;0
CIM10;H42;A COMPLETER;0
CIM10;H43;A COMPLETER;0
CIM10;H44;A COMPLETER;0
CIM10;H45;A COMPLETER;0
CIM10;H46;A COMPLETER;0
CIM10;H47;A COMPLETER;0
CIM10;H48;A COMPLETER;0
CIM10;H49;A COMPLETER;0
CIM10;H50;A COMPLETER;0
CIM10;H51;A COMPLETER;0
CIM10;H52;A COMPLETER;0
CIM10;H53;A COMPLETER;0
CIM10;H54;A COMPLETER;0
CIM10;H55;A COMPLETER;0
CIM10;H57;A COMPLETER;0
CIM10;H58;A COMPLETER;0
CIM10;H59;A COMPLETER;0
CIM10;H60;A COMPLETER;0
CIM10;H61;A COMPLETER;0
CIM10;H62;A COMPLETER;0
CIM10;H65;A COMPLETER;0
CIM10;H66;A COMPLETER;0
CIM10;H67;A COMPLETER;0
CIM10;H68;A COMPLETER;0
CIM10;H69;A COMPLETER;0
CIM10;H70;A COMPLETER;0
CIM10;H71;A COMPLETER;0
CIM10;H72;A COMPLETER;0
CIM10;H73;A COMPLETER;0
CIM10;H74;A COMPLETER;0
CIM10;H75;A COMPLETER;0
CIM10;H80;A COMPLETER;0
CIM10;H81;A COMPLETER;0
CIM10;H82;A COMPLETER;0
CIM10;H83;A COMPLETER;0
CIM10;H90;A COMPLETER;0
CIM10;H91;A COMPLETER;0
CIM10;H92;A COMPLETER;0
CIM10;H93;A COMPLETER;0
CIM10;H94;A COMPLETER;0
CIM10;H95;A COMPLETER;0
CIM10;I00;A COMPLETER;0
CIM10;I01;A COMPLETER;0
CIM10;I02;A COMPLETER;0
CIM10;I05;MAL.RHUM.VALV.MITRAL;0
CIM10;I06;MAL.RHUM.VALV. AORT.;0
CIM10;I07;MAL.RHUM. TRICUSPIDE;0
CIM10;I08;POLYVALVULOP. RHUM.;0
CIM10;I09;A COMPLETER;0
CIM10;I098;CARDIOP.RHUM. NCA;0
CIM10;I10;A COMPLETER;0
CIM10;I11;A COMPLETER;0
CIM10;I12;A COMPLETER;0
CIM10;I13;CARDIONEPHR. HYPERT.;0
CIM10;I15;A COMPLETER;0
CIM10;I20;A COMPLETER;0
CIM10;I21;INFARCT. AIG. MYOC.;0
CIM10;I22;A COMPLETER;0
CIM10;I23;A COMPLETER;0
CIM10;I24;A COMPLETER;0
CIM10;I25;A COMPLETER;0
CIM10;I250;ATHEROS.CARDIO-VASC;0
CIM10;I251;CARDIOPAT. ARTERIOS.;0
CIM10;I255;MYOCARDIOPAT. ISCHEM;0
CIM10;I258;CARDIOP.ISCH.CHRON.;0
CIM10;I259;CARDIOP. ISCHEM.,SAI;0
CIM10;I26;A COMPLETER;0
CIM10;I27;A COMPLETER;0
CIM10;I270;A COMPLETER;0
CIM10;I279;AFF. CARDIOPULM. SAI;0
CIM10;I28;A COMPLETER;0
CIM10;I30;A COMPLETER;0
CIM10;I31;A COMPLETER;0
CIM10;I32;A COMPLETER;0
CIM10;I33;A COMPLETER;0
CIM10;I34;VALVU. NON RHUM.MITR;0
CIM10;I35;VALVU. NON RHUM.AORT;0
CIM10;I36;ATT.NON RHUM.TRICUSP;0
CIM10;I37;ATT VALV. PULM.NON R;0
CIM10;I38;A COMPLETER;0
CIM10;I39;A COMPLETER;0
CIM10;I40;A COMPLETER;0
CIM10;I41;A COMPLETER;0
CIM10;I42;A COMPLETER;0
CIM10;I43;A COMPLETER;0
CIM10;I44;A COMPLETER;0
CIM10;I45;A COMPLETER;0
CIM10;I46;A COMPLETER;0
CIM10;I47;A COMPLETER;0
CIM10;I48;A COMPLETER;0
CIM10;I49;A COMPLETER;0
CIM10;I498;ARYTHM.CARD. PR.,NCA;0
CIM10;I50;A COMPLETER;0
CIM10;I51;COMPL.CARDIO. INDEF.;0
CIM10;I52;A COMPLETER;0
CIM10;I60;A COMPLETER;0
CIM10;I61;A COMPLETER;0
CIM10;I62;HEMOR.INTRACR NON TR;0
CIM10;I63;A COMPLETER;0
CIM10;I64;A.V.CER.,SANS HEM..;0
CIM10;I65;STEN. ART. PRECEREB.;0
CIM10;I66;STENOSE ART.CEREB.;0
CIM10;I67;A COMPLETER;0
CIM10;I670;DISSECT. ART. CEREB.;0
CIM10;I671;A COMPLETER;0
CIM10;I672;ATHEROSCLER. CEREB.;0
CIM10;I678;MAL.CEREBROVAS. PREC;0
CIM10;I68;A COMPLETER;0
CIM10;I69;SEQ. MAL.CEREBROVASC;0
CIM10;I70;A COMPLETER;0
CIM10;I701;ATHER. ART. RENALE;0
CIM10;I702;A COMPLETER;0
CIM10;I708;ATHERO. AUT. ARTERES;0
CIM10;I709;ATHER. GENERAL., SAI;0
CIM10;I71;ANEVR. AORT.,DISSECT;0
CIM10;I72;A COMPLETER;0
CIM10;I73;MAL.VASC.PERIPH.,NCA;0
CIM10;I74;EMBOLIE,THROMB. ART.;0
CIM10;I77;A COMPLETER;0
CIM10;I78;A COMPLETER;0
CIM10;I79;A COMPLETER;0
CIM10;I80;A COMPLETER;0
CIM10;I81;A COMPLETER;0
CIM10;I82;A COMPLETER;0
CIM10;I83;A COMPLETER;0
CIM10;I84;A COMPLETER;0
CIM10;I85;A COMPLETER;0
CIM10;I86;A COMPLETER;0
CIM10;I87;A COMPLETER;0
CIM10;I88;A COMPLETER;0
CIM10;I89;A COMPLETER;0
CIM10;I95;A COMPLETER;0
CIM10;I97;A COMPLETER;0
CIM10;I98;A COMPLETER;0
CIM10;I99;A COMPLETER;0
CIM10;J00;A COMPLETER;0
CIM10;J01;A COMPLETER;0
CIM10;J02;A COMPLETER;0
CIM10;J03;A COMPLETER;0
CIM10;J04;A COMPLETER;0
CIM10;J05;A COMPLETER;0
CIM10;J06;A COMPLETER;0
CIM10;J10;A COMPLETER;0
CIM10;J11;A COMPLETER;0
CIM10;J12;A COMPLETER;0
CIM10;J13;A COMPLETER;0
CIM10;J14;A COMPLETER;0
CIM10;J15;A COMPLETER;0
CIM10;J16;A COMPLETER;0
CIM10;J17;A COMPLETER;0
CIM10;J18;A COMPLETER;0
CIM10;J20;A COMPLETER;0
CIM10;J21;A COMPLETER;0
CIM10;J22;A COMPLETER;0
CIM10;J30;A COMPLETER;0
CIM10;J31;A COMPLETER;0
CIM10;J32;A COMPLETER;0
CIM10;J33;A COMPLETER;0
CIM10;J34;A COMPLETER;0
CIM10;J35;A COMPLETER;0
CIM10;J36;A COMPLETER;0
CIM10;J37;A COMPLETER;0
CIM10;J38;A COMPLETER;0
CIM10;J39;A COMPLETER;0
CIM10;J40;A COMPLETER;0
CIM10;J41;A COMPLETER;0
CIM10;J42;BRONCHITE CHRON.,SAI;0
CIM10;J43;A COMPLETER;0
CIM10;J44;A COMPLETER;0
CIM10;J448;A COMPLETER;0
CIM10;J45;A COMPLETER;0
CIM10;J46;A COMPLETER;0
CIM10;J47;A COMPLETER;0
CIM10;J60;A COMPLETER;0
CIM10;J61;PNEUMOCON./AMIANTE &;0
CIM10;J62;A COMPLETER;0
CIM10;J63;PNEUMOC. POUSS.INOR.;0
CIM10;J64;A COMPLETER;0
CIM10;J65;PNEUMOCON.+ TUBERCU.;0
CIM10;J66;AFF.VOIES AER./POUS.;0
CIM10;J67;A COMPLETER;0
CIM10;J68;AFF. RESP./INHAL.GAZ;0
CIM10;J69;PNEUMOPAT. P.SUBST.;0
CIM10;J70;AFF.RESP./AGENT EXT;0
CIM10;J80;A COMPLETER;0
CIM10;J81;A COMPLETER;0
CIM10;J82;A COMPLETER;0
CIM10;J84;A COMPLETER;0
CIM10;J85;A COMPLETER;0
CIM10;J86;A COMPLETER;0
CIM10;J90;A COMPLETER;0
CIM10;J91;A COMPLETER;0
CIM10;J92;A COMPLETER;0
CIM10;J93;A COMPLETER;0
CIM10;J94;A COMPLETER;0
CIM10;J95;A COMPLETER;0
CIM10;J96;A COMPLETER;0
CIM10;J961;A COMPLETER;0
CIM10;J98;A COMPLETER;0
CIM10;J99;Tbl. RESP. AUT. MAL.;0
CIM10;K00;A COMPLETER;0
CIM10;K01;A COMPLETER;0
CIM10;K02;A COMPLETER;0
CIM10;K03;A COMPLETER;0
CIM10;K04;A COMPLETER;0
CIM10;K05;A COMPLETER;0
CIM10;K06;A COMPLETER;0
CIM10;K07;A COMPLETER;0
CIM10;K08;A COMPLETER;0
CIM10;K09;A COMPLETER;0
CIM10;K10;A COMPLETER;0
CIM10;K11;A COMPLETER;0
CIM10;K12;A COMPLETER;0
CIM10;K13;A COMPLETER;0
CIM10;K14;A COMPLETER;0
CIM10;K20;A COMPLETER;0
CIM10;K21;A COMPLETER;0
CIM10;K22;A COMPLETER;0
CIM10;K23;A COMPLETER;0
CIM10;K25;A COMPLETER;0
CIM10;K26;A COMPLETER;0
CIM10;K27;A COMPLETER;0
CIM10;K28;A COMPLETER;0
CIM10;K29;A COMPLETER;0
CIM10;K30;A COMPLETER;0
CIM10;K31;A COMPLETER;0
CIM10;K35;A COMPLETER;0
CIM10;K36;A COMPLETER;0
CIM10;K37;A COMPLETER;0
CIM10;K38;A COMPLETER;0
CIM10;K40;A COMPLETER;0
CIM10;K41;A COMPLETER;0
CIM10;K42;A COMPLETER;0
CIM10;K43;A COMPLETER;0
CIM10;K44;A COMPLETER;0
CIM10;K45;A COMPLETER;0
CIM10;K46;A COMPLETER;0
CIM10;K50;A COMPLETER;0
CIM10;K51;A COMPLETER;0
CIM10;K52;A COMPLETER;0
CIM10;K55;A COMPLETER;0
CIM10;K551;Tb.VASC.CHR.INTESTIN;0
CIM10;K56;A COMPLETER;0
CIM10;K57;A COMPLETER;0
CIM10;K58;A COMPLETER;0
CIM10;K59;A COMPLETER;0
CIM10;K60;A COMPLETER;0
CIM10;K61;A COMPLETER;0
CIM10;K62;A COMPLETER;0
CIM10;K63;A COMPLETER;0
CIM10;K65;A COMPLETER;0
CIM10;K66;A COMPLETER;0
CIM10;K67;A COMPLETER;0
CIM10;K70;MAL. ALCOOLIQUE FOIE;0
CIM10;K71;A COMPLETER;0
CIM10;K710;HEP.TOXIQUE &CHOLEST;0
CIM10;K713;HEPATITE CHRON. PERS;0
CIM10;K714;HEPATITE CHRON. LOB.;0
CIM10;K715;HEPATITE CHR. ACTIVE;0
CIM10;K717;A COMPLETER;0
CIM10;K72;A COMPLETER;0
CIM10;K73;A COMPLETER;0
CIM10;K74;A COMPLETER;0
CIM10;K743;CIRRHOSE BIL.PRIMIT.;0
CIM10;K746;CIRRHOSES,NCA OU SAI;0
CIM10;K75;A COMPLETER;0
CIM10;K76;A COMPLETER;0
CIM10;K77;A COMPLETER;0
CIM10;K80;A COMPLETER;0
CIM10;K81;A COMPLETER;0
CIM10;K82;A COMPLETER;0
CIM10;K83;A COMPLETER;0
CIM10;K831;OBSTRUC. VOIES BIL.;0
CIM10;K85;A COMPLETER;0
CIM10;K86;A COMPLETER;0
CIM10;K87;A COMPLETER;0
CIM10;K90;A COMPLETER;0
CIM10;K91;A COMPLETER;0
CIM10;K92;A COMPLETER;0
CIM10;K93;A COMPLETER;0
CIM10;L00;A COMPLETER;0
CIM10;L01;A COMPLETER;0
CIM10;L02;A COMPLETER;0
CIM10;L03;A COMPLETER;0
CIM10;L04;A COMPLETER;0
CIM10;L05;A COMPLETER;0
CIM10;L08;A COMPLETER;0
CIM10;L10;A COMPLETER;0
CIM10;L11;A COMPLETER;0
CIM10;L12;A COMPLETER;0
CIM10;L13;A COMPLETER;0
CIM10;L14;A COMPLETER;0
CIM10;L20;A COMPLETER;0
CIM10;L21;A COMPLETER;0
CIM10;L22;A COMPLETER;0
CIM10;L23;A COMPLETER;0
CIM10;L24;A COMPLETER;0
CIM10;L25;A COMPLETER;0
CIM10;L26;A COMPLETER;0
CIM10;L27;A COMPLETER;0
CIM10;L28;A COMPLETER;0
CIM10;L29;A COMPLETER;0
CIM10;L30;A COMPLETER;0
CIM10;L40;A COMPLETER;0
CIM10;L405;A COMPLETER;0
CIM10;L41;A COMPLETER;0
CIM10;L42;A COMPLETER;0
CIM10;L43;A COMPLETER;0
CIM10;L44;A COMPLETER;0
CIM10;L45;A COMPLETER;0
CIM10;L50;A COMPLETER;0
CIM10;L51;A COMPLETER;0
CIM10;L52;A COMPLETER;0
CIM10;L53;A COMPLETER;0
CIM10;L54;A COMPLETER;0
CIM10;L55;A COMPLETER;0
CIM10;L56;A COMPLETER;0
CIM10;L57;A COMPLETER;0
CIM10;L58;A COMPLETER;0
CIM10;L59;A COMPLETER;0
CIM10;L60;A COMPLETER;0
CIM10;L62;A COMPLETER;0
CIM10;L63;A COMPLETER;0
CIM10;L64;A COMPLETER;0
CIM10;L65;A COMPLETER;0
CIM10;L66;A COMPLETER;0
CIM10;L67;A COMPLETER;0
CIM10;L68;A COMPLETER;0
CIM10;L70;A COMPLETER;0
CIM10;L709;A COMPLETER;0
CIM10;L71;A COMPLETER;0
CIM10;L72;A COMPLETER;0
CIM10;L73;A COMPLETER;0
CIM10;L74;A COMPLETER;0
CIM10;L75;A COMPLETER;0
CIM10;L80;A COMPLETER;0
CIM10;L81;A COMPLETER;0
CIM10;L82;A COMPLETER;0
CIM10;L83;A COMPLETER;0
CIM10;L84;A COMPLETER;0
CIM10;L85;A COMPLETER;0
CIM10;L86;A COMPLETER;0
CIM10;L87;A COMPLETER;0
CIM10;L88;A COMPLETER;0
CIM10;L89;A COMPLETER;0
CIM10;L90;A COMPLETER;0
CIM10;L91;A COMPLETER;0
CIM10;L92;A COMPLETER;0
CIM10;L93;A COMPLETER;0
CIM10;L94;A COMPLETER;0
CIM10;L95;A COMPLETER;0
CIM10;L97;A COMPLETER;0
CIM10;L98;A COMPLETER;0
CIM10;L99;A COMPLETER;0
CIM10;M00;A COMPLETER;0
CIM10;M01;A COMPLETER;0
CIM10;M02;A COMPLETER;0
CIM10;M023;SD.OCULO-URETRO-SYN.;0
CIM10;M03;A COMPLETER;0
CIM10;M05;P.RHUMATOIDE SEROPOS;0
CIM10;M06;A COMPLETER;0
CIM10;M060;P.RHUMATOIDE SERONEG;0
CIM10;M061;MAL DE STILL / ADULT;0
CIM10;M068;AUT.P.RHUMATOIDE PR.;0
CIM10;M069;POLYARTHR. RHUM.,SAI;0
CIM10;M07;A COMPLETER;0
CIM10;M072;SPONDYLITE PSORIASI.;0
CIM10;M08;A COMPLETER;0
CIM10;M080;POLYART.RHUMAT. JUV.;0
CIM10;M081;SPONDYL. ANKYL. JUV.;0
CIM10;M09;A COMPLETER;0
CIM10;M10;A COMPLETER;0
CIM10;M11;A COMPLETER;0
CIM10;M12;A COMPLETER;0
CIM10;M13;A COMPLETER;0
CIM10;M14;A COMPLETER;0
CIM10;M15;A COMPLETER;0
CIM10;M16;A COMPLETER;0
CIM10;M17;A COMPLETER;0
CIM10;M18;A COMPLETER;0
CIM10;M19;A COMPLETER;0
CIM10;M20;A COMPLETER;0
CIM10;M21;A COMPLETER;0
CIM10;M22;A COMPLETER;0
CIM10;M23;A COMPLETER;0
CIM10;M24;A COMPLETER;0
CIM10;M25;A COMPLETER;0
CIM10;M30;P.A.N. & APPARENTEES;0
CIM10;M31;A COMPLETER;0
CIM10;M314;A COMPLETER;0
CIM10;M316;A COMPLETER;0
CIM10;M318;VASCUL. NECROS.PREC.;0
CIM10;M32L;UPUS ERYTH. DISSEM.;0
CIM10;M33;A COMPLETER;0
CIM10;M34;A COMPLETER;0
CIM10;M35;ATT.SYST.TISSU CONJ.;0
CIM10;M36;A COMPLETER;0
CIM10;M40;A COMPLETER;0
CIM10;M41;A COMPLETER;0
CIM10;M42;A COMPLETER;0
CIM10;M43;A COMPLETER;0
CIM10;M45;SPONDYLARTHR. ANKYL.;0
CIM10;M46;A COMPLETER;0
CIM10;M47;A COMPLETER;0
CIM10;M48;A COMPLETER;0
CIM10;M49;A COMPLETER;0
CIM10;M50;A COMPLETER;0
CIM10;M51;A COMPLETER;0
CIM10;M53;A COMPLETER;0
CIM10;M54;A COMPLETER;0
CIM10;M60;A COMPLETER;0
CIM10;M61;A COMPLETER;0
CIM10;M62;A COMPLETER;0
CIM10;M63;A COMPLETER;0
CIM10;M65;A COMPLETER;0
CIM10;M66;A COMPLETER;0
CIM10;M67;A COMPLETER;0
CIM10;M68;A COMPLETER;0
CIM10;M70;A COMPLETER;0
CIM10;M71;A COMPLETER;0
CIM10;M72;A COMPLETER;0
CIM10;M73;A COMPLETER;0
CIM10;M75;A COMPLETER;0
CIM10;M76;A COMPLETER;0
CIM10;M77;A COMPLETER;0
CIM10;M79;A COMPLETER;0
CIM10;M80;A COMPLETER;0
CIM10;M81;A COMPLETER;0
CIM10;M82;A COMPLETER;0
CIM10;M83;A COMPLETER;0
CIM10;M84;A COMPLETER;0
CIM10;M85;A COMPLETER;0
CIM10;M86;A COMPLETER;0
CIM10;M87;A COMPLETER;0
CIM10;M88;A COMPLETER;0
CIM10;M89;A COMPLETER;0
CIM10;M90;A COMPLETER;0
CIM10;M91;A COMPLETER;0
CIM10;M92;A COMPLETER;0
CIM10;M93;A COMPLETER;0
CIM10;M94;A COMPLETER;0
CIM10;M95;A COMPLETER;0
CIM10;M96;A COMPLETER;0
CIM10;M99;A COMPLETER;0
CIM10;N00;A COMPLETER;0
CIM10;N01;A COMPLETER;0
CIM10;N02;A COMPLETER;0
CIM10;N03;SYND. NEPHRIT.CHRON.;0
CIM10;N04;A COMPLETER;0
CIM10;N05;A COMPLETER;0
CIM10;N06;A COMPLETER;0
CIM10;N07;NEPHROPAT.HERED.NCA;0
CIM10;N08;A COMPLETER;0
CIM10;N10;A COMPLETER;0
CIM10;N11;NEPHR.TUBULO-INT.CHR;0
CIM10;N12;A COMPLETER;0
CIM10;N13;A COMPLETER;0
CIM10;N130;HYDRONEPHR./OBSTACL;0
CIM10;N14;ATT.TUBULO-INTER.MED;0
CIM10;N15;A COMPLETER;0
CIM10;N158;MAL.TUBULO-INTER. PR;0
CIM10;N16;A COMPLETER;0
CIM10;N17;A COMPLETER;0
CIM10;N18;A COMPLETER;0
CIM10;N19;A COMPLETER;0
CIM10;N20;A COMPLETER;0
CIM10;N21;A COMPLETER;0
CIM10;N22;A COMPLETER;0
CIM10;N23;A COMPLETER;0
CIM10;N25;A COMPLETER;0
CIM10;N26;A COMPLETER;0
CIM10;N27;A COMPLETER;0
CIM10;N28;A COMPLETER;0
CIM10;N29;A COMPLETER;0
CIM10;N30;A COMPLETER;0
CIM10;N31;A COMPLETER;0
CIM10;N32;A COMPLETER;0
CIM10;N33;A COMPLETER;0
CIM10;N34;A COMPLETER;0
CIM10;N35;A COMPLETER;0
CIM10;N36;A COMPLETER;0
CIM10;N37;A COMPLETER;0
CIM10;N39;A COMPLETER;0
CIM10;N40;A COMPLETER;0
CIM10;N41;A COMPLETER;0
CIM10;N42;A COMPLETER;0
CIM10;N43;A COMPLETER;0
CIM10;N44;A COMPLETER;0
CIM10;N45;A COMPLETER;0
CIM10;N46;A COMPLETER;0
CIM10;N47;A COMPLETER;0
CIM10;N48;A COMPLETER;0
CIM10;N49;A COMPLETER;0
CIM10;N50;A COMPLETER;0
CIM10;N51;A COMPLETER;0
CIM10;N60;A COMPLETER;0
CIM10;N61;A COMPLETER;0
CIM10;N62;A COMPLETER;0
CIM10;N63;A COMPLETER;0
CIM10;N64;A COMPLETER;0
CIM10;N70;A COMPLETER;0
CIM10;N71;A COMPLETER;0
CIM10;N72;A COMPLETER;0
CIM10;N73;A COMPLETER;0
CIM10;N74;A COMPLETER;0
CIM10;N75;A COMPLETER;0
CIM10;N76;A COMPLETER;0
CIM10;N77;A COMPLETER;0
CIM10;N80;A COMPLETER;0
CIM10;N81;A COMPLETER;0
CIM10;N82;A COMPLETER;0
CIM10;N83;A COMPLETER;0
CIM10;N84;A COMPLETER;0
CIM10;N85;A COMPLETER;0
CIM10;N86;A COMPLETER;0
CIM10;N87;A COMPLETER;0
CIM10;N88;A COMPLETER;0
CIM10;N89;A COMPLETER;0
CIM10;N90;A COMPLETER;0
CIM10;N91;A COMPLETER;0
CIM10;N92;A COMPLETER;0
CIM10;N93;A COMPLETER;0
CIM10;N94;A COMPLETER;0
CIM10;N95;A COMPLETER;0
CIM10;N96;A COMPLETER;0
CIM10;N97;A COMPLETER;0
CIM10;N98;A COMPLETER;0
CIM10;N99;A COMPLETER;0
CIM10;O00;A COMPLETER;0
CIM10;O01;A COMPLETER;0
CIM10;O02;A COMPLETER;0
CIM10;O03;A COMPLETER;0
CIM10;O04;A COMPLETER;0
CIM10;O05;A COMPLETER;0
CIM10;O06;A COMPLETER;0
CIM10;O07;A COMPLETER;0
CIM10;O08;A COMPLETER;0
CIM10;O10;A COMPLETER;0
CIM10;O11;A COMPLETER;0
CIM10;O12;A COMPLETER;0
CIM10;O13;A COMPLETER;0
CIM10;O14;A COMPLETER;0
CIM10;O15;A COMPLETER;0
CIM10;O16;A COMPLETER;0
CIM10;O20;A COMPLETER;0
CIM10;O21;A COMPLETER;0
CIM10;O22;A COMPLETER;0
CIM10;O23;A COMPLETER;0
CIM10;O24;A COMPLETER;0
CIM10;O25;A COMPLETER;0
CIM10;O26;A COMPLETER;0
CIM10;O28;A COMPLETER;0
CIM10;O29;A COMPLETER;0
CIM10;O30;A COMPLETER;0
CIM10;O31;A COMPLETER;0
CIM10;O32;A COMPLETER;0
CIM10;O33;A COMPLETER;0
CIM10;O34;A COMPLETER;0
CIM10;O35;A COMPLETER;0
CIM10;O36;A COMPLETER;0
CIM10;O40;A COMPLETER;0
CIM10;O41;A COMPLETER;0
CIM10;O42;A COMPLETER;0
CIM10;O43;A COMPLETER;0
CIM10;O44;A COMPLETER;0
CIM10;O45;A COMPLETER;0
