ETB_FIN_NUM;ETB_FIN_CLE;ORG_GRG_COD;ORG_CAI_NUM
68001158;2;1;682
68001175;6;1;682
68001293;7;1;682
68001377;8;1;682
68001782;9;1;682
69000388;4;1;691
69000471;8;1;691
69000707;5;1;691
69000800;8;1;692
69000809;9;1;691
69002477;3;1;691
69002527;5;1;691
69002536;6;1;691
69002911;1;1;691
69002918;6;1;691
69003028;3;1;691
69003033;3;1;691
69003076;2;1;692
69003077;0;1;692
69003151;3;1;691
69078020;0;1;691
69078021;8;1;691
69078022;6;1;691
69078023;4;1;691
69078025;9;1;691
69078027;5;1;691
69078035;8;1;691
69078036;6;1;691
69078038;2;1;691
69078039;0;1;691
69078040;8;1;691
69078044;0;1;691
69078048;1;1;691
69078049;9;1;691
69078050;7;1;691
69078051;5;1;691
69078052;3;1;691
69078053;1;1;691
69078054;9;1;691
69078063;0;1;691
69078064;8;1;691
69078065;5;1;691
69078066;3;1;691
69078146;3;1;691
69078174;5;1;691
69078283;4;1;691
69078284;2;1;691
69078406;1;1;691
69078818;7;1;691
69078894;8;1;691
69079108;2;1;692
69079346;8;1;691
69079548;9;1;691
69079656;0;1;692
69079928;3;1;691
69080008;1;1;691
69080304;4;1;691
69080401;8;1;692
69080736;7;1;692
69080775;5;1;691
70000069;8;1;701
70000115;9;1;701
70000357;7;1;701
70078017;4;1;251
70078488;7;1;251
70078505;8;1;701
70078526;4;1;701
71000685;9;1;711
71001007;5;1;711
71001016;6;1;711
71078008;1;1;711
71078035;4;1;711
71078036;2;1;711
71078081;8;1;711
71078082;6;1;711
71078091;7;1;711
71078141;0;1;711
71078182;4;1;711
71097065;8;1;711
71097132;6;1;711
71097350;4;1;711
71097450;2;1;711
71097451;0;1;711
71097452;8;1;711
71097707;5;1;711
71097730;7;1;711
72000016;5;1;721
72000019;9;1;721
72000021;5;1;721
72000023;1;1;721
72000024;9;1;721
72000026;4;1;721
72000046;2;1;721
72000344;1;1;721
72000656;8;1;721
72000661;8;1;721
72000731;9;1;721
72001250;9;1;721
72001418;2;1;721
72001669;0;1;721
72001683;1;1;721
72001685;6;1;721
72001723;5;1;721
73000092;4;1;731
73078018;6;1;731
73078036;8;1;731
73078037;6;1;731
73078038;4;1;731
73078045;9;1;731
73078057;4;1;731
73078098;8;1;731
73078501;1;1;731
73078546;6;1;731
73078623;3;1;731
73078646;4;1;731
73079023;5;1;731
74000414;8;1;741
74001047;5;1;741
74001088;9;1;741
74078007;7;1;741
74078008;5;1;741
74078013;5;1;741
74078017;6;1;741
74078018;4;1;741
74078040;8;1;741
74078041;6;1;741
74078042;4;1;741
74078044;0;1;741
74078098;6;1;741
74078102;6;1;741
74078103;4;1;741
74078535;7;1;741
74078861;7;1;741
74078864;1;1;741
74078964;9;1;741
74078982;1;1;741
75000003;6;1;751
75000018;4;1;751
75000337;8;1;751
75000931;8;1;751
75001412;8;1;751
75001416;9;1;751
75004029;7;1;751
75004283;0;1;751
75015030;2;1;751
75017012;8;1;751
75017051;6;1;751
75017058;1;1;751
75020002;4;1;751
75030001;4;1;751
75030003;0;1;751
75030007;1;1;751
75030008;9;1;751
75030009;7;1;751
75030012;1;1;751
75030013;9;1;751
75030015;4;1;751
75030022;0;1;751
75030028;7;1;751
75030036;0;1;751
75030037;8;1;751
75030041;0;1;751
75030049;3;1;751
75030055;0;1;751
75030059;2;1;751
75030066;7;1;751
75030074;1;1;751
75030076;6;1;751
75030077;4;1;751
75030084;0;1;751
75030085;7;1;751
75030088;1;1;751
75030090;7;1;751
75030091;5;1;751
75030093;1;1;751
75030113;7;1;751
75030114;5;1;751
75030115;2;1;751
75030116;0;1;751
75031001;3;1;751
75079016;4;1;751
75081292;7;1;751
75081482;4;1;751
75081483;2;1;751
75082800;6;1;751
75082861;8;1;751
75082905;3;1;751
75083106;7;1;751
75083116;6;1;751
76001665;9;1;761
76002052;9;1;764
76002531;2;1;764
76078012;2;1;761
76078013;0;1;761
76078014;8;1;761
76078019;7;1;761
76078020;5;1;764
76078029;6;1;764
76078051;0;1;764
76078061;9;1;764
76078066;8;1;764
76078078;3;1;763
76078079;1;1;763
76078080;9;1;763
76078082;5;1;763
76078083;3;1;763
76078098;1;1;763
76078315;9;1;764
76091777;3;1;764
76092060;3;1;763
76092091;8;1;764
76092110;6;1;764
76092171;8;1;764
76092180;9;1;764
77000187;3;1;771
77000343;2;1;771
77000613;8;1;771
77001460;3;1;771
77001608;7;1;771
77001616;0;1;771
77030001;0;1;771
77030002;8;1;771
77030009;3;1;771
77030013;5;1;771
77030014;3;1;771
77030017;6;1;771
77030019;2;1;771
77030021;8;1;771
77030025;9;1;771
77030027;5;1;771
77030028;3;1;771
77031001;9;1;771
77031002;7;1;771
77079070;7;1;771
77080311;2;1;771
77080370;8;1;771
77080398;9;1;771
77080902;8;1;771
77081340;0;1;771
77081342;6;1;771
77081345;9;1;771
77081498;6;1;771
78000146;7;1;781
78000155;8;1;781
78000170;7;1;781
78000452;9;1;781
78001560;8;1;781
78001650;7;1;781
78001780;2;1;781
78001802;4;1;781
78014004;2;1;781
78030004;2;1;781
78030007;5;1;781
78030008;3;1;781
78030010;9;1;781
78030012;5;1;781
78030016;6;1;781
78030020;8;1;781
78030022;4;1;781
78030026;5;1;781
78030027;3;1;781
78030032;3;1;781
78030036;4;1;781
78030038;0;1;781
78030040;6;1;781
78030041;4;1;781
78030042;2;1;781
78030043;0;1;781
78030044;8;1;781
78030045;5;1;781
78031002;5;1;781
78042004;8;1;781
78070002;7;1;781
78070005;0;1;781
78080823;4;1;781
78082263;1;1;781
78082313;4;1;781
78082397;7;1;781
78082614;5;1;781
78082615;2;1;781
79000016;0;1;791
79000018;6;1;791
79000730;6;1;791
79000994;8;1;791
79001678;6;1;791
79001679;4;1;791
80000015;0;1;801
80000025;9;1;801
80000026;7;1;801
80000058;0;1;801
80000250;3;1;801
80000258;6;1;801
80000898;9;1;801
80000946;6;1;801
80000970;6;1;801
80000992;0;1;801
80001002;7;1;801
80001015;9;1;801
80001032;4;1;801
80001252;8;1;801
80001317;9;1;801
80001572;9;1;801
81000008;3;1;811
81000022;4;1;811
81000420;0;1;811
81010117;0;1;811
81010144;4;1;811
81010174;1;1;811
81010175;8;1;811
81010294;7;1;811
82000004;0;1;821
82000005;7;1;821
82000006;5;1;821
82000041;2;1;821
82000154;3;1;821
82000155;0;1;821
82000235;0;1;821
82000321;8;1;821
82000579;1;1;821
82000792;0;1;821
83000374;5;1;831
83000612;8;1;831
83001254;8;1;831
83001597;0;1;831
83001599;6;1;831
83001667;1;1;831
83001749;7;1;831
83001750;5;1;831
83010008;7;1;831
83010010;3;1;831
83010013;7;1;831
83010025;1;1;831
83010028;5;1;831
83010030;1;1;831
83010031;9;1;831
83010032;7;1;831
83010033;5;1;831
83010036;8;1;831
83010039;2;1;831
83010041;8;1;831
83010042;6;1;831
83010043;4;1;831
83010044;2;1;831
83010045;9;1;831
83010047;5;1;831
83010048;3;1;831
83010049;1;1;831
83010062;4;1;831
83010069;9;1;831
83010074;9;1;831
83010075;6;1;831
83010076;4;1;831
83010081;4;1;831
83010082;2;1;831
83010085;5;1;831
83010086;3;1;831
83010087;1;1;831
83010088;9;1;831
83010140;8;1;831
83020051;5;1;831
83020639;7;1;831
83020645;4;1;831
83020711;4;1;831
83020835;1;1;831
83021097;7;1;831
83021230;4;1;831
83021245;2;1;831
83021278;3;1;831
83021361;7;1;831
83021498;7;1;831
83021568;7;1;831
83021591;9;1;831
83021649;5;1;831
84000019;4;1;841
84000028;5;1;841
84000032;7;1;841
84000040;0;1;841
84000046;7;1;841
84000050;9;1;841
84000507;8;1;841
84000785;0;1;841
84001104;3;1;841
84001253;8;1;841
84001254;6;1;841
84001327;0;1;841
84001331;2;1;841
84001344;5;1;841
84001408;8;1;841
84001484;9;1;841
84001520;0;1;841
84001717;2;1;841
84001721;4;1;841
84001722;2;1;841
84001723;0;1;841
84001746;1;1;841
85000011;8;1;851
85000012;6;1;851
85000013;4;1;851
85000211;4;1;851
85000239;5;1;851
85000526;5;1;851
85000582;8;1;851
85000586;9;1;851
85000591;9;1;851
85000600;8;1;851
85000624;8;1;851
85000641;2;1;851
85000643;8;1;851
85000933;3;1;851
85000976;2;1;851
85002515;6;1;851
86000576;8;1;861
86000892;9;1;861
86001032;1;1;861
86078030;3;1;861
86078031;1;1;861
86078056;8;1;861
86078259;8;1;861
86079041;9;1;861
86079126;8;1;861
87000008;0;1;871
87000022;1;1;871
87000028;8;1;871
87000041;1;1;871
87000042;9;1;871
87000206;0;1;871
87000735;8;1;871
87001479;2;1;871
88000145;8;1;542
88000173;0;1;542
88078013;5;1;542
88078042;4;1;542
88078050;7;1;542
88078053;1;1;542
88078501;9;1;542
88078554;8;1;542
88078859;1;1;542
89000016;9;1;891
89000029;2;1;891
89000229;8;1;891
89000237;1;1;891
89000238;9;1;891
89000313;0;1;891
89000829;5;1;891
89097286;2;1;891
89097343;1;1;891
89097565;9;1;891
90000003;5;1;251
90000172;8;1;901
90000509;1;1;901
91000009;0;1;911
91000260;9;1;911
91000505;7;1;911
91000991;9;1;911
91001596;5;1;911
91001743;3;1;911
91001837;3;1;911
91030001;1;1;911
91030002;9;1;911
91030004;5;1;911
91030006;0;1;911
91030013;6;1;911
91030014;4;1;911
91030015;1;1;911
91030017;7;1;911
91030021;9;1;911
91030023;5;1;911
91030027;6;1;911
91030030;0;1;911
91030032;6;1;911
91030035;9;1;911
91031001;0;1;911
91031002;8;1;911
91031003;6;1;911
91031004;4;1;911
91080354;3;1;911
91080535;7;1;911
91081195;9;1;911
91081396;3;1;911
91081414;4;1;911
91081467;2;1;911
92000381;1;1;921
92000399;3;1;921
92000495;9;1;921
92000853;9;1;921
92000877;8;1;921
92002260;5;1;921
92002270;4;1;921
92002521;0;1;921
92030004;3;1;921
92030005;0;1;921
92030018;3;1;921
92030019;1;1;921
92030020;9;1;921
92030025;8;1;921
92030026;6;1;921
92030034;0;1;921
92030036;5;1;921
92030038;1;1;921
92030041;5;1;921
92030042;3;1;921
92030048;0;1;921
92030056;3;1;921
92030059;7;1;921
92030067;0;1;921
92030071;2;1;921
92030075;3;1;921
92030076;1;1;921
92030083;7;1;921
92030088;6;1;921
92030093;6;1;921
92030103;3;1;921
92031002;6;1;921
92031004;2;1;921
92031005;9;1;921
92042002;3;1;921
92071151;2;1;921
92080379;8;1;921
92081177;5;1;921
92081289;8;1;921
93000230;8;1;931
93000302;5;1;931
93000335;5;1;931
93000394;2;1;931
93000664;8;1;931
93001178;8;1;931
93001442;8;1;931
93001749;6;1;931
93001751;2;1;931
93001846;0;1;931
93001920;3;1;931
93030001;7;1;931
93030002;5;1;931
93030006;6;1;931
93030008;2;1;931
93030011;6;1;931
93030012;4;1;931
93030014;0;1;931
93030023;1;1;931
93030026;4;1;931
93030028;0;1;931
93030029;8;1;931
93030036;3;1;931
93030050;4;1;931
93030054;6;1;931
93030055;3;1;931
93030058;7;1;931
93030059;5;1;931
93030062;9;1;931
93030063;7;1;931
93030064;5;1;931
93030065;2;1;931
93030067;8;1;931
93030068;6;1;931
93031001;6;1;931
93081391;0;1;931
93081561;8;1;931
93081607;9;1;931
93081733;3;1;931
93081760;6;1;931
94000007;8;1;941
94000209;0;1;941
94000212;4;1;941
94001937;5;1;941
94030003;1;1;941
94030008;0;1;941
94030016;3;1;941
94030027;0;1;941
94030028;8;1;941
94030037;9;1;941
94030041;1;1;941
94030044;5;1;941
94030045;2;1;941
94030049;4;1;941
94030050;2;1;941
94030055;1;1;941
94030056;9;1;941
94030057;7;1;941
94031001;4;1;941
94031002;2;1;941
94080598;9;1;941
94081301;7;1;941
94081303;3;1;941
94081309;0;1;941
94081446;0;1;941
95000221;2;1;951
95000256;8;1;951
95000270;9;1;951
95030008;7;1;951
95030009;5;1;951
95030010;3;1;951
95030013;7;1;951
95030015;2;1;951
95030016;0;1;951
95030019;4;1;951
95030020;2;1;951
95030024;4;1;951
95030027;7;1;951
95030028;5;1;951
95030030;1;1;951
95030032;7;1;951
95030035;0;1;951
95030037;6;1;951
95031001;1;1;951
95031002;9;1;951
95031003;7;1;951
95042004;2;1;951
95080267;8;1;951
95080630;7;1;951
95080798;2;1;951
95080872;5;1;951
95080894;9;1;951
97010001;2;1;971
97010002;0;1;971
97010005;3;1;971
97010007;9;1;971
97010009;5;1;971
97010011;1;1;971
97010012;9;1;971
97010013;7;1;971
97010025;1;1;971
97010259;6;1;971
97010301;6;1;971
97010309;9;1;971
97010447;7;1;971
97010724;9;1;971
97010745;4;1;971
97010895;7;1;971
97020231;3;1;972
97020232;1;1;972
97020330;3;1;972
97020349;3;1;972
97020377;4;1;972
97020810;4;1;972
97020921;9;1;972
97020944;1;1;972
97030205;5;1;973
97030206;3;1;973
97030207;1;1;973
97030253;5;1;973
97030283;2;1;973
97040311;9;1;974
97040366;3;1;974
97040367;1;1;974
97040369;7;1;974
97040370;5;1;974
97040372;1;1;974
97040374;7;1;974
97040375;4;1;974
97040376;2;1;974
97040377;0;1;974
97040401;8;1;974
97040410;9;1;974
97040415;8;1;974
97040440;6;1;974
97040471;1;1;974
97040484;4;1;974
97040485;1;1;974
97040506;4;1;974
97040539;5;1;974
97040541;1;1;974
97040545;2;1;974
97040565;0;1;974
97040567;6;1;974
97040662;5;1;974
97046202;4;1;974
97046206;5;1;974
97046207;3;1;974
97046208;1;1;974
97046209;9;1;974
97046210;7;1;974
97046311;3;1;974
97046650;4;1;974
97046675;1;1;974
97046715;5;1;974
97046718;9;1;974
97046719;7;1;974
