LPP_COD;VAL_DTD;LPP_TAR;LPP_PRU
3298862;21MAY2005:00:00:00;102.45;102.45
3298951;21MAY2005:00:00:00;2655.66;2655.66
3299241;30JUN2005:00:00:00;264.00;264.00
3299525;22SEP2009:00:00:00;365.88;365.88
3299531;21MAY2005:00:00:00;1311.06;1311.06
3299940;08SEP2003:00:00:00;33.69;33.69
3300470;21MAY2005:00:00:00;1170.81;1170.81
3301328;21MAY2005:00:00:00;681.45;681.45
3301529;21MAY2005:00:00:00;1170.81;1170.81
3301908;21MAY2005:00:00:00;1170.81;1170.81
3302492;23SEP2009:00:00:00;1077.16;1077.16
3302925;21MAY2005:00:00:00;609.80;609.80
3303445;21MAY2005:00:00:00;960.43;960.43
3304137;21MAY2005:00:00:00;335.39;335.39
3304440;21MAY2005:00:00:00;1859.88;1859.88
3304870;05JAN2009:00:00:00;1077.16;1077.16
3304924;21MAY2005:00:00:00;681.45;681.45
3305125;05JAN2009:00:00:00;1475.95;1475.95
3305390;21MAY2005:00:00:00;1082.39;1082.39
3305817;21MAY2005:00:00:00;681.45;681.45
3306047;21MAY2005:00:00:00;1170.81;1170.81
3306231;21MAY2005:00:00:00;681.45;681.45
3306320;05JAN2009:00:00:00;1077.16;1077.16
3306372;05JAN2009:00:00:00;1475.95;1475.95
3306515;21MAY2005:00:00:00;960.43;960.43
3306538;05JAN2009:00:00:00;1077.16;1077.16
3306923;05JAN2009:00:00:00;1077.16;1077.16
3307182;05JAN2009:00:00:00;1077.16;1077.16
3307621;21MAY2005:00:00:00;335.39;335.39
3309809;13OCT2011:00:00:00;1008.45;1008.45
3310178;23SEP2009:00:00:00;1077.16;1077.16
3310698;21MAY2005:00:00:00;335.39;335.39
3310899;13OCT2011:00:00:00;352.16;352.16
3310907;21MAY2005:00:00:00;1170.81;1170.81
3311083;05JAN2009:00:00:00;1559.29;1559.29
3312355;21MAY2005:00:00:00;681.45;681.45
3312504;05JAN2009:00:00:00;1475.95;1475.95
3312697;21MAY2005:00:00:00;457.35;457.35
3314839;21MAY2005:00:00:00;681.45;681.45
3315738;21MAY2005:00:00:00;1170.81;1170.81
3315833;21MAY2005:00:00:00;1082.39;1082.39
3315980;21MAY2005:00:00:00;960.43;960.43
3316554;21MAY2005:00:00:00;335.39;335.39
3316583;21MAY2005:00:00:00;457.35;457.35
3316784;05JAN2009:00:00:00;1475.95;1475.95
3317559;21MAY2005:00:00:00;1170.81;1170.81
3317890;21MAY2005:00:00:00;681.45;681.45
3317980;26NOV2009:00:00:00;1077.16;1077.16
3318091;13OCT2011:00:00:00;1136.51;1136.51
3318151;06JUL2011:00:00:00;1559.29;1559.29
3318286;21MAY2005:00:00:00;960.43;960.43
3318688;05JAN2009:00:00:00;1077.16;1077.16
3319535;05JAN2009:00:00:00;1077.16;1077.16
3319630;21MAY2005:00:00:00;960.43;960.43
3319950;05JAN2009:00:00:00;1077.16;1077.16
3320544;21MAY2005:00:00:00;1082.39;1082.39
3320840;21MAY2005:00:00:00;960.43;960.43
3321070;05JAN2009:00:00:00;1475.95;1475.95
3321124;21MAY2005:00:00:00;960.43;960.43
3321526;21MAY2005:00:00:00;960.43;960.43
3322402;21MAY2005:00:00:00;960.43;960.43
3322454;21MAY2005:00:00:00;681.45;681.45
3322827;21MAY2005:00:00:00;960.43;960.43
3323347;05JAN2009:00:00:00;1077.16;1077.16
3323502;21MAY2005:00:00:00;457.35;457.35
3324358;21MAY2005:00:00:00;1170.81;1170.81
3324625;05JAN2009:00:00:00;1077.16;1077.16
3324631;21MAY2005:00:00:00;335.39;335.39
3324766;13OCT2011:00:00:00;640.29;640.29
3325056;26NOV2009:00:00:00;1077.16;1077.16
3325085;05JAN2009:00:00:00;1077.16;1077.16
3325620;10OCT2011:00:00:00;1082.39;1082.39
3326044;05JAN2009:00:00:00;1077.16;1077.16
3326340;21MAY2005:00:00:00;1082.39;1082.39
3326498;21MAY2005:00:00:00;681.45;681.45
3326802;03JAN2011:00:00:00;792.74;792.74
3326937;21MAY2005:00:00:00;457.35;457.35
3327530;21MAY2005:00:00:00;1082.39;1082.39
3327569;21MAY2005:00:00:00;457.35;457.35
3327730;21MAY2005:00:00:00;1170.81;1170.81
3328149;21MAY2005:00:00:00;609.80;609.80
3328818;21MAY2005:00:00:00;960.43;960.43
3329433;05JAN2009:00:00:00;1077.16;1077.16
3330005;21MAY2005:00:00:00;701.27;701.27
3330821;21MAY2005:00:00:00;609.80;609.80
3331163;03JAN2011:00:00:00;1248.56;1248.56
3331358;21MAY2005:00:00:00;335.39;335.39
3331884;21MAY2005:00:00:00;1170.81;1170.81
3332464;21MAY2005:00:00:00;609.80;609.80
3332576;21MAY2005:00:00:00;1170.81;1170.81
3332808;05JAN2009:00:00:00;1475.95;1475.95
3333073;06JUL2011:00:00:00;1951.75;1951.75
3333883;21MAY2005:00:00:00;960.43;960.43
3334144;05JAN2009:00:00:00;1077.16;1077.16
3334210;21MAY2005:00:00:00;960.43;960.43
3334871;05JAN2009:00:00:00;1077.16;1077.16
3335273;21MAY2005:00:00:00;1170.81;1170.81
3336574;21MAY2005:00:00:00;1170.81;1170.81
3337705;21MAY2005:00:00:00;1170.81;1170.81
3337852;21MAY2005:00:00:00;457.35;457.35
3338521;21MAY2005:00:00:00;1082.39;1082.39
3338774;05JAN2009:00:00:00;1559.29;1559.29
3338797;05JAN2009:00:00:00;1077.16;1077.16
3338857;05JAN2009:00:00:00;1475.95;1475.95
3339070;26NOV2009:00:00:00;1077.16;1077.16
3340417;21MAY2005:00:00:00;457.35;457.35
3340469;03JAN2011:00:00:00;594.56;594.56
3340877;21MAY2005:00:00:00;457.35;457.35
3340890;05JAN2009:00:00:00;1077.16;1077.16
3341256;16FEB2006:00:00:00;1170.81;1170.81
3341428;21MAY2005:00:00:00;960.43;960.43
3341865;21MAY2005:00:00:00;681.45;681.45
3342161;21MAY2005:00:00:00;335.39;335.39
3342534;21MAY2005:00:00:00;960.43;960.43
3342669;21MAY2005:00:00:00;457.35;457.35
3343232;21MAY2005:00:00:00;681.45;681.45
3343545;21MAY2005:00:00:00;701.27;701.27
3343574;05JAN2009:00:00:00;1475.95;1475.95
3344020;21MAY2005:00:00:00;1082.39;1082.39
3344119;21MAY2005:00:00:00;960.43;960.43
3344409;23SEP2009:00:00:00;1077.16;1077.16
3345870;21MAY2005:00:00:00;1170.81;1170.81
3346325;21MAY2005:00:00:00;457.35;457.35
3346727;21MAY2005:00:00:00;701.27;701.27
3346940;26NOV2009:00:00:00;3500.00;3500.00
3347900;21MAY2005:00:00:00;681.45;681.45
3348086;21MAY2005:00:00:00;960.43;960.43
3348502;21MAY2005:00:00:00;1082.39;1082.39
3348755;05JAN2009:00:00:00;1077.16;1077.16
3349128;21MAY2005:00:00:00;609.80;609.80
3349571;21MAY2005:00:00:00;960.43;960.43
3350278;03JAN2011:00:00:00;1248.56;1248.56
3350338;03JAN2011:00:00:00;911.65;911.65
3350344;05JAN2009:00:00:00;1077.16;1077.16
3350752;10OCT2011:00:00:00;457.35;457.35
3350930;21MAY2005:00:00:00;681.45;681.45
3351036;21MAY2005:00:00:00;701.27;701.27
3351540;21MAY2005:00:00:00;1082.39;1082.39
3351786;21MAY2005:00:00:00;609.80;609.80
3352596;21MAY2005:00:00:00;960.43;960.43
3352774;21MAY2005:00:00:00;1082.39;1082.39
3431491;25FEB2006:00:00:00;4000.00;4000.00
3431723;02NOV2009:00:00:00;12600.00;12600.00
3431864;08SEP2003:00:00:00;3492.00;3492.00
3432065;02NOV2009:00:00:00;12600.00;12600.00
3432119;02NOV2009:00:00:00;14850.00;14850.00
3432579;22JAN2009:00:00:00;44.12;44.12
3432993;21AUG2012:00:00:00;2104.25;2104.25
3433314;12MAR2014:00:00:00;972.00;972.00
3433461;20SEP2012:00:00:00;1160.05;1160.05
3433478;19SEP2013:00:00:00;16000.00;16000.00
3433515;08SEP2003:00:00:00;3023.67;3023.67
3433834;08MAR2011:00:00:00;650.00;650.00
3433840;15NOV2003:00:00:00;3000.00;3000.00
3433900;02NOV2009:00:00:00;12600.00;12600.00
3434220;02NOV2009:00:00:00;14850.00;14850.00
3434420;02NOV2009:00:00:00;14850.00;14850.00
3434437;01APR2014:00:00:00;629.20;629.20
3434532;02NOV2009:00:00:00;12600.00;12600.00
3434584;08SEP2003:00:00:00;2541.17;2541.17
3434615;08SEP2003:00:00:00;1829.39;1829.39
3435017;10MAR2014:00:00:00;972.00;972.00
3435106;28SEP2010:00:00:00;6000.00;6000.00
3436293;19SEP2013:00:00:00;16000.00;16000.00
3436548;08SEP2003:00:00:00;2744.08;2744.08
3436749;27DEC2012:00:00:00;5685.00;5685.00
3436896;25FEB2006:00:00:00;4000.00;4000.00
3436910;07MAY2014:00:00:00;20850.00;20850.00
3436956;29JUN2006:00:00:00;540.00;540.00
3437157;23JUN2008:00:00:00;19633.55;19633.55
3437312;08SEP2003:00:00:00;2800.49;2800.49
3437358;01APR2014:00:00:00;1243.41;1243.41
3437447;08SEP2003:00:00:00;3795.68;3795.68
3437460;02NOV2009:00:00:00;10800.00;10800.00
3437571;02NOV2009:00:00:00;10800.00;10800.00
3437849;21AUG2012:00:00:00;758.75;758.75
3437980;08SEP2003:00:00:00;2800.49;2800.49
3438197;02NOV2009:00:00:00;10800.00;10800.00
3438429;08SEP2003:00:00:00;3353.88;3353.88
3439110;08SEP2003:00:00:00;2841.04;2841.04
3439179;23FEB2010:00:00:00;13560.00;13560.00
3439340;20SEP2012:00:00:00;17882.25;17882.25
3439564;02NOV2009:00:00:00;12600.00;12600.00
3439618;21MAY2005:00:00:00;2456.26;2456.26
3439890;18SEP2012:00:00:00;21750.00;21750.00
3439972;08SEP2003:00:00:00;2800.49;2800.49
3440679;02NOV2009:00:00:00;12600.00;12600.00
3440863;08SEP2003:00:00:00;3048.98;3048.98
3440969;08SEP2003:00:00:00;1829.39;1829.39
3441041;02NOV2009:00:00:00;10800.00;10800.00
3441845;02AUG2007:00:00:00;44.12;44.12
3442106;01APR2014:00:00:00;758.75;758.75
3442260;08SEP2003:00:00:00;2800.49;2800.49
3442276;08SEP2003:00:00:00;3758.33;3758.33
3442299;12APR2007:00:00:00;44.12;44.12
3442483;06OCT2004:00:00:00;3600.00;3600.00
3442684;08SEP2003:00:00:00;3048.98;3048.98
3442750;01SEP2013:00:00:00;2527.45;2527.45
3442951;25MAR2010:00:00:00;18990.00;18990.00
3442997;02NOV2009:00:00:00;10800.00;10800.00
3443353;01APR2014:00:00:00;5305.70;5305.70
3443755;08SEP2003:00:00:00;2900.19;2900.19
3443896;08SEP2003:00:00:00;3125.20;3125.20
3444068;08SEP2003:00:00:00;4409.44;4409.44
3444200;08SEP2003:00:00:00;2800.49;2800.49
3444364;01SEP2013:00:00:00;2294.05;2294.05
3444536;29DEC2010:00:00:00;12600.00;12600.00
3444766;28JUN2004:00:00:00;3600.00;3600.00
3444772;01APR2014:00:00:00;10611.41;10611.41
3444938;15NOV2003:00:00:00;1524.49;1524.49
3445122;08SEP2003:00:00:00;1829.39;1829.39
3445270;01APR2014:00:00:00;629.20;629.20
3445688;21MAY2005:00:00:00;458.57;458.57
3445984;28SEP2010:00:00:00;87565.00;87565.00
3446110;08SEP2003:00:00:00;3492.00;3492.00
3446570;15AUG2013:00:00:00;650.00;650.00
3446713;02NOV2009:00:00:00;14850.00;14850.00
3446771;16JUL2009:00:00:00;6555.31;6555.31
3447084;15NOV2003:00:00:00;3600.00;3600.00
3447150;26JAN2011:00:00:00;10800.00;10800.00
3447411;08SEP2003:00:00:00;3048.98;3048.98
3447530;02NOV2009:00:00:00;14850.00;14850.00
3447629;08SEP2010:00:00:00;12600.00;12600.00
3447776;08SEP2003:00:00:00;3963.67;3963.67
3448089;08SEP2003:00:00:00;2800.49;2800.49
3448103;08SEP2003:00:00:00;3048.98;3048.98
3448617;02NOV2009:00:00:00;12600.00;12600.00
3449002;27JAN2010:00:00:00;4000.00;4000.00
3449166;08SEP2003:00:00:00;2574.56;2574.56
3449605;01APR2014:00:00:00;5305.70;5305.70
3449657;21MAY2005:00:00:00;55.49;55.49
3449835;11MAR2010:00:00:00;16000.00;16000.00
3449841;08SEP2003:00:00:00;3023.67;3023.67
3449858;21MAY2005:00:00:00;413.75;413.75
3450175;08SEP2003:00:00:00;1829.39;1829.39
3450206;28SEP2010:00:00:00;6000.00;6000.00
3450614;02NOV2009:00:00:00;12600.00;12600.00
3450749;08SEP2003:00:00:00;3166.52;3166.52
3451163;15AUG2013:00:00:00;20850.00;20850.00
3451192;18SEP2012:00:00:00;16000.00;16000.00
3451275;04MAR2013:00:00:00;5385.00;5385.00
3451424;20SEP2012:00:00:00;527.50;527.50
3451499;02NOV2009:00:00:00;10800.00;10800.00
3451513;08SEP2003:00:00:00;2800.49;2800.49
3451654;08SEP2003:00:00:00;3353.88;3353.88
3451714;01SEP2013:00:00:00;1529.37;1529.37
3451855;02NOV2009:00:00:00;10800.00;10800.00
3451973;08SEP2003:00:00:00;4024.65;4024.65
3452412;29MAR2005:00:00:00;3183.10;3183.10
3452553;21MAY2005:00:00:00;2870.61;2870.61
3452910;08SEP2003:00:00:00;3048.98;3048.98
3453133;21MAY2005:00:00:00;21.04;21.04
3453297;19SEP2013:00:00:00;16000.00;16000.00
3453357;19SEP2013:00:00:00;16000.00;16000.00
3453417;15AUG2013:00:00:00;20850.00;20850.00
3453570;02NOV2009:00:00:00;14850.00;14850.00
3453802;01APR2014:00:00:00;5305.70;5305.70
3453943;08SEP2003:00:00:00;3551.15;3551.15
3454227;08SEP2003:00:00:00;2800.49;2800.49
3454457;27DEC2012:00:00:00;10430.00;10430.00
3454463;02AUG2007:00:00:00;441.20;441.20
3454546;08SEP2003:00:00:00;2800.49;2800.49
3454641;21MAY2005:00:00:00;42.08;42.08
3454977;21MAY2005:00:00:00;621.53;621.53
3455103;23JUN2008:00:00:00;1603.60;1603.60
3455209;26JAN2011:00:00:00;12600.00;12600.00
3455215;15AUG2013:00:00:00;20850.00;20850.00
3455221;25MAY2011:00:00:00;897.00;897.00
3455296;02NOV2009:00:00:00;12600.00;12600.00
3455511;07MAY2014:00:00:00;17056.00;17056.00
3455534;29JUN2006:00:00:00;850.00;850.00
3455600;08SEP2003:00:00:00;3125.20;3125.20
3456189;01APR2014:00:00:00;10611.41;10611.41
3456367;01APR2014:00:00:00;390.57;390.57
3456396;15NOV2003:00:00:00;3600.00;3600.00
3456628;27AUG2013:00:00:00;972.00;972.00
3457102;02NOV2009:00:00:00;14850.00;14850.00
3457125;15NOV2003:00:00:00;3600.00;3600.00
3457421;15NOV2003:00:00:00;1524.49;1524.49
3457480;08SEP2003:00:00:00;1829.39;1829.39
3457510;02NOV2009:00:00:00;12600.00;12600.00
3458024;19SEP2013:00:00:00;16000.00;16000.00
3458314;07MAY2014:00:00:00;17056.00;17056.00
3458403;08SEP2003:00:00:00;2800.49;2800.49
3458797;18SEP2012:00:00:00;16000.00;16000.00
3459160;25MAR2010:00:00:00;47.48;47.48
3459242;08SEP2003:00:00:00;3353.88;3353.88
3459354;07MAY2014:00:00:00;98115.00;98115.00
3459377;08SEP2003:00:00:00;1829.39;1829.39
3459414;08SEP2003:00:00:00;4409.44;4409.44
3459644;30APR2013:00:00:00;4700.00;4700.00
3460073;02NOV2009:00:00:00;14850.00;14850.00
3460498;08SEP2003:00:00:00;1829.39;1829.39
3460676;25MAR2010:00:00:00;48.53;48.53
3461026;23JUN2008:00:00:00;1997.08;1997.08
3461322;28MAR2011:00:00:00;5385.00;5385.00
3461351;08SEP2003:00:00:00;4181.68;4181.68
3461724;09JUL2013:00:00:00;9074.40;9074.40
3462155;28SEP2010:00:00:00;6000.00;6000.00
3462468;28MAR2011:00:00:00;5385.00;5385.00
3463048;06JUN2013:00:00:00;369.25;369.25
3463166;08SEP2003:00:00:00;3353.88;3353.88
3464421;14OCT2009:00:00:00;4000.00;4000.00
3464579;10MAR2014:00:00:00;864.00;864.00
3465260;08SEP2003:00:00:00;3758.33;3758.33
3465627;22JAN2009:00:00:00;44.12;44.12
3465946;28MAR2011:00:00:00;7439.00;7439.00
3466495;08SEP2003:00:00:00;1829.39;1829.39
3466532;01MAR2013:00:00:00;650.00;650.00
3467030;08SEP2003:00:00:00;3353.88;3353.88
3467098;12MAR2004:00:00:00;4000.00;4000.00
3467164;08SEP2003:00:00:00;3048.98;3048.98
3467342;24OCT2003:00:00:00;3353.88;3353.88
3468301;02NOV2009:00:00:00;14850.00;14850.00
3468608;07MAY2014:00:00:00;650.00;650.00
3469016;02NOV2009:00:00:00;10800.00;10800.00
3469170;02NOV2009:00:00:00;12600.00;12600.00
3469648;21MAY2005:00:00:00;6564.00;6564.00
3469720;02AUG2007:00:00:00;661.80;661.80
3470189;31AUG2010:00:00:00;3186.19;3186.19
3470812;15NOV2003:00:00:00;3538.34;3538.34
3471237;08SEP2003:00:00:00;3353.88;3353.88
3471450;08SEP2003:00:00:00;3551.15;3551.15
3471480;23FEB2010:00:00:00;11760.00;11760.00
3471585;19MAR2009:00:00:00;16000.00;16000.00
3471600;19SEP2013:00:00:00;6000.00;6000.00
3471770;08SEP2003:00:00:00;1829.39;1829.39
3471970;06OCT2004:00:00:00;3000.00;3000.00
3471993;21AUG2012:00:00:00;390.57;390.57
3472308;02NOV2009:00:00:00;10800.00;10800.00
3472320;08MAR2011:00:00:00;5385.00;5385.00
3472604;21AUG2012:00:00:00;10611.41;10611.41
3472685;01SEP2013:00:00:00;3526.88;3526.88
3472716;21MAY2005:00:00:00;503.54;503.54
3472863;02NOV2009:00:00:00;10800.00;10800.00
3473118;08SEP2003:00:00:00;2800.49;2800.49
3473288;02NOV2009:00:00:00;10800.00;10800.00
3473294;08SEP2003:00:00:00;1829.39;1829.39
3473302;02NOV2009:00:00:00;12600.00;12600.00
3473800;02NOV2009:00:00:00;14850.00;14850.00
3473940;28SEP2010:00:00:00;6000.00;6000.00
3474164;10MAR2014:00:00:00;864.00;864.00
3474253;08SEP2010:00:00:00;10800.00;10800.00
3474655;07MAY2014:00:00:00;6000.00;6000.00
3474804;15AUG2013:00:00:00;17056.00;17056.00
3475287;08SEP2003:00:00:00;1829.39;1829.39
3475436;26JAN2011:00:00:00;12600.00;12600.00
3475608;25MAR2010:00:00:00;5275.00;5275.00
3475732;08SEP2003:00:00:00;2800.49;2800.49
3475749;08SEP2003:00:00:00;3048.98;3048.98
3476430;17FEB2014:00:00:00;86855.89;86855.89
3476559;01MAR2013:00:00:00;19807.50;19807.50
3476594;17DEC2012:00:00:00;55915.00;55915.00
3476720;08SEP2003:00:00:00;3758.33;3758.33
3476921;08SEP2003:00:00:00;3125.20;3125.20
3477122;15NOV2003:00:00:00;4000.00;4000.00
3477240;12JAN2009:00:00:00;10800.00;10800.00
3477300;08MAR2011:00:00:00;5685.00;5685.00
3477406;08SEP2003:00:00:00;4310.34;4310.34
3477412;29DEC2010:00:00:00;10800.00;10800.00
3477814;21MAY2005:00:00:00;2215.00;2215.00
3477866;08SEP2003:00:00:00;4020.84;4020.84
3477872;18SEP2012:00:00:00;16000.00;16000.00
3478200;02NOV2009:00:00:00;14850.00;14850.00
3478280;02NOV2009:00:00:00;12600.00;12600.00
3478392;08SEP2003:00:00:00;3216.67;3216.67
3478660;31AUG2010:00:00:00;3186.19;3186.19
3478854;24MAR2008:00:00:00;4000.00;4000.00
3478908;08SEP2003:00:00:00;3963.67;3963.67
3478914;01APR2014:00:00:00;758.75;758.75
3479167;08SEP2003:00:00:00;2800.49;2800.49
3479256;08SEP2003:00:00:00;3353.88;3353.88
3479322;08SEP2003:00:00:00;3048.98;3048.98
3479807;21AUG2012:00:00:00;5305.70;5305.70
3479948;02NOV2009:00:00:00;12600.00;12600.00
3480294;27DEC2012:00:00:00;5385.00;5385.00
3480578;02NOV2009:00:00:00;10800.00;10800.00
3480897;08SEP2003:00:00:00;1676.94;1676.94
3480934;29MAR2005:00:00:00;4000.00;4000.00
3481307;02NOV2009:00:00:00;14850.00;14850.00
3481483;15NOV2003:00:00:00;4000.00;4000.00
3481566;08SEP2003:00:00:00;4409.44;4409.44
3481661;06FEB2012:00:00:00;49479.50;49479.50
3482152;08SEP2003:00:00:00;3353.88;3353.88
3482181;04MAR2013:00:00:00;5685.00;5685.00
3482229;20FEB2014:00:00:00;650.00;650.00
3482301;27AUG2013:00:00:00;4000.00;4000.00
3482614;07MAY2014:00:00:00;17056.00;17056.00
3482790;25FEB2006:00:00:00;4000.00;4000.00
3482910;02NOV2009:00:00:00;12600.00;12600.00
3482927;21AUG2012:00:00:00;390.57;390.57
3483134;02NOV2009:00:00:00;12600.00;12600.00
3483453;08SEP2003:00:00:00;3353.88;3353.88
3483714;08SEP2003:00:00:00;2800.49;3377.51
3483810;20SEP2012:00:00:00;18937.25;18937.25
3483890;23FEB2010:00:00:00;15930.00;15930.00
3484085;21MAY2005:00:00:00;1250.93;1250.93
3484257;08SEP2003:00:00:00;2541.17;2541.17
3484613;08SEP2003:00:00:00;2800.49;2800.49
3484754;18MAY2013:00:00:00;211.00;211.00
3484843;09APR2013:00:00:00;84000.00;84000.00
3485660;15NOV2003:00:00:00;4000.00;4000.00
3485825;06FEB2012:00:00:00;73322.50;73322.50
3485831;20SEP2012:00:00:00;211.00;211.00
3486434;12JAN2009:00:00:00;10800.00;10800.00
3486799;08SEP2003:00:00:00;1829.39;1829.39
3486865;02NOV2009:00:00:00;12600.00;12600.00
3487066;14SEP2006:00:00:00;3686.00;3686.00
3487557;01MAR2013:00:00:00;650.00;650.00
3487847;09MAY2013:00:00:00;1243.41;1243.41
3488143;02NOV2009:00:00:00;14850.00;14850.00
3488203;21AUG2012:00:00:00;7135.00;7135.00
3488232;08SEP2003:00:00:00;3758.33;3758.33
3488410;15NOV2003:00:00:00;3600.00;3600.00
3488663;02NOV2009:00:00:00;10800.00;10800.00
3488864;01SEP2013:00:00:00;2820.49;2820.49
3488901;08SEP2003:00:00:00;4310.34;4310.34
3488918;08SEP2003:00:00:00;2744.08;2744.08
3489007;08SEP2003:00:00:00;1829.39;1829.39
3489875;01SEP2013:00:00:00;3026.88;3026.88
3489906;08SEP2003:00:00:00;2895.01;2895.01
3490051;29JUN2006:00:00:00;850.00;850.00
3490513;25FEB2006:00:00:00;4000.00;4000.00
3490594;28MAR2011:00:00:00;7439.00;7439.00
3490973;21MAY2005:00:00:00;2870.61;2870.61
3491040;01APR2014:00:00:00;390.57;390.57
3491091;12MAR2014:00:00:00;864.00;864.00
3491636;08SEP2003:00:00:00;2744.08;2744.08
3491754;29MAR2005:00:00:00;3000.00;3000.00
3491978;02NOV2009:00:00:00;12600.00;12600.00
3492044;15AUG2013:00:00:00;650.00;650.00
3492104;21MAY2005:00:00:00;3125.00;3125.00
3492239;21MAY2005:00:00:00;74.09;74.09
3492423;15NOV2003:00:00:00;3963.67;3963.67
3492475;02NOV2009:00:00:00;12600.00;12600.00
3492564;27AUG2013:00:00:00;864.00;864.00
3492759;31AUG2010:00:00:00;3186.19;3186.19
3492794;08SEP2003:00:00:00;2800.49;2800.49
3493084;01APR2014:00:00:00;390.57;390.57
3494215;18SEP2012:00:00:00;16000.00;16000.00
3494333;09MAY2013:00:00:00;1243.41;1243.41
3494400;01MAR2013:00:00:00;16203.20;16203.20
3494445;08SEP2003:00:00:00;4409.44;4409.44
3494959;08SEP2003:00:00:00;3353.88;3353.88
3495090;08SEP2003:00:00:00;2734.17;2734.17
3495462;27DEC2012:00:00:00;9552.00;9552.00
3495545;08SEP2003:00:00:00;1829.39;1829.39
3495605;07MAY2014:00:00:00;10430.00;10430.00
3495775;08SEP2003:00:00:00;3474.01;3474.01
3495870;02AUG2007:00:00:00;44.12;44.12
3495924;08SEP2003:00:00:00;3125.20;3125.20
3495976;02NOV2009:00:00:00;14850.00;14850.00
3496125;08SEP2003:00:00:00;2800.49;2800.49
3496237;02NOV2009:00:00:00;13100.00;13100.00
3496409;08SEP2003:00:00:00;1676.94;1676.94
3497165;09JUL2013:00:00:00;9908.50;9908.50
3497449;08SEP2003:00:00:00;3125.20;3125.20
3497596;15NOV2003:00:00:00;4000.00;4000.00
3498058;02NOV2009:00:00:00;14850.00;14850.00
3498101;29JUN2006:00:00:00;850.00;850.00
3498182;15AUG2013:00:00:00;17056.00;17056.00
3498561;08SEP2003:00:00:00;3353.88;3353.88
3498822;08SEP2010:00:00:00;14850.00;14850.00
3498986;07MAY2014:00:00:00;1250.93;1250.93
3499030;12MAR2014:00:00:00;864.00;864.00
3499282;15NOV2003:00:00:00;3000.00;3000.00
3499780;27AUG2013:00:00:00;864.00;864.00
4101353;08SEP2003:00:00:00;394.60;0.00
4101821;08SEP2003:00:00:00;2187.03;0.00
4101956;08SEP2003:00:00:00;74.82;0.00
4106296;08SEP2003:00:00:00;428.84;0.00
4107723;08SEP2003:00:00:00;558.99;0.00
4108190;08SEP2003:00:00:00;102.39;0.00
4111854;08SEP2003:00:00:00;2702.81;0.00
4113391;08SEP2003:00:00:00;2187.03;0.00
4113920;13OCT2011:00:00:00;5187.44;0.00
4116165;08SEP2003:00:00:00;74.82;0.00
4118193;08SEP2003:00:00:00;603.65;0.00
4119643;08SEP2003:00:00:00;62.58;0.00
4122250;08SEP2003:00:00:00;333.65;0.00
4122473;08SEP2003:00:00:00;603.65;0.00
4122600;08SEP2003:00:00:00;105.76;0.00
4122757;08SEP2003:00:00:00;3938.01;0.00
4123627;08SEP2003:00:00:00;34.90;0.00
4124331;08SEP2003:00:00:00;865.20;0.00
4124680;08SEP2003:00:00:00;119.39;0.00
4128441;08SEP2003:00:00:00;103.49;0.00
4130136;08SEP2003:00:00:00;3487.95;0.00
4134364;08SEP2003:00:00:00;962.20;0.00
4142530;08SEP2003:00:00:00;2344.19;0.00
4147668;08SEP2003:00:00:00;2781.76;0.00
4156928;08SEP2003:00:00:00;102.39;0.00
4159170;08SEP2003:00:00:00;35.71;0.00
4164566;08SEP2003:00:00:00;426.69;0.00
4168966;08SEP2003:00:00:00;5187.48;0.00
4169492;08SEP2003:00:00:00;714.26;0.00
4169670;08SEP2003:00:00:00;468.83;0.00
4179540;08SEP2003:00:00:00;558.99;0.00
4181576;08SEP2003:00:00:00;76.84;0.00
4183434;08SEP2003:00:00:00;2425.05;0.00
4183859;08SEP2003:00:00:00;271.23;0.00
4184899;08SEP2003:00:00:00;439.48;0.00
4192278;08SEP2003:00:00:00;63.41;0.00
4194159;08SEP2003:00:00:00;77.88;0.00
4195615;08SEP2003:00:00:00;1559.84;0.00
4200960;08SEP2003:00:00:00;96.22;0.00
4201787;08SEP2003:00:00:00;34.92;0.00
4221666;08SEP2003:00:00:00;151.31;0.00
4222803;08SEP2003:00:00:00;631.17;0.00
4227380;08SEP2003:00:00:00;102.39;0.00
4233570;08SEP2003:00:00:00;263.83;0.00
4234249;08SEP2003:00:00:00;69.84;0.00
4239838;08SEP2003:00:00:00;114.84;0.00
4248790;08SEP2003:00:00:00;63.47;0.00
4252684;08SEP2003:00:00:00;76.82;0.00
4252810;08SEP2003:00:00:00;356.94;0.00
4255116;08SEP2003:00:00:00;574.21;0.00
4260169;08SEP2003:00:00:00;18.62;0.00
4261051;08SEP2003:00:00:00;962.20;0.00
4263950;08SEP2003:00:00:00;403.50;0.00
4264760;08SEP2003:00:00:00;105.53;0.00
4268900;08SEP2003:00:00:00;103.51;0.00
4271233;08SEP2003:00:00:00;108.64;0.00
4278212;08SEP2003:00:00:00;497.86;0.00
4278755;08SEP2003:00:00:00;28.71;0.00
4284879;08SEP2003:00:00:00;38.80;0.00
4296859;08SEP2003:00:00:00;74.82;0.00
4300348;24OCT2003:00:00:00;2187.03;0.00
4302152;24OCT2003:00:00:00;102.39;0.00
4307824;24OCT2003:00:00:00;74.82;0.00
4307994;24OCT2003:00:00:00;333.65;0.00
