LPP_COD;VAL_DTD;LPP_TAR;LPP_PRU
1128630;01NOV2013:00:00:00;11.44;11.44
1128713;08SEP2003:00:00:00;1.29;0.00
1128720;01NOV2013:00:00:00;4.28;4.28
1128854;20SEP2012:00:00:00;598.00;598.00
1128877;01NOV2013:00:00:00;4.96;4.96
1128914;08SEP2003:00:00:00;0.53;0.00
1129026;08SEP2003:00:00:00;40.09;0.00
1129061;03APR2004:00:00:00;13.50;0.00
1129144;08SEP2003:00:00:00;1.75;0.00
1129210;01MAY2014:00:00:00;9.30;9.30
1129428;01NOV2013:00:00:00;2.74;2.74
1129434;08SEP2003:00:00:00;6.25;0.00
1129517;08SEP2003:00:00:00;3.20;0.00
1129606;08SEP2003:00:00:00;40.09;0.00
1129724;01NOV2013:00:00:00;5.25;5.25
1129747;01NOV2013:00:00:00;6.56;6.56
1130058;16JAN2012:00:00:00;5.75;5.75
1130220;09JAN2012:00:00:00;108.90;108.90
1130236;15MAR2013:00:00:00;112.26;112.26
1130325;01SEP2013:00:00:00;78.28;78.28
1130348;01NOV2013:00:00:00;2.62;2.62
1130377;30JUL2007:00:00:00;1364.42;0.00
1130420;30JUL2007:00:00:00;15.24;0.00
1130472;08SEP2003:00:00:00;2.96;0.00
1130495;05MAR2012:00:00:00;100.00;0.00
1130578;25FEB2010:00:00:00;0.54;0.54
1130800;01NOV2013:00:00:00;2.39;2.39
1130822;01SEP2013:00:00:00;2.38;2.38
1130839;01SEP2013:00:00:00;160.08;160.08
1130897;06MAY2014:00:00:00;61.14;61.14
1131023;01SEP2013:00:00:00;1.89;1.89
1131135;05MAR2012:00:00:00;40.00;40.00
1131342;08SEP2003:00:00:00;32.01;0.00
1131589;08SEP2003:00:00:00;22.87;0.00
1131690;25JAN2010:00:00:00;45.74;45.74
1131810;01NOV2013:00:00:00;3.03;3.03
1131827;01NOV2013:00:00:00;17.33;17.33
1131862;01SEP2013:00:00:00;34.87;34.87
1132086;25JAN2010:00:00:00;45.74;45.74
1132212;08SEP2003:00:00:00;49.55;0.00
1132270;02JUN2014:00:00:00;80.93;80.93
1132287;01SEP2013:00:00:00;21.66;21.66
1132471;05DEC2011:00:00:00;12.00;15.00
1132502;12JAN2009:00:00:00;3.20;0.00
1132519;26SEP2005:00:00:00;27.44;27.44
1132531;08SEP2003:00:00:00;27.44;27.44
1132548;03APR2004:00:00:00;3.81;0.00
1132554;01SEP2013:00:00:00;2.24;2.24
1132560;18MAR2008:00:00:00;35.00;35.00
1132985;01SEP2013:00:00:00;0.99;0.99
1133430;02JUN2014:00:00:00;77.00;77.00
1133625;01SEP2013:00:00:00;2.44;2.44
1133690;01OCT2011:00:00:00;52.00;52.00
1133878;08SEP2003:00:00:00;40.09;0.00
1133915;08SEP2003:00:00:00;3.14;0.00
1133996;01SEP2013:00:00:00;92.91;92.91
1134091;08SEP2003:00:00:00;0.53;0.00
1134240;08SEP2003:00:00:00;5.18;0.00
1134323;01NOV2013:00:00:00;7.45;7.45
1134435;08SEP2003:00:00:00;32.01;0.00
1134441;08SEP2003:00:00:00;0.31;0.00
1134560;27FEB2006:00:00:00;4.57;4.57
1134576;08SEP2010:00:00:00;46.47;55.18
1134760;08SEP2003:00:00:00;27.44;27.44
1134777;01SEP2013:00:00:00;2.17;2.17
1134783;08SEP2003:00:00:00;18.14;0.00
1134866;03APR2004:00:00:00;1.40;0.00
1134955;08SEP2003:00:00:00;32.01;0.00
1134961;08SEP2003:00:00:00;1.31;0.00
1134984;12JUL2010:00:00:00;105.00;125.00
1135156;08SEP2003:00:00:00;0.32;0.00
1135305;08SEP2003:00:00:00;7.17;0.00
1135392;31JAN2007:00:00:00;16.00;16.00
1135506;01SEP2013:00:00:00;2.70;2.70
1135529;08SEP2003:00:00:00;0.16;0.00
1135794;08SEP2003:00:00:00;1.80;0.00
1135854;08SEP2003:00:00:00;0.63;0.00
1135890;08SEP2003:00:00:00;27.44;27.44
1136121;01SEP2013:00:00:00;26.22;26.22
1136256;01NOV2013:00:00:00;13.66;13.66
1136316;01SEP2013:00:00:00;40.28;40.28
1136581;01APR2010:00:00:00;47.40;47.40
1136629;08SEP2003:00:00:00;22.87;0.00
1136730;12JAN2009:00:00:00;2.96;0.00
1136836;01SEP2013:00:00:00;7.33;7.33
1136842;03APR2004:00:00:00;5.60;0.00
1136894;01JUN2014:00:00:00;19.02;19.02
1137155;05MAR2012:00:00:00;100.00;100.00
1137184;26OCT2012:00:00:00;32.50;0.00
1137221;12NOV2013:00:00:00;80.74;80.74
1137267;01NOV2013:00:00:00;0.90;0.90
1137439;30NOV2009:00:00:00;3.20;0.00
1137600;08SEP2003:00:00:00;0.79;0.00
1137801;08SEP2003:00:00:00;1.26;0.00
1138077;01MAY2014:00:00:00;15.43;15.43
1138090;25JAN2010:00:00:00;1.09;1.09
1138150;01SEP2013:00:00:00;132.05;132.05
1138203;08SEP2003:00:00:00;32.01;0.00
1138309;30JUL2007:00:00:00;2.10;0.00
1138440;02NOV2009:00:00:00;2.96;0.00
1138657;01NOV2013:00:00:00;1.11;1.61
1138746;08SEP2003:00:00:00;3.54;0.00
1138841;08SEP2003:00:00:00;40.09;0.00
1138953;02JUN2014:00:00:00;80.93;80.93
1139295;08SEP2003:00:00:00;40.09;0.00
1139390;01SEP2013:00:00:00;62.70;62.70
1139510;03APR2004:00:00:00;10.50;0.00
1139527;01SEP2013:00:00:00;116.84;116.84
1139680;06DEC2003:00:00:00;40.09;0.00
1139964;01SEP2013:00:00:00;81.80;81.80
1139987;08SEP2003:00:00:00;32.01;0.00
1140039;08SEP2003:00:00:00;27.44;0.00
1140045;03APR2004:00:00:00;2.40;0.00
1140051;27FEB2006:00:00:00;0.16;0.16
1140252;08SEP2003:00:00:00;6.04;0.00
1140387;08SEP2003:00:00:00;3.54;0.00
1140482;01NOV2013:00:00:00;11.17;11.17
1140720;01SEP2013:00:00:00;41.80;41.80
1140772;01SEP2013:00:00:00;72.20;72.20
1140832;20SEP2012:00:00:00;598.00;598.00
1140909;01SEP2013:00:00:00;3.91;3.91
1140973;30JUL2007:00:00:00;1897.99;0.00
1140980;08SEP2003:00:00:00;40.09;0.00
1141027;08SEP2003:00:00:00;40.09;0.00
1141056;22OCT2012:00:00:00;358.80;0.00
1141205;12NOV2013:00:00:00;90.40;90.40
1141270;08SEP2003:00:00:00;49.55;0.00
1141346;08SEP2003:00:00:00;0.67;0.00
1141412;01JUN2014:00:00:00;3.57;3.57
1141599;06DEC2003:00:00:00;40.09;0.00
1141607;03APR2004:00:00:00;8.40;0.00
1141790;01NOV2013:00:00:00;0.89;1.39
1141814;01NOV2013:00:00:00;5.25;5.25
1141949;08SEP2003:00:00:00;32.01;0.00
1141961;03APR2004:00:00:00;2.88;0.00
1141990;06DEC2003:00:00:00;40.09;0.00
1142015;08SEP2003:00:00:00;32.01;0.00
1142535;30NOV2009:00:00:00;2.96;0.00
1142541;12NOV2013:00:00:00;90.40;90.40
1142854;03APR2004:00:00:00;22.74;0.00
1142883;25JAN2010:00:00:00;21.84;21.84
1142950;06JUN2005:00:00:00;0.04;0.00
1143138;08SEP2003:00:00:00;32.01;0.00
1143233;08SEP2003:00:00:00;32.01;0.00
1143374;08SEP2003:00:00:00;32.01;0.00
1143470;01OCT2011:00:00:00;148.62;148.62
1143983;18OCT2012:00:00:00;77.00;77.00
1144103;02JUN2014:00:00:00;127.90;127.90
1144161;06JUN2005:00:00:00;9.00;0.00
1144238;01NOV2013:00:00:00;8.77;8.77
1144267;08SEP2003:00:00:00;40.09;0.00
1144468;18OCT2012:00:00:00;184.62;184.62
1144630;08SEP2003:00:00:00;32.01;0.00
1144681;30JUL2007:00:00:00;4.12;0.00
1144698;03APR2004:00:00:00;7.00;0.00
1144920;01NOV2013:00:00:00;11.55;11.55
1145031;08SEP2003:00:00:00;6.76;0.00
1145137;06DEC2003:00:00:00;32.01;0.00
1145210;01SEP2013:00:00:00;2.87;2.87
1145404;13DEC2012:00:00:00;127.90;127.90
1145605;01SEP2013:00:00:00;110.30;110.30
1145692;01NOV2013:00:00:00;13.85;13.85
1145723;01APR2010:00:00:00;115.09;115.09
1146071;01NOV2013:00:00:00;3.81;3.81
1146148;05MAR2012:00:00:00;33.33;33.33
1146183;30JUL2007:00:00:00;403.00;403.00
1146190;05DEC2011:00:00:00;3.25;0.00
1146349;08SEP2003:00:00:00;1.22;0.00
1146444;01OCT2011:00:00:00;229.55;229.55
1146645;08SEP2003:00:00:00;18.68;0.00
1146697;08OCT2007:00:00:00;100.00;0.00
1146705;06DEC2003:00:00:00;49.55;0.00
1146763;08SEP2003:00:00:00;2.91;0.00
1146770;08SEP2003:00:00:00;27.44;27.44
1146792;01SEP2013:00:00:00;39.62;39.62
1146817;08SEP2003:00:00:00;32.01;0.00
1146898;06JUN2005:00:00:00;4.05;0.00
1146964;06JUN2005:00:00:00;3.60;0.00
1147260;01SEP2013:00:00:00;120.84;120.84
1147308;25JAN2010:00:00:00;16.38;16.38
1147366;08SEP2003:00:00:00;25.96;0.00
1147700;08SEP2003:00:00:00;40.09;0.00
1147863;27FEB2006:00:00:00;1.74;1.74
1148058;01SEP2013:00:00:00;30.97;30.97
1148124;01SEP2013:00:00:00;69.83;69.83
1148130;15MAR2013:00:00:00;57.75;57.75
1148555;08SEP2003:00:00:00;49.55;0.00
1148791;08SEP2003:00:00:00;40.09;0.00
1148845;08SEP2003:00:00:00;2.97;0.00
1148970;08SEP2003:00:00:00;40.09;0.00
1149098;08SEP2003:00:00:00;49.55;0.00
1149365;12NOV2013:00:00:00;90.40;90.40
1149448;21MAY2008:00:00:00;100.00;0.00
1149514;08SEP2003:00:00:00;20.15;0.00
1149543;01SEP2013:00:00:00;77.00;77.00
1149649;08SEP2003:00:00:00;32.01;0.00
1150084;06DEC2003:00:00:00;49.55;0.00
1150167;06DEC2003:00:00:00;40.09;0.00
1150380;02NOV2009:00:00:00;3.20;0.00
1150523;01NOV2013:00:00:00;3.72;3.72
1150629;08SEP2003:00:00:00;40.09;0.00
1150635;15MAR2013:00:00:00;184.62;184.62
1150871;30NOV2009:00:00:00;2.96;0.00
1150925;08SEP2003:00:00:00;49.55;0.00
1150931;08SEP2003:00:00:00;3.20;0.00
1150954;08SEP2003:00:00:00;49.55;0.00
1150990;25JAN2010:00:00:00;46.42;46.42
1151126;08SEP2003:00:00:00;2.45;0.00
1151190;15MAR2013:00:00:00;127.90;127.90
1151451;01NOV2013:00:00:00;6.58;6.58
1151497;03APR2004:00:00:00;1.91;0.00
1151675;25JAN2010:00:00:00;0.16;0.16
1151681;08SEP2003:00:00:00;22.87;0.00
1152019;08SEP2003:00:00:00;3.54;0.00
1152060;25FEB2010:00:00:00;11.43;11.43
1152189;25JAN2010:00:00:00;150.00;150.00
1152249;08SEP2003:00:00:00;3.20;0.00
1152261;08SEP2003:00:00:00;49.55;0.00
1152380;08SEP2003:00:00:00;32.01;0.00
1152410;06DEC2003:00:00:00;40.09;0.00
1152427;26AUG2013:00:00:00;42.39;42.39
1152769;08SEP2003:00:00:00;3.54;0.00
1152887;08SEP2003:00:00:00;0.88;0.00
1152960;06DEC2003:00:00:00;27.44;27.44
1153059;01MAY2014:00:00:00;31.00;31.00
1153071;01SEP2013:00:00:00;2.09;2.09
1153102;08SEP2003:00:00:00;3.20;0.00
1153208;03APR2004:00:00:00;1.44;0.00
1153250;08SEP2003:00:00:00;40.09;0.00
1153480;25FEB2010:00:00:00;178.00;178.00
1153600;08SEP2003:00:00:00;49.55;0.00
1153622;08SEP2003:00:00:00;32.01;0.00
1153705;08SEP2003:00:00:00;32.01;0.00
1153786;01NOV2013:00:00:00;6.61;6.61
1153823;08SEP2003:00:00:00;1.40;0.00
1153830;08SEP2003:00:00:00;49.55;0.00
1154099;25FEB2010:00:00:00;243.92;243.92
1154372;28JUN2004:00:00:00;49.14;0.00
1154395;01SEP2013:00:00:00;30.99;30.99
1154610;27FEB2006:00:00:00;8.23;8.23
1154739;30JUL2007:00:00:00;11.05;0.00
1154863;14DEC2004:00:00:00;7.14;0.00
1154917;01SEP2013:00:00:00;7.45;7.45
1155064;08SEP2003:00:00:00;0.67;0.00
1155093;01SEP2013:00:00:00;5.80;5.80
1155130;01SEP2013:00:00:00;3.43;3.43
1155331;03APR2004:00:00:00;6.35;0.00
1155414;08SEP2003:00:00:00;22.87;0.00
1155466;01SEP2013:00:00:00;80.94;80.94
1155489;03APR2004:00:00:00;4.20;0.00
1155495;01SEP2013:00:00:00;19.95;19.95
1155680;08SEP2003:00:00:00;49.55;0.00
1155800;08SEP2003:00:00:00;2.96;0.00
1155928;01SEP2013:00:00:00;193.52;193.52
1155986;08SEP2003:00:00:00;3.20;0.00
1156201;03APR2004:00:00:00;13.44;0.00
1156678;08SEP2003:00:00:00;3.20;0.00
1156684;08SEP2003:00:00:00;15.24;0.00
1156773;08SEP2003:00:00:00;40.09;0.00
1156780;01SEP2013:00:00:00;74.97;74.97
1156945;08SEP2003:00:00:00;0.04;0.00
1156980;06JUN2013:00:00:00;17.96;17.96
1156997;01SEP2013:00:00:00;17.43;17.43
1157212;27FEB2006:00:00:00;60.98;60.98
1157301;14MAR2011:00:00:00;598.00;598.00
1157399;08SEP2003:00:00:00;2.96;0.00
1157459;12NOV2013:00:00:00;80.74;80.74
1157465;01NOV2013:00:00:00;2.12;2.12
1157531;01SEP2013:00:00:00;57.38;57.38
1157560;01NOV2013:00:00:00;7.65;7.65
1157910;01SEP2013:00:00:00;2.45;2.45
1158111;01SEP2013:00:00:00;2.27;2.27
1158329;01OCT2011:00:00:00;100.96;100.96
1158335;18OCT2012:00:00:00;112.80;112.80
1158370;03APR2004:00:00:00;6.30;0.00
1158536;24SEP2008:00:00:00;30.50;30.50
1158559;08SEP2003:00:00:00;1.27;0.00
1158803;08SEP2003:00:00:00;49.55;0.00
1159040;08SEP2003:00:00:00;2.96;0.00
1159056;08SEP2003:00:00:00;32.01;0.00
1159100;01SEP2013:00:00:00;74.81;74.81
1159234;12NOV2013:00:00:00;80.74;80.74
1159240;08SEP2003:00:00:00;32.01;0.00
1159270;08SEP2003:00:00:00;3.54;0.00
1192119;02JUN2014:00:00:00;184.62;184.62
1192148;12NOV2013:00:00:00;90.40;90.40
1192220;03APR2004:00:00:00;4.50;0.00
1192295;06DEC2003:00:00:00;49.55;0.00
1192421;07MAY2014:00:00:00;850.00;850.00
1192645;01SEP2013:00:00:00;108.30;108.30
1192869;11MAY2006:00:00:00;10.00;10.00
1192898;08SEP2003:00:00:00;32.01;0.00
1193580;08SEP2003:00:00:00;22.87;0.00
1193610;01SEP2013:00:00:00;11.15;11.15
1193685;08SEP2003:00:00:00;40.09;0.00
1193739;05MAR2012:00:00:00;100.00;100.00
1193768;14DEC2004:00:00:00;12.81;0.00
1193780;25FEB2010:00:00:00;5.30;5.30
1193797;01SEP2013:00:00:00;13.02;13.02
1193981;08SEP2003:00:00:00;40.09;0.00
1193998;03APR2004:00:00:00;2.86;0.00
1194058;06DEC2003:00:00:00;49.55;0.00
1194354;01SEP2013:00:00:00;73.53;73.53
1194667;13DEC2012:00:00:00;78.00;88.00
1194673;25JAN2010:00:00:00;60.98;60.98
1194839;01NOV2013:00:00:00;2.03;2.53
1195075;08SEP2003:00:00:00;2.96;0.00
1195098;01SEP2013:00:00:00;4.91;4.91
1195276;08SEP2003:00:00:00;3.78;0.00
1195342;05MAR2012:00:00:00;100.00;100.00
1195460;01SEP2013:00:00:00;2.27;2.27
1195520;18OCT2012:00:00:00;184.62;184.62
1195537;01NOV2013:00:00:00;6.58;6.58
1195566;03APR2004:00:00:00;5.40;0.00
1195840;08SEP2003:00:00:00;32.01;0.00
1195916;08SEP2003:00:00:00;2.96;0.00
1196011;01SEP2013:00:00:00;1.30;1.30
1196034;08SEP2003:00:00:00;32.01;0.00
1196264;01SEP2013:00:00:00;10.14;10.14
1196270;04MAR2013:00:00:00;63.89;63.89
1196413;08SEP2003:00:00:00;8.99;0.00
1196755;25JAN2010:00:00:00;46.42;46.42
1196784;08SEP2003:00:00:00;2.96;0.00
1196809;08SEP2003:00:00:00;3.20;0.00
1196815;08SEP2003:00:00:00;40.09;0.00
1196880;15MAR2013:00:00:00;95.97;95.97
1196962;12NOV2013:00:00:00;90.40;90.40
1197074;06DEC2003:00:00:00;49.55;0.00
1197080;01NOV2013:00:00:00;13.15;13.15
1197128;12NOV2013:00:00:00;90.40;90.40
1197223;28JUN2004:00:00:00;3.20;0.00
1197275;06DEC2003:00:00:00;3.54;0.00
1197430;12JUL2010:00:00:00;80.00;95.00
1197507;08SEP2003:00:00:00;40.09;0.00
1197542;08SEP2003:00:00:00;3.20;0.00
1197571;08SEP2003:00:00:00;2.96;0.00
1197602;25JAN2010:00:00:00;55.92;55.92
1197743;24FEB2010:00:00:00;1772.10;1772.10
1197810;08SEP2003:00:00:00;0.53;0.00
1198033;01JUN2014:00:00:00;68.31;68.31
1198091;08SEP2003:00:00:00;2.96;0.00
1198145;01JUN2014:00:00:00;10.72;10.72
1198174;01NOV2013:00:00:00;5.70;5.70
1198317;08SEP2003:00:00:00;2.96;0.00
1199080;08SEP2003:00:00:00;2.96;0.00
1199185;08SEP2003:00:00:00;2271.49;0.00
1199297;01JUN2014:00:00:00;13.47;13.47
1199305;01SEP2013:00:00:00;21.66;21.66
1199334;01SEP2013:00:00:00;18.67;18.67
1199506;30JUL2007:00:00:00;35.06;0.00
1199529;08SEP2003:00:00:00;32.01;0.00
1199535;03APR2004:00:00:00;1.27;0.00
1199558;01OCT2011:00:00:00;125.50;125.50
1199601;08SEP2003:00:00:00;32.01;0.00
1199788;01NOV2013:00:00:00;6.83;6.83
1199802;01SEP2013:00:00:00;8.48;8.48
1200072;10JAN2008:00:00:00;184.50;0.00
1200764;08SEP2003:00:00:00;12.65;0.00
1201114;08SEP2003:00:00:00;84.02;0.00
1201433;09DEC2006:00:00:00;66.63;66.63
1201700;17DEC2008:00:00:00;184.50;184.50
1201717;08SEP2003:00:00:00;78.51;0.00
1201858;08SEP2003:00:00:00;1.52;0.00
1202250;09DEC2006:00:00:00;66.63;66.63
1202266;12OCT2005:00:00:00;2000.00;0.00
1202272;13APR2009:00:00:00;300.00;300.00
1202473;14OCT2013:00:00:00;96.04;96.04
1202705;01JAN2014:00:00:00;69.00;69.00
1203113;09DEC2006:00:00:00;50.00;50.00
1203248;08SEP2003:00:00:00;60.31;0.00
1203290;09DEC2006:00:00:00;230.00;230.00
1203633;08SEP2003:00:00:00;15.24;0.00
1203640;22SEP2009:00:00:00;300.00;300.00
1203923;02OCT2007:00:00:00;300.00;300.00
1204012;09DEC2006:00:00:00;66.63;66.63
1204035;27FEB2006:00:00:00;184.50;0.00
1204220;09DEC2006:00:00:00;250.00;250.00
1204242;01JAN2014:00:00:00;69.00;69.00
1204288;01JAN2014:00:00:00;81.00;81.00
1204302;09DEC2006:00:00:00;137.00;137.00
1204800;08SEP2003:00:00:00;21.30;0.00
1205425;09DEC2006:00:00:00;137.00;137.00
1205477;22SEP2009:00:00:00;50.00;50.00
1205520;08SEP2003:00:00:00;96.04;0.00
1206548;10JAN2008:00:00:00;250.00;250.00
1206880;08SEP2003:00:00:00;6.86;0.00
1206904;01JAN2014:00:00:00;81.00;81.00
1206956;09DEC2006:00:00:00;66.63;66.63
1207453;27MAY2010:00:00:00;6.86;6.86
1207507;08SEP2003:00:00:00;35.06;0.00
1207973;04FEB2009:00:00:00;300.00;300.00
1209908;09APR2013:00:00:00;66.63;66.63
1209972;09DEC2006:00:00:00;66.63;66.63
1210917;08SEP2003:00:00:00;25.51;0.00
1211265;09DEC2006:00:00:00;137.00;137.00
1211383;27MAY2010:00:00:00;85.00;85.00
1211489;08SEP2003:00:00:00;171.51;0.00
1211851;09DEC2006:00:00:00;66.63;66.63
1212000;08SEP2003:00:00:00;31.25;0.00
1212276;22SEP2009:00:00:00;137.00;137.00
1213028;08SEP2003:00:00:00;76.22;0.00
1213092;09APR2013:00:00:00;300.00;300.00
1213896;04FEB2009:00:00:00;35.00;35.00
1214134;09DEC2006:00:00:00;137.00;137.00
1214269;09DEC2006:00:00:00;230.00;230.00
1214890;12JUN2006:00:00:00;300.00;300.00
1215205;03AUG2009:00:00:00;50.00;50.00
1215702;14OCT2013:00:00:00;280.00;280.00
1215808;01JAN2014:00:00:00;81.00;81.00
1216481;08SEP2003:00:00:00;40.13;0.00
1216682;09DEC2006:00:00:00;300.00;300.00
1216937;09DEC2006:00:00:00;300.00;300.00
1217003;08SEP2003:00:00:00;31.25;0.00
1217374;14OCT2013:00:00:00;11.00;11.00
1217658;09DEC2006:00:00:00;66.63;66.63
1217664;01JAN2014:00:00:00;81.00;81.00
1218020;27FEB2006:00:00:00;184.50;0.00
1219462;03AUG2009:00:00:00;137.00;137.00
1220028;10AUG2009:00:00:00;137.00;137.00
1220034;09DEC2006:00:00:00;137.00;137.00
1220293;02OCT2006:00:00:00;35.00;35.00
1220471;08SEP2003:00:00:00;173.79;0.00
1221536;10JAN2008:00:00:00;300.00;300.00
1221855;08SEP2003:00:00:00;16.01;0.00
1222406;08SEP2003:00:00:00;19.06;0.00
1222429;27FEB2006:00:00:00;184.50;0.00
1222808;10AUG2009:00:00:00;300.00;300.00
1223297;01JAN2014:00:00:00;81.00;81.00
1223423;03AUG2009:00:00:00;300.00;300.00
1223452;20MAY2013:00:00:00;102.50;102.50
1223624;08SEP2003:00:00:00;76.22;0.00
1223920;01JAN2014:00:00:00;81.00;81.00
1224078;10AUG2009:00:00:00;250.00;250.00
1224084;01JAN2014:00:00:00;69.00;69.00
1224138;03AUG2009:00:00:00;137.00;137.00
1224233;09DEC2006:00:00:00;230.00;230.00
1224285;02OCT2006:00:00:00;300.00;300.00
1224411;09DEC2006:00:00:00;137.00;137.00
1224687;08SEP2003:00:00:00;22.87;0.00
1225273;09DEC2006:00:00:00;137.00;137.00
1225646;08SEP2003:00:00:00;2.21;0.00
1225675;27MAY2010:00:00:00;8.00;8.00
1225729;09DEC2006:00:00:00;230.00;230.00
1226410;27FEB2006:00:00:00;184.50;0.00
1227332;14OCT2013:00:00:00;17.68;17.68
1227770;27FEB2006:00:00:00;400.00;0.00
1228350;03AUG2009:00:00:00;230.00;230.00
1228395;09DEC2006:00:00:00;31.78;31.78
1228857;13JAN2014:00:00:00;184.50;0.00
1228917;09DEC2006:00:00:00;300.00;300.00
1229160;01JAN2014:00:00:00;81.00;81.00
1229785;01JAN2014:00:00:00;69.00;69.00
1229970;05APR2007:00:00:00;35.00;35.00
1230423;05APR2007:00:00:00;66.63;66.63
1230624;09DEC2006:00:00:00;230.00;230.00
1230966;04FEB2009:00:00:00;35.00;35.00
1230972;10JAN2008:00:00:00;184.50;0.00
1231233;01JAN2014:00:00:00;69.00;69.00
1231285;14OCT2013:00:00:00;85.00;85.00
1231782;08SEP2003:00:00:00;17.53;0.00
1231865;01JAN2014:00:00:00;81.00;81.00
1231960;09DEC2006:00:00:00;66.63;66.63
1232468;09DEC2006:00:00:00;230.00;230.00
1232988;08SEP2003:00:00:00;13.07;0.00
1233002;09APR2013:00:00:00;66.63;66.63
1233143;01JAN2014:00:00:00;81.00;81.00
1233367;20MAY2013:00:00:00;102.50;102.50
1233427;09DEC2006:00:00:00;66.63;66.63
1233433;09DEC2006:00:00:00;230.00;230.00
1233858;04FEB2009:00:00:00;3500.00;0.00
1233976;12OCT2005:00:00:00;35.00;35.00
1234600;03AUG2009:00:00:00;137.00;137.00
1234728;20DEC2007:00:00:00;300.00;0.00
1235478;08SEP2003:00:00:00;76.22;0.00
1235484;08SEP2003:00:00:00;17.68;0.00
1235662;27MAY2010:00:00:00;1030.00;0.00
1236696;19AUG2008:00:00:00;230.00;230.00
1236704;05APR2007:00:00:00;300.00;300.00
1236911;09DEC2006:00:00:00;66.63;66.63
1237017;22SEP2009:00:00:00;250.00;250.00
1237218;03AUG2009:00:00:00;250.00;250.00
1237804;09DEC2006:00:00:00;137.00;137.00
1238152;08SEP2003:00:00:00;18.45;0.00
1238554;09DEC2006:00:00:00;137.00;137.00
1238778;10AUG2009:00:00:00;66.63;66.63
1238896;08JAN2008:00:00:00;170.00;170.00
1239022;01JAN2014:00:00:00;81.00;81.00
1239393;08SEP2003:00:00:00;154.43;0.00
1240054;14OCT2013:00:00:00;160.00;160.00
1240150;12APR2007:00:00:00;137.00;137.00
1240485;09DEC2006:00:00:00;66.63;66.63
1240976;08SEP2003:00:00:00;15.60;0.00
1241266;27MAY2010:00:00:00;60.00;0.00
1241668;09DEC2006:00:00:00;137.00;137.00
1241763;27MAY2010:00:00:00;14.00;14.00
1241941;10AUG2009:00:00:00;66.63;66.63
1243302;08SEP2003:00:00:00;102.62;0.00
1243510;20MAY2013:00:00:00;102.50;102.50
1243680;01JAN2014:00:00:00;81.00;81.00
1244260;17SEP2008:00:00:00;66.63;66.63
1244589;07AUG2006:00:00:00;125.00;0.00
1244678;01JAN2014:00:00:00;69.00;69.00
1244900;09DEC2006:00:00:00;250.00;250.00
1245034;01JAN2014:00:00:00;81.00;81.00
1245407;08SEP2003:00:00:00;127.31;0.00
1245459;10JAN2008:00:00:00;184.50;0.00
1245844;01JAN2014:00:00:00;69.00;69.00
1246424;08SEP2003:00:00:00;228.67;0.00
1246967;08SEP2003:00:00:00;25.92;0.00
1247518;22SEP2009:00:00:00;66.63;66.63
1247665;09DEC2006:00:00:00;66.63;66.63
1247754;01JAN2014:00:00:00;81.00;81.00
1248512;02OCT2006:00:00:00;2000.00;0.00
1248713;01JAN2014:00:00:00;81.00;81.00
1249138;09DEC2006:00:00:00;250.00;250.00
1249374;09DEC2006:00:00:00;66.63;66.63
1249411;09DEC2006:00:00:00;66.63;66.63
1249517;09DEC2006:00:00:00;230.00;230.00
1249523;27MAY2010:00:00:00;25.00;25.00
1250259;10JAN2008:00:00:00;250.00;250.00
1251342;09DEC2006:00:00:00;250.00;250.00
1251460;01JAN2014:00:00:00;81.00;81.00
1251773;01JAN2014:00:00:00;69.00;69.00
1251840;09DEC2006:00:00:00;300.00;300.00
1252206;04FEB2009:00:00:00;2000.00;0.00
1252689;10AUG2009:00:00:00;137.00;137.00
1252815;22OCT2012:00:00:00;280.00;280.00
1253051;08JAN2008:00:00:00;66.63;66.63
1253677;09DEC2006:00:00:00;137.00;137.00
1253766;01JAN2014:00:00:00;81.00;81.00
1254895;08SEP2003:00:00:00;41.16;0.00
1254984;09DEC2006:00:00:00;50.00;50.00
1255096;20MAY2013:00:00:00;102.50;102.50
1255274;01JAN2014:00:00:00;81.00;81.00
1255506;22OCT2012:00:00:00;298.00;298.00
1255682;08SEP2003:00:00:00;10.12;0.00
1256428;09DEC2006:00:00:00;137.00;137.00
1256546;01JAN2014:00:00:00;81.00;81.00
1256730;29JUL2008:00:00:00;66.63;66.63
1256813;09DEC2006:00:00:00;137.00;137.00
1257155;01JAN2014:00:00:00;69.00;69.00
1257296;08SEP2003:00:00:00;66.32;0.00
1258189;08SEP2003:00:00:00;5.34;0.00
1258657;09DEC2006:00:00:00;66.63;66.63
1258730;01JAN2014:00:00:00;81.00;81.00
1259177;01JAN2014:00:00:00;81.00;81.00
1259214;01JAN2014:00:00:00;81.00;81.00
1259220;09DEC2006:00:00:00;137.00;137.00
1260418;08SEP2003:00:00:00;1.34;0.00
1261725;01JAN2014:00:00:00;81.00;81.00
1261808;05APR2007:00:00:00;2000.00;0.00
1261872;08SEP2003:00:00:00;18.29;0.00
1262110;09DEC2006:00:00:00;66.63;66.63
1262699;01JAN2014:00:00:00;81.00;81.00
1262713;01JAN2014:00:00:00;81.00;81.00
1263351;22OCT2012:00:00:00;298.00;298.00
1263753;09DEC2006:00:00:00;137.00;137.00
1263977;09DEC2006:00:00:00;66.63;66.63
1264178;08SEP2003:00:00:00;78.51;0.00
