PHA_PRS_IDE;PHA_ATC_CLA;GRP_GRP_COD;TEC_COL
3205398;INC;;0
3205406;INC;;0
3205441;A04;;0
3205777;H02;;0
3205932;L02;;0
3206096;R05;;0
3206110;R01;;0
3206736;A02;;0
3207026;D06;;0
3207061;N03;;0
3207351;N02;;0
3208250;N05;;0
3208304;N02;;0
3208362;B05;;0
3093203;J01;Ant;0
3000064;A11;;0
3000130;D04;;0
3000147;D10;;0
3000271;INC;;0
3000472;D10;;0
3001069;J01;Ant;0
3001230;J01;Ant;0
3002198;C02;;0
3002229;N03;;0
3002778;R06;;0
3002790;M01;;0
3002809;M01;;0
3002815;M01;;0
3002927;D02;;0
3002933;D02;;0
3003281;R03;;0
3003312;A11;;0
3003329;A11;;0
3003772;J07;;0
3003855;J01;Ant;0
3003861;INC;;0
3004145;A09;;0
3004151;A09;;0
3004346;N06;;0
3004352;N06;;0
3004613;G03;;0
3004837;C05;;0
3005104;N02;;0
3005185;INC;;0
3005268;INC;;0
3005280;A02;;0
3005297;A02;;0
3005328;S02;;0
3005475;M02;;0
3005481;M02;;0
3005498;M02;;0
3005506;M02;;0
3005713;N03;;0
3005825;J01;Ant;0
3005943;G04;;0
3006055;A07;;0
3006061;A07;;0
3006285;INC;;0
3006291;INC;;0
3006316;INC;;0
3006322;INC;;0
3006457;R01;;0
3006500;INC;;0
3006517;M02;;0
3006581;A11;;0
3006687;N04;;0
3006693;N04;;0
3006960;B03;;0
3007244;N02;;0
3007468;N02;;0
3007474;N02;;0
3008019;R03;;0
3008083;V08;;0
3008114;N05;Psy;0
3008120;N05;Psy;0
3008137;N05;Psy;0
3008143;N05;Psy;0
3008373;P01;;0
3008456;R01;;0
3008841;A03;;0
3008858;A03;;0
3008864;A03;;0
3008947;A11;;0
3008953;C07;;0
3008976;C07;;0
3008999;INC;;0
3009071;INC;;0
3009243;S01;;0
3009289;INC;;0
3009757;A01;;0
3009964;H03;;0
3010246;A11;;0
3010281;A11;;0
3284570;N06;;0
3284593;N06;;0
3284618;D06;;0
3284736;INC;;0
3284771;R01;;0
3284788;J07;;0
3284937;S01;;0
3284966;C05;;0
3284989;N05;Psy;0
3285026;L02;;0
3285049;INC;;0
3285055;L02;;0
3285061;L02;;0
3285121;C07;;0
3285150;L02;;0
3285196;M01;;0
3285204;M01;;0
3285256;R05;;0
3285339;R05;;0
3285492;C01;;0
3285546;A12;;0
3285552;B02;;0
3285575;V01;;0
3285598;V01;;0
3285724;J07;;0
3285836;C03;;0
3285842;C03;;0
3286095;M01;;0
3286103;M01;;0
3286161;J01;Ant;0
3286209;N03;;0
3286416;A03;;0
3286422;A03;;0
3286480;C01;;0
3286505;C01;;0
3286528;L02;;0
3286600;C05;;0
3286646;A01;;0
3286669;A10;;0
3286741;C08;;0
3286971;N02;;0
3177928;M01;;0
3178632;A11;;0
3178661;V08;;0
3178678;V08;;0
3178690;V08;;0
3178721;C05;;0
3178738;C05;;0
3178945;G03;;0
3179270;N05;;0
3179293;M01;;0
3179382;P01;;0
3179413;C01;;0
3179560;V01;;0
3179643;J02;;0
3179755;L01;;0
3179956;INC;;0
3179979;C10;;0
3180184;INC;;0
3180296;C05;;0
3180468;C05;;0
3180586;C05;;0
3180712;J01;Ant;0
3180853;N02;;0
3180965;N05;;0
3180971;N05;Psy;0
3181031;J01;Ant;0
3181255;M01;;0
3181261;R03;;0
3181373;N05;Psy;0
3181462;R03;;0
3181568;R06;;0
3181580;C07;;0
3181982;D07;;0
3182036;C07;;0
3182119;R05;;0
3182390;G03;;0
3182409;G03;;0
3182473;J01;Ant;0
3110019;A07;;0
3110114;D07;;0
3110189;INC;;0
3110835;INC;;0
3111243;N05;Psy;0
3111266;N05;Psy;0
3111272;N05;Psy;0
3111289;N05;Psy;0
3111303;N05;Psy;0
3111510;C04;;0
3111527;C04;;0
3111533;C04;;0
3111579;R01;;0
3111869;R05;;0
3111875;R05;;0
3112024;L01;;0
3112254;D11;;0
3112478;A01;;0
3112567;J01;Ant;0
3112917;A03;;0
3112923;A03;;0
3112946;A03;;0
3112952;A03;;0
3112969;A03;;0
3112975;A03;;0
3247876;N02;;0
3248108;N04;;0
3248261;R01;;0
3248315;N02;;0
3248321;N02;;0
3248717;P02;;0
3248723;P02;;0
3248752;N06;;0
3248769;N06;;0
3248781;N05;Psy;0
3248982;C03;;0
3248999;C03;;0
3249154;G03;;0
3249183;G03;;0
3249237;C03;;0
3249585;J01;Ant;0
3249875;J07;;0
3249929;J01;Ant;0
3249935;J01;Ant;0
3249970;J01;Ant;0
3249993;J01;Ant;0
3250016;J01;Ant;0
3250039;M01;;0
3250074;A07;;0
3250097;N06;;0
3250105;D07;;0
3250134;R03;;0
3250157;R03;;0
3250163;R03;;0
3250186;R03;;0
3250252;D10;;0
3250269;D10;;0
3250341;B05;;0
3250358;B05;;0
3250364;B05;;0
3250401;B05;;0
3250418;B05;;0
3250424;B05;;0
3250453;N02;;0
3250795;N03;;0
3250950;C01;;0
3251139;C04;;0
3251174;R05;;0
3251211;R02;;0
3251381;P02;;0
3251435;A02;;0
3251441;L01;;0
3251524;S01;;0
3230108;G03;;0
3230114;G03;;0
3230350;R06;;0
3230373;C07;;0
3230396;V08;;0
3230433;V08;;0
3239724;A10;;0
3239888;D10;;0
3239902;D07;;0
3239919;D07;;0
3239948;M01;;0
3239977;N05;Psy;0
3239983;N05;Psy;0
3154956;C04;;0
3155281;H02;;0
3156659;W99;;0
3156702;J01;Ant;0
3156725;J01;Ant;0
3156748;J01;Ant;0
3156760;J01;Ant;0
3156984;C04;;0
3157038;S01;;0
3157481;W99;;0
3157498;W99;;0
3157558;W99;;0
3157564;W99;;0
3157570;W99;;0
3157587;W99;;0
3157601;W99;;0
3157618;W99;;0
3157624;W99;;0
3157647;W99;;0
3157699;W99;;0
3157707;W99;;0
3157713;W99;;0
3157736;W99;;0
3157771;W99;;0
3157802;W99;;0
3157819;W99;;0
3157825;W99;;0
3157831;W99;;0
3157854;W99;;0
3157877;W99;;0
3157883;W99;;0
3157908;W99;;0
3157914;W99;;0
3157920;W99;;0
3157937;W99;;0
3157972;W99;;0
3157989;W99;;0
3158049;W99;;0
3158055;W99;;0
3158061;W99;;0
3158078;W99;;0
3158090;W99;;0
3158109;W99;;0
3158115;W99;;0
3158121;W99;;0
3158138;W99;;0
3158167;W99;;0
3158173;W99;;0
3158196;W99;;0
3158204;L01;;0
3158339;J01;Ant;0
3158428;A05;;0
3158457;H02;;0
3158575;D07;;0
3158730;J01;Ant;0
3158753;J01;Ant;0
3158782;J01;Ant;0
3158807;J01;Ant;0
3160187;D01;;0
3160218;L01;;0
3160508;R05;;0
3160520;N02;;0
3160537;INC;;0
3160655;D01;;0
3160721;C01;;0
3160885;N07;;0
3161011;B03;;0
3312881;C05;;0
3312906;A07;;0
3312912;L02;;0
3312935;N02;;0
3228092;C01;;0
3228198;P01;;0
3228206;J01;Ant;0
3228502;A02;;0
3228577;N05;Psy;0
3228666;S02;;0
3228672;C04;;0
3228821;M03;;0
3228850;J01;Ant;0
3229648;H02;;0
3229708;INC;;0
3229714;INC;;0
3229795;L01;;0
3229861;B01;;0
3229884;B01;;0
3229921;J01;Ant;0
3229967;J01;Ant;0
3229996;J01;Ant;0
3230002;J01;Ant;0
3230054;J01;Ant;0
3230077;C05;;0
3182579;A03;;0
3182869;H01;;0
3183283;J07;;0
3183432;J01;Ant;0
3183449;R05;;0
3183478;B05;;0
3183509;B05;;0
3183573;J01;Ant;0
3183662;N05;Psy;0
3184064;G03;;0
3184087;G03;;0
3184130;H02;;0
3184354;B05;;0
3184360;B05;;0
3184383;B05;;0
3184408;B05;;0
3184414;B05;;0
3185135;C03;;0
3185218;D01;;0
3185224;D01;;0
3185359;G03;;0
3185365;G03;;0
3185431;R03;;0
3185804;INC;;0
3186086;INC;;0
3186301;A03;;0
3186620;M02;;0
3186726;J07;;0
3186962;N05;;0
3187068;J01;Ant;0
3187186;C01;;0
3187370;G03;;0
3187482;J01;Ant;0
3187565;C05;;0
3187855;B01;;0
3187861;B01;;0
3188033;N02;;0
3188607;A07;;0
3188636;M01;;0
3188659;A07;;0
3188694;D07;;0
3188731;D01;;0
3188926;INC;;0
3189067;C04;;0
3189127;D07;;0
3189363;N02;;0
3189469;J01;Ant;0
3189498;J07;;0
3117286;C05;;0
3117346;P02;;0
3117398;C05;;0
3117783;M02;;0
3117814;INC;;0
3117820;A16;;0
3117866;INC;;0
3117961;R03;;0
3118104;L01;;0
3265779;M04;;0
3265822;C01;;0
3265911;J01;Ant;0
3265934;J01;Ant;0
3266023;J01;Ant;0
3266052;J01;Ant;0
3266069;J01;Ant;0
3266112;G03;;0
3266135;M01;;0
3266371;N06;;0
3113437;INC;;0
3113443;S01;;0
3113638;B03;;0
3113785;D06;;0
3114017;B02;;0
3114224;INC;;0
3114247;S01;;0
3114253;S01;;0
3114394;INC;;0
3114589;S01;;0
3114603;S01;;0
3114690;S01;;0
3114945;A04;;0
3114968;A04;;0
3114974;A04;;0
3115212;N01;;0
3115241;N01;;0
3115264;N01;;0
3115270;N01;;0
3115318;N01;;0
3115376;N01;;0
3115382;N01;;0
3115519;N03;;0
3115689;A09;;0
3115695;A09;;0
3115726;J01;Ant;0
3115732;C05;;0
3115749;R02;;0
3115755;B02;;0
3115761;B02;;0
3115873;D07;;0
3116016;S01;;0
3116192;M02;;0
3116217;J04;;0
3116298;INC;;0
3116341;C01;;0
3116453;N02;;0
3116482;N02;;0
3116743;C05;;0
3116795;N05;Psy;0
3117116;V01;;0
3117122;V01;;0
3276719;A06;;0
3277877;R05;;0
3277972;R02;;0
3278173;C08;;0
3251530;S01;;0
3251599;A07;;0
3251607;J01;Ant;0
3251665;A07;;0
3251719;J01;Ant;0
3251760;N02;;0
3251820;N02;;0
3251843;J01;Ant;0
3252073;N05;Psy;0
3252481;M01;;0
3252802;C04;;0
3252848;A07;;0
3252877;B05;;0
3252883;B05;;0
3252908;B05;;0
3253090;N05;Psy;0
3253109;N05;Psy;0
3253115;N05;Psy;0
3253405;J01;Ant;0
3253411;J01;Ant;0
3253434;M01;;0
3253546;V07;;0
3312734;A12;;0
3312757;C07;;0
3312763;C07;;0
3030131;J04;;0
3030220;M02;;0
3030303;N03;;0
3030527;S01;;0
3030533;S01;;0
3030869;R05;;0
3030881;B02;;0
3030898;B02;;0
3030906;B02;;0
3031159;C05;;0
3031171;C05;;0
3031320;C01;;0
3031337;C01;;0
3031389;C01;;0
3031656;N02;;0
3031722;C05;;0
3031751;H02;;0
3031768;R03;;0
3031774;R03;;0
3031780;R03;;0
3031892;R06;;0
3031900;R06;;0
3031917;R06;;0
3031923;R06;;0
3031975;R05;;0
3031998;R05;;0
3032012;R05;;0
3032029;R05;;0
3032035;R05;;0
3032041;R05;;0
3032207;S01;;0
3032319;N05;;0
3062438;INC;;0
3062591;INC;;0
3062616;INC;;0
3062763;R02;;0
3062800;D07;;0
3062846;C01;;0
3062935;A06;;0
3063107;R05;;0
3063219;M03;;0
3063314;G03;;0
3063320;G03;;0
3063343;G03;;0
3063768;R02;;0
3064064;INC;;0
3064549;N05;;0
3064555;N05;;0
3064578;P01;;0
3064638;A07;;0
3064851;R05;;0
3065135;S01;;0
3065247;S01;;0
3065253;S01;;0
3065299;R05;;0
3065307;R05;;0
3065595;H02;;0
3065661;D05;;0
3065678;D05;;0
3065684;D05;;0
3065715;N05;;0
3065721;N05;;0
3065738;N05;;0
3065827;N05;Psy;0
3065856;N05;Psy;0
3223309;B06;;0
3223479;C08;;0
3223485;C08;;0
3223491;J01;Ant;0
3223887;J01;Ant;0
3223893;R06;;0
3223918;INC;;0
3223953;M01;;0
3223976;J01;Ant;0
3223999;J01;Ant;0
3224088;M03;;0
3209551;N06;;0
3209568;R01;;0
3209686;R01;;0
3210287;D07;;0
3210293;D07;;0
3210577;J01;Ant;0
3210583;V08;;0
3210643;N02;;0
3211097;J01;Ant;0
3211105;J01;Ant;0
3211111;J01;Ant;0
3211128;J01;Ant;0
3211878;C05;;0
3211890;A05;;0
3212056;R05;;0
3212062;R05;;0
3212145;J01;Ant;0
3212990;J07;;0
3213251;A07;;0
3213280;J02;;0
3213593;G01;;0
3213682;G03;;0
3214055;INC;;0
3214115;H02;;0
3214345;A07;;0
3214776;J06;;0
3214954;INC;;0
3406122;J01;Ant;0
3406139;J01;Ant;0
3406145;J01;Ant;0
3406151;J01;Ant;0
3406168;J01;Ant;0
3406174;J01;Ant;0
3406180;J01;Ant;0
3406197;J01;Ant;0
3406205;L02;;0
3406292;A02;;0
3406300;A02;;0
3406317;A02;;0
3406323;A02;;0
3406435;A06;;0
3406458;A06;;0
3406576;H05;;0
3313314;G03;;0
3313337;C04;;0
3313343;C04;;0
3313389;M01;;0
3313395;N05;;0
3313403;L01;;0
3313567;S01;;0
3313739;J01;Ant;0
3313745;J01;Ant;0
3313780;J01;Ant;0
3313797;J01;Ant;0
3314331;C07;;0
3314414;N06;;0
3314526;D08;;0
3314532;D08;;0
3314555;G03;;0
3314667;A03;;0
3314704;N05;Psy;0
3314727;R06;;0
3314762;N05;Psy;0
3314779;R05;;0
3314874;N03;;0
3314911;J01;Ant;0
3314986;N06;;0
3315000;N02;;0
3315023;M01;;0
3315201;C09;;0
3315224;C09;;0
3315247;C09;;0
3315359;R03;;0
3315371;R03;;0
3315454;C01;;0
3315460;R05;;0
3315477;J01;Ant;0
3010482;M04;;0
3010499;A11;;0
3148453;W99;;0
3148476;W99;;0
3148482;W99;;0
3148499;W99;;0
3148507;W99;;0
3148513;W99;;0
3148536;W99;;0
3148602;J01;Ant;0
3148996;N05;Psy;0
3149240;C03;;0
3149300;S01;;0
3149889;N04;;0
3149955;M04;;0
3149978;D08;;0
3150059;J07;;0
3150125;L01;;0
3150148;L01;;0
3150208;C03;;0
3150272;C10;;0
3150390;C04;;0
3150668;J07;;0
3150674;N05;;0
3150728;N05;;0
3151047;INC;;0
3151076;INC;;0
3151573;B05;;0
3151604;B05;;0
3151610;B05;;0
3151633;W99;;0
3151886;J01;Ant;0
3151981;A12;;0
3152012;A12;;0
3152271;R03;;0
3152704;A10;;0
3152727;A10;;0
3153247;V01;;0
3153253;V01;;0
3153276;V01;;0
3153313;A07;;0
3153342;S02;;0
3153365;R03;;0
3153371;N04;;0
3153477;N05;Psy;0
3153520;B05;;0
3153572;INC;;0
3153589;INC;;0
3153595;INC;;0
3153603;INC;;0
3065997;B05;;0
3066152;INC;;0
3066376;V07;;0
3066442;J07;;0
3066459;J07;;0
3066643;N07;;0
3066809;J01;Ant;0
3066815;J01;Ant;0
3066933;A03;;0
3066962;G02;;0
3066979;G02;;0
3067068;L04;;0
3067080;L01;;0
3067097;L01;;0
3067499;V08;;0
3067507;V08;;0
3067708;N02;;0
3067743;G03;;0
3067766;G03;;0
3068033;A06;;0
3068091;N05;;0
3068116;N05;;0
3068122;N05;;0
3068145;N05;;0
3068151;N05;;0
3069009;R05;;0
3069245;A02;;0
3069311;J04;;0
3069400;D07;;0
3182504;C04;;0
3367066;R03;;0
3367089;R03;;0
3367296;V03;;0
3367356;J07;;0
3367362;J07;;0
3367994;M01;;0
3368077;N02;;0
3368195;M01;;0
3368315;A10;;0
3368396;D07;;0
3368410;D07;;0
3368479;N02;;0
3368491;D07;;0
3368611;B01;;0
3368634;M01;;0
3368663;A06;;0
3368723;J01;Ant;0
3126233;B05;;0
3126291;B05;;0
3126316;B05;;0
3126322;B05;;0
3129326;INC;;0
3129332;INC;;0
3129361;A10;;0
3129378;A10;;0
3129591;J01;Ant;0
3129639;B03;;0
3130039;R05;;0
3130045;N05;;0
3130329;N05;;0
3130418;A12;;0
3130447;A05;;0
3130476;J01;Ant;0
3130536;J01;Ant;0
3130565;N06;;0
3130571;N06;;0
3130594;S01;;0
3130714;N05;;0
3130720;N05;;0
3130737;A06;;0
3130743;A06;;0
3295579;C01;;0
3295639;N03;;0
3295800;A09;;0
3295817;H02;;0
3295823;H02;;0
3295846;H02;;0
3295869;C01;;0
3295881;C01;;0
3295906;C01;;0
3295929;C01;;0
3295935;M01;;0
3295941;M01;;0
3295987;INC;;0
3296018;R05;;0
3296024;R05;;0
3296047;A11;;0
3296053;R03;;0
3296107;N05;Psy;0
3296202;R03;;0
3296308;C05;;0
3296389;N05;;0
3296395;S01;;0
3296449;J01;Ant;0
3296751;R03;;0
3296900;G03;;0
3296917;G03;;0
3297041;P02;;0
3297064;P02;;0
3297236;D07;;0
3297265;G03;;0
3297294;G03;;0
3297325;G03;;0
3297348;A03;;0
3297354;J01;Ant;0
3297578;C03;;0
3297584;A03;;0
3297615;N07;;0
3315508;J01;Ant;0
3315520;N05;;0
3315537;N05;;0
3315632;A03;;0
3315661;R05;;0
3315684;R05;;0
3315690;A05;;0
3315721;H01;;0
3315738;H01;;0
3315744;H01;;0
3315750;H01;;0
3315773;S01;;0
3315796;S01;;0
3315833;M01;;0
3315922;A02;;0
3315945;A02;;0
3315951;R03;;0
3315968;R03;;0
3316703;M02;;0
3316761;N02;;0
3316815;A11;;0
3316910;N04;;0
3317022;L01;;0
3317039;INC;;0
3317080;S01;;0
3317097;C01;;0
3317134;V08;;0
3317140;V08;;0
3317157;V08;;0
3359569;A03;;0
3359598;M01;;0
3359635;C03;;0
3360213;A06;;0
3360288;C03;;0
3360302;INC;;0
3360383;J01;Ant;0
3360408;J01;Ant;0
3360420;N06;;0
3360437;G03;;0
3360472;L02;;0
3360532;A12;;0
3360549;A12;;0
3360578;B01;;0
3360584;B01;;0
3360590;B01;;0
3360609;B01;;0
3331625;A04;;0
3331677;N02;;0
3331890;N05;;0
3331909;N02;;0
3331967;C05;;0
3332010;C05;;0
3332323;C05;;0
3332352;N02;;0
3332369;N02;;0
3332375;N02;;0
3332381;N02;;0
3332493;N06;;0
3332754;R03;;0
3332814;L01;;0
3332837;L01;;0
3332926;N06;;0
3332932;N06;;0
3333179;M05;;0
3333251;N02;;0
3333280;R01;;0
3333297;R01;;0
3333311;J01;Ant;0
3333334;J01;Ant;0
3333357;C08;;0
3333392;C08;;0
3333802;N06;;0
3333860;N06;;0
3333989;A12;;0
3334078;C08;;0
3334109;C08;;0
3334210;J01;Ant;0
3334227;J01;Ant;0
3334233;J01;Ant;0
3312941;N02;;0
3312958;N02;;0
3312964;INC;;0
3312987;INC;;0
3313001;N05;;0
3313113;J01;Ant;0
3313225;S01;;0
3313260;V03;;0
3313308;N03;;0
3029234;R05;;0
3029240;R05;;0
3029292;N03;;0
3029300;N03;;0
3029518;M02;;0
3029607;INC;;0
3029636;INC;;0
3029642;D07;;0
3029665;INC;;0
3029820;N02;;0
3029837;V03;;0
3029843;INC;;0
3029872;INC;;0
3029889;INC;;0
3029895;A05;;0
3029949;S02;;0
3097371;S01;;0
3097388;R01;;0
3097394;C03;;0
3097520;H02;;0
3098040;S01;;0
3098465;A06;;0
3098471;A06;;0
3098488;A06;;0
3098519;A06;;0
3098583;A03;;0
3098608;A03;;0
3098614;A03;;0
3098749;N05;Psy;0
3098815;A03;;0
3098821;A03;;0
3098838;A03;;0
3099016;J01;Ant;0
3099068;J01;Ant;0
3099200;D01;;0
3099223;INC;;0
3099619;G03;;0
3099625;G03;;0
3099789;INC;;0
3099795;INC;;0
3099826;A11;;0
3099832;A11;;0
3099855;A11;;0
3099944;R01;;0
3099950;S01;;0
3099967;S01;;0
3100334;J01;Ant;0
3101032;S01;;0
3101109;A16;;0
3101173;V03;;0
3101196;V03;;0
3101380;R05;;0
3101397;R05;;0
3101405;R05;;0
3102190;N07;;0
3102250;N06;;0
3102267;N06;;0
3102296;N06;;0
3339762;A02;;0
3339874;M03;;0
3339880;M03;;0
3339957;C05;;0
3340110;M03;;0
3340156;M03;;0
3340179;M03;;0
3340251;J01;Ant;0
3340274;J01;Ant;0
3340297;J01;Ant;0
3340311;J01;Ant;0
3406582;H05;;0
3118110;J01;Ant;0
3118127;C02;;0
3118245;C02;;0
3118280;C01;;0
3118535;A07;;0
3118676;J04;;0
3118788;N05;;0
3118794;B03;;0
3119670;INC;;0
3121454;N05;;0
3121460;N05;;0
3122689;N02;;0
3122703;R02;;0
3122933;J07;;0
3123016;A11;;0
3123708;N07;;0
3124168;J01;Ant;0
3125009;INC;;0
3125133;R05;;0
3125630;B05;;0
3125972;N06;;0
3126026;N06;;0
3126144;B05;;0
3126150;B05;;0
3126167;B05;;0
3126173;B05;;0
3126196;B05;;0
3126210;B05;;0
3126227;B05;;0
3293617;J07;;0
3293669;A12;;0
3293698;C01;;0
3293907;R05;;0
3293959;C03;;0
3293965;C03;;0
3293971;A12;;0
3293988;A12;;0
3294143;A12;;0
3294203;C07;;0
3294278;D07;;0
3294290;D02;;0
3294692;C02;;0
3294746;C02;;0
3294752;N05;;0
3294775;N05;;0
3294798;N05;;0
3294806;N05;;0
3294829;C01;;0
3294835;C01;;0
3294864;B01;;0
3294870;B01;;0
3294887;B01;;0
3294918;A11;;0
3294930;A11;;0
3295119;B01;;0
3295125;J01;Ant;0
3295131;J01;Ant;0
3295160;J01;Ant;0
3295183;J01;Ant;0
3295237;J01;Ant;0
3295272;N02;;0
3295349;J01;Ant;0
3295361;J01;Ant;0
3295384;J01;Ant;0
3295409;J04;;0
3295438;A07;;0
3330608;C08;;0
3330620;M05;;0
3330637;C09;;0
3330643;C09;;0
3403980;A10;;0
3403997;A10;;0
3404092;L03;;0
3404117;A07;;0
3404123;M01;;0
3404146;M01;;0
3404152;M01;;0
3404169;M01;;0
3404175;G03;;0
3253552;V07;;0
3253569;V07;;0
3253902;H03;;0
3253919;H03;;0
3253954;S01;;0
3254132;M01;;0
3254310;J01;Ant;0
3254327;J01;Ant;0
3254445;P01;;0
3254451;R05;;0
3254468;N05;;0
3254600;J01;Ant;0
3254617;R03;;0
3254623;R03;;0
3254882;G03;;0
3254899;L02;;0
3254913;G03;;0
3254936;G03;;0
3254942;C07;;0
3254965;V03;;0
3255002;D01;;0
3255189;N02;;0
3255522;V08;;0
3255663;C04;;0
3255746;D01;;0
3255775;A10;;0
3255999;N05;;0
3256013;C03;;0
3256036;C03;;0
3256214;J01;Ant;0
3256237;J01;Ant;0
3256243;J02;;0
3256326;J01;Ant;0
3256332;J01;Ant;0
3256757;N02;;0
3257001;N02;;0
3257171;J01;Ant;0
3257225;J01;Ant;0
3257231;J01;Ant;0
3257248;J01;Ant;0
3257260;N05;Psy;0
3257403;R05;;0
3257550;J07;;0
3257610;C04;;0
3257656;C04;;0
3257685;A02;;0
3258578;J01;Ant;0
3258584;J01;Ant;0
3258615;N02;;0
3259081;J01;Ant;0
3259164;V03;;0
3259170;V03;;0
3194950;C04;;0
3195079;V07;;0
3195085;V07;;0
3195091;B05;;0
3195139;B05;;0
3195174;B05;;0
3195234;INC;;0
3195240;B05;;0
3195257;B05;;0
3195895;N02;;0
3195903;N02;;0
3195932;N02;;0
3195949;N02;;0
3279215;B05;;0
3279221;B05;;0
3279238;INC;;0
3279296;C01;;0
3279304;C01;;0
3279310;INC;;0
3279623;B05;;0
3279942;N06;;0
3279971;C03;;0
3279988;A02;;0
3280098;G03;;0
3280141;R03;;0
3280342;D07;;0
3224148;A03;;0
3224243;C07;;0
3224295;S01;;0
3224303;S01;;0
3224326;S01;;0
3224378;C01;;0
3224705;C02;;0
3224711;C02;;0
3224734;A07;;0
3224740;L01;;0
3224792;C05;;0
3225001;C07;;0
3225047;C07;;0
3225099;N07;;0
3225159;S02;;0
3225219;J01;Ant;0
3225283;D07;;0
3225366;D07;;0
3225395;D07;;0
3225461;INC;;0
3225691;N06;;0
3225716;N06;;0
3225739;B05;;0
3225745;B05;;0
3225768;B05;;0
3225774;B05;;0
3225857;D07;;0
3225917;B01;;0
3226101;J01;Ant;0
3226118;J01;Ant;0
3226124;J01;Ant;0
3226503;A02;;0
3226526;C07;;0
3226880;A07;;0
3226928;J01;Ant;0
3051883;A11;;0
3051908;A11;;0
3051914;A11;;0
3051966;A11;;0
3052061;R03;;0
3052233;INC;;0
3052500;L04;;0
3052569;M01;;0
3052575;M01;;0
3052581;M01;;0
3052641;INC;;0
3052813;B02;;0
3053209;A01;;0
3053215;A01;;0
3053534;P01;;0
3053540;P01;;0
3054255;C04;;0
3021126;S01;;0
3021149;S01;;0
3021161;INC;;0
3021304;S01;;0
3021706;R01;;0
3021741;S01;;0
3022752;INC;;0
3022775;INC;;0
3022781;INC;;0
3022798;INC;;0
3023065;S01;;0
3023131;D07;;0
3023349;A16;;0
3023390;A05;;0
3023711;INC;;0
3290211;J01;Ant;0
3290263;R03;;0
3290286;R03;;0
3290323;J01;Ant;0
3290346;L02;;0
3290369;L02;;0
3290381;J01;Ant;0
3290435;S01;;0
3290441;S01;;0
3290458;S01;;0
3290599;A12;;0
3290613;A06;;0
3334256;J01;Ant;0
3334279;V08;;0
3334291;V08;;0
3334316;V08;;0
3334322;V08;;0
3334339;V08;;0
3334351;V08;;0
3334374;V08;;0
3334463;A10;;0
3334486;A10;;0
3334693;C08;;0
3334730;C08;;0
3334753;C08;;0
3334782;C08;;0
3334836;R03;;0
3334842;R03;;0
3334948;J01;Ant;0
3334960;D10;;0
3334977;V08;;0
3334983;V08;;0
3335238;C04;;0
3335244;A11;;0
3335296;V08;;0
3335304;V08;;0
3335379;N05;Psy;0
3335451;J01;Ant;0
3335480;N05;Psy;0
3335497;M02;;0
3335818;C05;;0
3335847;C05;;0
3335876;J01;Ant;0
3335882;J01;Ant;0
3335994;A10;;0
3336172;G03;;0
3336462;A02;;0
3336663;A11;;0
3336686;A11;;0
3336692;D06;;0
3336700;A12;;0
3336953;P01;;0
3351496;C08;;0
3351510;N02;;0
3351639;N02;;0
3351651;N02;;0
3351763;B01;;0
3351800;B03;;0
3351941;S01;;0
3146313;W99;;0
3146336;W99;;0
3146365;W99;;0
3146371;W99;;0
3146388;W99;;0
3146419;W99;;0
3386365;D01;;0
3386371;D01;;0
3386477;G02;;0
3386508;G02;;0
3386514;G02;;0
3386520;J01;Ant;0
3386572;C08;;0
3386709;J01;Ant;0
3386715;J01;Ant;0
3386862;S01;;0
3387057;N04;;0
3387063;N04;;0
3387175;S01;;0
3387376;J01;Ant;0
3387399;J01;Ant;0
3387407;J01;Ant;0
3387442;J01;Ant;0
3517235;C08;;0
3517301;N02;;0
3517442;R05;;0
3517459;M01;;0
3517465;J01;Ant;0
3517471;J01;Ant;0
3517548;J01;Ant;0
3517689;J05;;0
3069423;G01;;0
3069446;A07;;0
3069469;A07;;0
3102623;D07;;0
3102669;D07;;0
3102675;H02;;0
3103019;H01;;0
3103083;N07;;0
3103539;R03;;0
3103545;N03;;0
3103746;C02;;0
3103893;N05;;0
3103901;N05;;0
3104036;R05;;0
3104059;R05;;0
3104065;R05;;0
3104071;R05;;0
3104088;R05;;0
3104131;J01;Ant;0
3104674;J07;;0
3104757;J01;Ant;0
3104875;J01;Ant;0
3104881;J01;Ant;0
3104898;J01;Ant;0
3105030;N02;;0
3105053;R03;;0
3105277;R06;;0
3105283;R06;;0
3105308;R06;;0
3105320;R05;;0
3105923;J01;Ant;0
3105946;J01;Ant;0
3105969;R05;;0
3105975;R05;;0
3105981;R05;;0
3106006;M04;;0
3054261;C07;;0
3054580;C08;;0
3055071;N02;;0
3055496;N03;;0
3055792;V03;;0
3055875;H02;;0
3056082;R01;;0
3056136;A07;;0
3056142;A07;;0
3056171;INC;;0
3056395;INC;;0
3056432;D05;;0
3056478;D02;;0
3057118;N05;;0
3057124;N05;;0
3057147;N05;;0
3057294;N06;;0
3057302;N06;;0
3057319;N06;;0
3057325;N06;;0
3057331;C03;;0
3057377;C05;;0
3057437;INC;;0
3057443;INC;;0
3057503;B05;;0
3057526;B05;;0
3057839;B05;;0
3057845;B05;;0
3057897;B05;;0
3057940;B05;;0
3146827;W99;;0
3146833;W99;;0
3146856;W99;;0
