PHA_PRS_IDE;PHA_ATC_CLA;GRP_GRP_COD;TEC_COL
3146862;W99;;0
3146879;W99;;0
3146885;W99;;0
3146891;W99;;0
3146916;W99;;0
3146939;W99;;0
3146945;W99;;0
3146951;W99;;0
3146974;W99;;0
3146997;W99;;0
3297845;INC;;0
3323152;M01;;0
3323287;S01;;0
3323577;A02;;0
3323583;A02;;0
3323614;A03;;0
3323850;C07;;0
3323979;A06;;0
3324097;INC;;0
3324418;C08;;0
3324654;B01;;0
3324660;M03;;0
3324708;J01;Ant;0
3324737;B01;;0
3324743;G01;;0
3324795;A09;;0
3324861;C01;;0
3324884;C01;;0
3324996;V08;;0
3325004;V08;;0
3325010;V08;;0
3325406;A03;;0
3325702;V03;;0
3325748;S01;;0
3325754;S01;;0
3325760;S01;;0
3391194;INC;;0
3391225;J01;Ant;0
3391248;J01;Ant;0
3391277;J01;Ant;0
3391283;J01;Ant;0
3391308;G03;;0
3391395;S01;;0
3391426;G03;;0
3391455;G03;;0
3391484;INC;;0
3391633;L02;;0
3391679;A06;;0
3391722;A06;;0
3391805;N07;;0
3391946;R03;;0
3391981;R03;;0
3392006;R03;;0
3112981;A03;;0
3112998;D09;;0
3113207;A11;;0
3113213;A11;;0
3292919;R01;;0
3292925;R01;;0
3293149;C10;;0
3293184;D06;;0
3293190;C01;;0
3293244;D07;;0
3293267;L02;;0
3293273;A02;;0
3293296;R01;;0
3293327;A02;;0
3293362;J01;Ant;0
3293391;N06;;0
3293474;A07;;0
3293505;C07;;0
3293511;A09;;0
3293528;A09;;0
3293534;N02;;0
3317312;C07;;0
3317329;C09;;0
3317335;C09;;0
3400579;V08;;0
3400585;V08;;0
3400591;V08;;0
3400728;N02;;0
3400740;D01;;0
3400757;D01;;0
3400763;D01;;0
3400792;D01;;0
3400800;D01;;0
3400817;D01;;0
3400906;C08;;0
3400941;C08;;0
3230479;V08;;0
3230485;V08;;0
3230628;J01;Ant;0
3230686;J01;Ant;0
3230692;J01;Ant;0
3230700;J01;Ant;0
3230746;J01;Ant;0
3230829;D07;;0
3230901;D07;;0
3387784;C10;;0
3387821;C10;;0
3387873;A12;;0
3387896;A02;;0
3387904;A02;;0
3388045;J05;;0
3388051;J05;;0
3388068;V08;;0
3388080;C07;;0
3388393;J01;Ant;0
3331358;C08;;0
3331401;J01;Ant;0
3331424;J01;Ant;0
3331430;J01;Ant;0
3331513;INC;;0
3331571;C09;;0
3189529;M01;;0
3189593;N04;;0
3189618;S01;;0
3189819;N02;;0
3189972;J01;Ant;0
3190478;J07;;0
3190521;A02;;0
3190544;A02;;0
3190627;M01;;0
3190633;M01;;0
3190656;M01;;0
3190886;N06;;0
3190892;INC;;0
3190952;J01;Ant;0
3191199;A01;;0
3191319;L01;;0
3191420;J01;Ant;0
3191489;B01;;0
3191549;J01;Ant;0
3191992;N05;;0
3192135;J07;;0
3192170;R05;;0
3192253;S02;;0
3192276;N03;;0
3192282;D02;;0
3192307;A02;;0
3192313;A02;;0
3192750;A10;;0
3192767;A10;;0
3192796;D07;;0
3192862;C01;;0
3147927;C04;;0
3148068;INC;;0
3148128;W99;;0
3148134;W99;;0
3148140;W99;;0
3148157;W99;;0
3148163;W99;;0
3148186;W99;;0
3148192;W99;;0
3146425;W99;;0
3146431;W99;;0
3146454;W99;;0
3146460;W99;;0
3302730;J01;Ant;0
3302782;A05;;0
3302799;N06;;0
3302842;A12;;0
3302859;A12;;0
3302977;R03;;0
3303014;R03;;0
3303497;S01;;0
3303505;S01;;0
3406731;M05;;0
3406955;A06;;0
3407009;A10;;0
3407038;A10;;0
3407096;R05;;0
3407104;R05;;0
3407110;R05;;0
3407127;R05;;0
3407133;R05;;0
3407156;R05;;0
3407162;R05;;0
3407179;J01;Ant;0
3407185;J01;Ant;0
3407191;J01;Ant;0
3407216;J01;Ant;0
3407222;J01;Ant;0
3407239;J01;Ant;0
3407245;C01;;0
3407251;C01;;0
3407268;C01;;0
3407274;C01;;0
3407280;C01;;0
3407297;C01;;0
3407305;C01;;0
3407311;M01;;0
3407334;A02;;0
3407340;A02;;0
3407357;A02;;0
3407363;M01;;0
3407386;M01;;0
3407400;M01;;0
3407417;M01;;0
3407446;M01;;0
3407452;C05;;0
3407512;C01;;0
3407541;A07;;0
3407564;A11;;0
3407601;J05;;0
3407883;V08;;0
3407914;V08;;0
3408109;A02;;0
3408121;A02;;0
3408144;A02;;0
3408204;R03;;0
3420240;C07;;0
3420257;C07;;0
3420263;C07;;0
3420553;C04;;0
3420725;N06;;0
3420783;N06;;0
3420843;J05;;0
3420866;C08;;0
3420872;C08;;0
3420889;C08;;0
3420926;C10;;0
3420932;C10;;0
3420955;C10;;0
3420990;J05;;0
3421009;J05;;0
3421015;J05;;0
3421021;A10;;0
3421038;A10;;0
3421044;A10;;0
3421050;A10;;0
3421297;B01;;0
3421305;B01;;0
3421328;D06;;0
3421357;A11;;0
3421498;C05;;0
3421506;N01;;0
3421512;M01;;0
3421529;M01;;0
3421535;M01;;0
3421541;H01;;0
3421558;H01;;0
3421564;H01;;0
3421570;H01;;0
3421587;H01;;0
3421593;H01;;0
3404241;M05;;0
3404287;G02;;0
3404293;S01;;0
3404301;S01;;0
3404318;S01;;0
3404376;G04;;0
3404382;N05;Psy;0
3404413;C07;;0
3404459;D02;;0
3404471;J01;Ant;0
3404531;N05;Psy;0
3404554;C08;;0
3404577;J01;Ant;0
3404583;C03;;0
3404608;C07;;0
3243482;J07;;0
3243513;INC;;0
3243619;V04;;0
3243789;J01;Ant;0
3244027;A02;;0
3244079;P02;;0
3244139;J01;Ant;0
3244375;J01;Ant;0
3244381;J01;Ant;0
3244398;J01;Ant;0
3244406;J01;Ant;0
3244412;S01;;0
3244435;S01;;0
3244553;J01;Ant;0
3244576;J01;Ant;0
3244582;J01;Ant;0
3244671;C01;;0
3244843;N06;;0
3244895;R06;;0
3245222;M01;;0
3245245;J01;Ant;0
3330666;D01;;0
3330695;D01;;0
3330784;B05;;0
3330790;B05;;0
3330809;B05;;0
3330815;B05;;0
3330821;B05;;0
3330838;B05;;0
3330844;B05;;0
3330850;B05;;0
3330867;B05;;0
3330873;B05;;0
3330896;B05;;0
3331217;D03;;0
3331246;G04;;0
3331312;N04;;0
3331335;C08;;0
3217792;B05;;0
3217906;N05;Psy;0
3217964;C04;;0
3218001;J01;Ant;0
3218283;R01;;0
3218432;L01;;0
3218596;A02;;0
3218768;C07;;0
3218946;D07;;0
3218969;D07;;0
3218981;C04;;0
3218998;N02;;0
3219029;D07;;0
3219118;J01;Ant;0
3219213;A05;;0
3219294;G03;;0
3219443;A10;;0
3219472;A02;;0
3219704;J01;Ant;0
3219710;J01;Ant;0
3219727;N02;;0
3219756;A02;;0
3219992;N02;;0
3220067;G03;;0
3280520;S02;;0
3280537;S01;;0
3280543;S01;;0
3280589;M01;;0
3280709;G03;;0
3280715;G03;;0
3280721;G01;;0
3280773;V08;;0
3280804;A12;;0
3281057;R05;;0
3281152;A02;;0
3281198;A12;;0
3281235;INC;;0
3281258;D10;;0
3281376;A12;;0
3411181;C01;;0
3411301;A12;;0
3411442;M01;;0
3411459;M01;;0
3411554;INC;;0
3411560;A12;;0
3411577;A12;;0
3411614;J01;Ant;0
3411689;J01;Ant;0
3411703;A03;;0
3411726;A12;;0
3411809;A04;;0
3411815;A01;;0
3411844;S01;;0
3411904;A02;;0
3423801;N05;;0
3423830;N02;;0
3421601;H01;;0
3421618;H01;;0
3421624;H01;;0
3421630;H01;;0
3421676;A03;;0
3421699;B01;;0
3421707;B01;;0
3421736;H01;;0
3421742;H01;;0
3421765;M01;;0
3421794;A02;;0
3421819;A02;;0
3421860;J01;Ant;0
3421877;J01;Ant;0
3421883;J01;Ant;0
3421908;J01;Ant;0
3421914;J01;Ant;0
3421920;J01;Ant;0
3422090;A12;;0
3422210;C10;;0
3422256;C10;;0
3422397;N01;;0
3422405;N01;;0
3422492;J01;Ant;0
3422888;J01;Ant;0
3422894;J01;Ant;0
3422902;J01;Ant;0
3422919;J01;Ant;0
3422931;M01;;0
3422948;M01;;0
3422954;M01;;0
3423089;A07;;0
3423273;G03;;0
3423439;C07;;0
3423445;C07;;0
3423474;C07;;0
3423623;A12;;0
3423646;L02;;0
3423675;INC;;0
3423729;D07;;0
3423735;D07;;0
3423741;A03;;0
3423758;A03;;0
3423770;N05;;0
3423787;N05;;0
3393307;R03;;0
3290808;A06;;0
3291067;M01;;0
3291073;M01;;0
3291096;M01;;0
3291110;M01;;0
3291245;M01;;0
3291251;M01;;0
3291274;C01;;0
3291280;C09;;0
3291297;C09;;0
3291328;D08;;0
3291334;D08;;0
3291699;A12;;0
3291819;B03;;0
3292150;L02;;0
3292173;L02;;0
3292210;N02;;0
3292227;N02;;0
3292440;A06;;0
3292463;D08;;0
3292492;D01;;0
3292606;C02;;0
3292612;N02;;0
3292635;A12;;0
3292747;A11;;0
3417829;R01;;0
3417835;R01;;0
3417841;R01;;0
3417864;J05;;0
3417870;J05;;0
3417887;J01;Ant;0
3417893;J01;Ant;0
3417901;J01;Ant;0
3417918;J01;Ant;0
3417924;J01;Ant;0
3417930;J01;Ant;0
3418154;R05;;0
3418556;A03;;0
3418591;R05;;0
3418792;N02;;0
3418970;P01;;0
3419030;N05;Psy;0
3419248;J01;Ant;0
3419308;H01;;0
3419395;A06;;0
3419426;A06;;0
3419490;R05;;0
3419521;INC;;0
3419538;S01;;0
3358216;B01;;0
3358245;B01;;0
3358280;G02;;0
3358297;A11;;0
3358647;A06;;0
3358653;A06;;0
3358707;D01;;0
3358771;L01;;0
3358788;L01;;0
3358854;B01;;0
3358860;B03;;0
3358972;C10;;0
3358989;J01;Ant;0
3358995;J01;Ant;0
3359049;H04;;0
3359055;H04;;0
3359109;L01;;0
3359115;L01;;0
3359121;L01;;0
3359150;M01;;0
3359173;M01;;0
3359204;M01;;0
3359227;C04;;0
3359397;J05;;0
3359440;J01;Ant;0
3359457;J01;Ant;0
3375640;J01;Ant;0
3375663;J01;Ant;0
3375835;C07;;0
3517695;J05;;0
3517703;J05;;0
3517732;J01;Ant;0
3517778;J01;Ant;0
3517790;H01;;0
3517815;H01;;0
3517838;V08;;0
3517850;V08;;0
3517873;V08;;0
3379336;V08;;0
3379359;V08;;0
3379371;V08;;0
3379394;V08;;0
3379419;V08;;0
3379431;V08;;0
3379454;V08;;0
3379477;V08;;0
3379514;V08;;0
3379537;V08;;0
3379543;V08;;0
3379566;V08;;0
3379603;S01;;0
3379649;J01;Ant;0
3379744;S01;;0
3379810;C08;;0
3379862;C08;;0
3380138;J01;Ant;0
3380144;N03;;0
3380210;R05;;0
3380227;R05;;0
3380256;R05;;0
3380368;N02;;0
3380440;R05;;0
3380724;C01;;0
3380730;C01;;0
3405714;A11;;0
3405720;J01;Ant;0
3405737;J01;Ant;0
3405743;J01;Ant;0
3405766;J01;Ant;0
3405772;J01;Ant;0
3405789;J01;Ant;0
3405861;J01;Ant;0
3405878;J01;Ant;0
3405884;J01;Ant;0
3405890;J01;Ant;0
3406033;R03;;0
3406062;R03;;0
3406079;J01;Ant;0
3406085;J01;Ant;0
3406091;J01;Ant;0
3406116;J01;Ant;0
3562715;C05;;0
3562721;C05;;0
3562916;N06;;0
3563146;B05;;0
3563152;B05;;0
3563175;B05;;0
3563181;B05;;0
3563198;B05;;0
3563413;N03;;0
3563442;N03;;0
3563465;N03;;0
3563488;D05;;0
3563494;D05;;0
3563548;C09;;0
3563560;B05;;0
3563577;B05;;0
3563583;B05;;0
3563608;B05;;0
3563732;A10;;0
3563761;C05;;0
3563778;C05;;0
3563991;N06;;0
3564039;C09;;0
3564068;C09;;0
3533027;D08;;0
3533091;M01;;0
3147005;W99;;0
3147011;W99;;0
3147040;W99;;0
3147057;W99;;0
3147063;W99;;0
3147100;W99;;0
3147117;W99;;0
3147123;W99;;0
3147169;W99;;0
3147175;W99;;0
3147181;W99;;0
3147212;W99;;0
3147229;W99;;0
3147235;W99;;0
3147258;W99;;0
3147264;W99;;0
3147270;W99;;0
3147301;W99;;0
3147318;W99;;0
3147324;W99;;0
3147353;W99;;0
3147376;W99;;0
3147382;W99;;0
3147413;W99;;0
3147436;W99;;0
3147442;W99;;0
3147494;INC;;0
3147502;INC;;0
3147531;W99;;0
3147548;W99;;0
3147554;W99;;0
3433805;N02;;0
3433811;N02;;0
3433828;N02;;0
3433834;N02;;0
3433952;N05;;0
3434087;A02;;0
3434093;A02;;0
3434124;A02;;0
3434130;A02;;0
3434348;A02;;0
3434354;A02;;0
3434383;A02;;0
3434408;A02;;0
3434420;A11;;0
3434437;A11;;0
3434555;S01;;0
3434673;V07;;0
3434696;V07;;0
3408210;R03;;0
3408227;R01;;0
3408233;R01;;0
3408322;V08;;0
3408368;V08;;0
3408380;V08;;0
3408629;V08;;0
3408664;V08;;0
3408687;V08;;0
3408836;D10;;0
3408842;INC;;0
3408871;J01;Ant;0
3408888;J01;Ant;0
3408894;C02;;0
3408902;C02;;0
3408919;C02;;0
3408925;J01;Ant;0
3408931;J01;Ant;0
3222149;INC;;0
3222178;H05;;0
3222304;D01;;0
3222356;D07;;0
3222362;D07;;0
3222379;D07;;0
3222391;D07;;0
3222445;D07;;0
3222563;C07;;0
3222652;C04;;0
3222675;M01;;0
3222735;J05;;0
3401030;A07;;0
3401053;R05;;0
3401113;C03;;0
3401202;C03;;0
3434704;V07;;0
3140724;C05;;0
3140730;C05;;0
3140960;J01;Ant;0
3141534;J01;Ant;0
3141586;N05;;0
3141801;INC;;0
3141830;C04;;0
3141876;J01;Ant;0
3141913;N05;;0
3141971;N05;;0
3142344;D02;;0
3142545;A03;;0
3143131;D07;;0
3143154;D07;;0
3143177;D07;;0
3143208;D07;;0
3143237;G01;;0
3143591;S01;;0
3144372;C03;;0
3144774;R01;;0
3144892;A02;;0
3144900;A07;;0
3144998;L02;;0
3145041;S01;;0
3145130;G01;;0
3145650;W99;;0
3145667;W99;;0
3145673;W99;;0
3145710;W99;;0
3145727;W99;;0
3145733;W99;;0
3145779;W99;;0
3145785;W99;;0
3145791;W99;;0
3145839;W99;;0
3145845;W99;;0
3145851;W99;;0
3145874;W99;;0
3145897;W99;;0
3145905;W99;;0
3145911;W99;;0
3145940;W99;;0
3145957;W99;;0
3145963;W99;;0
3145992;W99;;0
3146000;W99;;0
3146017;W99;;0
3401834;B05;;0
3401840;B05;;0
3401857;B05;;0
3401863;B05;;0
3402058;H02;;0
3402070;R01;;0
3402130;N02;;0
3403164;R05;;0
3403359;J01;Ant;0
3403365;J01;Ant;0
3403371;J01;Ant;0
3403388;J01;Ant;0
3403394;J01;Ant;0
3403402;J01;Ant;0
3403419;N06;;0
3403537;R06;;0
3403566;R06;;0
3403589;S01;;0
3403678;G03;;0
3403690;G03;;0
3403750;G03;;0
3403773;G03;;0
3403856;A10;;0
3403862;A10;;0
3403879;A10;;0
3403885;A10;;0
3403891;A10;;0
3303592;C01;;0
3303801;J01;Ant;0
3303830;C05;;0
3303847;C05;;0
3303965;M01;;0
3303994;C05;;0
3304019;R05;;0
3304031;J01;Ant;0
3304054;J01;Ant;0
3304114;D01;;0
3304321;C05;;0
3304410;R03;;0
3304605;C07;;0
3304634;D06;;0
3304746;N02;;0
3304752;C02;;0
3304775;C02;;0
3304829;N02;;0
3304835;N02;;0
3305013;C07;;0
3305036;J07;;0
3305148;G03;;0
3305154;G03;;0
3305390;V08;;0
3305421;D08;;0
3305496;J01;Ant;0
3305504;H01;;0
3305510;J02;;0
3305622;P02;;0
3305639;P02;;0
3305645;P02;;0
3306018;R03;;0
3306047;R03;;0
3306082;C02;;0
3306107;C02;;0
3306159;C07;;0
3306188;C07;;0
3306260;A09;;0
3306283;C01;;0
3306308;INC;;0
3306432;R03;;0
3306461;R03;;0
3306745;C01;;0
3306768;C01;;0
3306780;INC;;0
3306834;V03;;0
3306857;INC;;0
3306900;D07;;0
3306917;D07;;0
3306923;J01;Ant;0
3306946;J01;Ant;0
3306952;J01;Ant;0
3306998;A06;;0
3307199;N02;;0
3307288;D01;;0
3307348;J01;Ant;0
3307354;J01;Ant;0
3307360;A07;;0
3307377;V03;;0
3307408;V03;;0
3308106;M01;;0
3286988;N02;;0
3286994;N02;;0
3287002;N02;;0
3287255;S01;;0
3287261;S01;;0
3287410;J01;Ant;0
3287427;C07;;0
3287433;J01;Ant;0
3287456;J01;Ant;0
3287479;C03;;0
3287611;A12;;0
3287752;A02;;0
3287775;A02;;0
3287798;N06;;0
3287864;A02;;0
3287924;L02;;0
3288272;L02;;0
3360615;B01;;0
3360621;B01;;0
3360673;R01;;0
3360696;J04;;0
3360727;INC;;0
3360756;S01;;0
3360785;J07;;0
3360791;D10;;0
3360816;D10;;0
3360822;V08;;0
3360845;C08;;0
3360880;J01;Ant;0
3360897;J01;Ant;0
3360905;J07;;0
3360957;M01;;0
3360992;M01;;0
3361000;S01;;0
3361069;A02;;0
3361075;A02;;0
3361081;A02;;0
3361098;A02;;0
3361342;A12;;0
3361460;C01;;0
3361508;C01;;0
3361572;A02;;0
3361678;A01;;0
3361684;J01;Ant;0
3361690;J01;Ant;0
3361709;J01;Ant;0
3361715;J01;Ant;0
3361721;J01;Ant;0
3361738;J01;Ant;0
3361804;J01;Ant;0
3361879;J01;Ant;0
3361939;M01;;0
3361951;C05;;0
3361968;G03;;0
3361980;G03;;0
3362005;G03;;0
3362057;A12;;0
3362330;C08;;0
3362353;J07;;0
3362376;D01;;0
3362382;D01;;0
3362407;D01;;0
3362413;D01;;0
3362442;D01;;0
3362459;D01;;0
3362471;D01;;0
3362488;D01;;0
3362525;S01;;0
3362778;C05;;0
3362784;C05;;0
3362844;R03;;0
3363045;M01;;0
3363097;M01;;0
3363217;J01;Ant;0
3363252;J01;Ant;0
3363878;L02;;0
3364062;M01;;0
3364079;C09;;0
3380813;N04;;0
3380842;N04;;0
3380865;N04;;0
3380888;D01;;0
3380919;M03;;0
3380948;J01;Ant;0
3380977;A12;;0
3381066;C04;;0
3381126;G03;;0
3381184;G03;;0
3381735;J07;;0
3381758;C07;;0
3381764;M01;;0
3381770;M02;;0
3381793;S01;;0
3381936;M03;;0
3382031;INC;;0
3220073;G03;;0
3220179;M01;;0
3220185;N06;;0
3220506;C01;;0
3220707;A07;;0
3220771;C07;;0
3220802;B01;;0
3220860;J01;Ant;0
3220937;C07;;0
3221339;R01;;0
3221397;M02;;0
3221434;M01;;0
3221782;S01;;0
3221836;C04;;0
3221948;R05;;0
3222008;C05;;0
3222095;C05;;0
3299407;N06;;0
3299413;N06;;0
3299436;N06;;0
3299442;R06;;0
3299465;R03;;0
3299548;A07;;0
3299873;C09;;0
3299896;C09;;0
3299904;C09;;0
3299910;C09;;0
3299956;C07;;0
3299962;C07;;0
3299979;A12;;0
3299985;A12;;0
3299991;A12;;0
3300004;A12;;0
3300085;M02;;0
3300091;C03;;0
3300151;M01;;0
3300168;M01;;0
3300180;M01;;0
3300205;M01;;0
3300228;M01;;0
3300257;R03;;0
3300300;C10;;0
3300323;C08;;0
3300346;C08;;0
3300369;C08;;0
3300375;C08;;0
3300381;V03;;0
3300501;V03;;0
3300688;A02;;0
3300760;C04;;0
3300777;C04;;0
3300783;C10;;0
3300808;C10;;0
3301073;B01;;0
3301096;B01;;0
3301400;R05;;0
3301601;G04;;0
3301676;A02;;0
3301682;G01;;0
3301736;C05;;0
3301802;N03;;0
3301877;C10;;0
3302003;R03;;0
3302032;H05;;0
3302049;D01;;0
3302167;J01;Ant;0
3302210;A06;;0
3302345;R06;;0
3302405;C09;;0
3302411;G01;;0
3302434;R05;;0
3302569;M01;;0
3302581;C01;;0
3302687;A09;;0
3266477;A11;;0
3266508;D03;;0
3266827;R03;;0
3266968;S01;;0
3267011;S01;;0
3267034;S01;;0
3393336;R03;;0
3393543;A04;;0
3393632;R03;;0
3393721;J01;Ant;0
3393767;M04;;0
3393773;M04;;0
3393879;R03;;0
3393891;R03;;0
3393974;J01;Ant;0
3393980;J01;Ant;0
3393997;J01;Ant;0
3394005;J01;Ant;0
3394011;A12;;0
3394028;A07;;0
3394117;J01;Ant;0
3394146;A12;;0
3394206;M04;;0
3394212;M04;;0
3394229;M04;;0
3394330;G03;;0
3394376;L02;;0
3394399;N07;;0
3394442;N07;;0
3394560;N02;;0
3394577;J01;Ant;0
3394608;M04;;0
3394643;R05;;0
3395128;S01;;0
3395140;N07;;0
3395186;S01;;0
3395200;J07;;0
3395217;J07;;0
3395223;L02;;0
3382232;A02;;0
3382290;J01;Ant;0
3382396;G03;;0
3382410;G03;;0
3382433;G03;;0
3382479;G03;;0
3382551;N02;;0
3382568;R03;;0
3382597;N05;Psy;0
3382628;N05;Psy;0
3382634;G03;;0
3382692;A07;;0
3382746;C03;;0
3382806;J01;Ant;0
3382924;G03;;0
3382976;R06;;0
3382982;R06;;0
3383059;R01;;0
3383088;A12;;0
3383131;C02;;0
3383272;J01;Ant;0
3383349;M01;;0
3383355;M01;;0
3383361;N06;;0
3383450;A11;;0
3383467;R05;;0
3383473;R05;;0
3383556;M01;;0
3383562;M01;;0
3383622;R05;;0
3383674;M01;;0
3383680;M01;;0
3383697;M01;;0
3383705;M01;;0
3383711;J01;Ant;0
3383728;J01;Ant;0
3383734;J01;Ant;0
3383740;J01;Ant;0
3383757;J01;Ant;0
3383763;J01;Ant;0
3383786;J01;Ant;0
3383792;J01;Ant;0
3383800;J01;Ant;0
3383869;M04;;0
3375841;C07;;0
3376013;J01;Ant;0
3376131;J01;Ant;0
3376409;G04;;0
3376421;A05;;0
3376527;INC;;0
3376562;S01;;0
3376591;N02;;0
3376668;N02;;0
3377053;V08;;0
3377099;V08;;0
3377107;V08;;0
3377113;V08;;0
3377136;V08;;0
3377142;V08;;0
3377159;V08;;0
3377188;V08;;0
3377320;R03;;0
3377337;R03;;0
3377343;R03;;0
3377573;A07;;0
3377627;V08;;0
3377633;V08;;0
3377662;V08;;0
3377679;V08;;0
3377685;V08;;0
3377716;V08;;0
3377722;V08;;0
3378041;N03;;0
3378064;N03;;0
3378259;N02;;0
3378288;N02;;0
3378331;G01;;0
3378348;G01;;0
3378354;D01;;0
3378360;M04;;0
3378503;V08;;0
3378526;V08;;0
3378532;V08;;0
3378549;V08;;0
3378791;C05;;0
3378816;C05;;0
3378851;C07;;0
3378874;D10;;0
3378928;R05;;0
3378986;N03;;0
3379017;N03;;0
3379112;V08;;0
3379193;V08;;0
3379247;V08;;0
3379276;V08;;0
3379299;V08;;0
3423847;N02;;0
3423853;N02;;0
3423876;N02;;0
3423907;S01;;0
3423965;A03;;0
3423994;G03;;0
3424019;G03;;0
3424048;M01;;0
3424108;B05;;0
3424114;B05;;0
3424120;B05;;0
3424137;B05;;0
3424195;S01;;0
3424278;V08;;0
3424290;G04;;0
3424315;G04;;0
3424338;N05;;0
3424344;D10;;0
3424367;G03;;0
3424373;H01;;0
3424396;H01;;0
3424404;H01;;0
3424410;H01;;0
3424427;H01;;0
3424433;H01;;0
3424491;M01;;0
3424522;M01;;0
3424574;C09;;0
3533145;M03;;0
3533151;M03;;0
3533168;M03;;0
3533174;R05;;0
3533263;J01;Ant;0
3533286;J01;Ant;0
3533292;J01;Ant;0
3533300;J01;Ant;0
3533317;C01;;0
3434851;A12;;0
3434934;A02;;0
3435922;A02;;0
3435939;J01;Ant;0
3435974;J01;Ant;0
3436011;A11;;0
3436169;A07;;0
3436198;M01;;0
3436206;M01;;0
3436235;M01;;0
3436241;M01;;0
3436330;N04;;0
3436488;P01;;0
3436554;M01;;0
3436577;M01;;0
3436583;J01;Ant;0
3436614;J01;Ant;0
3436637;J01;Ant;0
3436643;J01;Ant;0
3436755;J01;Ant;0
3436821;N04;;0
3436850;N04;;0
3436896;G03;;0
3436910;J01;Ant;0
3436956;A02;;0
3436985;A02;;0
3437080;J05;;0
3437097;J05;;0
3437105;J05;;0
3437128;J05;;0
3437329;J01;Ant;0
3437335;J01;Ant;0
3437358;J05;;0
3437364;J05;;0
3437393;A10;;0
3437401;A10;;0
3437418;C04;;0
3437424;N02;;0
3437536;D01;;0
3437542;D01;;0
3437559;D01;;0
3437565;D01;;0
3437631;D10;;0
3437677;J07;;0
3438033;M01;;0
3438056;S01;;0
3438079;S01;;0
3438091;S01;;0
3438139;M04;;0
3438406;S01;;0
3438429;H01;;0
3438435;H01;;0
3438441;H01;;0
3438458;H01;;0
3438464;H01;;0
3438470;H01;;0
3438487;H01;;0
3438493;H01;;0
3438501;H01;;0
3438518;H01;;0
3438524;G03;;0
3438642;R05;;0
3438783;A04;;0
3438808;A04;;0
3438978;C08;;0
3439104;C03;;0
3439133;C01;;0
3439191;C01;;0
3439251;J01;Ant;0
3222741;J05;;0
3222770;N05;;0
3222801;N05;;0
3222913;N06;;0
3222936;N05;Psy;0
3222942;S01;;0
3222959;M04;;0
3223002;J01;Ant;0
3223019;J01;Ant;0
3223166;J01;Ant;0
3349795;INC;;0
3349826;L04;;0
3349878;C10;;0
3349890;C10;;0
3349915;C10;;0
3349938;C10;;0
3349950;C10;;0
3349973;C10;;0
3350120;D05;;0
3350137;D05;;0
3350261;S01;;0
3350284;A07;;0
3350367;A07;;0
3350373;A07;;0
3351131;R05;;0
3351295;S01;;0
3351421;N04;;0
3174255;N05;;0
3174284;N05;Psy;0
3174686;N06;;0
3174717;N04;;0
3174723;N04;;0
3174893;G01;;0
3174918;C01;;0
3456321;N05;Psy;0
3456367;C01;;0
3456410;C01;;0
3456522;J01;Ant;0
3456545;J01;Ant;0
3456568;G03;;0
3456634;J01;Ant;0
3456640;M01;;0
3456657;M01;;0
3456663;J01;Ant;0
3456692;J01;Ant;0
3456835;A07;;0
3456858;A07;;0
3456870;C08;;0
3456887;M01;;0
3456893;M01;;0
3456901;M01;;0
3456918;M01;;0
3456924;C01;;0
3456947;C09;;0
3457007;C09;;0
3457208;C09;;0
3457266;C09;;0
3457303;J01;Ant;0
3457326;J01;Ant;0
3457355;S01;;0
3457361;S01;;0
3457384;C07;;0
3457438;C07;;0
3457496;C07;;0
3457556;J01;Ant;0
3458136;J01;Ant;0
3411927;D05;;0
3267904;N02;;0
3268068;A01;;0
3268275;A02;;0
3268281;C02;;0
3268306;C02;;0
3268358;C09;;0
3268364;C09;;0
3268424;N02;;0
3268565;N02;;0
3268619;N06;;0
3268737;B05;;0
3268743;B05;;0
3403916;A10;;0
3403922;A10;;0
3403939;A10;;0
3403945;A10;;0
3403951;A10;;0
3403968;A10;;0
3403974;A10;;0
3419774;N06;;0
3419857;N06;;0
3419969;H01;;0
3419981;H01;;0
3420062;H01;;0
3420151;INC;;0
3420174;C05;;0
3420211;C07;;0
3420228;A07;;0
3420234;C07;;0
3388401;J01;Ant;0
3388418;J01;Ant;0
3388424;J05;;0
3388536;C05;;0
3388542;C05;;0
3388565;R01;;0
3388631;R05;;0
3388648;R05;;0
3389062;M01;;0
3389317;M01;;0
3389435;N07;;0
3389441;N07;;0
3389458;N07;;0
3389487;N05;;0
3389501;N05;;0
3389820;D05;;0
3389837;D05;;0
3389843;N03;;0
3389866;N03;;0
3389955;B02;;0
3389961;B02;;0
3389978;A06;;0
3390036;N07;;0
3390361;N05;Psy;0
3390467;A03;;0
3390473;A03;;0
3390504;A03;;0
3390533;N02;;0
3390556;N02;;0
3390562;N02;;0
3390579;N02;;0
3390585;N02;;0
3390591;A06;;0
3391136;H05;;0
3391142;H05;;0
3391165;J01;Ant;0
3391188;N02;;0
3522845;B05;;0
3522851;B05;;0
3522868;B05;;0
3522880;B05;;0
3522897;B05;;0
3522905;B05;;0
3445582;A02;;0
3445613;M01;;0
3445636;J01;Ant;0
3445783;B05;;0
3445808;B05;;0
3446127;B05;;0
3446133;B05;;0
3446156;B05;;0
3446162;B05;;0
3446179;B05;;0
3446185;B05;;0
3446191;B05;;0
3446417;A01;;0
3446475;D05;;0
