SIN_ACT_COD;SIN_ACT_LIB;SIN_ACT_TYP;TEC_COL
7433;TAILLEURS COUTURIERS CHAPELIERS ET MODISTES;1;0
7434;FOURREURS ET ASSIMILES;1;0
7435;PATRONNIERS ET COUPEURS DU TEXTILE DU CUIR;1;0
7436;COUSEURS BRODEURS ET ASSIMILES;1;0
7437;TAPISSIERS ET ASSIMILES;1;0
7441;TANNEURS PEAUSSIERS;1;0
7442;ARTISANS ET OUVRIERS DE LA CHAUSSURE ET ASSIMILES;1;0
74;Métiers de l'électricité et de l'électrotechnique;2;0
7511;Bouchers, poissonniers et assimilés;3;0
7512;Boulangers, pâtissiers et confiseurs;3;0
7513;Fabricants des produits laitiers;3;0
7514;Conserveurs de fruits, de légumes et assimilés;3;0
7515;Dégustateurs et classeurs de denrées alimentaires et de boissons;3;0
7516;Métiers qualifiés de la préparation du tabac et de la fabrication des produits du tabac;3;0
7521;Métiers qualifiés du traitement du bois;3;0
7522;Ebénistes, menuisiers et assimilés;3;0
7523;Régleurs et conducteurs de machines à bois;3;0
7531;Tailleurs, couturiers, fourreurs, modistes et chapeliers;3;0
7532;Métiers qualifiés de la coupe de vêtements et assimilés;3;0
7533;Couseurs, brodeurs et assimilés;3;0
7534;Tapissiers et assimilés;3;0
7535;Tanneurs, peaussiers et mégissiers;3;0
7536;Cordonniers et assimilés;3;0
7541;Scaphandriers et plongeurs;3;0
7542;Boutefeux;3;0
7543;Classeurs et essayeurs de produits (à l'exception des aliments et des boissons);3;0
7544;Fumigateurs et préposés au contrôle de la vermine et des mauvaises herbes;3;0
7549;Métiers qualifiés de l'industrie et de l'artisanat non classés ailleurs;3;0
75;Métiers de l'alimentation, du travail sur bois, de l'habillement et autres métiers qualifiés de l'in;2;0
8100;CONDUCTEURS D'INSTALLATIONS ET DE MATERIELS FIXES;1;0
8111;CONDUCTEURS D'INSTALLATIONS DE MINE;1;0
8111;Mineurs et conducteurs d'installations de mine;3;0
8112;CONDUCTEURS D'INSTALLATIONS DE PREPARATION DES MINERAIS;1;0
8112;Conducteurs d'installations de préparation des minerais et de la roche;3;0
8113;FOREURS SONDEURS DE PUITS ET ASSIMILES;1;0
8113;Foreurs, sondeurs de puits et assimilés;3;0
8114;Conducteurs de machines à fabriquer du ciment, de la pierre et d'autres produits minéraux;3;0
8121;CONDUCTEURS DE FOURS;1;0
8121;Conducteurs d'installations de transformation et de traitement des métaux;3;0
8122;CONDUCTEURS DE FOURS DEUXIEME FUSION DES METAUX COULEURS;1;0
8122;Conducteurs d'installations de traitement superficiel des métaux;3;0
8123;CONDUCTEURS D'INSTALLATIONS TRAITEMENT THERMIQUE DES METAUX;1;0
8124;TREFILEURS ET ETIREURS DE METAUX;1;0
8131;CONDUCTEURS DE FOURS DE VERRERIE ET DE CERAMIQUE;1;0
8131;Conducteurs d'installations et de machines de traitement chimique;3;0
8132;Conducteurs de machines pour la fabrication des produits photographiques;3;0
8139;CONDUCTEURS D'INSTALLATIONS DE VERRERIE ET DE CERAMIQUE;1;0
8141;CONDUCTEURS D'INSTALLATIONS POUR LE TRAVAIL DU BOIS;1;0
8141;Conducteurs de machines pour la fabrication des produits en caoutchouc;3;0
8142;CONDUCTEURS D'INSTALLATIONS FABRICATION  PATE A PAPIER;1;0
8142;Conducteurs de machines pour la fabrication de produits en matières plastiques;3;0
8143;CONDUCTEURS D'INSTALLATIONS POUR LA FABRICATION DU PAPIER;1;0
8143;Conducteurs de machines de papeterie;3;0
8151;CONDUCTEURS D'INSTAL. FRAGMENT.,BROYAGE,MALAXAGE CHIMIQUE;1;0
8151;Conducteurs de machines à préparer les fibres, à filer et à bobiner;3;0
8152;CONDUCTEURS APPAREILS DE TRAITEMENT THERMIQUE DE LA CHIMIE;1;0
8152;Conducteurs de métiers mécaniques à tisser et à tricoter;3;0
8153;CONDUCTEURS D'APPAREILS DE FILTRAGE, SEPARATION CHIMIQUES;1;0
8153;Conducteurs de machines à coudre;3;0
8154;CONDUCTEURS D'APPAREILS DE DISTILLATION,REACTEURS CHIMIQUES;1;0
8154;Conducteurs de machines à blanchir, à teindre et à nettoyer les tissus;3;0
8155;CONDUCTEURS D'INSTALLATIONS DE RAFFINAGE DE PETROLE,GAZ;1;0
8155;Conducteurs de machines à préparer les fourrures et le cuir;3;0
8156;Conducteurs de machines pour la fabrication des chaussures et assimilés;3;0
8157;Conducteurs de machines de blanchisserie;3;0
8159;CONDUCTEURS D'INSTALLATIONS DE TRAITEMENT CHIMIQUE;1;0
8159;Conducteurs de machines pour la fabrication de produits textiles et d'articles en fourrure et en cui;3;0
8160;Conducteurs de machines pour la fabrication de denrées alimentaires et de produits connexes;3;0
8161;CONDUCTEURS D'INSTALLATIONS DE PRODUCTION D'ENERGIE;1;0
8162;CHAUFFEURS DE MACHINES;1;0
8163;CONDUCTEURS D'INCINERATEURS,TRAITEMENT DE L'EAU;1;0
8171;CONDUCTEURS DE CHAINES DE MONTAGE AUTOMATIQUE;1;0
8171;Conducteurs d'installations pour la fabrication du papier et de la pâte à papier;3;0
8172;CONDUCTEURS DE ROBOTS INDUSTRIELS;1;0
8172;Conducteurs d'installations pour le travail du bois;3;0
8181;Conducteurs d'installations de verrerie et de céramique;3;0
8182;Chauffeurs de machines à vapeur et de chaudières;3;0
8183;Conducteurs de machines d'emballage, d'embouteillage et d'étiquetage;3;0
8189;Conducteurs de machines et d'installations fixes non classés ailleurs;3;0
81;Conducteurs de machines et d'installations fixes;2;0
8200;CONDUCTEURS DE MACHINES ET OUVRIERS DE L'ASSEMBLAGE;1;0
8211;CONDUCTEURS DE MACHINES OUTILS;1;0
8211;Monteurs en construction mécanique;3;0
8212;CONDUCTEURS DE MACHINES,FABRIQUE CIMENT,ET AUTRES MINERAUX;1;0
8212;Monteurs d'appareils électriques et électroniques;3;0
8219;Monteurs et assembleurs non classés ailleurs;3;0
8221;CONDUCTEURS DE MACHINES FABRICAT. PRODUITS PHARMACEUTIQUES;1;0
8222;CONDUCTEURS DE MACHINES POUR LA FABRICATION DE MUNITIONS;1;0
8223;CONDUCTEURS DE MACHINES TRAITEMENT SUPERFICIEL DES METAUX;1;0
8224;CONDUCTEURS DE MACHINES FABRICAT. PRODUITS PHOTOGRAPHIQUES;1;0
8229;CONDUCTEURS DE MACHINES FABRICATION DES PRODUITS CHIMIQUES;1;0
8231;CONDUCTEURS DE MACHINES FABRICATION PRODUITS EN CAOUTCHOUC;1;0
8232;CONDUCTEURS DE MACHINES FABRIC. PRODUITS MATIERE PLASTIQUE;1;0
8240;CONDUCTEURS DE MACHINES;1;0
8251;CONDUCTEURS DE MACHINES D'IMPRIMERIE;1;0
8252;CONDUCTEURS DE MACHINES;1;0
8253;CONDUCTEURS DE MACHINES DE PAPETERIE;1;0
8261;CONDUCTEURS DE MACHINES PREPARATION FIBRE;1;0
8262;CONDUCTEURS DE MACHINES MECANIQUES;1;0
8263;CONDUCTEURS DE MACHINESA PIQUER;1;0
