GHS_GRP_TYP;GHS_NUM;GHS_NUM_SEC;GHS_LIB;GHS_CRE_DTE;GHS_FER_DTE;GHS_NAT_ASS;GHS_AGE_MIN;GHS_AGE_MAX;GHS_SEX;GHS_CMD;GHS_ARR_DTE;GHS_PJO_DTE;GHS_MAJ_DTE;GHS_DDP_MCO;GHS_EO1_DTE;GHS_DUR_SJ1;GHS_SEU_HT1;GHS_SEU_BA1;GHS_PRU_OC1;GHS_EXH_OC1;GHS_PRU_EX1;GHS_COE_OC1;GHS_COF_OC1;GHS_F01_OC1;GHS_F02_OC1;GHS_F03_OC1;GHS_F04_OC1;GHS_F05_OC1;GHS_F06_OC1;GHS_F07_OC1;GHS_F08_OC1;GHS_F09_OC1;GHS_F10_OC1;GHS_F11_OC1;GHS_F12_OC1;GHS_F13_OC1;GHS_F14_OC1;GHS_F15_OC1;GHS_F16_OC1;GHS_F17_OC1;GHS_F18_OC1;GHS_F19_OC1;GHS_F20_OC1;GHS_F21_OC1;GHS_F22_OC1;GHS_F23_OC1;GHS_F24_OC1;GHS_F25_OC1;GHS_F26_OC1;GHS_F27_OC1;GHS_F28_OC1;GHS_F29_OC1;GHS_F30_OC1;GHS_F31_OC1;GHS_F32_OC1;GHS_F33_OC1;GHS_MAJ_OC1;GHS_EO2_DTE;GHS_DUR_SJ2;GHS_SEU_HT2;GHS_SEU_BA2;GHS_PRU_OC2;GHS_EXH_OC2;GHS_PRU_EX2;GHS_COE_OC2;GHS_COF_OC2;GHS_F01_OC2;GHS_F02_OC2;GHS_F03_OC2;GHS_F04_OC2;GHS_F05_OC2;GHS_F06_OC2;GHS_F07_OC2;GHS_F08_OC2;GHS_F09_OC2;GHS_F10_OC2;GHS_F11_OC2;GHS_F12_OC2;GHS_F13_OC2;GHS_F14_OC2;GHS_F15_OC2;GHS_F16_OC2;GHS_F17_OC2;GHS_F18_OC2;GHS_F19_OC2;GHS_F20_OC2;GHS_F21_OC2;GHS_F22_OC2;GHS_F23_OC2;GHS_F24_OC2;GHS_F25_OC2;GHS_F26_OC2;GHS_F27_OC2;GHS_F28_OC2;GHS_F29_OC2;GHS_F30_OC2;GHS_F31_OC2;GHS_F32_OC2;GHS_F33_OC2;GHS_MAJ_OC2;GHS_EO3_DTE;GHS_DUR_SJ3;GHS_SEU_HT3;GHS_SEU_BA3;GHS_PRU_OC3;GHS_EXH_OC3;GHS_PRU_EX3;GHS_COE_OC3;GHS_COF_OC3;GHS_F01_OC3;GHS_F02_OC3;GHS_F03_OC3;GHS_F04_OC3;GHS_F05_OC3;GHS_F06_OC3;GHS_F07_OC3;GHS_F08_OC3;GHS_F09_OC3;GHS_F10_OC3;GHS_F11_OC3;GHS_F12_OC3;GHS_F13_OC3;GHS_F14_OC3;GHS_F15_OC3;GHS_F16_OC3;GHS_F17_OC3;GHS_F18_OC3;GHS_F19_OC3;GHS_F20_OC3;GHS_F21_OC3;GHS_F22_OC3;GHS_F23_OC3;GHS_F24_OC3;GHS_F25_OC3;GHS_F26_OC3;GHS_F27_OC3;GHS_F28_OC3;GHS_F29_OC3;GHS_F30_OC3;GHS_F31_OC3;GHS_F32_OC3;GHS_F33_OC3;GHS_MAJ_OC3;TEC_COL
T;11;1;GHT11;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;24426.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;23973.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;22528.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;11;2;GHT11;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;24303.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;23852.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;22416.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;12;1;GHT12;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;26256.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;25770.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;24217.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;12;2;GHT12;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;26125.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;25640.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;24096.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;13;1;GHT13;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;28081.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;27561.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;25900.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;13;2;GHT13;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;27943.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;27424.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;25773.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;14;1;GHT14;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;29910.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;29356.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;27586.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;14;2;GHT14;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;29764.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;29211.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;27452.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;15;1;GHT15;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;31738.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;31150.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;29272.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;15;2;GHT15;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;31583.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;30997.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;29131.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;16;1;GHT16;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;33559.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;32937.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;30952.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;16;2;GHT16;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;33405.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;32785.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;30811.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;17;1;GHT17;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;35392.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;34736.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;32642.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;17;2;GHT17;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;35228.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;34574.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;32493.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;18;1;GHT18;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;37216.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;36526.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;34324.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;18;2;GHT18;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;37046.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;36358.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;34169.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;19;1;GHT19;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;39045.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;38322.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;36012.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;19;2;GHT19;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;38867.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;38145.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;35849.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;20;1;GHT20;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;40873.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;40116.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;37698.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;20;2;GHT20;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;40687.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;39931.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;37527.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;21;1;GHT21;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;42691.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;41900.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;39374.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;21;2;GHT21;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;42509.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;41720.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;39208.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;22;1;GHT22;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;44531.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;43706.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;41071.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;22;2;GHT22;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;44329.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;43506.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;40887.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
