JIJ_NBR_COD;JIJ_CLA_COD;JIJ_NBR_LIB;TEC_COL
2;2;2 jours d'I.J.;0
3;2;3 jours d'I.J.;0
4;3;4 jours d'I.J.;0
5;3;5 jours d'I.J.;0
6;3;6 jours d'I.J.;0
7;3;7 jours d'I.J.;0
8;3;8 jours d'I.J.;0
9;3;9 jours d'I.J.;0
10;3;10 jours d'I.J.;0
11;3;11 jours d'I.J.;0
12;3;12 jours d'I.J.;0
13;3;13 jours d'I.J.;0
14;3;14 jours d'I.J.;0
15;3;15 jours d'I.J.;0
945;4;945 jours d'I.J.;0
946;4;946 jours d'I.J.;0
-439;7;-439 jours d'I.J.;0
-438;7;-438 jours d'I.J.;0
-437;7;-437 jours d'I.J.;0
-436;7;-436 jours d'I.J.;0
-435;7;-435 jours d'I.J.;0
-434;7;-434 jours d'I.J.;0
-433;7;-433 jours d'I.J.;0
-432;7;-432 jours d'I.J.;0
-431;7;-431 jours d'I.J.;0
-430;7;-430 jours d'I.J.;0
-429;7;-429 jours d'I.J.;0
-428;7;-428 jours d'I.J.;0
-427;7;-427 jours d'I.J.;0
-426;7;-426 jours d'I.J.;0
-425;7;-425 jours d'I.J.;0
-424;7;-424 jours d'I.J.;0
-423;7;-423 jours d'I.J.;0
-422;7;-422 jours d'I.J.;0
-421;7;-421 jours d'I.J.;0
-420;7;-420 jours d'I.J.;0
-419;7;-419 jours d'I.J.;0
-418;7;-418 jours d'I.J.;0
-417;7;-417 jours d'I.J.;0
-416;7;-416 jours d'I.J.;0
-415;7;-415 jours d'I.J.;0
-414;7;-414 jours d'I.J.;0
-413;7;-413 jours d'I.J.;0
-412;7;-412 jours d'I.J.;0
-411;7;-411 jours d'I.J.;0
-410;7;-410 jours d'I.J.;0
-409;7;-409 jours d'I.J.;0
-408;7;-408 jours d'I.J.;0
-203;7;-203 jours d'I.J.;0
-202;7;-202 jours d'I.J.;0
-201;7;-201 jours d'I.J.;0
-200;7;-200 jours d'I.J.;0
-199;7;-199 jours d'I.J.;0
-198;7;-198 jours d'I.J.;0
-197;7;-197 jours d'I.J.;0
-196;7;-196 jours d'I.J.;0
-195;7;-195 jours d'I.J.;0
-194;7;-194 jours d'I.J.;0
-193;7;-193 jours d'I.J.;0
-192;7;-192 jours d'I.J.;0
-191;7;-191 jours d'I.J.;0
-190;7;-190 jours d'I.J.;0
-189;7;-189 jours d'I.J.;0
-188;7;-188 jours d'I.J.;0
-1175;7;-1175 jours d'I.J.;0
-1174;7;-1174 jours d'I.J.;0
-1173;7;-1173 jours d'I.J.;0
-1172;7;-1172 jours d'I.J.;0
-1171;7;-1171 jours d'I.J.;0
-1170;7;-1170 jours d'I.J.;0
-1169;7;-1169 jours d'I.J.;0
-1168;7;-1168 jours d'I.J.;0
-1167;7;-1167 jours d'I.J.;0
-1166;7;-1166 jours d'I.J.;0
-1165;7;-1165 jours d'I.J.;0
997;4;997 jours d'I.J.;0
998;4;998 jours d'I.J.;0
999;4;999 jours d'I.J.;0
1000;4;1000 jours d'I.J.;0
1001;4;1001 jours d'I.J.;0
1002;4;1002 jours d'I.J.;0
1003;4;1003 jours d'I.J.;0
1004;4;1004 jours d'I.J.;0
1005;4;1005 jours d'I.J.;0
1006;4;1006 jours d'I.J.;0
1007;4;1007 jours d'I.J.;0
1008;4;1008 jours d'I.J.;0
1009;4;1009 jours d'I.J.;0
1437;4;1437 jours d'I.J.;0
1438;4;1438 jours d'I.J.;0
1439;4;1439 jours d'I.J.;0
1440;4;1440 jours d'I.J.;0
1441;4;1441 jours d'I.J.;0
1442;4;1442 jours d'I.J.;0
1443;4;1443 jours d'I.J.;0
1444;4;1444 jours d'I.J.;0
1445;4;1445 jours d'I.J.;0
1446;4;1446 jours d'I.J.;0
1447;4;1447 jours d'I.J.;0
-218;7;-218 jours d'I.J.;0
-217;7;-217 jours d'I.J.;0
-216;7;-216 jours d'I.J.;0
-215;7;-215 jours d'I.J.;0
-214;7;-214 jours d'I.J.;0
-213;7;-213 jours d'I.J.;0
-212;7;-212 jours d'I.J.;0
-211;7;-211 jours d'I.J.;0
-210;7;-210 jours d'I.J.;0
-209;7;-209 jours d'I.J.;0
-208;7;-208 jours d'I.J.;0
-207;7;-207 jours d'I.J.;0
-206;7;-206 jours d'I.J.;0
-205;7;-205 jours d'I.J.;0
-204;7;-204 jours d'I.J.;0
-678;7;-678 jours d'I.J.;0
-677;7;-677 jours d'I.J.;0
-676;7;-676 jours d'I.J.;0
-675;7;-675 jours d'I.J.;0
-674;7;-674 jours d'I.J.;0
-673;7;-673 jours d'I.J.;0
-672;7;-672 jours d'I.J.;0
-671;7;-671 jours d'I.J.;0
-670;7;-670 jours d'I.J.;0
-669;7;-669 jours d'I.J.;0
-668;7;-668 jours d'I.J.;0
-667;7;-667 jours d'I.J.;0
-666;7;-666 jours d'I.J.;0
-665;7;-665 jours d'I.J.;0
-664;7;-664 jours d'I.J.;0
-663;7;-663 jours d'I.J.;0
-662;7;-662 jours d'I.J.;0
-661;7;-661 jours d'I.J.;0
-660;7;-660 jours d'I.J.;0
-659;7;-659 jours d'I.J.;0
-658;7;-658 jours d'I.J.;0
-657;7;-657 jours d'I.J.;0
1785;4;1785 jours d'I.J.;0
1786;4;1786 jours d'I.J.;0
1787;4;1787 jours d'I.J.;0
1788;4;1788 jours d'I.J.;0
1789;4;1789 jours d'I.J.;0
1790;4;1790 jours d'I.J.;0
1791;4;1791 jours d'I.J.;0
1792;4;1792 jours d'I.J.;0
1793;4;1793 jours d'I.J.;0
1794;4;1794 jours d'I.J.;0
1795;4;1795 jours d'I.J.;0
1796;4;1796 jours d'I.J.;0
1797;4;1797 jours d'I.J.;0
1798;4;1798 jours d'I.J.;0
1799;4;1799 jours d'I.J.;0
1800;4;1800 jours d'I.J.;0
16;3;16 jours d'I.J.;0
17;3;17 jours d'I.J.;0
18;3;18 jours d'I.J.;0
19;3;19 jours d'I.J.;0
20;3;20 jours d'I.J.;0
21;3;21 jours d'I.J.;0
22;3;22 jours d'I.J.;0
23;3;23 jours d'I.J.;0
24;3;24 jours d'I.J.;0
25;3;25 jours d'I.J.;0
26;3;26 jours d'I.J.;0
27;3;27 jours d'I.J.;0
28;3;28 jours d'I.J.;0
-462;7;-462 jours d'I.J.;0
-461;7;-461 jours d'I.J.;0
-460;7;-460 jours d'I.J.;0
-459;7;-459 jours d'I.J.;0
-458;7;-458 jours d'I.J.;0
-457;7;-457 jours d'I.J.;0
-456;7;-456 jours d'I.J.;0
-455;7;-455 jours d'I.J.;0
-454;7;-454 jours d'I.J.;0
-453;7;-453 jours d'I.J.;0
-452;7;-452 jours d'I.J.;0
-451;7;-451 jours d'I.J.;0
-450;7;-450 jours d'I.J.;0
-449;7;-449 jours d'I.J.;0
-448;7;-448 jours d'I.J.;0
-447;7;-447 jours d'I.J.;0
-263;7;-263 jours d'I.J.;0
-262;7;-262 jours d'I.J.;0
-261;7;-261 jours d'I.J.;0
-1164;7;-1164 jours d'I.J.;0
-1163;7;-1163 jours d'I.J.;0
-1162;7;-1162 jours d'I.J.;0
-1161;7;-1161 jours d'I.J.;0
-1160;7;-1160 jours d'I.J.;0
-1159;7;-1159 jours d'I.J.;0
-1158;7;-1158 jours d'I.J.;0
-1157;7;-1157 jours d'I.J.;0
-1156;7;-1156 jours d'I.J.;0
-1155;7;-1155 jours d'I.J.;0
-1154;7;-1154 jours d'I.J.;0
-1153;7;-1153 jours d'I.J.;0
-1152;7;-1152 jours d'I.J.;0
-1151;7;-1151 jours d'I.J.;0
-1150;7;-1150 jours d'I.J.;0
-1149;7;-1149 jours d'I.J.;0
-1148;7;-1148 jours d'I.J.;0
-1147;7;-1147 jours d'I.J.;0
-1146;7;-1146 jours d'I.J.;0
-1145;7;-1145 jours d'I.J.;0
-1144;7;-1144 jours d'I.J.;0
-1143;7;-1143 jours d'I.J.;0
-1142;7;-1142 jours d'I.J.;0
-1141;7;-1141 jours d'I.J.;0
-1140;7;-1140 jours d'I.J.;0
-1139;7;-1139 jours d'I.J.;0
-1138;7;-1138 jours d'I.J.;0
1863;4;1863 jours d'I.J.;0
-910;7;-910 jours d'I.J.;0
-909;7;-909 jours d'I.J.;0
-908;7;-908 jours d'I.J.;0
-907;7;-907 jours d'I.J.;0
-906;7;-906 jours d'I.J.;0
-905;7;-905 jours d'I.J.;0
-904;7;-904 jours d'I.J.;0
-903;7;-903 jours d'I.J.;0
-902;7;-902 jours d'I.J.;0
-901;7;-901 jours d'I.J.;0
-900;7;-900 jours d'I.J.;0
-899;7;-899 jours d'I.J.;0
-898;7;-898 jours d'I.J.;0
-897;7;-897 jours d'I.J.;0
-896;7;-896 jours d'I.J.;0
-895;7;-895 jours d'I.J.;0
-894;7;-894 jours d'I.J.;0
-893;7;-893 jours d'I.J.;0
-892;7;-892 jours d'I.J.;0
-891;7;-891 jours d'I.J.;0
-890;7;-890 jours d'I.J.;0
-889;7;-889 jours d'I.J.;0
-888;7;-888 jours d'I.J.;0
-887;7;-887 jours d'I.J.;0
-886;7;-886 jours d'I.J.;0
-885;7;-885 jours d'I.J.;0
-884;7;-884 jours d'I.J.;0
-883;7;-883 jours d'I.J.;0
-882;7;-882 jours d'I.J.;0
-881;7;-881 jours d'I.J.;0
-880;7;-880 jours d'I.J.;0
-656;7;-656 jours d'I.J.;0
-655;7;-655 jours d'I.J.;0
-654;7;-654 jours d'I.J.;0
-653;7;-653 jours d'I.J.;0
-652;7;-652 jours d'I.J.;0
-651;7;-651 jours d'I.J.;0
-650;7;-650 jours d'I.J.;0
-649;7;-649 jours d'I.J.;0
-648;7;-648 jours d'I.J.;0
-647;7;-647 jours d'I.J.;0
-646;7;-646 jours d'I.J.;0
-645;7;-645 jours d'I.J.;0
-644;7;-644 jours d'I.J.;0
-643;7;-643 jours d'I.J.;0
-642;7;-642 jours d'I.J.;0
-641;7;-641 jours d'I.J.;0
-640;7;-640 jours d'I.J.;0
1989;4;1989 jours d'I.J.;0
1990;4;1990 jours d'I.J.;0
1991;4;1991 jours d'I.J.;0
1992;4;1992 jours d'I.J.;0
1993;4;1993 jours d'I.J.;0
1994;4;1994 jours d'I.J.;0
1995;4;1995 jours d'I.J.;0
-278;7;-278 jours d'I.J.;0
-277;7;-277 jours d'I.J.;0
-276;7;-276 jours d'I.J.;0
-275;7;-275 jours d'I.J.;0
-274;7;-274 jours d'I.J.;0
-273;7;-273 jours d'I.J.;0
-272;7;-272 jours d'I.J.;0
-271;7;-271 jours d'I.J.;0
-270;7;-270 jours d'I.J.;0
-269;7;-269 jours d'I.J.;0
-268;7;-268 jours d'I.J.;0
-267;7;-267 jours d'I.J.;0
-266;7;-266 jours d'I.J.;0
-265;7;-265 jours d'I.J.;0
-879;7;-879 jours d'I.J.;0
-878;7;-878 jours d'I.J.;0
-877;7;-877 jours d'I.J.;0
-876;7;-876 jours d'I.J.;0
-875;7;-875 jours d'I.J.;0
-874;7;-874 jours d'I.J.;0
-873;7;-873 jours d'I.J.;0
-187;7;-187 jours d'I.J.;0
-186;7;-186 jours d'I.J.;0
-185;7;-185 jours d'I.J.;0
-184;7;-184 jours d'I.J.;0
-183;7;-183 jours d'I.J.;0
-182;7;-182 jours d'I.J.;0
-181;7;-181 jours d'I.J.;0
-180;7;-180 jours d'I.J.;0
-179;7;-179 jours d'I.J.;0
-178;7;-178 jours d'I.J.;0
-177;7;-177 jours d'I.J.;0
-176;7;-176 jours d'I.J.;0
