JIJ_NBR_COD;JIJ_CLA_COD;JIJ_NBR_LIB;TEC_COL
1940;4;1940 jours d'I.J.;0
1941;4;1941 jours d'I.J.;0
1942;4;1942 jours d'I.J.;0
1943;4;1943 jours d'I.J.;0
1944;4;1944 jours d'I.J.;0
1945;4;1945 jours d'I.J.;0
1946;4;1946 jours d'I.J.;0
1947;4;1947 jours d'I.J.;0
1948;4;1948 jours d'I.J.;0
1949;4;1949 jours d'I.J.;0
1950;4;1950 jours d'I.J.;0
1951;4;1951 jours d'I.J.;0
1952;4;1952 jours d'I.J.;0
1953;4;1953 jours d'I.J.;0
1954;4;1954 jours d'I.J.;0
1955;4;1955 jours d'I.J.;0
1956;4;1956 jours d'I.J.;0
1957;4;1957 jours d'I.J.;0
1958;4;1958 jours d'I.J.;0
1959;4;1959 jours d'I.J.;0
1960;4;1960 jours d'I.J.;0
1961;4;1961 jours d'I.J.;0
1962;4;1962 jours d'I.J.;0
1963;4;1963 jours d'I.J.;0
1964;4;1964 jours d'I.J.;0
1965;4;1965 jours d'I.J.;0
1966;4;1966 jours d'I.J.;0
1967;4;1967 jours d'I.J.;0
-1056;7;-1056 jours d'I.J.;0
-1055;7;-1055 jours d'I.J.;0
-1054;7;-1054 jours d'I.J.;0
-1053;7;-1053 jours d'I.J.;0
-1052;7;-1052 jours d'I.J.;0
-1051;7;-1051 jours d'I.J.;0
-1050;7;-1050 jours d'I.J.;0
-1049;7;-1049 jours d'I.J.;0
-1048;7;-1048 jours d'I.J.;0
-1047;7;-1047 jours d'I.J.;0
1750;4;1750 jours d'I.J.;0
1751;4;1751 jours d'I.J.;0
1752;4;1752 jours d'I.J.;0
1753;4;1753 jours d'I.J.;0
1754;4;1754 jours d'I.J.;0
1755;4;1755 jours d'I.J.;0
1756;4;1756 jours d'I.J.;0
1757;4;1757 jours d'I.J.;0
1758;4;1758 jours d'I.J.;0
1759;4;1759 jours d'I.J.;0
1760;4;1760 jours d'I.J.;0
822;4;822 jours d'I.J.;0
823;4;823 jours d'I.J.;0
824;4;824 jours d'I.J.;0
825;4;825 jours d'I.J.;0
826;4;826 jours d'I.J.;0
827;4;827 jours d'I.J.;0
828;4;828 jours d'I.J.;0
829;4;829 jours d'I.J.;0
830;4;830 jours d'I.J.;0
831;4;831 jours d'I.J.;0
832;4;832 jours d'I.J.;0
833;4;833 jours d'I.J.;0
834;4;834 jours d'I.J.;0
835;4;835 jours d'I.J.;0
836;4;836 jours d'I.J.;0
837;4;837 jours d'I.J.;0
838;4;838 jours d'I.J.;0
839;4;839 jours d'I.J.;0
840;4;840 jours d'I.J.;0
841;4;841 jours d'I.J.;0
842;4;842 jours d'I.J.;0
843;4;843 jours d'I.J.;0
844;4;844 jours d'I.J.;0
845;4;845 jours d'I.J.;0
846;4;846 jours d'I.J.;0
847;4;847 jours d'I.J.;0
-260;7;-260 jours d'I.J.;0
-259;7;-259 jours d'I.J.;0
-258;7;-258 jours d'I.J.;0
-257;7;-257 jours d'I.J.;0
-256;7;-256 jours d'I.J.;0
-255;7;-255 jours d'I.J.;0
-254;7;-254 jours d'I.J.;0
-253;7;-253 jours d'I.J.;0
-252;7;-252 jours d'I.J.;0
-251;7;-251 jours d'I.J.;0
-250;7;-250 jours d'I.J.;0
-249;7;-249 jours d'I.J.;0
-248;7;-248 jours d'I.J.;0
-247;7;-247 jours d'I.J.;0
-246;7;-246 jours d'I.J.;0
1508;4;1508 jours d'I.J.;0
1509;4;1509 jours d'I.J.;0
1510;4;1510 jours d'I.J.;0
1511;4;1511 jours d'I.J.;0
1512;4;1512 jours d'I.J.;0
1513;4;1513 jours d'I.J.;0
1514;4;1514 jours d'I.J.;0
1515;4;1515 jours d'I.J.;0
1516;4;1516 jours d'I.J.;0
1517;4;1517 jours d'I.J.;0
1518;4;1518 jours d'I.J.;0
1519;4;1519 jours d'I.J.;0
1520;4;1520 jours d'I.J.;0
1521;4;1521 jours d'I.J.;0
1522;4;1522 jours d'I.J.;0
1523;4;1523 jours d'I.J.;0
-350;7;-350 jours d'I.J.;0
-349;7;-349 jours d'I.J.;0
-348;7;-348 jours d'I.J.;0
-347;7;-347 jours d'I.J.;0
-346;7;-346 jours d'I.J.;0
-345;7;-345 jours d'I.J.;0
-344;7;-344 jours d'I.J.;0
-343;7;-343 jours d'I.J.;0
-342;7;-342 jours d'I.J.;0
-341;7;-341 jours d'I.J.;0
-340;7;-340 jours d'I.J.;0
-339;7;-339 jours d'I.J.;0
-338;7;-338 jours d'I.J.;0
-337;7;-337 jours d'I.J.;0
-336;7;-336 jours d'I.J.;0
-335;7;-335 jours d'I.J.;0
-334;7;-334 jours d'I.J.;0
-333;7;-333 jours d'I.J.;0
-332;7;-332 jours d'I.J.;0
-331;7;-331 jours d'I.J.;0
-330;7;-330 jours d'I.J.;0
-329;7;-329 jours d'I.J.;0
-328;7;-328 jours d'I.J.;0
-327;7;-327 jours d'I.J.;0
-326;7;-326 jours d'I.J.;0
-325;7;-325 jours d'I.J.;0
-568;7;-568 jours d'I.J.;0
-567;7;-567 jours d'I.J.;0
-566;7;-566 jours d'I.J.;0
-565;7;-565 jours d'I.J.;0
-564;7;-564 jours d'I.J.;0
-563;7;-563 jours d'I.J.;0
-562;7;-562 jours d'I.J.;0
-561;7;-561 jours d'I.J.;0
-560;7;-560 jours d'I.J.;0
-559;7;-559 jours d'I.J.;0
-558;7;-558 jours d'I.J.;0
-557;7;-557 jours d'I.J.;0
-556;7;-556 jours d'I.J.;0
-555;7;-555 jours d'I.J.;0
-554;7;-554 jours d'I.J.;0
-553;7;-553 jours d'I.J.;0
-552;7;-552 jours d'I.J.;0
-551;7;-551 jours d'I.J.;0
-1012;7;-1012 jours d'I.J.;0
-1011;7;-1011 jours d'I.J.;0
-1010;7;-1010 jours d'I.J.;0
-1009;7;-1009 jours d'I.J.;0
-483;7;-483 jours d'I.J.;0
-482;7;-482 jours d'I.J.;0
-481;7;-481 jours d'I.J.;0
-480;7;-480 jours d'I.J.;0
-479;7;-479 jours d'I.J.;0
-478;7;-478 jours d'I.J.;0
-477;7;-477 jours d'I.J.;0
-476;7;-476 jours d'I.J.;0
-475;7;-475 jours d'I.J.;0
-474;7;-474 jours d'I.J.;0
-473;7;-473 jours d'I.J.;0
-472;7;-472 jours d'I.J.;0
-471;7;-471 jours d'I.J.;0
-470;7;-470 jours d'I.J.;0
-469;7;-469 jours d'I.J.;0
-468;7;-468 jours d'I.J.;0
-467;7;-467 jours d'I.J.;0
-466;7;-466 jours d'I.J.;0
-465;7;-465 jours d'I.J.;0
-464;7;-464 jours d'I.J.;0
-463;7;-463 jours d'I.J.;0
1974;4;1974 jours d'I.J.;0
1975;4;1975 jours d'I.J.;0
1976;4;1976 jours d'I.J.;0
1977;4;1977 jours d'I.J.;0
1978;4;1978 jours d'I.J.;0
1979;4;1979 jours d'I.J.;0
1980;4;1980 jours d'I.J.;0
1981;4;1981 jours d'I.J.;0
1982;4;1982 jours d'I.J.;0
1983;4;1983 jours d'I.J.;0
1984;4;1984 jours d'I.J.;0
1985;4;1985 jours d'I.J.;0
1986;4;1986 jours d'I.J.;0
1987;4;1987 jours d'I.J.;0
1988;4;1988 jours d'I.J.;0
-324;7;-324 jours d'I.J.;0
-323;7;-323 jours d'I.J.;0
-322;7;-322 jours d'I.J.;0
-321;7;-321 jours d'I.J.;0
-320;7;-320 jours d'I.J.;0
-319;7;-319 jours d'I.J.;0
-318;7;-318 jours d'I.J.;0
-317;7;-317 jours d'I.J.;0
-316;7;-316 jours d'I.J.;0
-315;7;-315 jours d'I.J.;0
-314;7;-314 jours d'I.J.;0
-313;7;-313 jours d'I.J.;0
-312;7;-312 jours d'I.J.;0
-311;7;-311 jours d'I.J.;0
-310;7;-310 jours d'I.J.;0
-309;7;-309 jours d'I.J.;0
-308;7;-308 jours d'I.J.;0
-307;7;-307 jours d'I.J.;0
-306;7;-306 jours d'I.J.;0
-305;7;-305 jours d'I.J.;0
1867;4;1867 jours d'I.J.;0
1868;4;1868 jours d'I.J.;0
1869;4;1869 jours d'I.J.;0
1870;4;1870 jours d'I.J.;0
1871;4;1871 jours d'I.J.;0
1872;4;1872 jours d'I.J.;0
1873;4;1873 jours d'I.J.;0
1874;4;1874 jours d'I.J.;0
1875;4;1875 jours d'I.J.;0
1876;4;1876 jours d'I.J.;0
1877;4;1877 jours d'I.J.;0
1878;4;1878 jours d'I.J.;0
1879;4;1879 jours d'I.J.;0
1880;4;1880 jours d'I.J.;0
1881;4;1881 jours d'I.J.;0
1882;4;1882 jours d'I.J.;0
1883;4;1883 jours d'I.J.;0
1884;4;1884 jours d'I.J.;0
1885;4;1885 jours d'I.J.;0
1886;4;1886 jours d'I.J.;0
1887;4;1887 jours d'I.J.;0
1888;4;1888 jours d'I.J.;0
1889;4;1889 jours d'I.J.;0
1890;4;1890 jours d'I.J.;0
1891;4;1891 jours d'I.J.;0
1892;4;1892 jours d'I.J.;0
1893;4;1893 jours d'I.J.;0
1894;4;1894 jours d'I.J.;0
1895;4;1895 jours d'I.J.;0
1896;4;1896 jours d'I.J.;0
1897;4;1897 jours d'I.J.;0
1898;4;1898 jours d'I.J.;0
1899;4;1899 jours d'I.J.;0
-997;7;-997 jours d'I.J.;0
-996;7;-996 jours d'I.J.;0
-995;7;-995 jours d'I.J.;0
-994;7;-994 jours d'I.J.;0
-993;7;-993 jours d'I.J.;0
-992;7;-992 jours d'I.J.;0
-991;7;-991 jours d'I.J.;0
-990;7;-990 jours d'I.J.;0
-989;7;-989 jours d'I.J.;0
-988;7;-988 jours d'I.J.;0
-987;7;-987 jours d'I.J.;0
-986;7;-986 jours d'I.J.;0
-985;7;-985 jours d'I.J.;0
-264;7;-264 jours d'I.J.;0
-507;7;-507 jours d'I.J.;0
-506;7;-506 jours d'I.J.;0
-505;7;-505 jours d'I.J.;0
-504;7;-504 jours d'I.J.;0
-503;7;-503 jours d'I.J.;0
-502;7;-502 jours d'I.J.;0
-501;7;-501 jours d'I.J.;0
-500;7;-500 jours d'I.J.;0
-499;7;-499 jours d'I.J.;0
-498;7;-498 jours d'I.J.;0
-497;7;-497 jours d'I.J.;0
-496;7;-496 jours d'I.J.;0
-495;7;-495 jours d'I.J.;0
-494;7;-494 jours d'I.J.;0
-245;7;-245 jours d'I.J.;0
-244;7;-244 jours d'I.J.;0
-243;7;-243 jours d'I.J.;0
-242;7;-242 jours d'I.J.;0
-241;7;-241 jours d'I.J.;0
-240;7;-240 jours d'I.J.;0
-239;7;-239 jours d'I.J.;0
-238;7;-238 jours d'I.J.;0
-237;7;-237 jours d'I.J.;0
-236;7;-236 jours d'I.J.;0
-235;7;-235 jours d'I.J.;0
-234;7;-234 jours d'I.J.;0
-233;7;-233 jours d'I.J.;0
-232;7;-232 jours d'I.J.;0
-231;7;-231 jours d'I.J.;0
-230;7;-230 jours d'I.J.;0
-229;7;-229 jours d'I.J.;0
-228;7;-228 jours d'I.J.;0
-227;7;-227 jours d'I.J.;0
-226;7;-226 jours d'I.J.;0
-225;7;-225 jours d'I.J.;0
-224;7;-224 jours d'I.J.;0
-223;7;-223 jours d'I.J.;0
-222;7;-222 jours d'I.J.;0
-221;7;-221 jours d'I.J.;0
-220;7;-220 jours d'I.J.;0
-219;7;-219 jours d'I.J.;0
1524;4;1524 jours d'I.J.;0
1525;4;1525 jours d'I.J.;0
1526;4;1526 jours d'I.J.;0
1527;4;1527 jours d'I.J.;0
1528;4;1528 jours d'I.J.;0
1529;4;1529 jours d'I.J.;0
1530;4;1530 jours d'I.J.;0
1531;4;1531 jours d'I.J.;0
1532;4;1532 jours d'I.J.;0
1533;4;1533 jours d'I.J.;0
1534;4;1534 jours d'I.J.;0
1535;4;1535 jours d'I.J.;0
1536;4;1536 jours d'I.J.;0
1537;4;1537 jours d'I.J.;0
1538;4;1538 jours d'I.J.;0
-799;7;-799 jours d'I.J.;0
-798;7;-798 jours d'I.J.;0
-797;7;-797 jours d'I.J.;0
-796;7;-796 jours d'I.J.;0
-795;7;-795 jours d'I.J.;0
-794;7;-794 jours d'I.J.;0
-793;7;-793 jours d'I.J.;0
-792;7;-792 jours d'I.J.;0
-791;7;-791 jours d'I.J.;0
-790;7;-790 jours d'I.J.;0
-789;7;-789 jours d'I.J.;0
-788;7;-788 jours d'I.J.;0
-787;7;-787 jours d'I.J.;0
-786;7;-786 jours d'I.J.;0
-785;7;-785 jours d'I.J.;0
-784;7;-784 jours d'I.J.;0
-783;7;-783 jours d'I.J.;0
-782;7;-782 jours d'I.J.;0
-304;7;-304 jours d'I.J.;0
-303;7;-303 jours d'I.J.;0
-302;7;-302 jours d'I.J.;0
-301;7;-301 jours d'I.J.;0
-300;7;-300 jours d'I.J.;0
-299;7;-299 jours d'I.J.;0
-298;7;-298 jours d'I.J.;0
-297;7;-297 jours d'I.J.;0
-296;7;-296 jours d'I.J.;0
-295;7;-295 jours d'I.J.;0
-294;7;-294 jours d'I.J.;0
-293;7;-293 jours d'I.J.;0
-292;7;-292 jours d'I.J.;0
-291;7;-291 jours d'I.J.;0
-290;7;-290 jours d'I.J.;0
-289;7;-289 jours d'I.J.;0
-288;7;-288 jours d'I.J.;0
-287;7;-287 jours d'I.J.;0
-286;7;-286 jours d'I.J.;0
-285;7;-285 jours d'I.J.;0
-284;7;-284 jours d'I.J.;0
-283;7;-283 jours d'I.J.;0
-282;7;-282 jours d'I.J.;0
-281;7;-281 jours d'I.J.;0
-280;7;-280 jours d'I.J.;0
-279;7;-279 jours d'I.J.;0
1272;4;1272 jours d'I.J.;0
1273;4;1273 jours d'I.J.;0
1274;4;1274 jours d'I.J.;0
1275;4;1275 jours d'I.J.;0
1276;4;1276 jours d'I.J.;0
1277;4;1277 jours d'I.J.;0
1278;4;1278 jours d'I.J.;0
1279;4;1279 jours d'I.J.;0
1280;4;1280 jours d'I.J.;0
1281;4;1281 jours d'I.J.;0
1282;4;1282 jours d'I.J.;0
1283;4;1283 jours d'I.J.;0
1284;4;1284 jours d'I.J.;0
1285;4;1285 jours d'I.J.;0
1286;4;1286 jours d'I.J.;0
1287;4;1287 jours d'I.J.;0
1288;4;1288 jours d'I.J.;0
1289;4;1289 jours d'I.J.;0
1290;4;1290 jours d'I.J.;0
1291;4;1291 jours d'I.J.;0
1292;4;1292 jours d'I.J.;0
1293;4;1293 jours d'I.J.;0
1294;4;1294 jours d'I.J.;0
1295;4;1295 jours d'I.J.;0
1296;4;1296 jours d'I.J.;0
1297;4;1297 jours d'I.J.;0
1298;4;1298 jours d'I.J.;0
1299;4;1299 jours d'I.J.;0
1778;4;1778 jours d'I.J.;0
1779;4;1779 jours d'I.J.;0
1780;4;1780 jours d'I.J.;0
1781;4;1781 jours d'I.J.;0
1782;4;1782 jours d'I.J.;0
1783;4;1783 jours d'I.J.;0
1784;4;1784 jours d'I.J.;0
-493;7;-493 jours d'I.J.;0
-492;7;-492 jours d'I.J.;0
-491;7;-491 jours d'I.J.;0
-490;7;-490 jours d'I.J.;0
-489;7;-489 jours d'I.J.;0
-488;7;-488 jours d'I.J.;0
-487;7;-487 jours d'I.J.;0
-486;7;-486 jours d'I.J.;0
-485;7;-485 jours d'I.J.;0
-484;7;-484 jours d'I.J.;0
29;4;29 jours d'I.J.;0
30;4;30 jours d'I.J.;0
31;4;31 jours d'I.J.;0
32;4;32 jours d'I.J.;0
33;4;33 jours d'I.J.;0
34;4;34 jours d'I.J.;0
35;4;35 jours d'I.J.;0
36;4;36 jours d'I.J.;0
37;4;37 jours d'I.J.;0
38;4;38 jours d'I.J.;0
39;4;39 jours d'I.J.;0
40;4;40 jours d'I.J.;0
41;4;41 jours d'I.J.;0
42;4;42 jours d'I.J.;0
43;4;43 jours d'I.J.;0
44;4;44 jours d'I.J.;0
45;4;45 jours d'I.J.;0
46;4;46 jours d'I.J.;0
47;4;47 jours d'I.J.;0
48;4;48 jours d'I.J.;0
49;4;49 jours d'I.J.;0
50;4;50 jours d'I.J.;0
51;4;51 jours d'I.J.;0
52;4;52 jours d'I.J.;0
53;4;53 jours d'I.J.;0
54;4;54 jours d'I.J.;0
55;4;55 jours d'I.J.;0
56;4;56 jours d'I.J.;0
57;4;57 jours d'I.J.;0
58;4;58 jours d'I.J.;0
59;4;59 jours d'I.J.;0
60;4;60 jours d'I.J.;0
61;4;61 jours d'I.J.;0
62;4;62 jours d'I.J.;0
63;4;63 jours d'I.J.;0
64;4;64 jours d'I.J.;0
65;4;65 jours d'I.J.;0
66;4;66 jours d'I.J.;0
67;4;67 jours d'I.J.;0
68;4;68 jours d'I.J.;0
69;4;69 jours d'I.J.;0
70;4;70 jours d'I.J.;0
71;4;71 jours d'I.J.;0
1996;4;1996 jours d'I.J.;0
1997;4;1997 jours d'I.J.;0
1998;4;1998 jours d'I.J.;0
1999;4;1999 jours d'I.J.;0
2000;4;2000 jours d'I.J.;0
9999;9;VALEUR INCONNUE;1
-446;7;-446 jours d'I.J.;0
-445;7;-445 jours d'I.J.;0
-444;7;-444 jours d'I.J.;0
-443;7;-443 jours d'I.J.;0
-442;7;-442 jours d'I.J.;0
-441;7;-441 jours d'I.J.;0
-440;7;-440 jours d'I.J.;0
1905;4;1905 jours d'I.J.;0
1906;4;1906 jours d'I.J.;0
1907;4;1907 jours d'I.J.;0
1908;4;1908 jours d'I.J.;0
1909;4;1909 jours d'I.J.;0
1910;4;1910 jours d'I.J.;0
1911;4;1911 jours d'I.J.;0
1912;4;1912 jours d'I.J.;0
1913;4;1913 jours d'I.J.;0
1914;4;1914 jours d'I.J.;0
1915;4;1915 jours d'I.J.;0
1916;4;1916 jours d'I.J.;0
1917;4;1917 jours d'I.J.;0
1918;4;1918 jours d'I.J.;0
1919;4;1919 jours d'I.J.;0
1920;4;1920 jours d'I.J.;0
1921;4;1921 jours d'I.J.;0
1922;4;1922 jours d'I.J.;0
1923;4;1923 jours d'I.J.;0
1924;4;1924 jours d'I.J.;0
1925;4;1925 jours d'I.J.;0
1926;4;1926 jours d'I.J.;0
-385;7;-385 jours d'I.J.;0
-384;7;-384 jours d'I.J.;0
-383;7;-383 jours d'I.J.;0
-382;7;-382 jours d'I.J.;0
-381;7;-381 jours d'I.J.;0
-380;7;-380 jours d'I.J.;0
-379;7;-379 jours d'I.J.;0
-378;7;-378 jours d'I.J.;0
-377;7;-377 jours d'I.J.;0
-376;7;-376 jours d'I.J.;0
-375;7;-375 jours d'I.J.;0
-374;7;-374 jours d'I.J.;0
-373;7;-373 jours d'I.J.;0
-372;7;-372 jours d'I.J.;0
-371;7;-371 jours d'I.J.;0
-370;7;-370 jours d'I.J.;0
-369;7;-369 jours d'I.J.;0
-368;7;-368 jours d'I.J.;0
-367;7;-367 jours d'I.J.;0
-366;7;-366 jours d'I.J.;0
-365;7;-365 jours d'I.J.;0
-364;7;-364 jours d'I.J.;0
-363;7;-363 jours d'I.J.;0
-362;7;-362 jours d'I.J.;0
1968;4;1968 jours d'I.J.;0
1969;4;1969 jours d'I.J.;0
1970;4;1970 jours d'I.J.;0
1971;4;1971 jours d'I.J.;0
1972;4;1972 jours d'I.J.;0
1973;4;1973 jours d'I.J.;0
-1882;7;-1882 jours d'I.J.;0
-1881;7;-1881 jours d'I.J.;0
-1880;7;-1880 jours d'I.J.;0
-1879;7;-1879 jours d'I.J.;0
-1878;7;-1878 jours d'I.J.;0
-1877;7;-1877 jours d'I.J.;0
-1876;7;-1876 jours d'I.J.;0
-1875;7;-1875 jours d'I.J.;0
-1874;7;-1874 jours d'I.J.;0
-1873;7;-1873 jours d'I.J.;0
-1802;7;-1802 jours d'I.J.;0
-1801;7;-1801 jours d'I.J.;0
-1800;7;-1800 jours d'I.J.;0
-1799;7;-1799 jours d'I.J.;0
-1798;7;-1798 jours d'I.J.;0
-1797;7;-1797 jours d'I.J.;0
-1796;7;-1796 jours d'I.J.;0
-1795;7;-1795 jours d'I.J.;0
-1794;7;-1794 jours d'I.J.;0
-1793;7;-1793 jours d'I.J.;0
-1792;7;-1792 jours d'I.J.;0
-1791;7;-1791 jours d'I.J.;0
-1790;7;-1790 jours d'I.J.;0
-1789;7;-1789 jours d'I.J.;0
-1788;7;-1788 jours d'I.J.;0
-1787;7;-1787 jours d'I.J.;0
-1786;7;-1786 jours d'I.J.;0
-1785;7;-1785 jours d'I.J.;0
-1784;7;-1784 jours d'I.J.;0
-1783;7;-1783 jours d'I.J.;0
-1782;7;-1782 jours d'I.J.;0
-1781;7;-1781 jours d'I.J.;0
-1780;7;-1780 jours d'I.J.;0
-1779;7;-1779 jours d'I.J.;0
-1778;7;-1778 jours d'I.J.;0
-1777;7;-1777 jours d'I.J.;0
-1776;7;-1776 jours d'I.J.;0
-871;7;-871 jours d'I.J.;0
-781;7;-781 jours d'I.J.;0
-780;7;-780 jours d'I.J.;0
-779;7;-779 jours d'I.J.;0
-778;7;-778 jours d'I.J.;0
-777;7;-777 jours d'I.J.;0
-776;7;-776 jours d'I.J.;0
-534;7;-534 jours d'I.J.;0
-533;7;-533 jours d'I.J.;0
-532;7;-532 jours d'I.J.;0
-531;7;-531 jours d'I.J.;0
-530;7;-530 jours d'I.J.;0
-529;7;-529 jours d'I.J.;0
-528;7;-528 jours d'I.J.;0
-527;7;-527 jours d'I.J.;0
-526;7;-526 jours d'I.J.;0
-525;7;-525 jours d'I.J.;0
-524;7;-524 jours d'I.J.;0
-523;7;-523 jours d'I.J.;0
-522;7;-522 jours d'I.J.;0
-521;7;-521 jours d'I.J.;0
-520;7;-520 jours d'I.J.;0
-519;7;-519 jours d'I.J.;0
-518;7;-518 jours d'I.J.;0
-517;7;-517 jours d'I.J.;0
-516;7;-516 jours d'I.J.;0
-515;7;-515 jours d'I.J.;0
-514;7;-514 jours d'I.J.;0
-513;7;-513 jours d'I.J.;0
-512;7;-512 jours d'I.J.;0
-511;7;-511 jours d'I.J.;0
-510;7;-510 jours d'I.J.;0
-509;7;-509 jours d'I.J.;0
-508;7;-508 jours d'I.J.;0
1738;4;1738 jours d'I.J.;0
1739;4;1739 jours d'I.J.;0
1740;4;1740 jours d'I.J.;0
1741;4;1741 jours d'I.J.;0
1742;4;1742 jours d'I.J.;0
1743;4;1743 jours d'I.J.;0
1744;4;1744 jours d'I.J.;0
1745;4;1745 jours d'I.J.;0
1746;4;1746 jours d'I.J.;0
1747;4;1747 jours d'I.J.;0
1748;4;1748 jours d'I.J.;0
1749;4;1749 jours d'I.J.;0
981;4;981 jours d'I.J.;0
982;4;982 jours d'I.J.;0
983;4;983 jours d'I.J.;0
984;4;984 jours d'I.J.;0
985;4;985 jours d'I.J.;0
986;4;986 jours d'I.J.;0
987;4;987 jours d'I.J.;0
988;4;988 jours d'I.J.;0
989;4;989 jours d'I.J.;0
990;4;990 jours d'I.J.;0
991;4;991 jours d'I.J.;0
992;4;992 jours d'I.J.;0
993;4;993 jours d'I.J.;0
994;4;994 jours d'I.J.;0
995;4;995 jours d'I.J.;0
996;4;996 jours d'I.J.;0
-738;7;-738 jours d'I.J.;0
-737;7;-737 jours d'I.J.;0
-736;7;-736 jours d'I.J.;0
-735;7;-735 jours d'I.J.;0
-734;7;-734 jours d'I.J.;0
-733;7;-733 jours d'I.J.;0
-732;7;-732 jours d'I.J.;0
-731;7;-731 jours d'I.J.;0
-730;7;-730 jours d'I.J.;0
-729;7;-729 jours d'I.J.;0
-728;7;-728 jours d'I.J.;0
-727;7;-727 jours d'I.J.;0
-726;7;-726 jours d'I.J.;0
-725;7;-725 jours d'I.J.;0
-724;7;-724 jours d'I.J.;0
-723;7;-723 jours d'I.J.;0
-722;7;-722 jours d'I.J.;0
-721;7;-721 jours d'I.J.;0
-720;7;-720 jours d'I.J.;0
-719;7;-719 jours d'I.J.;0
-718;7;-718 jours d'I.J.;0
-717;7;-717 jours d'I.J.;0
-716;7;-716 jours d'I.J.;0
-715;7;-715 jours d'I.J.;0
-714;7;-714 jours d'I.J.;0
-713;7;-713 jours d'I.J.;0
-712;7;-712 jours d'I.J.;0
-711;7;-711 jours d'I.J.;0
-710;7;-710 jours d'I.J.;0
-709;7;-709 jours d'I.J.;0
-708;7;-708 jours d'I.J.;0
-707;7;-707 jours d'I.J.;0
-706;7;-706 jours d'I.J.;0
-705;7;-705 jours d'I.J.;0
-704;7;-704 jours d'I.J.;0
-703;7;-703 jours d'I.J.;0
-702;7;-702 jours d'I.J.;0
-701;7;-701 jours d'I.J.;0
-700;7;-700 jours d'I.J.;0
-699;7;-699 jours d'I.J.;0
-698;7;-698 jours d'I.J.;0
-697;7;-697 jours d'I.J.;0
-696;7;-696 jours d'I.J.;0
-695;7;-695 jours d'I.J.;0
-694;7;-694 jours d'I.J.;0
1624;4;1624 jours d'I.J.;0
185;4;185 jours d'I.J.;0
186;4;186 jours d'I.J.;0
187;4;187 jours d'I.J.;0
188;4;188 jours d'I.J.;0
189;4;189 jours d'I.J.;0
190;4;190 jours d'I.J.;0
191;4;191 jours d'I.J.;0
192;4;192 jours d'I.J.;0
193;4;193 jours d'I.J.;0
194;4;194 jours d'I.J.;0
195;4;195 jours d'I.J.;0
196;4;196 jours d'I.J.;0
197;4;197 jours d'I.J.;0
198;4;198 jours d'I.J.;0
199;4;199 jours d'I.J.;0
200;4;200 jours d'I.J.;0
201;4;201 jours d'I.J.;0
202;4;202 jours d'I.J.;0
203;4;203 jours d'I.J.;0
633;4;633 jours d'I.J.;0
634;4;634 jours d'I.J.;0
635;4;635 jours d'I.J.;0
636;4;636 jours d'I.J.;0
637;4;637 jours d'I.J.;0
638;4;638 jours d'I.J.;0
639;4;639 jours d'I.J.;0
640;4;640 jours d'I.J.;0
641;4;641 jours d'I.J.;0
642;4;642 jours d'I.J.;0
643;4;643 jours d'I.J.;0
644;4;644 jours d'I.J.;0
645;4;645 jours d'I.J.;0
646;4;646 jours d'I.J.;0
647;4;647 jours d'I.J.;0
648;4;648 jours d'I.J.;0
649;4;649 jours d'I.J.;0
650;4;650 jours d'I.J.;0
651;4;651 jours d'I.J.;0
652;4;652 jours d'I.J.;0
653;4;653 jours d'I.J.;0
654;4;654 jours d'I.J.;0
655;4;655 jours d'I.J.;0
656;4;656 jours d'I.J.;0
657;4;657 jours d'I.J.;0
658;4;658 jours d'I.J.;0
659;4;659 jours d'I.J.;0
660;4;660 jours d'I.J.;0
661;4;661 jours d'I.J.;0
662;4;662 jours d'I.J.;0
663;4;663 jours d'I.J.;0
664;4;664 jours d'I.J.;0
665;4;665 jours d'I.J.;0
666;4;666 jours d'I.J.;0
667;4;667 jours d'I.J.;0
668;4;668 jours d'I.J.;0
669;4;669 jours d'I.J.;0
-550;7;-550 jours d'I.J.;0
-549;7;-549 jours d'I.J.;0
-548;7;-548 jours d'I.J.;0
-547;7;-547 jours d'I.J.;0
-546;7;-546 jours d'I.J.;0
-545;7;-545 jours d'I.J.;0
-544;7;-544 jours d'I.J.;0
-543;7;-543 jours d'I.J.;0
-542;7;-542 jours d'I.J.;0
-541;7;-541 jours d'I.J.;0
-540;7;-540 jours d'I.J.;0
-539;7;-539 jours d'I.J.;0
-538;7;-538 jours d'I.J.;0
-537;7;-537 jours d'I.J.;0
-536;7;-536 jours d'I.J.;0
-535;7;-535 jours d'I.J.;0
-15;6;-15 jours d'I.J.;0
-14;6;-14 jours d'I.J.;0
-13;6;-13 jours d'I.J.;0
-12;6;-12 jours d'I.J.;0
-11;6;-11 jours d'I.J.;0
-10;6;-10 jours d'I.J.;0
-9;6;-9 jours d'I.J.;0
-8;6;-8 jours d'I.J.;0
-7;6;-7 jours d'I.J.;0
-6;6;-6 jours d'I.J.;0
-5;6;-5 jours d'I.J.;0
-4;6;-4 jours d'I.J.;0
-3;5;-3 jours d'I.J.;0
-2;5;-2 jours d'I.J.;0
-1;5;-1 jour d'I.J.;0
0;0;0 jour d'I.J.;0
1;1;1 jour d'I.J.;0
