SEE_RSQ_NUM;SEE_BUR_NUM;SEE_CTN_NUM;ATV_COD_STR;SEE_RSQ_LIB;GRT_ACT_NUM;CTN_COD_FIN;GFI_COD_FIN;CTN_COD_CAL;GFC_NUM_CAL;TOP_TAR_IND;RSQ_BUR_IND;RSQ_BEN_IND;RSQ_DOC_IND;TAU_ECR_RDO;RSQ_CGL_IND;RSQ_ETT_IND;RSQ_SAL_IND;RSQ_EFF_IND;RSQ_HRE_IND;RSQ_COT_IND;RSQ_EFF_NGL;RSQ_BAT_IND;RSQ_EXC_IND;TEC_COL
00000;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;1;0;0;0;0;0;0;0;1;0
00000;N;ZZ;X;compte special;0;ZZ;0;ZZ;0;;1;0;0;0;1;0;0;0;0;0;0;0;1;0
0000A;N;BB;X;Personnel des sièges sociaux et bureaux du BTP.;0;BB;21;BB;21;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
0000B;N;ZZ;X;Sièges sociaux et bureaux (hors BTP);0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
011AA;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
011AA;N;DD;X;Cultures et élevage dans les départements d'outre-mer;20;DD;27;DD;27;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
014AA;B;ZZ;X;;0;ZZ;0;ZZ;0;*;1;0;0;0;0;0;0;1;0;0;0;0;1;0
014AA;N;ZZ;X;Enoiseur;0;ZZ;0;ZZ;0;*;1;0;0;0;0;0;0;1;0;0;0;0;1;0
050AA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
050AA;N;CC;X;Pêche en mer, entreprises d'armement pour la pêche en mer;04;CC;015;CC;015;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
111ZA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
111ZA;N;EE;X;Production de pétrole et de gaz naturel;07;EE;002;EE;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
111ZB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
111ZB;N;EE;X;Production de pétrole et de gaz naturel. Fabrication et distillation d'hydrocarbures benzéniques et de goudrons. Fabrication de térébenthine, de colophane et d;07;EE;002;EE;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
111ZC;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
111ZC;N;EE;X;Production,transport par conduite et raffinage de pétrole et de gaz. Fabrication d'ingrédients et d'additifs pour carburation et lubrification,de produits aspha;7;EE;11;EE;11;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
141AG;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
141AG;N;FF;X;Extraction et production de roches massives et de pierres de construction;14;FF;013;FF;013;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
141AH;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
141AH;N;FF;X;Extraction et préparation de matériaux issus des carrières de roches meubles ou massives;14;FF;13;FF;13;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
141CH;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
141CH;N;FF;X;Extraction et préparation d'amendements, de calcaires industriels, de craies, de gypses, de pierre à ciment et à chaux;14;FF;010;FF;010;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
142AE;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
142AE;N;FF;X;Extraction et préparation de matériaux alluvionnaires et de roches meubles;15;FF;014;FF;014;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
145ZL;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
145ZL;N;FF;X;Extraction, broyage et préparation de produits minéraux divers;20;FF;011;FF;011;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
145ZM;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
145ZM;N;FF;X;Extraction, broyage et préparation de produits minéraux divers;14;FF;10;FF;10;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
151AB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
151AB;N;DD;X;Abattage du bétail;01;DD;003;DD;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
151AC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
151AC;N;DD;X;Découpe de viandes;01;DD;003;DD;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
151AD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
151AD;N;DD;X;Abattage du bétail, découpe et commerce de gros de viandes de boucherie;03;DD;002;DD;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
151AE;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
151AE;N;DD;X;Abattage du bétail, découpe et commerce de gros de viandes de boucherie. Production de viandes de volailles.;3;DD;2;DD;2;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
151CA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
151CA;N;DD;X;Production de viandes de volailles;03;DD;013;DD;013;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
151EB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
151EB;N;DD;X;Préparation industrielle de produits à base de viande (y compris boyauderie);02;DD;003;DD;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
151EC;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
151EC;N;DD;X;Transformation et conservation de la viande et préparation de produits à base de viande (y compris boyauderie). Transformation et conservation du poisson.;2;DD;3;DD;3;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
151FA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
151FA;N;DD;X;Charcuterie artisanale;02;DD;025;DD;025;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
152ZA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
152ZA;N;DD;X;Industrie du poisson;04;DD;017;DD;017;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
153CB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
153CB;N;DD;X;Préparation de cidre, de jus de fruits et légumes;06;DD;001;DD;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
153EB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
153EB;N;DD;X;Transformation et conservation de légumes;08;DD;007;DD;007;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
153EC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
153EC;N;DD;X;Transformation et conservation de légumes et de fruits;07;DD;005;DD;005;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
153FA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
153FA;N;DD;X;Transformation et conservation de fruits;08;DD;007;DD;007;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
153FB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
153FB;N;DD;X;Fabrication de confitures;08;DD;009;DD;009;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
154AC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
154AC;N;EE;X;Fabrication d'huiles et de corps gras d'origine végétale et animale;03;EE;004;EE;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
154AD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
154AD;N;EE;X;Fabrication de matières colorantes de synthèse. Fabrication électrolytique de chlore, de potasse caustique, de chlorate et perchlorates, de fluor, d'acide fluo;03;EE;004;EE;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
154CB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
154CB;N;EE;X;Huiles raffinées, corps gras raffinés d'origine animale et végétale;03;EE;003;EE;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
155AA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
155AA;N;DD;X;Fabrication de lait liquide et de produits frais;10;DD;006;DD;006;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
155BA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
155BA;N;DD;X;Fabrication de beurre;10;DD;006;DD;006;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
155CA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
155CA;N;DD;X;Fabrication de fromages;10;DD;006;DD;006;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
155CB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
155CB;N;DD;X;Fabrication de produits laitiers, de glaces et de sorbets;06;DD;004;DD;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
155CC;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
155CC;N;DD;X;Autres Industries alimentaires non classées par ailleurs et transformation du tabac.;6;DD;4;DD;4;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
155DA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
155DA;N;DD;X;Fabrication d'autres produits laitiers;10;DD;006;DD;006;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
155FA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
155FA;N;DD;X;Fabrication de glaces et sorbets;20;DD;006;DD;006;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
156AB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
156AB;N;DD;X;Malterie et meunerie;11;DD;002;DD;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
156BA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
156BA;N;DD;X;Autres activités de travail de grains;11;DD;009;DD;009;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
156DA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
156DA;N;DD;X;Fabrication de produits amylacés;20;DD;009;DD;009;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
157AA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
157AA;N;DD;X;Fabrication d'aliments pour animaux de ferme;14;DD;002;DD;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
157AB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
157AB;N;DD;X;Malterie, Meunerie, Fabrication de pâtes alimentaires et semoule;01;DD;001;DD;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
157CA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
157CA;N;DD;X;Fabrication d'aliments pour animaux de compagnie;14;DD;010;DD;010;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158AA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158AA;N;DD;X;Fabrication industrielle de pain et de pâtisserie fraîche;07;DD;022;DD;022;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158AB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158AB;N;DD;X;Fabrication industrielle de produits de boulangerie, pâtisserie et pizza;14;DD;015;DD;015;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158AC;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
158AC;N;DD;X;Transformation et conservation de légumes et de fruits. Fabrication industrielle de produits de boulangerie, pâtisserie et pizza.;14;DD;15;DD;15;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
158BA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158BA;N;DD;X;Cuisson de produits de boulangerie;07;DD;022;DD;022;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158CA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158CA;N;DD;X;Boulangerie (seule ou avec vente de confiserie);07;DD;008;DD;008;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158CB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158CB;N;DD;X;Boulangerie-pâtisserie avec ou sans vente de confiserie;07;DD;008;DD;008;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158CD;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
158CD;N;DD;X;Commerce de détail (avec ou sans fabrication) de pain, pâtisserie, confiserie et chocolats;8;DD;6;DD;6;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
158DA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158DA;N;DD;X;Pâtisserie artisanale;07;DD;008;DD;008;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158FA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158FA;N;DD;X;Biscotterie, biscuiterie, pâtisserie de conservation;19;DD;009;DD;009;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158HA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158HA;N;DD;X;Fabrication de sucre;13;DD;012;DD;012;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158HB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158HB;N;DD;X;Fabrication de sucre de canne associée ou non à la culture de canne à sucre;13;DD;012;DD;012;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158HC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158HC;N;DD;X;Fabrication de sucre associée ou non à la culture de canne à sucre;11;DD;009;DD;009;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158KA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158KA;N;DD;X;Fabrication de confiserie, chocolaterie;16;DD;013;DD;013;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158KB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158KB;N;DD;X;Fabrication de confiture, de confiserie et chocolaterie;18;DD;030;DD;030;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158MA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158MA;N;DD;X;Semoulerie, fabrication de pâtes alimentaires, de couscous;11;DD;010;DD;010;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158MB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158MB;N;DD;X;Fabrication de pâtes farcies à cuire;11;DD;010;DD;010;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158PA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158PA;N;DD;X;Transformation du café, préparation de chicorée, thé et infusions;12;DD;014;DD;014;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158PB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158PB;N;DD;X;Fabrication et transformation de café et épices;17;DD;029;DD;029;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158RA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158RA;N;DD;X;Trituration et conditionnement poivres, épices, safran;12;DD;014;DD;014;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158RB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158RB;N;DD;X;Fabrication de condiments et assaisonnements;12;DD;009;DD;009;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158TA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158TA;N;DD;X;Fabrication d'aliments adaptés à l'enfant et diététiques;12;DD;009;DD;009;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158VA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158VA;N;DD;X;Industries alimentaires nca;12;DD;009;DD;009;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158VB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
158VB;N;DD;X;Industries alimentaires non classées par ailleurs;09;DD;007;DD;007;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159AB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159AB;N;DD;X;Vieillissement et traitement d'eau-de-vie naturelle;06;DD;011;DD;011;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159AD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159AD;N;DD;X;Production d'alcool éthylique de fermentation, d'eaux de vie et distillerie de canne à sucre;06;DD;011;DD;011;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159BA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159BA;N;DD;X;Fabrication de spiritueux;06;DD;011;DD;011;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159FA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159FA;N;DD;X;Champagnisation;06;DD;011;DD;011;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159GA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159GA;N;DD;X;Vinification. - Production d'autres boissons fermentées;06;DD;011;DD;011;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159NA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159NA;N;DD;X;Brasserie;06;DD;001;DD;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159SA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159SA;N;DD;X;Industrie des eaux de table;06;DD;011;DD;011;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159SB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159SB;N;DD;X;Fabrication de boissons sauf produits laitiers;10;DD;008;DD;008;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159SC;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
159SC;N;DD;X;Fabrication et transformation de café et épices. Fabrication de boissons sauf produits laitiers.;10;DD;8;DD;8;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
159TA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159TA;N;DD;X;Fabrication de boissons non alcoolisées élaborées;06;DD;011;DD;011;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159TB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
159TB;N;DD;X;Fabrication de boissons gazéifiées;06;DD;011;DD;011;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
160ZA;B;ZZ;;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
160ZA;N;FF;;Transformation du tabac. Fabrication d'allumettes;02;FF;038;FF;038;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
171AA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
171AA;N;FF;X;Filature;10;FF;032;FF;032;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
171EA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
171EA;N;FF;X;Préparation laine, fibres dures et ouates;10;FF;032;FF;032;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
171KA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
171KA;N;FF;X;Moulinage et retordage;10;FF;032;FF;032;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
171KB;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
171KB;N;FF;X;Travail des fibres textiles naturelles (filature, moulinage et retordage, préparation de la laine, fibres dures, ouates...).;10;FF;32;FF;32;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
172AA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
172AA;N;FF;X;Tissage;10;FF;033;FF;033;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
172AB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
172AB;N;FF;X;Tissage. Fabrication de textiles non tissés, tapis, moquettes, feutres, élactiques,;10;FF;033;FF;033;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
172AC;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
172AC;N;FF;X;Fabrication de tissu et articles textiles;10;FF;33;FF;33;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
173ZA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
173ZA;N;FF;X;Ennoblissement textile;10;FF;034;FF;034;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
174CB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
174CB;N;FF;X;Fabrication d'articles en toile;11;FF;036;FF;036;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
174CC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
174CC;N;FF;X;Fabrication d'articles en toile forte;11;FF;037;FF;037;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
174CJ;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
174CJ;N;FF;X;Préparation, fabrication de petits articles de literie, de plumes, duvet et crin végétal, voilerie, gréement et pouliage;06;FF;003;FF;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
175AA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
175AA;N;FF;X;Fabrication de tapis, feutres et non tissés;10;FF;033;FF;033;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
175GA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
175GA;N;EE;X;Enduction de tissus à base d'huiles siccatives et à base de dérivés de la cellulose ou de résines synthétiques thermoplastiques (toiles cirées, moleskine). Fabri;13;EE;006;EE;006;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
175GD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
175GD;N;FF;X;Fabrication diverses à la main;10;FF;035;FF;035;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
177AA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
177AA;N;FF;X;Fabrication mécanique, maille, dentelle, ruban, produits élastiques;10;FF;035;FF;035;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
177AB;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
177AB;N;FF;X;Fabrication de mailles, dentelles, rubans, produits élastiques et d'articles divers;10;FF;35;FF;35;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
182CA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
182CA;N;FF;X;Confection, y compris découpage d'étoffes;11;FF;036;FF;036;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
182CB;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
182CB;N;FF;X;Confection. Fabrication d'accessoires de l'habillement et d'articles en toile.;11;FF;36;FF;36;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
182JA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
182JA;N;FF;X;Fabrication d'accessoires de l'habillement;11;FF;036;FF;036;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
191ZE;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
191ZE;N;FF;X;Cuirs et peaux;12;FF;039;FF;039;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
192ZH;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
192ZH;N;FF;X;Maroquinerie;13;FF;40;FF;40;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
193ZK;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
193ZK;N;FF;X;Chaussure;13;FF;041;FF;041;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
