SEE_RSQ_NUM;SEE_BUR_NUM;SEE_CTN_NUM;ATV_COD_STR;SEE_RSQ_LIB;GRT_ACT_NUM;CTN_COD_FIN;GFI_COD_FIN;CTN_COD_CAL;GFC_NUM_CAL;TOP_TAR_IND;RSQ_BUR_IND;RSQ_BEN_IND;RSQ_DOC_IND;TAU_ECR_RDO;RSQ_CGL_IND;RSQ_ETT_IND;RSQ_SAL_IND;RSQ_EFF_IND;RSQ_HRE_IND;RSQ_COT_IND;RSQ_EFF_NGL;RSQ_BAT_IND;RSQ_EXC_IND;TEC_COL
361MD;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
361MD;N;FF;X;Fabrication et réparation de sièges, de matelas et sommiers et d'articles de literie et pour voiliers.;6;FF;3;FF;3;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
362CB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
362CB;N;AA;X;Emaillage (sauf activité artistique) ou bijouterie, joaillerie, orfèvrerie ' Graveur en médailles et monnaies;22;AA;024;AA;024;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
363ZB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
363ZB;N;FF;X;Fabrication, réparation et accordage d'instruments de musique;06;FF;001;FF;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
363ZC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
363ZC;N;FF;X;Fabrication, réparation et accordage d'instruments de musique. Industrie de la brosserie. Fabrication d'articles en bois pour écriture.;06;FF;001;FF;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
364ZA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
364ZA;N;AA;X;Fabrication d'articles de sport dont la matière première est le métal;24;AA;025;AA;025;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
364ZE;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
364ZE;N;FF;X;Fabrication d'articles de pêche et d'articles de sport dont la matière dominante est le bois;04;FF;003;FF;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
364ZF;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
364ZF;N;AA;X;Fabrication d'articles de sport, jeux et jouets, d'articles de puériculture non classé par ailleurs .;24;AA;025;AA;025;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
365ZG;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
365ZG;N;AA;X;Fabrication de jeux et jouets, de voitures d'enfants et d'articles de puériculture;22;AA;025;AA;025;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
366CA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
366CA;N;FF;X;Industrie de la brosserie;06;FF;001;FF;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
366EG;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
366EG;N;FF;X;Fabrication de porte-plumes réservoirs, porte-mines, de porte-plumes;06;FF;001;FF;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
366EJ;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
366EJ;N;EE;X;Assemblage (sans fabrication d'éléments constitutifs) de fruits, fleurs et petits objets (nca) en matière plastique;12;EE;008;EE;008;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
366EL;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
366EL;N;EE;X;Fabrication de crayons. Préparations et conditionnement d'encre, de colles et produits pour le travail de bureau;11;EE;001;EE;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
366ET;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
366ET;N;FF;X;Activités manufacturières en bois ou matière similaire , articles de Paris, vaporisateurs, cures dents, articles pour fumeur;06;FF;002;FF;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
366EU;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
366EU;N;FF;X;Activités manufacturières en bois ou matières similaires, articles de Paris, articles pour fumeurs, articles en liège, en vannerie, en paille. Empailleurs, rép;06;FF;002;FF;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
371ZA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
371ZA;N;AA;X;Récupération de matières métalliques recyclables;26;AA;067;AA;067;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
371ZB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
371ZB;N;FF;X;Récupération et recyclage des métaux ferreux;21;FF;043;FF;043;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
371ZC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
371ZC;N;FF;X;Récupération et recyclage des métaux non ferreux;21;FF;043;FF;043;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
371ZD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
371ZD;N;FF;X;Désamorçage, démolition de munitions et récupération;21;FF;043;FF;043;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
371ZE;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
371ZE;N;FF;X;Récupération, tri, recyclage, mise en valeur de tous types de déchets hors ordures ménagères, y compris désamorçage, démolition de munitions;21;FF;043;FF;043;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
371ZF;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
371ZF;N;CC;X;Traitement des déchets, des activités industrielles, économiques et des ménages, récupération, tri, recyclage, valorisation matière y compris démantèlement, dés;21;CC;52;CC;52;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
372ZA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
372ZA;N;FF;X;Récupération et recyclage de textiles;21;FF;043;FF;043;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
372ZB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
372ZB;N;FF;X;Récupération et recyclage de papiers et de carton;21;FF;043;FF;043;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
372ZD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
372ZD;N;FF;X;Récupération et recyclage de : verre, matières plastiques, caoutchouc, cuirs;21;FF;043;FF;043;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
372ZE;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
372ZE;N;FF;X;Récupération et recyclage de déchets animaux et végétaux;21;FF;043;FF;043;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
372ZG;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
372ZG;N;FF;X;Récupération et recyclage non spécialisé;21;FF;043;FF;043;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
401ZA;B;ZZ;;;00;ZZ;000;ZZ;000;*;0;0;0;00000;0;0;1;1;1;0;0;0;0;0
401ZA;N;CC;;Production et distribution d'électricité, de gaz et de chaleur. Agents statutaires : entreprises nationalisées;00;CC;028;CC;028;*;0;0;0;00000;0;0;1;1;1;0;0;0;0;0
401ZB;B;ZZ;;;00;ZZ;000;ZZ;000;*;0;0;0;00000;0;0;1;1;1;0;0;0;0;0
401ZB;N;CC;;Production et distribution d'électricité, de gaz et de chaleur. Agents statutaires : entreprises non nationalisées;00;CC;028;CC;028;*;0;0;0;00000;0;0;1;1;1;0;0;0;0;0
401ZC;B;ZZ;;;00;ZZ;000;ZZ;000;*;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
401ZC;N;CC;;Production et distribution d'électricité, de gaz et de chaleur. Agents temporaires : entreprises nationalisées;09;CC;029;CC;029;*;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
401ZD;B;ZZ;;;00;ZZ;000;ZZ;000;*;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
401ZD;N;CC;;Production et distribution d'électricité, de gaz et de chaleur. Agents temporaires : entreprises non nationalisées;09;CC;029;CC;029;*;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
401ZE;B;ZZ;;;0;ZZ;0;ZZ;0;*;0;0;0;0;0;0;1;1;1;0;0;0;0;0
401ZE;N;CC;;Agents statutaires des Industries Electriques et Gazières;0;CC;28;CC;28;*;0;0;0;0;0;0;1;1;1;0;0;0;0;0
401ZF;B;ZZ;;;0;ZZ;0;ZZ;0;*;1;0;0;0;0;0;1;1;1;0;0;0;0;0
401ZF;N;CC;;Salariés non statutaires des Industries Electriques et Gazières;9;CC;29;CC;29;*;1;0;0;0;0;0;1;1;1;0;0;0;0;0
403ZA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
403ZA;N;CC;X;Chauffage urbain et climatisation urbaine;09;CC;029;CC;029;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
403ZC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
403ZC;N;CC;X;Chauffage d'immeuble à forfait (exploitant de chauffage) quel que soit le combustible utilisé;09;CC;029;CC;029;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
403ZD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
403ZD;N;CC;X;Chauffage urbain et climatisation urbaine, chauffage d'immeuble à forfait (exploitant de chauffage) quel que soit le combustible utilisé;09;CC;029;CC;029;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
403ZE;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
403ZE;N;CC;X;Production et distribution de chauffage urbain, exploitants de chauffage d immeubles, opérateurs d efficacité énergétique, valorisation énergétique des déchets,;9;CC;29;CC;29;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
410ZA;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
410ZA;N;CC;X;Captage, traitement et distribution de l'eau;9;CC;30;CC;30;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
451AA;B;BB;X;;0;BB;21;BB;21;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
451AA;N;BB;X;Terrassement courants et travaux préparatoires spécialisés (y compris travaux paysagers sauf horticulture).;9;BB;5;BB;5;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
451AB;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
451AB;N;BB;X;Démolition;17;BB;001;BB;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
451DA;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
451DA;N;BB;X;Forages et sondages, fondations spéciales;10;BB;002;BB;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
451DB;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
451DB;N;BB;X;Forages et sondages, fondations spéciales. Travaux souterrains, de voies ferrées, maritimes et fluviaux.;10;BB;002;BB;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452AA;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452AA;N;BB;X;Construction de maisons individuelles;01;BB;001;BB;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452BC;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452BC;N;BB;X;Entreprises générales et construction de bâtiments (hors maisons individuelles);01;BB;001;BB;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452BD;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452BD;N;BB;X;Travaux de gros oeuvre et organisation de chantiers;01;BB;001;BB;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452BE;B;BB;X;;0;BB;21;BB;21;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
452BE;N;BB;X;Autres travaux de gros oeuvre. Entreprise générale du bâtiment. Construction métallique : montage, levage.  Fumisterie industrielle;1;BB;1;BB;1;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
452CB;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452CB;N;BB;X;Construction et entretien d'ouvrages d'art hors structures métalliques;08;BB;006;BB;006;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452CC;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452CC;N;BB;X;Construction métallique : montage et levage;07;BB;001;BB;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452CD;B;BB;X;;0;BB;21;BB;21;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
452CD;N;BB;X;Ouvrages d'art, autres travaux d'infrastructures spécialisés (forages et sondages, fondations spéciales, travaux souterrains, de voies ferrées, maritimes et flu;8;BB;6;BB;6;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
452DA;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452DA;N;BB;X;Travaux souterrains;11;BB;002;BB;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452EA;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452EA;N;BB;X;Travaux urbains et travaux d'hygiène publique;15;BB;004;BB;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452EB;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452EB;N;BB;X;Pose de canalisations à grande distance;15;BB;004;BB;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452EC;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452EC;N;BB;X;Travaux urbains et travaux d'hygiène publique. Pose de canalisations à grande distance;15;BB;004;BB;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452ED;B;BB;X;;0;BB;21;BB;21;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
452ED;N;BB;X;Construction et entretien de réseaux (électricité, Eaux, gaz, télécommunications, etc.) et autres réseaux non classés par ailleurs.;15;BB;4;BB;4;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
452FA;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452FA;N;BB;X;Construction et entretien de lignes électriques et de télécommunications;16;BB;007;BB;007;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452JA;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452JA;N;BB;X;Couverture en tous matériaux (sans plomberie);02;BB;012;BB;012;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452JB;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452JB;N;BB;X;Couverture et plomberie, sanitaires. Installation d'eau et de gaz;02;BB;012;BB;012;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452JC;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452JC;N;BB;X;Couverture. - plomberie, sanitaires. - Installation d'eau et de gaz. -Installation d'équipements thermiques et de climatisation;02;BB;008;BB;008;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452JD;B;BB;X;;0;BB;21;BB;21;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
452JD;N;BB;X;Travaux de couverture, de charpente en bois, d étanchéité;2;BB;12;BB;12;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
452KA;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452KA;N;BB;X;Travaux d'étanchéité;02;BB;012;BB;012;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452LA;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452LA;N;BB;X;Travaux de charpente en bois;02;BB;012;BB;012;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452NA;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452NA;N;BB;X;Travaux de voies ferrées;14;BB;002;BB;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452PB;B;BB;X;;0;BB;21;BB;21;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
452PB;N;BB;X;Construction et entretien de chaussées (y compris sols sportifs et pavage). Fabrication de produits asphaltés ou enrobés (avec transport et mise en oeuvre);13;BB;3;BB;3;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
452RA;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452RA;N;BB;X;Travaux maritimes et fluviaux;12;BB;002;BB;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452TB;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452TB;N;BB;X;Montage d'échafaudage pour le bâtiment;02;BB;001;BB;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452UC;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452UC;N;BB;X;Mise en oeuvre avec ou sans fabrication d'armatures pour le béton armé;01;BB;001;BB;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452UD;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452UD;N;BB;X;Construction et entretien de fours et de cheminées. Fumisterie industrielle et de bâtiment. Ramonage;01;BB;008;BB;008;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452VC;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452VC;N;BB;X;Entreprise de taille de pierres, mise en oeuvre de pierre de taille. Pose et façonnage de marbrerie de bâtiment. Revêtement extérieur, enduit pierre, ravalement;01;BB;001;BB;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452VD;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
452VD;N;BB;X;Travaux de maçonnerie et de gros-oeuvre (hors maisons individuelles);17;BB;001;BB;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
453AA;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
453AA;N;AA;X;Entreprises spécialisées dans l'installation de machines électriques dans les usines et établissements industriels;18;AA;60;AA;60;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
453AB;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
453AB;N;BB;X;Pose de paratonnerres et d'antennes de télévision (à l'exclusion de la fabrication);02;BB;012;BB;012;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
453AC;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
453AC;N;BB;X;Travaux d'installation électrique;06;BB;010;BB;010;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
453AD;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
453AD;N;BB;X;Pose d'antennes extérieures associée au commerce d'appareils de radio, de télévision;17;BB;015;BB;015;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
453AE;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
453AE;N;BB;X;Travaux d'installation électrique, pose d'enseignes et de stores, fermetures (fabrication et pose de jalousies, volets, persiennes );06;BB;010;BB;010;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
453AF;B;BB;X;;0;BB;21;BB;21;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
453AF;N;BB;X;Travaux de plomberie, de génie climatique, d électricité, autres travaux d installation technique non classés par ailleurs;6;BB;10;BB;10;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
453CA;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
453CA;N;BB;X;Travaux d'isolation;06;BB;011;BB;011;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
453CB;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
453CB;N;BB;X;Activité de confinement et de retrait d'amiante et de matériaux friables contenant de l'amiante;06;BB;011;BB;011;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
453EA;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
453EA;N;BB;X;Plomberie, installations sanitaires seules ou associées avec le chauffage ou l'électricité;06;BB;013;BB;013;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
453FB;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
453FB;N;BB;X;Installation d'équipements aérauliques, thermiques, frigorifiques et de climatisation;06;BB;009;BB;009;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
453HC;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
453HC;N;BB;X;Pose d'enseignes et de stores;06;BB;010;BB;010;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454AC;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454AC;N;BB;X;Travaux de plâtrerie. Plafonnage, cloisons, staff et stuc;05;BB;014;BB;014;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454CC;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454CC;N;BB;X;Fermetures : fabrication et pose de jalousies, volets, persiennes, etc.;17;BB;010;BB;010;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454CD;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454CD;N;BB;X;Menuiserie de bâtiment (fabrication et pose) associée ou non à la charpente;02;BB;011;BB;011;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454CE;B;BB;X;;0;BB;21;BB;21;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
454CE;N;BB;X;Travaux de menuiserie extérieure;2;BB;11;BB;11;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
454DA;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454DA;N;BB;X;Menuiserie métallique : murs-rideaux, panneaux de façade;02;BB;011;BB;011;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454DB;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454DB;N;BB;X;Métallerie:petite serrurerie (clefs,dépannage,petites réparations),travaux intérieurs,travaux extérieurs (généralement de plain-pied).-Pose de clôtures métalliqu;04;BB;014;BB;014;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454DC;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454DC;N;BB;X;Métallerie:serrurerie,ferronnerie, portes, balcons, escaliers, rampes, fenêtre, etc'cloisons industrialisées y compris fermeture et miroiterie associées, charpen;04;BB;011;BB;011;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454DD;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454DD;N;BB;X;Travaux d'isolation, traitement de l'amiante en place, métallerie (hors petite serrurerie);04;BB;011;BB;011;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454FB;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454FB;N;BB;X;Pose de revêtement intérieur de toute nature scellé ou cloué. Pose de carrelage et dallage intérieur;06;BB;014;BB;014;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454HA;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454HA;N;BB;X;Miroiterie. Vitrerie de bâtiment;05;BB;014;BB;014;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454JB;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454JB;N;BB;X;Travaux en peinture d'intérieur et travaux annexes notamment travaux d'assèchement des murs, travaux d'ignifugation. Peintures de lettres et attributs. -Ravaleme;05;BB;017;BB;017;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454JD;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454JD;N;BB;X;Peinture, plâtrerie, vitrerie (associées);05;BB;014;BB;014;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454LC;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454LC;N;BB;X;Travaux d'aménagement particuliers dans les bâtiments pour expositions, locaux commerciaux, etc;06;BB;014;BB;014;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454LD;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454LD;N;BB;X;Travaux d'aménagement intérieur. Métallerie : petite serrurerie.;06;BB;014;BB;014;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
454LE;B;BB;X;;0;BB;21;BB;21;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
454LE;N;BB;X;Travaux d'isolation, travaux de finitions (travaux d'aménagements intérieurs);6;BB;14;BB;14;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
455ZA;B;BB;X;;00;BB;021;BB;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
455ZA;N;BB;X;Location de matériel pour le bâtiment et les travaux publics avec montage et/ou opérateurs de matériel de construction;17;BB;002;BB;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
455ZB;B;BB;X;;0;BB;21;BB;21;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
455ZB;N;BB;X;Entretien, réparation, location et montage de matériel pour le batiment et les travaux publics.;17;BB;2;BB;2;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
501ZA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
501ZA;N;AA;X;Commerce de véhicules automobiles avec atelier de réparation (sauf mécaniciens et réparateurs automobiles);18;AA;068;AA;068;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
