GHS_NUM;GHM_NUM;GHS_SEU_BAS;GHS_SEU_HAU;GHS_PRI;EXH_PRI;EHB_FOR;EHB_PRI;GHS_COE_MED;GHS_COE_DMI
4292;11M03T;0;0;619.36;0.00;0.00;0.00;0.00079;0.00003
4293;11M041;0;7;1238.38;115.70;0.00;0.00;0.00365;0.00156
4294;11M042;0;19;2846.14;118.21;0.00;0.00;0.00750;0.00009
4295;11M043;0;26;3673.58;207.73;0.00;0.00;0.00586;0.00010
4296;11M044;0;33;5127.72;283.79;0.00;0.00;0.00837;0.00031
4297;11M04T;0;0;500.34;0.00;0.00;0.00;0.01887;0.00011
4298;11M061;0;8;1755.44;137.16;0.00;0.00;0.05290;0.00327
4299;11M062;0;23;3812.78;145.63;0.00;0.00;0.01434;0.00173
4300;11M063;6;33;5735.12;109.79;1922.34;0.00;0.01847;0.00370
4301;11M064;0;46;7162.36;286.79;0.00;0.00;0.02827;0.00033
4302;11M06T;0;0;559.25;0.00;0.00;0.00;0.04198;0.00321
4303;11M071;0;9;1818.12;149.04;0.00;0.00;0.00704;0.00314
4304;11M072;0;26;4369.12;148.31;0.00;0.00;0.05121;0.00146
4305;11M073;5;40;6808.28;112.03;2439.16;0.00;0.01349;0.00179
4306;11M074;9;50;7928.61;292.48;1120.33;0.00;0.01281;0.00029
4307;11M07T;0;0;508.68;0.00;0.00;0.00;0.02546;0.00397
4308;11M081;2;9;1910.28;167.11;0.00;585.78;0.01722;0.00246
4309;11M082;0;24;4416.91;305.08;0.00;0.00;0.00850;0.00009
4310;11M083;0;30;6247.37;385.19;0.00;0.00;0.04880;0.00006
4311;11M084;6;32;7179.60;409.57;932.23;0.00;0.04880;0.00006
4312;11M08T;0;0;738.72;0.00;0.00;0.00;0.01734;0.01392
4313;11M101;2;6;1414.11;138.73;0.00;453.90;0.00040;0.01001
4314;11M102;0;13;2577.19;144.23;0.00;0.00;0.00014;0.01385
4315;11M103;0;21;3731.03;327.73;0.00;0.00;0.00014;0.01385
4316;11M104;0;0;4343.41;0.00;0.00;0.00;0.00014;0.01385
4317;11M10T;0;0;506.30;0.00;0.00;0.00;0.00070;0.00034
4318;11M111;0;3;1125.71;546.38;0.00;0.00;0.00319;0.00004
4319;11M112;0;0;2742.67;0.00;0.00;0.00;0.00319;0.00004
4320;11M113;0;0;3969.58;0.00;0.00;0.00;0.00319;0.00004
4321;11M114;0;0;4622.30;0.00;0.00;0.00;0.00000;0.00000
4322;11M121;0;8;1237.31;130.58;0.00;0.00;0.00184;0.00396
4323;11M122;0;15;2253.83;119.63;0.00;0.00;0.12441;0.00175
4324;11M123;0;23;3363.24;114.57;0.00;0.00;0.00403;0.00342
4325;11M124;0;34;5000.30;274.74;0.00;0.00;0.00115;0.00011
4343;11M12T;0;0;489.95;0.00;0.00;0.00;0.02322;0.00028
4326;11M151;3;12;2002.45;89.77;0.00;426.86;0.00087;0.00059
4327;11M152;4;20;3167.50;77.69;1165.05;0.00;0.00377;0.00022
4328;11M153;0;46;5258.56;71.22;0.00;0.00;0.03359;0.00009
4329;11M154;10;57;6041.97;198.10;783.41;0.00;0.03359;0.00009
4330;11M15T;0;0;721.87;0.00;0.00;0.00;0.00461;0.00001
4331;11M161;2;7;1355.56;155.43;0.00;375.34;0.02822;0.00500
4332;11M162;0;21;3919.46;142.91;0.00;0.00;0.04533;0.00317
4333;11M163;0;36;7172.72;73.56;0.00;0.00;0.07433;0.00671
4334;11M164;6;52;8349.73;295.71;1177.01;0.00;0.04203;0.00004
4335;11M16T;0;0;604.87;0.00;0.00;0.00;0.12988;0.00922
4336;11M171;0;0;837.55;0.00;0.00;0.00;0.04216;0.00064
4337;11M172;0;12;3000.28;167.77;0.00;0.00;0.06455;0.00003
4338;11M173;0;20;4342.44;405.64;0.00;0.00;0.03522;0.00507
4339;11M174;0;0;5056.46;0.00;0.00;0.00;0.03522;0.00507
4340;11M18Z;0;0;636.50;0.00;0.00;0.00;0.01409;0.00016
4344;11M19T;0;0;453.70;0.00;0.00;0.00;0.00361;0.00953
4341;11M19Z;0;7;1664.15;395.92;0.00;0.00;0.04686;0.02673
4513;12C031;2;8;2725.25;112.80;0.00;575.54;0.00130;0.04884
4514;12C032;0;21;4651.57;216.64;0.00;0.00;0.00019;0.09022
4515;12C033;0;30;6601.37;411.73;0.00;0.00;0.00019;0.09022
4516;12C034;0;0;10759.83;0.00;0.00;0.00;0.00019;0.09022
4517;12C03J;0;0;1574.17;0.00;0.00;0.00;0.00017;0.00055
4518;12C041;2;11;2543.48;148.30;0.00;216.47;0.00107;0.00035
4561;12C041;0;0;2854.31;0.00;0.00;0.00;0.00107;0.00035
4519;12C042;0;17;3351.13;166.82;0.00;0.00;0.00464;0.00067
4520;12C043;0;26;4810.97;155.34;0.00;0.00;0.00260;0.00025
4521;12C044;0;42;7993.01;348.69;0.00;0.00;0.00091;0.00179
4522;12C051;2;12;1943.44;70.91;0.00;323.90;0.00331;0.02275
4523;12C052;0;25;2865.23;212.96;0.00;0.00;0.00331;0.02275
4524;12C053;0;0;4066.25;0.00;0.00;0.00;0.00331;0.02275
4525;12C054;0;0;6627.75;0.00;0.00;0.00;0.00331;0.02275
4526;12C061;0;3;1386.20;123.27;0.00;0.00;0.00283;0.00093
4527;12C062;0;9;2298.91;457.99;0.00;0.00;0.00283;0.00093
4528;12C063;0;0;3262.54;0.00;0.00;0.00;0.00283;0.00093
4529;12C064;0;0;5317.75;0.00;0.00;0.00;0.00016;0.00005
4530;12C06J;0;0;1386.20;0.00;0.00;0.00;0.00021;0.00067
4531;12C071;0;5;1413.10;84.12;0.00;0.00;0.01036;0.00283
4532;12C072;0;21;3370.92;67.34;0.00;0.00;0.09497;0.00066
4533;12C073;5;42;4785.14;209.25;1414.22;0.00;0.09497;0.00066
4534;12C074;0;0;7797.48;0.00;0.00;0.00;0.09497;0.00066
4535;12C07J;0;0;1094.16;0.00;0.00;0.00;0.00017;0.00268
4536;12C081;0;12;596.10;142.25;0.00;0.00;0.06993;0.00029
4537;12C082;0;18;1436.50;146.64;0.00;0.00;0.06993;0.00029
4538;12C083;0;0;2036.14;0.00;0.00;0.00;0.06993;0.00029
4539;12C084;0;0;3318.77;0.00;0.00;0.00;0.06993;0.00029
4540;12C08J;0;0;596.10;0.00;0.00;0.00;0.00027;0.00015
4541;12C091;3;10;3217.07;127.16;0.00;741.40;0.00040;0.07919
4542;12C092;4;22;4742.96;389.53;1525.89;0.00;0.00040;0.07919
4543;12C093;0;0;6731.06;0.00;0.00;0.00;0.00040;0.07919
4544;12C094;0;0;10971.22;0.00;0.00;0.00;0.00040;0.07919
4545;12C101;0;9;1724.19;208.41;0.00;0.00;0.00016;0.05705
4546;12C102;4;21;4632.77;181.23;2908.58;0.00;0.00016;0.05705
4547;12C103;6;36;7351.29;385.18;2718.52;0.00;0.00016;0.05705
4548;12C104;0;0;12222.42;0.00;0.00;0.00;0.00016;0.05705
4549;12C111;4;19;6149.74;226.40;0.00;1079.06;0.00099;0.00043
4550;12C112;4;24;7340.58;221.50;1190.84;0.00;0.00248;0.00042
4551;12C113;6;36;9998.55;513.91;2657.97;0.00;0.00209;0.00080
4552;12C114;8;44;16297.02;682.84;6298.47;0.00;0.00209;0.00080
4553;12C121;4;21;4052.46;152.42;0.00;780.80;0.00097;0.00038
4554;12C122;5;28;5079.96;202.93;1027.50;0.00;0.00018;0.00051
4555;12C123;5;39;7822.91;273.76;2742.95;0.00;0.00019;0.00050
4556;12C124;10;57;12750.72;416.00;4927.81;0.00;0.00019;0.00050
4557;12C131;0;0;525.79;0.00;0.00;0.00;0.00023;0.00018
4558;12C132;0;0;991.88;0.00;0.00;0.00;0.00000;0.00000
4559;12C133;0;0;1557.22;0.00;0.00;0.00;0.00000;0.00000
4560;12C134;0;0;2538.16;0.00;0.00;0.00;0.00000;0.00000
4757;12K02Z;0;0;721.94;0.00;0.00;0.00;0.00020;0.07069
4758;12K03Z;0;0;431.28;0.00;0.00;0.00;0.00007;0.06175
4759;12K06J;0;0;528.13;0.00;0.00;0.00;0.00013;0.00029
4760;12M031;0;8;1897.71;96.01;0.00;0.00;0.01224;0.02009
4761;12M032;0;27;4120.30;84.29;0.00;0.00;0.02045;0.00020
4762;12M033;7;47;6012.72;69.53;1892.42;0.00;0.01129;0.00012
4763;12M034;10;61;6986.15;212.02;973.43;0.00;0.01129;0.00012
4764;12M03T;0;0;544.77;0.00;0.00;0.00;0.02362;0.00041
4765;12M041;0;7;1144.25;110.81;0.00;0.00;0.00050;0.01672
4766;12M042;0;15;2253.27;101.13;0.00;0.00;0.00133;0.00813
4767;12M043;0;27;3836.40;67.52;0.00;0.00;0.01080;0.00184
4768;12M044;0;38;4579.17;221.42;0.00;0.00;0.01080;0.00184
4785;12M04T;0;0;465.42;0.00;0.00;0.00;0.00010;0.00075
4769;12M051;0;4;983.15;165.87;0.00;0.00;0.01419;0.03258
4770;12M052;0;14;2835.85;149.71;0.00;0.00;0.01419;0.03258
4771;12M053;0;26;4632.39;312.24;0.00;0.00;0.01419;0.03258
4772;12M054;0;0;5396.47;0.00;0.00;0.00;0.01419;0.03258
4786;12M05T;0;0;687.34;0.00;0.00;0.00;0.00051;0.07398
4773;12M061;0;9;1364.58;123.30;0.00;0.00;0.00068;0.00021
4774;12M062;0;17;2536.55;133.91;0.00;0.00;0.00149;0.00015
4775;12M063;0;26;3785.46;129.53;0.00;0.00;0.00220;0.00010
4776;12M064;0;36;5080.79;261.10;0.00;0.00;0.00182;0.00346
4777;12M06T;0;0;529.32;0.00;0.00;0.00;0.00410;0.00014
4778;12M071;0;4;808.48;113.02;0.00;0.00;0.00785;0.00014
4779;12M072;0;16;2495.05;87.62;0.00;0.00;0.00073;0.00010
4780;12M073;0;29;3634.07;232.16;0.00;0.00;0.00013;0.00001
4781;12M074;0;0;4221.81;0.00;0.00;0.00;0.00013;0.00001
4782;12M07T;0;0;475.28;0.00;0.00;0.00;0.00144;0.00011
4783;12M08Z;0;0;686.90;0.00;0.00;0.00;0.08576;0.00012
4784;12M09Z;0;0;942.27;0.00;0.00;0.00;0.00018;0.00027
4922;13C031;3;12;2989.74;123.81;0.00;581.17;0.00471;0.00063
4923;13C032;0;17;4226.60;117.22;0.00;0.00;0.00014;0.00015
4924;13C033;5;30;6181.81;141.40;1955.21;0.00;0.01321;0.00352
4925;13C034;6;63;10847.83;321.85;4666.02;0.00;0.01321;0.00352
4926;13C041;2;10;2969.98;122.52;0.00;858.01;0.00026;0.01716
4927;13C042;0;13;3524.64;96.31;0.00;0.00;0.00025;0.01763
4928;13C043;0;20;4365.79;393.50;0.00;0.00;0.00106;0.01720
4929;13C044;0;0;7661.09;0.00;0.00;0.00;0.00106;0.01720
4930;13C051;3;11;3606.50;149.93;0.00;808.87;0.00045;0.00049
4931;13C052;5;27;6005.40;333.03;2398.90;0.00;0.01109;0.00007
4932;13C053;8;44;11666.92;490.69;5661.52;0.00;0.01410;0.00037
4933;13C054;0;0;20482.07;0.00;0.00;0.00;0.01410;0.00037
4934;13C061;2;8;2223.59;214.68;0.00;383.71;0.00037;0.00692
4935;13C062;0;16;3969.68;452.82;0.00;0.00;0.00037;0.00692
4936;13C063;0;23;7714.29;616.51;0.00;0.00;0.00037;0.00692
4937;13C064;0;0;13537.04;0.00;0.00;0.00;0.00000;0.00000
4938;13C06J;0;0;1456.16;0.00;0.00;0.00;0.00007;0.23852
4939;13C071;2;8;2337.61;165.69;0.00;251.19;0.00151;0.00054
4940;13C072;0;16;3665.87;232.50;0.00;0.00;0.00186;0.00058
4941;13C073;0;25;7677.51;199.83;0.00;0.00;0.00040;0.00021
4942;13C074;7;54;13472.49;467.22;5794.98;0.00;0.00040;0.00021
4943;13C07J;0;0;1835.23;0.00;0.00;0.00;0.00012;0.00415
4944;13C081;0;4;931.95;183.20;0.00;0.00;0.00188;0.00180
4945;13C082;0;16;3873.17;152.25;0.00;0.00;0.00038;0.00121
4946;13C083;0;40;7527.24;348.78;0.00;0.00;0.00146;0.00014
4947;13C084;0;0;13206.05;0.00;0.00;0.00;0.00146;0.00014
4948;13C08J;0;0;931.95;0.00;0.00;0.00;0.00023;0.00812
4949;13C091;0;6;1757.19;113.35;0.00;0.00;0.00046;0.00016
4950;13C092;0;18;3297.24;148.16;0.00;0.00;0.00216;0.00013
4951;13C093;7;39;6408.59;301.91;3111.35;0.00;0.00216;0.00013
4952;13C094;0;0;11240.38;0.00;0.00;0.00;0.00216;0.00013
4953;13C09T;0;0;1196.42;0.00;0.00;0.00;0.00025;0.00199
4954;13C101;0;5;1452.73;487.76;0.00;0.00;0.00023;0.01103
4955;13C102;0;0;2681.40;0.00;0.00;0.00;0.00023;0.01103
4956;13C103;0;0;5210.77;0.00;0.00;0.00;0.00000;0.00000
4957;13C104;0;0;9143.85;0.00;0.00;0.00;0.00000;0.00000
4958;13C10T;0;0;1064.76;0.00;0.00;0.00;0.00013;0.02572
4959;13C111;0;3;1159.20;68.87;0.00;0.00;0.00036;0.00008
4960;13C112;0;16;2054.55;228.28;0.00;0.00;0.00036;0.00008
4961;13C113;0;0;3992.62;0.00;0.00;0.00;0.00036;0.00008
4962;13C114;0;0;7006.24;0.00;0.00;0.00;0.00000;0.00000
4963;13C11J;0;0;935.92;0.00;0.00;0.00;0.00006;0.00447
4964;13C121;0;4;718.85;68.51;0.00;0.00;0.00035;0.00839
4965;13C122;0;16;1925.63;217.71;0.00;0.00;0.00035;0.00839
4966;13C123;0;0;3742.08;0.00;0.00;0.00;0.00000;0.00000
4967;13C124;0;0;6566.61;0.00;0.00;0.00;0.02366;0.00006
4968;13C12J;0;0;718.85;0.00;0.00;0.00;0.00009;0.00642
4987;13C12J;0;0;969.22;0.00;0.00;0.00;0.00009;0.00642
4969;13C131;0;11;3557.65;161.29;0.00;0.00;0.00021;0.00012
4970;13C132;5;27;6310.36;153.10;2752.71;0.00;0.00344;0.00019
4971;13C133;8;48;9525.55;174.99;3215.19;0.00;0.00492;0.00018
4972;13C134;10;89;16700.17;350.18;7174.62;0.00;0.00492;0.00018
4973;13C13T;0;0;1090.44;0.00;0.00;0.00;0.00078;0.00011
4974;13C141;4;19;7333.35;225.38;0.00;1354.65;0.00050;0.00030
4975;13C142;5;30;9812.51;257.38;2479.16;0.00;0.00236;0.00012
4976;13C143;9;50;14960.10;297.34;5147.59;0.00;0.00108;0.00070
4977;13C144;9;67;20014.86;554.00;5054.76;0.00;0.01884;0.00029
4978;13C151;3;16;3560.36;140.83;0.00;808.61;0.00034;0.00042
4979;13C152;4;21;4464.11;382.82;903.75;0.00;0.00078;0.00015
4980;13C153;6;32;8675.10;496.62;4210.99;0.00;0.01045;0.00124
4981;13C154;8;44;15223.08;647.79;6547.98;0.00;0.01045;0.00124
4982;13C16J;0;0;1212.87;0.00;0.00;0.00;0.00103;0.00008
4983;13C171;0;4;2209.32;140.60;0.00;0.00;0.00016;0.01291
4984;13C172;0;10;3219.86;580.53;0.00;0.00;0.00025;0.00595
4985;13C173;0;0;6257.17;0.00;0.00;0.00;0.00025;0.00595
4986;13C174;0;0;10980.08;0.00;0.00;0.00;0.00000;0.00000
5205;13K02Z;0;0;926.02;0.00;0.00;0.00;0.00050;0.13468
5206;13K03Z;0;0;589.39;0.00;0.00;0.00;0.00015;0.64017
5207;13K04Z;0;0;732.07;0.00;0.00;0.00;0.00015;0.00483
5208;13K05Z;0;0;241.23;0.00;0.00;0.00;0.00014;0.02481
5209;13K06J;0;0;591.20;0.00;0.00;0.00;0.00083;0.01157
5210;13M031;0;8;1995.94;138.82;0.00;0.00;0.01031;0.00394
5211;13M032;0;26;4559.74;135.00;0.00;0.00;0.01019;0.00010
5212;13M033;5;43;6854.77;296.86;2295.03;0.00;0.01266;0.00186
5213;13M034;9;52;10211.40;366.67;3356.63;0.00;0.01266;0.00186
5214;13M03T;0;0;604.32;0.00;0.00;0.00;0.06220;0.00174
5215;13M041;0;6;1349.45;122.14;0.00;0.00;0.01421;0.01257
5216;13M042;0;16;2570.83;160.74;0.00;0.00;0.00525;0.00176
5217;13M043;0;28;4499.71;301.09;0.00;0.00;0.00139;0.00101
5218;13M044;0;0;6702.14;0.00;0.00;0.00;0.00139;0.00101
5219;13M04T;0;0;498.46;0.00;0.00;0.00;0.00333;0.00454
5220;13M051;2;7;1222.91;225.82;0.00;423.48;0.00230;0.00013
5221;13M052;0;15;3163.12;210.96;0.00;0.00;0.00230;0.00013
5222;13M053;0;24;5061.80;421.82;0.00;0.00;0.00230;0.00013
5223;13M054;0;0;7513.06;0.00;0.00;0.00;0.00230;0.00013
5224;13M061;0;7;1067.05;135.57;0.00;0.00;0.00063;0.00009
5225;13M062;0;14;2364.79;113.77;0.00;0.00;0.00063;0.00009
5226;13M063;0;30;4185.12;328.12;0.00;0.00;0.00063;0.00009
5227;13M064;0;0;6162.84;0.00;0.00;0.00;0.00063;0.00009
5238;13M06T;0;0;386.81;0.00;0.00;0.00;0.00116;0.00012
5228;13M071;0;5;1268.95;204.87;0.00;0.00;0.03078;0.06105
5229;13M072;0;17;3727.37;409.49;0.00;0.00;0.03078;0.06105
5230;13M073;0;0;6521.88;0.00;0.00;0.00;0.03078;0.06105
5231;13M074;0;0;9717.20;0.00;0.00;0.00;0.03078;0.06105
5232;13M081;0;0;387.95;0.00;0.00;0.00;0.00003;0.00000
5233;13M082;0;0;1224.94;0.00;0.00;0.00;0.00000;0.00000
5234;13M083;0;0;2120.10;0.00;0.00;0.00;0.00000;0.00000
5235;13M084;0;0;3158.82;0.00;0.00;0.00;0.00000;0.00000
5236;13M09Z;0;0;683.30;0.00;0.00;0.00;0.00377;0.00005
5237;13M10Z;0;0;994.57;0.00;0.00;0.00;0.00013;0.10145
5306;14C02A;3;16;2792.71;252.54;0.00;371.25;0.00097;0.00014
5307;14C02B;4;23;4627.43;221.77;1834.72;0.00;0.00057;0.00019
5308;14C02C;5;27;5514.51;370.69;887.08;0.00;0.00790;0.00040
5309;14C03Z;3;18;5602.61;579.00;0.00;1523.23;0.00684;0.00022
5310;14C04T;0;0;715.77;0.00;0.00;0.00;0.00024;0.00021
5311;14C04Z;0;13;2812.87;403.30;0.00;0.00;0.01019;0.00213
5312;14C05J;0;0;624.51;0.00;0.00;0.00;0.00041;0.00063
5313;14C05Z;0;4;951.39;431.33;0.00;0.00;0.01536;0.00028
5460;14M02T;0;0;523.90;0.00;0.00;0.00;0.00117;0.00009
5461;14M02Z;0;9;1225.09;251.13;0.00;0.00;0.00089;0.00048
5462;14Z02A;2;10;2187.13;114.45;0.00;546.13;0.00070;0.00004
5463;14Z02B;0;12;2532.95;99.84;0.00;0.00;0.00132;0.00009
5464;14Z02C;0;20;3331.64;305.10;0.00;0.00;0.00186;0.00011
5465;14Z02T;0;0;1094.86;0.00;0.00;0.00;0.00121;0.00002
5466;14Z03A;0;8;1266.00;118.67;0.00;0.00;0.00125;0.00004
5467;14Z03B;0;18;2452.71;242.76;0.00;0.00;0.00262;0.00021
5468;14Z03T;0;0;378.73;0.00;0.00;0.00;0.01544;0.00003
5469;14Z04T;0;0;437.88;0.00;0.00;0.00;0.00012;0.00179
5470;14Z04Z;0;4;921.93;418.32;0.00;0.00;0.00096;0.00116
5471;14Z05Z;0;6;1979.35;616.05;0.00;0.00;0.00043;0.00027
5472;14Z06T;0;0;429.88;0.00;0.00;0.00;0.00025;0.00002
5473;14Z06Z;0;10;1209.61;221.55;0.00;0.00;0.00034;0.00006
5474;14Z07Z;0;0;468.93;0.00;0.00;0.00;0.00019;0.00002
5818;15Z02T;0;0;569.42;0.00;0.00;0.00;0.00049;0.00014
5819;15Z02Z;0;33;3529.76;196.70;0.00;0.00;0.00380;0.00003
5820;15Z03Z;0;0;538.28;0.00;0.00;0.00;0.00007;0.00004
5821;15Z04E;0;0;2332.31;0.00;0.00;0.00;0.00185;0.00058
5822;15Z05A;2;10;867.34;78.26;0.00;239.91;0.00010;0.00002
5823;15Z05B;0;13;1447.47;86.10;0.00;0.00;0.00030;0.00003
5824;15Z05C;0;19;1964.09;86.52;0.00;0.00;0.00043;0.00002
5825;15Z05D;0;38;3607.89;173.82;0.00;0.00;0.00172;0.00009
5826;15Z06A;3;16;1546.30;67.11;0.00;389.87;0.00057;0.00001
5827;15Z06B;4;30;2485.80;78.87;939.50;0.00;0.00047;0.00001
5828;15Z06C;6;33;2722.43;82.09;236.63;0.00;0.00054;0.00001
5829;15Z06D;6;53;4364.24;151.87;1641.81;0.00;0.00042;0.00003
5830;15Z07A;7;52;3573.52;69.01;0.00;470.72;0.00091;0.00000
5831;15Z07B;10;62;4274.36;68.25;700.84;0.00;0.00041;0.00000
5832;15Z07C;13;76;5229.80;127.81;955.44;0.00;0.00134;0.00002
5834;15Z08E;0;0;2016.36;0.00;0.00;0.00;0.00418;0.00001
5833;15Z08Z;15;93;4032.74;104.51;0.00;259.89;0.00125;0.00002
5836;15Z09E;0;0;2823.18;0.00;0.00;0.00;0.00088;0.00004
5835;15Z09Z;26;162;6957.11;80.40;0.00;262.43;0.00112;0.00002
6104;16C021;3;16;5179.62;174.89;0.00;1184.37;0.07088;0.00095
6105;16C022;5;26;6928.53;288.64;1748.91;0.00;0.02271;0.00961
6106;16C023;7;42;12038.11;277.21;5109.58;0.00;0.03758;0.00226
6107;16C024;14;85;23958.26;522.39;11920.15;0.00;0.03758;0.00226
6108;16C031;2;6;2002.56;169.04;0.00;493.49;0.02875;0.00118
6109;16C032;0;27;6060.05;153.65;0.00;0.00;0.00766;0.00349
6110;16C033;6;60;11130.58;299.68;5070.53;0.00;0.00766;0.00349
6111;16C034;15;90;20121.11;418.48;8990.53;0.00;0.00766;0.00349
6112;16C03J;0;0;1015.57;0.00;0.00;0.00;0.00033;0.00020
6159;16M061;3;20;3544.93;315.34;0.00;1039.68;0.00047;0.00042
6160;16M062;5;27;6492.18;438.60;2947.25;0.00;0.06526;0.00306
6161;16M063;6;34;11730.72;641.13;5238.54;0.00;0.06526;0.00306
6162;16M064;0;0;15949.27;0.00;0.00;0.00;0.06526;0.00306
6163;16M06T;0;0;425.90;0.00;0.00;0.00;0.00047;0.00042
6164;16M071;0;0;1241.85;0.00;0.00;0.00;0.02114;0.00033
6165;16M072;0;0;2475.58;0.00;0.00;0.00;0.01463;0.00004
6166;16M073;0;0;4109.18;0.00;0.00;0.00;0.13972;0.00000
6167;16M074;0;0;5587.30;0.00;0.00;0.00;0.00000;0.00000
6168;16M081;0;0;690.07;0.00;0.00;0.00;0.63111;0.00006
6169;16M082;0;39;1375.61;64.84;0.00;0.00;0.11309;0.00000
6170;16M083;9;53;2283.37;79.69;907.76;0.00;0.02707;0.00004
6171;16M084;0;0;3104.73;0.00;0.00;0.00;0.02707;0.00004
6172;16M091;0;7;1636.92;164.68;0.00;0.00;0.03443;0.00076
6173;16M092;0;20;3841.53;160.13;0.00;0.00;0.03767;0.00238
6174;16M093;0;34;6083.42;223.41;0.00;0.00;0.07392;0.00007
6175;16M094;0;50;9657.97;356.52;0.00;0.00;0.14947;0.00005
6176;16M09T;0;0;603.37;0.00;0.00;0.00;0.08893;0.00011
6177;16M101;0;12;2274.05;178.60;0.00;0.00;0.04229;0.00020
6178;16M102;0;24;4417.20;231.45;0.00;0.00;0.04619;0.00003
6179;16M103;7;41;8351.85;380.32;3934.65;0.00;0.10657;0.00004
6180;16M104;6;51;12621.86;463.79;4270.01;0.00;0.13403;0.00019
6181;16M10T;0;0;710.23;0.00;0.00;0.00;0.06725;0.00003
6182;16M111;0;11;2137.27;135.07;0.00;0.00;0.01569;0.00058
6183;16M112;0;23;3758.13;150.70;0.00;0.00;0.02778;0.00058
6184;16M113;6;32;5326.77;131.39;1568.64;0.00;0.01995;0.00247
6185;16M114;0;43;6772.10;291.89;0.00;0.00;0.04323;0.00196
6186;16M11T;0;0;721.93;0.00;0.00;0.00;0.07054;0.00028
6187;16M121;0;8;1743.71;123.16;0.00;0.00;0.42056;0.00024
6188;16M122;0;20;3647.22;90.43;0.00;0.00;0.39459;0.00265
6189;16M123;0;33;4822.78;133.42;0.00;0.00;0.14050;0.00023
6190;16M124;0;46;6557.21;266.30;0.00;0.00;0.14050;0.00023
6191;16M12T;0;0;569.68;0.00;0.00;0.00;0.46057;0.00001
6192;16M131;0;5;1197.30;129.41;0.00;0.00;0.68113;0.00090
6193;16M132;0;20;3321.69;124.46;0.00;0.00;0.27541;0.00013
6194;16M133;0;34;5830.31;91.14;0.00;0.00;0.27198;0.00019
6195;16M134;6;57;7926.57;259.49;2096.26;0.00;0.20516;0.00004
6196;16M13T;0;0;547.22;0.00;0.00;0.00;0.16849;0.00006
6197;16M14Z;0;0;719.37;0.00;0.00;0.00;0.05360;0.00004
6209;16M15T;0;0;758.10;0.00;0.00;0.00;0.11784;0.00003
6198;16M15Z;0;11;2637.67;440.65;0.00;0.00;0.03959;0.00030
6199;16M161;0;10;2215.35;322.14;0.00;0.00;0.01426;0.00002
6200;16M162;0;18;4909.30;315.27;0.00;0.00;0.03816;0.00001
6201;16M163;6;35;10268.82;538.31;5359.52;0.00;0.08153;0.00001
6202;16M164;0;40;14745.62;675.19;0.00;0.00;0.12783;0.00003
6203;16M16T;0;0;691.21;0.00;0.00;0.00;0.02973;0.00002
6204;16M171;0;8;2016.15;200.30;0.00;0.00;0.00227;0.00005
6205;16M172;0;18;4019.12;294.68;0.00;0.00;0.00227;0.00005
6206;16M173;5;27;6671.30;448.52;2652.18;0.00;0.00227;0.00005
6207;16M174;0;0;9071.02;0.00;0.00;0.00;0.00227;0.00005
6208;16M17T;0;0;711.13;0.00;0.00;0.00;0.00189;0.00003
6309;17C021;2;12;4339.12;203.51;0.00;1334.11;0.00481;0.00180
6310;17C022;0;28;7979.55;190.26;0.00;0.00;0.04065;0.00113
6311;17C023;10;57;13497.02;209.43;5517.47;0.00;0.02116;0.00801
6312;17C024;11;89;20198.73;423.65;6701.71;0.00;0.08584;0.00037
6313;17C031;2;7;2425.92;184.37;0.00;678.63;0.01710;0.00268
6314;17C032;4;35;7588.19;223.45;5162.27;0.00;0.03366;0.00279
6315;17C033;9;69;15185.46;252.17;7597.27;0.00;0.09447;0.00336
6316;17C034;17;100;23002.63;430.78;7817.17;0.00;0.11622;0.00100
6317;17C03J;0;0;1068.65;0.00;0.00;0.00;0.00269;0.00013
6318;17C041;4;18;6272.55;205.93;0.00;1110.91;0.00243;0.02340
6319;17C042;6;36;9979.33;287.76;3706.78;0.00;0.00117;0.00940
6320;17C043;9;51;14352.55;285.49;4373.22;0.00;0.01665;0.00222
6321;17C044;13;76;21489.76;526.67;7137.21;0.00;0.04676;0.00145
6322;17C051;2;8;2635.04;205.13;0.00;920.89;0.02310;0.00726
6323;17C052;0;28;6737.56;220.84;0.00;0.00;0.03822;0.00266
6324;17C053;6;52;12467.34;206.53;5729.78;0.00;0.06604;0.00473
6325;17C054;10;82;18663.18;423.70;6195.84;0.00;0.06604;0.00473
6326;17C05J;0;0;793.26;0.00;0.00;0.00;0.01621;0.00146
6470;17K041;2;7;2374.50;165.50;0.00;997.06;0.01348;0.00343
6523;17K041;0;0;6480.28;0.00;0.00;0.00;0.01348;0.00343
6525;17K041;2;7;4956.30;345.45;0.00;2081.17;0.01348;0.00343
6524;17K041;2;7;5554.91;387.17;0.00;2332.53;0.01348;0.00343
6471;17K042;4;23;5022.50;210.64;2648.00;0.00;0.01186;0.00242
6472;17K043;0;34;7339.53;218.32;0.00;0.00;0.03009;0.00035
6473;17K044;9;50;10832.65;398.33;3493.12;0.00;0.03009;0.00035
6474;17K051;0;0;5279.12;0.00;0.00;0.00;0.00048;0.09790
6475;17K052;0;0;6318.96;0.00;0.00;0.00;0.00048;0.09790
6476;17K053;0;0;9813.15;0.00;0.00;0.00;0.00000;0.00000
