BTF_PRS_IDE;BTF_HIS_DTD;BTF_TAR_NAT;BTF_HIS_DTF;BTF_TAR_COF
1770;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70.00
1771;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
1772;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
1773;30MAR1997:00:00:00;B;31MAR2017:00:00:00;40.00
1773;01APR2017:00:00:00;B;13APR2018:00:00:00;38.00
1777;12AUG1997:00:00:00;B;07FEB2009:00:00:00;120.00
1777;08FEB2009:00:00:00;B;13APR2018:00:00:00;100.00
1778;12AUG1997:00:00:00;B;01FEB2019:00:00:00;70.00
1779;01JAN1996:00:00:00;B;13APR2018:00:00:00;70.00
1780;01JAN1996:00:00:00;B;01FEB2019:00:00:00;40.00
1785;05AUG1997:00:00:00;B;10FEB2011:00:00:00;70.00
1785;11FEB2011:00:00:00;B;31JAN2019:00:00:00;60.00
1786;05AUG1997:00:00:00;B;01FEB2019:00:00:00;40.00
1800;28JAN2004:00:00:00;B;31DEC9999:00:00:00;120.00
1801;28JAN2004:00:00:00;B;10FEB2011:00:00:00;80.00
1801;11FEB2011:00:00:00;B;16APR2013:00:00:00;58.00
1801;17APR2013:00:00:00;B;31DEC9999:00:00:00;51.00
1802;28JAN2004:00:00:00;B;07FEB2009:00:00:00;70.00
1802;08FEB2009:00:00:00;B;12APR2014:00:00:00;65.00
1802;13APR2014:00:00:00;B;07APR2021:00:00:00;60.00
1803;28JAN2004:00:00:00;B;07FEB2009:00:00:00;165.00
1803;08FEB2009:00:00:00;B;31DEC9999:00:00:00;150.00
1804;04JUL2006:00:00:00;B;07FEB2009:00:00:00;30.00
1804;08FEB2009:00:00:00;B;18JAN2010:00:00:00;25.00
1804;19JAN2010:00:00:00;B;10FEB2011:00:00:00;21.00
1804;11FEB2011:00:00:00;B;30JAN2012:00:00:00;20.00
1804;31JAN2012:00:00:00;B;16APR2013:00:00:00;15.00
1804;17APR2013:00:00:00;B;12APR2014:00:00:00;12.00
1804;13APR2014:00:00:00;B;19APR2016:00:00:00;10.00
1804;20APR2016:00:00:00;B;31MAR2019:00:00:00;9.00
1805;28JAN2004:00:00:00;B;18JAN2010:00:00:00;35.00
1805;19JAN2010:00:00:00;B;10FEB2011:00:00:00;32.00
1805;11FEB2011:00:00:00;B;17JUN2011:00:00:00;25.00
1805;18JUN2011:00:00:00;B;31DEC9999:00:00:00;25.00
1806;11NOV2007:00:00:00;B;07FEB2009:00:00:00;30.00
1806;08FEB2009:00:00:00;B;18JAN2010:00:00:00;25.00
1806;19JAN2010:00:00:00;B;10FEB2011:00:00:00;20.00
1806;11FEB2011:00:00:00;B;12APR2014:00:00:00;15.00
1806;13APR2014:00:00:00;B;19APR2016:00:00:00;10.00
1806;20APR2016:00:00:00;B;31MAR2017:00:00:00;7.00
1806;01APR2017:00:00:00;B;31DEC9999:00:00:00;6.00
1807;28JAN2004:00:00:00;B;10FEB2011:00:00:00;35.00
1807;11FEB2011:00:00:00;B;31DEC9999:00:00:00;30.00
1808;28JAN2004:00:00:00;B;10FEB2011:00:00:00;35.00
1808;11FEB2011:00:00:00;B;31DEC9999:00:00:00;30.00
1809;28JAN2004:00:00:00;B;10FEB2011:00:00:00;35.00
1809;11FEB2011:00:00:00;B;31DEC9999:00:00:00;30.00
1810;28JAN2004:00:00:00;B;31DEC9999:00:00:00;35.00
1811;28JAN2004:00:00:00;B;07FEB2009:00:00:00;35.00
1811;08FEB2009:00:00:00;B;10FEB2011:00:00:00;30.00
1811;11FEB2011:00:00:00;B;31DEC9999:00:00:00;25.00
1812;28JAN2004:00:00:00;B;07FEB2009:00:00:00;35.00
1812;08FEB2009:00:00:00;B;10FEB2011:00:00:00;30.00
1812;11FEB2011:00:00:00;B;31DEC9999:00:00:00;25.00
1813;28JAN2004:00:00:00;B;07FEB2009:00:00:00;35.00
1813;08FEB2009:00:00:00;B;18JAN2010:00:00:00;30.00
1813;19JAN2010:00:00:00;B;10FEB2011:00:00:00;25.00
1813;11FEB2011:00:00:00;B;17JUN2011:00:00:00;20.00
1813;18JUN2011:00:00:00;B;31DEC9999:00:00:00;20.00
1814;28JAN2004:00:00:00;B;07FEB2009:00:00:00;35.00
1814;08FEB2009:00:00:00;B;10FEB2011:00:00:00;30.00
1814;11FEB2011:00:00:00;B;13APR2018:00:00:00;25.00
1815;28JAN2004:00:00:00;B;07FEB2009:00:00:00;35.00
1815;08FEB2009:00:00:00;B;10FEB2011:00:00:00;30.00
1815;11FEB2011:00:00:00;B;13APR2018:00:00:00;25.00
1816;28JAN2004:00:00:00;B;07FEB2009:00:00:00;35.00
1816;08FEB2009:00:00:00;B;10FEB2011:00:00:00;30.00
1816;11FEB2011:00:00:00;B;13APR2018:00:00:00;25.00
1817;28JAN2004:00:00:00;B;07FEB2009:00:00:00;35.00
1817;08FEB2009:00:00:00;B;10FEB2011:00:00:00;30.00
1817;11FEB2011:00:00:00;B;31MAR2019:00:00:00;20.00
1818;28JAN2004:00:00:00;B;31DEC9999:00:00:00;35.00
1819;11NOV2007:00:00:00;B;18JAN2010:00:00:00;30.00
1819;19JAN2010:00:00:00;B;10FEB2011:00:00:00;25.00
1819;11FEB2011:00:00:00;B;30JAN2012:00:00:00;20.00
1819;31JAN2012:00:00:00;B;12APR2014:00:00:00;15.00
1819;13APR2014:00:00:00;B;13JUL2017:00:00:00;14.00
1820;28JAN2004:00:00:00;B;07FEB2009:00:00:00;110.00
1820;08FEB2009:00:00:00;B;31MAR2017:00:00:00;90.00
1820;01APR2017:00:00:00;B;31DEC9999:00:00:00;80.00
1821;11NOV2007:00:00:00;B;18JAN2010:00:00:00;90.00
1821;19JAN2010:00:00:00;B;12APR2014:00:00:00;85.00
1821;13APR2014:00:00:00;B;19APR2016:00:00:00;84.00
1821;20APR2016:00:00:00;B;31MAR2017:00:00:00;78.00
1821;01APR2017:00:00:00;B;13APR2018:00:00:00;75.00
1822;28JAN2004:00:00:00;B;12JUL2017:00:00:00;60.00
1822;13JUL2017:00:00:00;B;31DEC9999:00:00:00;60.00
1823;28JAN2004:00:00:00;B;31DEC9999:00:00:00;80.00
1824;28JAN2004:00:00:00;B;18JAN2010:00:00:00;120.00
1824;19JAN2010:00:00:00;B;31DEC9999:00:00:00;90.00
1825;28JAN2004:00:00:00;B;31DEC9999:00:00:00;100.00
1826;28JAN2004:00:00:00;B;31DEC9999:00:00:00;100.00
1827;25DEC2008:00:00:00;B;31MAR2019:00:00:00;60.00
1828;25DEC2008:00:00:00;B;31MAR2019:00:00:00;60.00
4;01DEC1998:00:00:00;B;31DEC9999:00:00:00;100.00
4;01DEC1998:00:00:00;P;31DEC9999:00:00:00;100.00
5;01DEC1998:00:00:00;B;31DEC9999:00:00:00;130.00
5;01DEC1998:00:00:00;P;31DEC9999:00:00:00;130.00
6;01DEC1998:00:00:00;B;31DEC9999:00:00:00;120.00
6;01DEC1998:00:00:00;P;31DEC9999:00:00:00;120.00
7;01DEC1998:00:00:00;B;31DEC9999:00:00:00;120.00
7;01DEC1998:00:00:00;P;31DEC9999:00:00:00;120.00
8;01DEC1998:00:00:00;B;31DEC9999:00:00:00;220.00
8;01DEC1998:00:00:00;P;31DEC9999:00:00:00;220.00
12;01DEC1998:00:00:00;B;31DEC9999:00:00:00;300.00
12;01DEC1998:00:00:00;P;31DEC9999:00:00:00;300.00
13;01DEC1998:00:00:00;B;13APR2018:00:00:00;55.00
13;01DEC1998:00:00:00;P;13APR2018:00:00:00;55.00
14;01DEC1998:00:00:00;B;31DEC9999:00:00:00;100.00
14;01DEC1998:00:00:00;P;31DEC9999:00:00:00;100.00
15;01DEC1998:00:00:00;B;31DEC9999:00:00:00;120.00
15;01DEC1998:00:00:00;P;31DEC9999:00:00:00;120.00
16;01DEC1998:00:00:00;B;31DEC9999:00:00:00;130.00
16;01DEC1998:00:00:00;P;31DEC9999:00:00:00;130.00
17;01DEC1998:00:00:00;B;31DEC9999:00:00:00;200.00
17;01DEC1998:00:00:00;P;31DEC9999:00:00:00;200.00
18;01DEC1998:00:00:00;B;31DEC9999:00:00:00;300.00
18;01DEC1998:00:00:00;P;31DEC9999:00:00:00;300.00
21;03OCT2007:00:00:00;B;31DEC9999:00:00:00;50.00
21;03OCT2007:00:00:00;P;31DEC9999:00:00:00;50.00
22;04OCT2007:00:00:00;B;31DEC9999:00:00:00;100.00
22;04OCT2007:00:00:00;P;31DEC9999:00:00:00;100.00
23;19OCT2009:00:00:00;B;25SEP2010:00:00:00;200.00
23;19OCT2009:00:00:00;P;25SEP2010:00:00:00;200.00
23;26SEP2010:00:00:00;B;31DEC9999:00:00:00;200.00
23;26SEP2010:00:00:00;P;31DEC9999:00:00:00;200.00
24;19OCT2009:00:00:00;B;25SEP2010:00:00:00;135.00
24;19OCT2009:00:00:00;P;25SEP2010:00:00:00;135.00
24;26SEP2010:00:00:00;B;13APR2018:00:00:00;135.00
24;26SEP2010:00:00:00;P;13APR2018:00:00:00;135.00
25;19OCT2009:00:00:00;B;25SEP2010:00:00:00;500.00
25;19OCT2009:00:00:00;P;25SEP2010:00:00:00;500.00
25;26SEP2010:00:00:00;B;31DEC9999:00:00:00;500.00
25;26SEP2010:00:00:00;P;31DEC9999:00:00:00;500.00
40;30DEC2004:00:00:00;B;26NOV2009:00:00:00;850.00
40;27NOV2009:00:00:00;B;31DEC9999:00:00:00;850.00
41;11NOV2007:00:00:00;B;26NOV2009:00:00:00;1250.00
41;27NOV2009:00:00:00;B;16JAN2019:00:00:00;1250.00
54;28FEB2002:00:00:00;B;19SEP2019:00:00:00;350.00
59;28FEB2002:00:00:00;B;31DEC9999:00:00:00;200.00
60;28FEB2002:00:00:00;B;07FEB2009:00:00:00;1600.00
60;08FEB2009:00:00:00;B;31DEC9999:00:00:00;1550.00
61;28FEB2002:00:00:00;B;07FEB2009:00:00:00;2800.00
61;08FEB2009:00:00:00;B;31MAR2019:00:00:00;2600.00
62;28FEB2002:00:00:00;B;31DEC9999:00:00:00;500.00
63;28FEB2002:00:00:00;B;19SEP2019:00:00:00;150.00
64;28FEB2002:00:00:00;B;18SEP2019:00:00:00;150.00
65;28FEB2002:00:00:00;B;31DEC9999:00:00:00;350.00
66;28FEB2002:00:00:00;B;31DEC9999:00:00:00;150.00
67;28FEB2002:00:00:00;B;31DEC9999:00:00:00;350.00
68;28FEB2002:00:00:00;B;31DEC9999:00:00:00;150.00
70;26FEB2000:00:00:00;B;31DEC9999:00:00:00;110.00
71;30MAR1997:00:00:00;B;31DEC9999:00:00:00;45.00
72;01JAN1996:00:00:00;B;31DEC9999:00:00:00;175.00
73;01JAN1996:00:00:00;B;31DEC9999:00:00:00;85.00
74;01JAN1996:00:00:00;B;31DEC9999:00:00:00;130.00
75;26FEB2000:00:00:00;B;31DEC9999:00:00:00;120.00
76;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50.00
77;01JAN1996:00:00:00;B;31DEC9999:00:00:00;280.00
78;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120.00
79;01JAN1996:00:00:00;B;31DEC9999:00:00:00;280.00
80;01JAN1996:00:00:00;B;31DEC9999:00:00:00;110.00
81;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50.00
121;01JAN1996:00:00:00;B;11JUL2013:00:00:00;5.00
126;29JUL2003:00:00:00;B;17JUN2011:00:00:00;20.00
126;18JUN2011:00:00:00;B;10JUL2013:00:00:00;20.00
126;11JUL2013:00:00:00;B;13APR2018:00:00:00;20.00
127;29JUL2003:00:00:00;B;17JUN2011:00:00:00;20.00
127;18JUN2011:00:00:00;B;10JUL2013:00:00:00;20.00
127;11JUL2013:00:00:00;B;31DEC9999:00:00:00;20.00
128;01JAN1996:00:00:00;B;11JUL2013:00:00:00;15.00
130;01JAN1996:00:00:00;B;11JUL2013:00:00:00;25.00
132;01JAN1996:00:00:00;B;11JUL2013:00:00:00;60.00
160;01JAN1996:00:00:00;B;31DEC9999:00:00:00;200.00
161;01JAN1996:00:00:00;B;31DEC9999:00:00:00;200.00
162;01JAN1996:00:00:00;B;31DEC9999:00:00:00;100.00
163;01JAN1996:00:00:00;B;31DEC9999:00:00:00;300.00
164;01JAN1996:00:00:00;B;31DEC9999:00:00:00;100.00
165;01JAN1996:00:00:00;B;31DEC9999:00:00:00;300.00
171;01JAN1996:00:00:00;B;11JUL2013:00:00:00;20.00
173;01JAN1996:00:00:00;B;10JUL2013:00:00:00;30.00
173;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50.00
174;01JAN1996:00:00:00;B;10JUL2013:00:00:00;20.00
174;11JUL2013:00:00:00;B;12APR2014:00:00:00;20.00
174;13APR2014:00:00:00;B;13APR2018:00:00:00;18.00
175;01JAN1996:00:00:00;B;10JUL2013:00:00:00;30.00
175;11JUL2013:00:00:00;B;31DEC9999:00:00:00;30.00
176;01JAN1996:00:00:00;B;11JUL2013:00:00:00;30.00
177;01JAN1996:00:00:00;B;11JUL2013:00:00:00;30.00
178;01JAN1996:00:00:00;B;10JUL2013:00:00:00;40.00
178;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50.00
179;01JAN1996:00:00:00;B;10JUL2013:00:00:00;40.00
179;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50.00
180;01JAN1996:00:00:00;B;10JUL2013:00:00:00;50.00
180;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50.00
181;01JAN1996:00:00:00;B;10JUL2013:00:00:00;50.00
181;11JUL2013:00:00:00;B;31DEC9999:00:00:00;40.00
182;01JAN1996:00:00:00;B;10JUL2013:00:00:00;20.00
182;11JUL2013:00:00:00;B;31DEC9999:00:00:00;20.00
183;01JAN1996:00:00:00;B;11JUL2013:00:00:00;15.00
185;01JAN1996:00:00:00;B;11JUL2013:00:00:00;30.00
186;01JAN1996:00:00:00;B;10JUL2013:00:00:00;30.00
186;11JUL2013:00:00:00;B;31DEC9999:00:00:00;30.00
187;01JAN1996:00:00:00;B;11JUL2013:00:00:00;40.00
188;01JAN1996:00:00:00;B;10JUL2013:00:00:00;40.00
188;11JUL2013:00:00:00;B;13APR2018:00:00:00;40.00
189;01JAN1996:00:00:00;B;10JUL2013:00:00:00;40.00
189;11JUL2013:00:00:00;B;31DEC9999:00:00:00;40.00
190;01JAN1996:00:00:00;B;10JUL2013:00:00:00;50.00
190;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50.00
191;01JAN1996:00:00:00;B;10JUL2013:00:00:00;50.00
191;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50.00
192;01JAN1996:00:00:00;B;10JUL2013:00:00:00;40.00
192;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50.00
214;26FEB2000:00:00:00;B;31DEC9999:00:00:00;60.00
215;30JUL1997:00:00:00;B;20SEP2019:00:00:00;80.00
218;30JUL1997:00:00:00;B;31DEC9999:00:00:00;15.00
219;30JUL1997:00:00:00;B;13APR2018:00:00:00;15.00
220;30JUL1997:00:00:00;B;31DEC9999:00:00:00;25.00
221;30JUL1997:00:00:00;B;31DEC9999:00:00:00;25.00
236;30JUL1997:00:00:00;B;31DEC9999:00:00:00;50.00
237;30JUL1997:00:00:00;B;10FEB2011:00:00:00;60.00
237;11FEB2011:00:00:00;B;28JUN2018:00:00:00;50.00
238;30JUL1997:00:00:00;B;20SEP2019:00:00:00;100.00
239;01JAN1996:00:00:00;B;31DEC9999:00:00:00;200.00
240;01JAN1996:00:00:00;B;28JUN2018:00:00:00;30.00
241;30JUL1997:00:00:00;B;31DEC9999:00:00:00;40.00
242;30JUL1997:00:00:00;B;31DEC9999:00:00:00;60.00
243;11AUG1997:00:00:00;B;31DEC9999:00:00:00;40.00
244;30JUL1997:00:00:00;B;31DEC9999:00:00:00;100.00
246;01JAN1996:00:00:00;B;04SEP2014:00:00:00;40.00
247;01JAN1996:00:00:00;B;04SEP2014:00:00:00;80.00
248;01JAN1996:00:00:00;B;04SEP2014:00:00:00;150.00
249;30JUL1997:00:00:00;B;04SEP2014:00:00:00;200.00
250;01JAN1996:00:00:00;B;31DEC9999:00:00:00;100.00
252;30JUL1997:00:00:00;B;31DEC9999:00:00:00;50.00
253;30JUL1997:00:00:00;B;31DEC9999:00:00:00;70.00
254;30JUL1997:00:00:00;B;31DEC9999:00:00:00;15.00
255;30JUL1997:00:00:00;B;31DEC9999:00:00:00;100.00
256;30JUL1997:00:00:00;B;31DEC9999:00:00:00;75.00
257;30JUL1997:00:00:00;B;31DEC9999:00:00:00;500.00
259;30JUL1997:00:00:00;B;09MAY2019:00:00:00;50.00
262;30JUL1997:00:00:00;B;09MAY2019:00:00:00;50.00
263;30JUL1997:00:00:00;B;08MAY2019:00:00:00;10.00
264;30JUL1997:00:00:00;B;08MAY2019:00:00:00;25.00
266;30JUL1997:00:00:00;B;08MAY2019:00:00:00;25.00
267;30JUL1997:00:00:00;B;31DEC9999:00:00:00;10.00
268;30JUL1997:00:00:00;B;31DEC9999:00:00:00;30.00
269;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
270;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60.00
271;12OCT1997:00:00:00;B;31DEC9999:00:00:00;40.00
274;30JUL1997:00:00:00;B;31DEC9999:00:00:00;60.00
277;30JUL1997:00:00:00;B;31DEC9999:00:00:00;40.00
280;30JUL1997:00:00:00;B;31DEC9999:00:00:00;50.00
281;30JUL1997:00:00:00;B;31DEC9999:00:00:00;80.00
1500;25DEC2008:00:00:00;B;31DEC9999:00:00:00;10.00
1501;25DEC2008:00:00:00;B;31DEC9999:00:00:00;40.00
1502;25DEC2008:00:00:00;B;31DEC9999:00:00:00;40.00
1503;25DEC2008:00:00:00;B;31DEC9999:00:00:00;80.00
1504;25DEC2008:00:00:00;B;31DEC9999:00:00:00;50.00
1505;25DEC2008:00:00:00;B;31DEC9999:00:00:00;30.00
1506;25DEC2008:00:00:00;B;31DEC9999:00:00:00;120.00
1507;25DEC2008:00:00:00;B;31DEC9999:00:00:00;60.00
1508;25DEC2008:00:00:00;B;31DEC9999:00:00:00;200.00
1510;30MAR1997:00:00:00;B;07FEB2009:00:00:00;25.00
1510;08FEB2009:00:00:00;B;18JAN2010:00:00:00;20.00
1510;19JAN2010:00:00:00;B;30JAN2012:00:00:00;20.00
1510;31JAN2012:00:00:00;B;16APR2013:00:00:00;10.00
1510;17APR2013:00:00:00;B;12APR2014:00:00:00;8.00
1510;13APR2014:00:00:00;B;19APR2016:00:00:00;7.00
1510;20APR2016:00:00:00;B;31MAR2017:00:00:00;7.00
1510;01APR2017:00:00:00;B;31DEC9999:00:00:00;6.00
1511;01JAN1996:00:00:00;B;07FEB2009:00:00:00;25.00
1511;08FEB2009:00:00:00;B;12APR2014:00:00:00;20.00
1511;13APR2014:00:00:00;B;31MAR2017:00:00:00;7.00
1511;01APR2017:00:00:00;B;31DEC9999:00:00:00;7.00
1513;01JAN1996:00:00:00;B;31MAR2017:00:00:00;25.00
1513;01APR2017:00:00:00;B;31DEC9999:00:00:00;25.00
1518;01JAN1996:00:00:00;B;10FEB2011:00:00:00;40.00
1518;11FEB2011:00:00:00;B;31DEC9999:00:00:00;30.00
1519;27MAR1997:00:00:00;B;31DEC9999:00:00:00;60.00
1520;04JUL2006:00:00:00;B;07FEB2009:00:00:00;25.00
1520;08FEB2009:00:00:00;B;18JAN2010:00:00:00;20.00
1520;19JAN2010:00:00:00;B;10FEB2011:00:00:00;12.00
1520;11FEB2011:00:00:00;B;30JAN2012:00:00:00;12.00
1520;31JAN2012:00:00:00;B;31MAR2017:00:00:00;7.00
1520;01APR2017:00:00:00;B;31DEC9999:00:00:00;6.00
1521;01JAN1996:00:00:00;B;10FEB2011:00:00:00;20.00
1521;11FEB2011:00:00:00;B;30JAN2012:00:00:00;10.00
1521;31JAN2012:00:00:00;B;31DEC9999:00:00:00;7.00
1525;01JAN1996:00:00:00;B;18JAN2010:00:00:00;40.00
1525;19JAN2010:00:00:00;B;10FEB2011:00:00:00;15.00
1525;11FEB2011:00:00:00;B;30JAN2012:00:00:00;8.00
1525;31JAN2012:00:00:00;B;31DEC9999:00:00:00;7.00
1526;04JUL2006:00:00:00;B;07FEB2009:00:00:00;50.00
1526;08FEB2009:00:00:00;B;10FEB2011:00:00:00;30.00
1526;11FEB2011:00:00:00;B;12APR2014:00:00:00;30.00
1526;13APR2014:00:00:00;B;13APR2018:00:00:00;25.00
1527;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
1533;27MAR1997:00:00:00;B;31DEC9999:00:00:00;60.00
1554;27MAR1997:00:00:00;B;31DEC9999:00:00:00;40.00
1555;27MAR1997:00:00:00;B;31DEC9999:00:00:00;70.00
1571;28JAN2004:00:00:00;B;07FEB2009:00:00:00;180.00
1571;08FEB2009:00:00:00;B;31DEC9999:00:00:00;160.00
1572;28JAN2004:00:00:00;B;07FEB2009:00:00:00;220.00
1572;08FEB2009:00:00:00;B;31MAR2019:00:00:00;200.00
1573;28JAN2004:00:00:00;B;31DEC9999:00:00:00;20.00
1575;28JAN2004:00:00:00;B;10FEB2011:00:00:00;60.00
1575;11FEB2011:00:00:00;B;16APR2013:00:00:00;58.00
1575;17APR2013:00:00:00;B;12APR2014:00:00:00;40.00
1575;13APR2014:00:00:00;B;31DEC9999:00:00:00;35.00
1576;28JAN2004:00:00:00;B;18JAN2010:00:00:00;40.00
1576;19JAN2010:00:00:00;B;31DEC9999:00:00:00;30.00
1577;11NOV2007:00:00:00;B;10FEB2011:00:00:00;50.00
1577;11FEB2011:00:00:00;B;30JAN2012:00:00:00;40.00
1577;31JAN2012:00:00:00;B;12APR2014:00:00:00;34.00
1577;13APR2014:00:00:00;B;19APR2016:00:00:00;30.00
1577;20APR2016:00:00:00;B;31MAR2017:00:00:00;28.00
1577;01APR2017:00:00:00;B;13APR2018:00:00:00;27.00
1601;11NOV2007:00:00:00;B;18JAN2010:00:00:00;15.00
1601;19JAN2010:00:00:00;B;10FEB2011:00:00:00;12.00
1601;11FEB2011:00:00:00;B;17JUN2011:00:00:00;10.00
1601;18JUN2011:00:00:00;B;19APR2016:00:00:00;10.00
1601;20APR2016:00:00:00;B;07APR2021:00:00:00;8.00
1602;11NOV2007:00:00:00;B;07FEB2009:00:00:00;20.00
1602;08FEB2009:00:00:00;B;26NOV2009:00:00:00;10.00
1602;27NOV2009:00:00:00;B;16APR2013:00:00:00;10.00
1602;17APR2013:00:00:00;B;12APR2014:00:00:00;8.00
1602;13APR2014:00:00:00;B;31DEC9999:00:00:00;7.00
1603;11NOV2007:00:00:00;B;26NOV2009:00:00:00;10.00
1603;27NOV2009:00:00:00;B;17JUN2011:00:00:00;10.00
1603;18JUN2011:00:00:00;B;16APR2013:00:00:00;10.00
1603;17APR2013:00:00:00;B;12APR2014:00:00:00;8.00
1603;13APR2014:00:00:00;B;31DEC9999:00:00:00;7.00
1607;11DEC2005:00:00:00;B;10FEB2011:00:00:00;20.00
1607;11FEB2011:00:00:00;B;31DEC9999:00:00:00;15.00
1608;11DEC2005:00:00:00;B;07FEB2009:00:00:00;15.00
1608;08FEB2009:00:00:00;B;18JAN2010:00:00:00;10.00
1608;19JAN2010:00:00:00;B;10FEB2011:00:00:00;8.00
1608;11FEB2011:00:00:00;B;31MAR2017:00:00:00;7.00
1608;01APR2017:00:00:00;B;04JAN2022:00:00:00;6.00
1609;11DEC2005:00:00:00;B;18JAN2010:00:00:00;20.00
1609;19JAN2010:00:00:00;B;10FEB2011:00:00:00;17.00
1609;11FEB2011:00:00:00;B;12APR2014:00:00:00;15.00
1609;13APR2014:00:00:00;B;19APR2016:00:00:00;13.00
1609;20APR2016:00:00:00;B;07APR2021:00:00:00;12.00
1610;11DEC2005:00:00:00;B;07FEB2009:00:00:00;40.00
1610;08FEB2009:00:00:00;B;18JAN2010:00:00:00;35.00
1610;19JAN2010:00:00:00;B;10FEB2011:00:00:00;33.00
1610;11FEB2011:00:00:00;B;12APR2014:00:00:00;29.00
1610;13APR2014:00:00:00;B;19APR2016:00:00:00;27.00
1610;20APR2016:00:00:00;B;31MAR2017:00:00:00;24.00
1610;01APR2017:00:00:00;B;13APR2018:00:00:00;23.00
1612;11NOV2007:00:00:00;B;30JAN2012:00:00:00;20.00
1612;31JAN2012:00:00:00;B;31DEC9999:00:00:00;7.00
1613;11DEC2005:00:00:00;B;16APR2013:00:00:00;10.00
1613;17APR2013:00:00:00;B;31DEC9999:00:00:00;9.00
1614;11DEC2005:00:00:00;B;31DEC9999:00:00:00;35.00
1615;11DEC2005:00:00:00;B;31DEC9999:00:00:00;70.00
1616;11DEC2005:00:00:00;B;31DEC9999:00:00:00;180.00
1619;11DEC2005:00:00:00;B;31DEC9999:00:00:00;180.00
1620;11DEC2005:00:00:00;B;31DEC9999:00:00:00;140.00
1621;11DEC2005:00:00:00;B;18JAN2010:00:00:00;20.00
1621;19JAN2010:00:00:00;B;10FEB2011:00:00:00;16.00
1621;11FEB2011:00:00:00;B;16APR2013:00:00:00;14.00
1621;17APR2013:00:00:00;B;31DEC9999:00:00:00;12.00
1622;01JAN1996:00:00:00;B;24DEC2008:00:00:00;50.00
1622;25DEC2008:00:00:00;B;31DEC9999:00:00:00;70.00
1623;01JAN1996:00:00:00;B;25DEC2008:00:00:00;120.00
1624;01JAN1996:00:00:00;B;24DEC2008:00:00:00;50.00
1624;25DEC2008:00:00:00;B;31DEC9999:00:00:00;70.00
1625;01JAN1996:00:00:00;B;25DEC2008:00:00:00;80.00
1626;01JAN1996:00:00:00;B;24DEC2008:00:00:00;45.00
1626;25DEC2008:00:00:00;B;31DEC9999:00:00:00;45.00
1627;01JAN1996:00:00:00;B;24DEC2008:00:00:00;65.00
1627;25DEC2008:00:00:00;B;31DEC9999:00:00:00;65.00
1628;01JAN1996:00:00:00;B;24DEC2008:00:00:00;40.00
1628;25DEC2008:00:00:00;B;31DEC9999:00:00:00;60.00
1629;01JAN1996:00:00:00;B;24DEC2008:00:00:00;25.00
1629;25DEC2008:00:00:00;B;12APR2014:00:00:00;25.00
1629;13APR2014:00:00:00;B;31DEC9999:00:00:00;20.00
1630;01JAN1996:00:00:00;B;24DEC2008:00:00:00;300.00
1630;25DEC2008:00:00:00;B;31DEC9999:00:00:00;350.00
1632;11DEC2005:00:00:00;B;31DEC9999:00:00:00;100.00
1633;11DEC2005:00:00:00;B;31DEC9999:00:00:00;35.00
1634;11DEC2005:00:00:00;B;31DEC9999:00:00:00;70.00
1635;11DEC2005:00:00:00;B;31DEC9999:00:00:00;50.00
1649;27MAR1997:00:00:00;B;31DEC9999:00:00:00;70.00
1650;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70.00
1651;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120.00
1652;01JAN1996:00:00:00;B;31DEC9999:00:00:00;80.00
1653;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120.00
1655;01JAN1996:00:00:00;B;31DEC9999:00:00:00;80.00
1656;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120.00
1657;27MAR1997:00:00:00;B;31DEC9999:00:00:00;140.00
1658;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70.00
1659;27MAR1997:00:00:00;B;07FEB2009:00:00:00;120.00
1659;08FEB2009:00:00:00;B;30JAN2012:00:00:00;110.00
1659;31JAN2012:00:00:00;B;31DEC9999:00:00:00;95.00
1660;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50.00
1661;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70.00
1662;27MAR1997:00:00:00;B;30JAN2012:00:00:00;120.00
1662;31JAN2012:00:00:00;B;31DEC9999:00:00:00;100.00
1663;27MAR1997:00:00:00;B;31DEC9999:00:00:00;70.00
1664;27MAR1997:00:00:00;B;31DEC9999:00:00:00;120.00
