BTF_PRS_IDE;BTF_HIS_DTD;BTF_TAR_NAT;BTF_HIS_DTF;BTF_TAR_COF
9918;19JAN2010:00:00:00;B;31DEC9999:00:00:00;3.00
9919;19JAN2010:00:00:00;B;31DEC9999:00:00:00;4.00
9920;19JAN2010:00:00:00;B;31DEC9999:00:00:00;6.00
9921;19JAN2010:00:00:00;B;31DEC9999:00:00:00;7.00
9922;19JAN2010:00:00:00;B;31DEC9999:00:00:00;8.00
9923;19JAN2010:00:00:00;B;31DEC9999:00:00:00;9.00
9924;19JAN2010:00:00:00;B;31DEC9999:00:00:00;11.00
9925;19JAN2010:00:00:00;B;31DEC9999:00:00:00;12.00
9926;19JAN2010:00:00:00;B;31DEC9999:00:00:00;13.00
1829;25DEC2008:00:00:00;B;31DEC9999:00:00:00;60.00
1830;25DEC2008:00:00:00;B;31DEC9999:00:00:00;40.00
1831;25DEC2008:00:00:00;B;31DEC9999:00:00:00;40.00
2000;11NOV2007:00:00:00;B;18JAN2010:00:00:00;30.00
2000;19JAN2010:00:00:00;B;10FEB2011:00:00:00;25.00
2000;11FEB2011:00:00:00;B;30JAN2012:00:00:00;20.00
2000;31JAN2012:00:00:00;B;12APR2014:00:00:00;15.00
2000;13APR2014:00:00:00;B;13JUL2017:00:00:00;14.00
2001;11DEC2005:00:00:00;B;26NOV2009:00:00:00;30.00
2001;27NOV2009:00:00:00;B;18JAN2010:00:00:00;30.00
2001;19JAN2010:00:00:00;B;10FEB2011:00:00:00;25.00
2001;11FEB2011:00:00:00;B;31MAR2017:00:00:00;20.00
2001;01APR2017:00:00:00;B;31DEC9999:00:00:00;18.00
2002;13JUL2017:00:00:00;B;31JAN2019:00:00:00;17.00
2003;25DEC2008:00:00:00;B;31DEC9999:00:00:00;30.00
2004;11DEC2005:00:00:00;B;18SEP2019:00:00:00;4.00
2005;11DEC2005:00:00:00;B;18JAN2010:00:00:00;10.00
2005;19JAN2010:00:00:00;B;10FEB2011:00:00:00;8.00
2005;11FEB2011:00:00:00;B;31MAR2017:00:00:00;7.00
2005;01APR2017:00:00:00;B;31DEC9999:00:00:00;6.00
2006;11DEC2005:00:00:00;B;18JAN2010:00:00:00;10.00
2006;19JAN2010:00:00:00;B;10FEB2011:00:00:00;8.00
2006;11FEB2011:00:00:00;B;31MAR2017:00:00:00;7.00
2006;01APR2017:00:00:00;B;31DEC9999:00:00:00;6.00
2007;11DEC2005:00:00:00;B;18SEP2019:00:00:00;4.00
2008;30APR2007:00:00:00;B;31DEC9999:00:00:00;30.00
2009;11DEC2005:00:00:00;B;31DEC9999:00:00:00;40.00
2010;11DEC2005:00:00:00;B;31DEC9999:00:00:00;30.00
2011;11DEC2005:00:00:00;B;31DEC9999:00:00:00;30.00
2012;11DEC2005:00:00:00;B;13APR2018:00:00:00;15.00
2013;11DEC2005:00:00:00;B;31DEC9999:00:00:00;65.00
2108;12JUL1999:00:00:00;B;16APR2013:00:00:00;10.00
2108;17APR2013:00:00:00;B;31DEC9999:00:00:00;7.00
2109;30APR2007:00:00:00;B;31DEC9999:00:00:00;70.00
2258;28JAN2004:00:00:00;B;18JAN2010:00:00:00;10.00
2258;19JAN2010:00:00:00;B;10FEB2011:00:00:00;8.00
2258;11FEB2011:00:00:00;B;31MAR2017:00:00:00;7.00
2258;01APR2017:00:00:00;B;31DEC9999:00:00:00;6.00
3246;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90.00
3247;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90.00
3248;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90.00
3249;11DEC2005:00:00:00;B;31DEC9999:00:00:00;180.00
3252;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90.00
3253;04SEP2014:00:00:00;B;31DEC9999:00:00:00;135.00
3254;04SEP2014:00:00:00;B;31DEC9999:00:00:00;135.00
3255;04SEP2014:00:00:00;B;31DEC9999:00:00:00;135.00
3307;11DEC2005:00:00:00;B;04NOV2011:00:00:00;90.00
3308;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90.00
3309;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90.00
3310;11DEC2005:00:00:00;B;31DEC9999:00:00:00;45.00
3311;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90.00
3313;11DEC2005:00:00:00;B;31DEC9999:00:00:00;45.00
3318;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90.00
3337;11DEC2005:00:00:00;B;31DEC9999:00:00:00;180.00
3706;12OCT1997:00:00:00;B;04SEP2014:00:00:00;30.00
3707;12OCT1997:00:00:00;B;04SEP2014:00:00:00;105.00
3708;12OCT1997:00:00:00;B;04SEP2014:00:00:00;105.00
3713;01JAN1996:00:00:00;B;10FEB2011:00:00:00;180.00
3713;11FEB2011:00:00:00;B;12APR2014:00:00:00;135.00
3713;13APR2014:00:00:00;B;13APR2018:00:00:00;127.00
3714;01JAN1996:00:00:00;B;01FEB2019:00:00:00;105.00
3729;01JAN1996:00:00:00;B;31DEC9999:00:00:00;45.00
3730;01JAN1996:00:00:00;B;10FEB2011:00:00:00;105.00
3730;11FEB2011:00:00:00;B;31DEC9999:00:00:00;90.00
3731;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60.00
3732;01JAN1996:00:00:00;B;31DEC9999:00:00:00;45.00
3733;01JAN1996:00:00:00;B;31DEC9999:00:00:00;105.00
3734;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60.00
3744;12OCT1997:00:00:00;B;07FEB2009:00:00:00;105.00
3744;08FEB2009:00:00:00;B;30JAN2012:00:00:00;90.00
3744;31JAN2012:00:00:00;B;01FEB2019:00:00:00;75.00
3745;12OCT1997:00:00:00;B;01FEB2019:00:00:00;60.00
3746;08JUN2000:00:00:00;B;07FEB2009:00:00:00;105.00
3746;08FEB2009:00:00:00;B;30JAN2012:00:00:00;90.00
3746;31JAN2012:00:00:00;B;01FEB2019:00:00:00;75.00
3747;12OCT1997:00:00:00;B;01FEB2019:00:00:00;60.00
3760;01JAN1996:00:00:00;B;31DEC9999:00:00:00;30.00
3761;01JAN1996:00:00:00;B;31DEC9999:00:00:00;45.00
3773;30MAR1997:00:00:00;B;31MAR2017:00:00:00;60.00
3773;01APR2017:00:00:00;B;31DEC9999:00:00:00;57.00
3777;05AUG1997:00:00:00;B;07FEB2009:00:00:00;180.00
3777;08FEB2009:00:00:00;B;01FEB2019:00:00:00;150.00
3778;12AUG1997:00:00:00;B;01FEB2019:00:00:00;105.00
3779;12OCT1997:00:00:00;B;01FEB2019:00:00:00;20.00
3780;12OCT1997:00:00:00;B;31DEC9999:00:00:00;40.00
3781;12OCT1997:00:00:00;B;31DEC9999:00:00:00;30.00
3783;01DEC1998:00:00:00;B;10FEB2011:00:00:00;70.00
3783;11FEB2011:00:00:00;B;31DEC9999:00:00:00;50.00
3784;12OCT1997:00:00:00;B;10FEB2011:00:00:00;70.00
3784;11FEB2011:00:00:00;B;16APR2013:00:00:00;60.00
3784;17APR2013:00:00:00;B;13APR2018:00:00:00;55.00
3785;12OCT1997:00:00:00;B;07FEB2009:00:00:00;100.00
3785;08FEB2009:00:00:00;B;10FEB2011:00:00:00;70.00
3785;11FEB2011:00:00:00;B;16APR2013:00:00:00;60.00
3785;17APR2013:00:00:00;B;13APR2018:00:00:00;55.00
3786;12OCT1997:00:00:00;B;18SEP2019:00:00:00;20.00
3787;12OCT1997:00:00:00;B;31DEC9999:00:00:00;70.00
4001;05APR1996:00:00:00;B;31DEC9999:00:00:00;500.00
4002;05APR1996:00:00:00;B;31DEC9999:00:00:00;120.00
4003;05APR1996:00:00:00;B;31DEC9999:00:00:00;650.00
4004;11NOV2007:00:00:00;B;07FEB2009:00:00:00;130.00
4004;08FEB2009:00:00:00;B;26NOV2009:00:00:00;125.00
4004;27NOV2009:00:00:00;B;19APR2016:00:00:00;125.00
4004;20APR2016:00:00:00;B;31MAR2017:00:00:00;124.00
4004;01APR2017:00:00:00;B;13APR2018:00:00:00;120.00
4005;27NOV2009:00:00:00;B;19APR2016:00:00:00;155.00
4005;20APR2016:00:00:00;B;31MAR2017:00:00:00;152.00
4005;01APR2017:00:00:00;B;13APR2018:00:00:00;150.00
4006;27NOV2009:00:00:00;B;19APR2016:00:00:00;185.00
4006;20APR2016:00:00:00;B;31MAR2017:00:00:00;178.00
4006;01APR2017:00:00:00;B;13APR2018:00:00:00;170.00
4010;05APR1996:00:00:00;B;31DEC9999:00:00:00;1000.00
4011;05APR1996:00:00:00;B;31DEC9999:00:00:00;100.00
4012;05APR1996:00:00:00;B;31DEC9999:00:00:00;500.00
4013;05APR1996:00:00:00;B;31DEC9999:00:00:00;1200.00
4020;05APR1996:00:00:00;B;31DEC9999:00:00:00;100.00
4021;05APR1996:00:00:00;B;31DEC9999:00:00:00;150.00
4022;05APR1996:00:00:00;B;31DEC9999:00:00:00;100.00
4023;05APR1996:00:00:00;B;31DEC9999:00:00:00;250.00
4024;05APR1996:00:00:00;B;31DEC9999:00:00:00;200.00
4025;05APR1996:00:00:00;B;31DEC9999:00:00:00;150.00
4026;05APR1996:00:00:00;B;31DEC9999:00:00:00;1000.00
4027;05APR1996:00:00:00;B;31DEC9999:00:00:00;500.00
4028;05APR1996:00:00:00;B;31DEC9999:00:00:00;1200.00
4030;05APR1996:00:00:00;B;31DEC9999:00:00:00;1250.00
4031;05APR1996:00:00:00;B;31DEC9999:00:00:00;1000.00
4033;05APR1996:00:00:00;B;31DEC9999:00:00:00;500.00
4034;05APR1996:00:00:00;B;31DEC9999:00:00:00;700.00
4040;05APR1996:00:00:00;B;31DEC9999:00:00:00;200.00
4041;05APR1996:00:00:00;B;31DEC9999:00:00:00;400.00
4042;05APR1996:00:00:00;B;31DEC9999:00:00:00;500.00
4044;05APR1996:00:00:00;B;31DEC9999:00:00:00;400.00
4045;05APR1996:00:00:00;B;31DEC9999:00:00:00;600.00
4046;05APR1996:00:00:00;B;31DEC9999:00:00:00;700.00
4050;05APR1996:00:00:00;B;31DEC9999:00:00:00;500.00
4051;05APR1996:00:00:00;B;31DEC9999:00:00:00;700.00
4052;05APR1996:00:00:00;B;31DEC9999:00:00:00;500.00
4053;05APR1996:00:00:00;B;31DEC9999:00:00:00;700.00
4054;05APR1996:00:00:00;B;31DEC9999:00:00:00;600.00
4055;05APR1996:00:00:00;B;31DEC9999:00:00:00;400.00
4056;05APR1996:00:00:00;B;31DEC9999:00:00:00;600.00
4057;05APR1996:00:00:00;B;31DEC9999:00:00:00;700.00
4058;05APR1996:00:00:00;B;31DEC9999:00:00:00;500.00
4059;05APR1996:00:00:00;B;31DEC9999:00:00:00;700.00
4060;05APR1996:00:00:00;B;01FEB2019:00:00:00;300.00
4061;05APR1996:00:00:00;B;01FEB2019:00:00:00;300.00
4062;05APR1996:00:00:00;B;01FEB2019:00:00:00;500.00
4063;05APR1996:00:00:00;B;31JAN2019:00:00:00;600.00
4064;05APR1996:00:00:00;B;31DEC9999:00:00:00;150.00
4065;05APR1996:00:00:00;B;31DEC9999:00:00:00;600.00
4066;05APR1996:00:00:00;B;31DEC9999:00:00:00;600.00
4067;05APR1996:00:00:00;B;31DEC9999:00:00:00;150.00
4068;05APR1996:00:00:00;B;31DEC9999:00:00:00;150.00
4069;05APR1996:00:00:00;B;31DEC9999:00:00:00;450.00
4070;05APR1996:00:00:00;B;31DEC9999:00:00:00;600.00
286;30JUL1997:00:00:00;B;08MAY2019:00:00:00;95.00
287;30JUL1997:00:00:00;B;09MAY2019:00:00:00;60.00
288;30JUL1997:00:00:00;B;09MAY2019:00:00:00;145.00
289;30JUL1997:00:00:00;B;09MAY2019:00:00:00;50.00
290;30JUL1997:00:00:00;B;08MAY2019:00:00:00;60.00
316;28JAN2004:00:00:00;B;07FEB2009:00:00:00;40.00
316;08FEB2009:00:00:00;B;31DEC9999:00:00:00;30.00
320;11NOV2007:00:00:00;B;26NOV2009:00:00:00;65.00
320;27NOV2009:00:00:00;B;12APR2014:00:00:00;65.00
320;13APR2014:00:00:00;B;31MAR2017:00:00:00;63.00
320;01APR2017:00:00:00;B;31MAR2019:00:00:00;60.00
321;28JAN2004:00:00:00;B;31DEC9999:00:00:00;35.00
322;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65.00
322;11FEB2011:00:00:00;B;12APR2014:00:00:00;55.00
322;13APR2014:00:00:00;B;31MAR2017:00:00:00;52.00
322;01APR2017:00:00:00;B;01FEB2019:00:00:00;50.00
323;12OCT1997:00:00:00;B;10FEB2011:00:00:00;70.00
323;11FEB2011:00:00:00;B;12APR2014:00:00:00;60.00
323;13APR2014:00:00:00;B;31MAR2017:00:00:00;55.00
323;01APR2017:00:00:00;B;01FEB2019:00:00:00;50.00
324;28JAN2004:00:00:00;B;31MAR2019:00:00:00;35.00
325;30MAR1997:00:00:00;B;31MAR2017:00:00:00;70.00
325;01APR2017:00:00:00;B;31DEC9999:00:00:00;65.00
327;05AUG1997:00:00:00;B;31MAR2017:00:00:00;70.00
327;01APR2017:00:00:00;B;31DEC9999:00:00:00;65.00
328;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70.00
330;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65.00
330;11FEB2011:00:00:00;B;16APR2013:00:00:00;58.00
330;17APR2013:00:00:00;B;19APR2016:00:00:00;51.00
330;20APR2016:00:00:00;B;13APR2018:00:00:00;50.00
332;01JAN1996:00:00:00;B;18JAN2010:00:00:00;70.00
332;19JAN2010:00:00:00;B;10FEB2011:00:00:00;60.00
332;11FEB2011:00:00:00;B;31DEC9999:00:00:00;55.00
333;01JAN1996:00:00:00;B;18JAN2010:00:00:00;70.00
333;19JAN2010:00:00:00;B;10FEB2011:00:00:00;60.00
333;11FEB2011:00:00:00;B;31DEC9999:00:00:00;55.00
334;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65.00
334;11FEB2011:00:00:00;B;16APR2013:00:00:00;58.00
334;17APR2013:00:00:00;B;19APR2016:00:00:00;51.00
334;20APR2016:00:00:00;B;31MAR2019:00:00:00;50.00
335;27MAR1997:00:00:00;B;18JAN2010:00:00:00;70.00
335;19JAN2010:00:00:00;B;10FEB2011:00:00:00;60.00
335;11FEB2011:00:00:00;B;31DEC9999:00:00:00;50.00
340;01JAN1996:00:00:00;B;07FEB2009:00:00:00;70.00
340;08FEB2009:00:00:00;B;31DEC9999:00:00:00;65.00
343;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65.00
343;11FEB2011:00:00:00;B;16APR2013:00:00:00;58.00
343;17APR2013:00:00:00;B;19APR2016:00:00:00;51.00
343;20APR2016:00:00:00;B;31MAR2019:00:00:00;50.00
350;12OCT1997:00:00:00;B;10FEB2011:00:00:00;70.00
350;11FEB2011:00:00:00;B;31JAN2019:00:00:00;60.00
351;12OCT1997:00:00:00;B;10FEB2011:00:00:00;70.00
351;11FEB2011:00:00:00;B;12APR2014:00:00:00;60.00
351;13APR2014:00:00:00;B;31MAR2017:00:00:00;55.00
351;01APR2017:00:00:00;B;01FEB2019:00:00:00;50.00
352;12OCT1997:00:00:00;B;10FEB2011:00:00:00;70.00
352;11FEB2011:00:00:00;B;01FEB2019:00:00:00;60.00
353;12OCT1997:00:00:00;B;13APR2018:00:00:00;70.00
354;12OCT1997:00:00:00;B;13APR2018:00:00:00;70.00
357;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65.00
357;11FEB2011:00:00:00;B;16APR2013:00:00:00;58.00
357;17APR2013:00:00:00;B;12APR2014:00:00:00;55.00
357;13APR2014:00:00:00;B;13APR2018:00:00:00;51.00
358;28JAN2004:00:00:00;B;18JAN2010:00:00:00;80.00
358;19JAN2010:00:00:00;B;04JAN2022:00:00:00;70.00
364;28JAN2004:00:00:00;B;31DEC9999:00:00:00;120.00
388;30NOV2003:00:00:00;B;07FEB2009:00:00:00;70.00
388;08FEB2009:00:00:00;B;10FEB2011:00:00:00;60.00
388;11FEB2011:00:00:00;B;14MAR2011:00:00:00;55.00
388;15MAR2011:00:00:00;B;30JAN2012:00:00:00;55.00
388;31JAN2012:00:00:00;B;12APR2014:00:00:00;54.00
388;13APR2014:00:00:00;B;19APR2016:00:00:00;52.00
388;20APR2016:00:00:00;B;31MAR2017:00:00:00;51.00
388;01APR2017:00:00:00;B;31MAR2019:00:00:00;50.00
389;30NOV2003:00:00:00;B;10FEB2011:00:00:00;180.00
389;11FEB2011:00:00:00;B;14MAR2011:00:00:00;160.00
389;15MAR2011:00:00:00;B;13APR2018:00:00:00;160.00
390;30NOV2003:00:00:00;B;10FEB2011:00:00:00;270.00
390;11FEB2011:00:00:00;B;14MAR2011:00:00:00;240.00
390;15MAR2011:00:00:00;B;13APR2018:00:00:00;240.00
392;01JAN1996:00:00:00;B;10FEB2011:00:00:00;70.00
392;11FEB2011:00:00:00;B;14MAR2011:00:00:00;55.00
392;15MAR2011:00:00:00;B;31DEC9999:00:00:00;55.00
407;11DEC2005:00:00:00;B;31DEC9999:00:00:00;30.00
412;11DEC2005:00:00:00;B;07FEB2009:00:00:00;60.00
412;08FEB2009:00:00:00;B;13APR2018:00:00:00;40.00
413;11DEC2005:00:00:00;B;31DEC9999:00:00:00;20.00
455;28JAN2004:00:00:00;B;31DEC9999:00:00:00;60.00
461;28JAN2004:00:00:00;B;31DEC9999:00:00:00;70.00
462;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65.00
462;11FEB2011:00:00:00;B;12APR2014:00:00:00;60.00
462;13APR2014:00:00:00;B;13APR2018:00:00:00;55.00
463;28JAN2004:00:00:00;B;31DEC9999:00:00:00;120.00
466;28JAN2004:00:00:00;B;31DEC9999:00:00:00;60.00
467;28JAN2004:00:00:00;B;31DEC9999:00:00:00;60.00
468;28JAN2004:00:00:00;B;31DEC9999:00:00:00;80.00
472;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65.00
472;11FEB2011:00:00:00;B;16APR2013:00:00:00;58.00
472;17APR2013:00:00:00;B;19APR2016:00:00:00;51.00
472;20APR2016:00:00:00;B;31MAR2019:00:00:00;50.00
473;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65.00
473;11FEB2011:00:00:00;B;16APR2013:00:00:00;58.00
473;17APR2013:00:00:00;B;19APR2016:00:00:00;51.00
473;20APR2016:00:00:00;B;31MAR2019:00:00:00;50.00
476;28JAN2004:00:00:00;B;07FEB2009:00:00:00;120.00
476;08FEB2009:00:00:00;B;18JAN2010:00:00:00;100.00
476;19JAN2010:00:00:00;B;10FEB2011:00:00:00;85.00
476;11FEB2011:00:00:00;B;31MAR2017:00:00:00;75.00
476;01APR2017:00:00:00;B;31DEC9999:00:00:00;73.00
477;13FEB2004:00:00:00;B;07FEB2009:00:00:00;140.00
477;08FEB2009:00:00:00;B;31DEC9999:00:00:00;130.00
478;28JAN2004:00:00:00;B;31DEC9999:00:00:00;140.00
514;30MAR1997:00:00:00;B;07FEB2009:00:00:00;20.00
514;08FEB2009:00:00:00;B;18JAN2010:00:00:00;15.00
514;19JAN2010:00:00:00;B;10FEB2011:00:00:00;10.00
514;11FEB2011:00:00:00;B;30JAN2012:00:00:00;8.00
514;31JAN2012:00:00:00;B;31MAR2017:00:00:00;7.00
514;01APR2017:00:00:00;B;04JAN2022:00:00:00;6.00
516;30MAR1997:00:00:00;B;07FEB2009:00:00:00;20.00
516;08FEB2009:00:00:00;B;10FEB2011:00:00:00;10.00
516;11FEB2011:00:00:00;B;17JUN2011:00:00:00;8.00
516;18JUN2011:00:00:00;B;30JAN2012:00:00:00;8.00
516;31JAN2012:00:00:00;B;31MAR2017:00:00:00;7.00
516;01APR2017:00:00:00;B;31DEC9999:00:00:00;6.00
517;30MAR1997:00:00:00;B;07FEB2009:00:00:00;20.00
517;08FEB2009:00:00:00;B;10FEB2011:00:00:00;10.00
517;11FEB2011:00:00:00;B;17JUN2011:00:00:00;10.00
517;18JUN2011:00:00:00;B;30JAN2012:00:00:00;10.00
517;31JAN2012:00:00:00;B;31MAR2017:00:00:00;7.00
517;01APR2017:00:00:00;B;31DEC9999:00:00:00;6.00
519;11NOV2007:00:00:00;B;18JAN2010:00:00:00;15.00
519;19JAN2010:00:00:00;B;10FEB2011:00:00:00;10.00
519;11FEB2011:00:00:00;B;17JUN2011:00:00:00;8.00
519;18JUN2011:00:00:00;B;30JAN2012:00:00:00;8.00
519;31JAN2012:00:00:00;B;31MAR2017:00:00:00;7.00
519;01APR2017:00:00:00;B;07APR2021:00:00:00;6.00
521;11NOV2007:00:00:00;B;18JAN2010:00:00:00;15.00
521;19JAN2010:00:00:00;B;10FEB2011:00:00:00;10.00
521;11FEB2011:00:00:00;B;30JAN2012:00:00:00;10.00
521;31JAN2012:00:00:00;B;31MAR2017:00:00:00;7.00
521;01APR2017:00:00:00;B;07APR2021:00:00:00;7.00
522;04JUL2006:00:00:00;B;07FEB2009:00:00:00;22.00
522;08FEB2009:00:00:00;B;10FEB2011:00:00:00;20.00
522;11FEB2011:00:00:00;B;17JUN2011:00:00:00;15.00
522;18JUN2011:00:00:00;B;30JAN2012:00:00:00;15.00
522;31JAN2012:00:00:00;B;16APR2013:00:00:00;14.00
522;17APR2013:00:00:00;B;19APR2016:00:00:00;11.00
522;20APR2016:00:00:00;B;07APR2021:00:00:00;10.00
523;01JAN1996:00:00:00;B;07FEB2009:00:00:00;60.00
523;08FEB2009:00:00:00;B;31DEC9999:00:00:00;55.00
524;11NOV2007:00:00:00;B;07FEB2009:00:00:00;25.00
524;08FEB2009:00:00:00;B;18JAN2010:00:00:00;20.00
524;19JAN2010:00:00:00;B;30JAN2012:00:00:00;20.00
524;31JAN2012:00:00:00;B;16APR2013:00:00:00;10.00
524;17APR2013:00:00:00;B;31MAR2017:00:00:00;9.00
524;01APR2017:00:00:00;B;31DEC9999:00:00:00;6.00
530;11DEC2005:00:00:00;B;07FEB2009:00:00:00;30.00
530;08FEB2009:00:00:00;B;18JAN2010:00:00:00;25.00
530;19JAN2010:00:00:00;B;10FEB2011:00:00:00;20.00
530;11FEB2011:00:00:00;B;30JAN2012:00:00:00;15.00
530;31JAN2012:00:00:00;B;31DEC9999:00:00:00;7.00
532;11DEC2005:00:00:00;B;18JAN2010:00:00:00;10.00
532;19JAN2010:00:00:00;B;10FEB2011:00:00:00;8.00
532;11FEB2011:00:00:00;B;31MAR2017:00:00:00;7.00
532;01APR2017:00:00:00;B;31DEC9999:00:00:00;6.00
534;01JAN1996:00:00:00;B;18JAN2010:00:00:00;50.00
534;19JAN2010:00:00:00;B;10FEB2011:00:00:00;40.00
534;11FEB2011:00:00:00;B;31DEC9999:00:00:00;30.00
536;11DEC2005:00:00:00;B;18JAN2010:00:00:00;50.00
536;19JAN2010:00:00:00;B;10FEB2011:00:00:00;40.00
536;11FEB2011:00:00:00;B;31DEC9999:00:00:00;35.00
537;01JAN1996:00:00:00;B;31DEC9999:00:00:00;65.00
547;11DEC2005:00:00:00;B;31DEC9999:00:00:00;30.00
548;11NOV2007:00:00:00;B;18JAN2010:00:00:00;15.00
548;19JAN2010:00:00:00;B;10FEB2011:00:00:00;12.00
548;11FEB2011:00:00:00;B;30JAN2012:00:00:00;9.00
548;31JAN2012:00:00:00;B;13JUL2017:00:00:00;7.00
552;11DEC2005:00:00:00;B;07FEB2009:00:00:00;10.00
552;08FEB2009:00:00:00;B;31DEC9999:00:00:00;5.00
969;28JAN2004:00:00:00;B;18JAN2010:00:00:00;100.00
969;19JAN2010:00:00:00;B;31DEC9999:00:00:00;80.00
983;11NOV2007:00:00:00;B;18JAN2010:00:00:00;70.00
983;19JAN2010:00:00:00;B;10FEB2011:00:00:00;65.00
983;11FEB2011:00:00:00;B;04JAN2022:00:00:00;60.00
990;11DEC2005:00:00:00;B;31DEC9999:00:00:00;60.00
991;11DEC2005:00:00:00;B;31DEC9999:00:00:00;80.00
992;11DEC2005:00:00:00;B;18JAN2010:00:00:00;70.00
992;19JAN2010:00:00:00;B;31DEC9999:00:00:00;50.00
996;11NOV2007:00:00:00;B;07FEB2009:00:00:00;45.00
996;08FEB2009:00:00:00;B;26NOV2009:00:00:00;40.00
996;27NOV2009:00:00:00;B;18JAN2010:00:00:00;40.00
996;19JAN2010:00:00:00;B;10FEB2011:00:00:00;36.00
996;11FEB2011:00:00:00;B;30JAN2012:00:00:00;34.00
996;31JAN2012:00:00:00;B;12APR2014:00:00:00;30.00
996;13APR2014:00:00:00;B;19APR2016:00:00:00;27.00
996;20APR2016:00:00:00;B;31MAR2017:00:00:00;26.00
996;01APR2017:00:00:00;B;13APR2018:00:00:00;21.00
999;11NOV2007:00:00:00;B;10FEB2011:00:00:00;85.00
999;11FEB2011:00:00:00;B;30JAN2012:00:00:00;80.00
999;31JAN2012:00:00:00;B;31MAR2019:00:00:00;75.00
1000;18JUN2011:00:00:00;B;31DEC9999:00:00:00;140.00
1001;18JUN2011:00:00:00;B;31DEC9999:00:00:00;140.00
1002;18JUN2011:00:00:00;B;31DEC9999:00:00:00;140.00
1011;11JUL2013:00:00:00;B;31DEC9999:00:00:00;100.00
1013;11JUL2013:00:00:00;B;31DEC9999:00:00:00;40.00
1014;11JUL2013:00:00:00;B;31DEC9999:00:00:00;25.00
1015;11JUL2013:00:00:00;B;31DEC9999:00:00:00;25.00
1016;11JUL2013:00:00:00;B;18APR2016:00:00:00;25.00
1016;19APR2016:00:00:00;B;31DEC9999:00:00:00;25.00
1017;11JUL2013:00:00:00;B;18APR2016:00:00:00;25.00
1017;19APR2016:00:00:00;B;31DEC9999:00:00:00;25.00
1018;11JUL2013:00:00:00;B;31DEC9999:00:00:00;100.00
1019;11JUL2013:00:00:00;B;31DEC9999:00:00:00;200.00
1020;11JUL2013:00:00:00;B;31DEC9999:00:00:00;200.00
1021;11JUL2013:00:00:00;B;31DEC9999:00:00:00;30.00
1022;11JUL2013:00:00:00;B;31DEC9999:00:00:00;60.00
1024;11JUL2013:00:00:00;B;31DEC9999:00:00:00;150.00
1025;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50.00
1026;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50.00
1027;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50.00
1028;11JUL2013:00:00:00;B;31DEC9999:00:00:00;40.00
1029;11JUL2013:00:00:00;B;31DEC9999:00:00:00;100.00
1030;11JUL2013:00:00:00;B;31DEC9999:00:00:00;100.00
1031;11JUL2013:00:00:00;B;31DEC9999:00:00:00;150.00
1032;11JUL2013:00:00:00;B;31DEC9999:00:00:00;25.00
1054;11NOV2007:00:00:00;B;04JAN2022:00:00:00;70.00
1101;30MAR1997:00:00:00;B;31DEC9999:00:00:00;100.00
1102;01JAN1996:00:00:00;B;31DEC9999:00:00:00;25.00
1103;01JAN1996:00:00:00;B;31DEC9999:00:00:00;300.00
1104;04JUL2006:00:00:00;B;18JAN2010:00:00:00;35.00
1104;19JAN2010:00:00:00;B;10FEB2011:00:00:00;34.00
1104;11FEB2011:00:00:00;B;30JAN2012:00:00:00;32.00
1104;31JAN2012:00:00:00;B;12APR2014:00:00:00;31.00
1104;13APR2014:00:00:00;B;31MAR2017:00:00:00;29.00
1104;01APR2017:00:00:00;B;13APR2018:00:00:00;27.00
1105;01JAN1996:00:00:00;B;31DEC9999:00:00:00;100.00
1106;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50.00
1107;04JUL2006:00:00:00;B;07FEB2009:00:00:00;20.00
1107;08FEB2009:00:00:00;B;17JUN2011:00:00:00;15.00
1107;18JUN2011:00:00:00;B;31DEC9999:00:00:00;15.00
1109;30MAR1997:00:00:00;B;18JAN2010:00:00:00;25.00
1109;19JAN2010:00:00:00;B;10FEB2011:00:00:00;22.00
1109;11FEB2011:00:00:00;B;31MAR2019:00:00:00;20.00
1110;01JAN1996:00:00:00;B;31DEC9999:00:00:00;20.00
