ORG_NUM;ORG_GRG_COD;CTI_NUM;CTI_INF_NUM;CRA_COD;URC_ARH_COD;SLM_NUM;ORG_BSE_NUM;ORG_ORG_TYP;GEO_DPT_COD;GEO_COM_COD;ORG_ACO_COD;ORG_SLM_CLM;ORG_UGE_COD;ORG_SIR_NUM;ORG_CAI_NUM;GDP_NV0_COD;GDP_NV1_COD;GDP_NV2_COD;ORG_TOP_INF;TEC_COL
01C731923;1;25;16;69;84;;01C731;C;073;065;073070;;923;;731;;;;0;0
01C731964;1;25;16;69;84;;01C731;C;073;065;073070;;964;;731;;;;0;0
01C731999;1;25;16;69;84;;01C731;C;073;065;073070;;999;;731;;;;0;0
01C741000;1;16;16;69;84;;01C741;C;074;010;074070;;0;;741;;;;0;0
01C741001;1;16;16;69;84;;01C741;C;074;010;074070;;1;;741;;;;0;0
01C741002;1;16;16;69;84;;01C741;C;074;010;074070;;2;;741;;;;0;0
01C741004;1;16;16;69;84;;01C741;C;074;010;074070;;4;;741;;;;0;0
01C741005;1;16;16;69;84;;01C741;C;074;010;074070;;5;;741;;;;0;0
01C741010;1;16;16;69;84;;01C741;C;074;010;074070;;10;;741;;;;0;0
01C741011;1;16;16;69;84;;01C741;C;074;010;074070;;11;;741;;;;0;0
01C741014;1;16;16;69;84;;01C741;C;074;010;;;14;;741;;;;0;0
01C741017;1;16;16;69;84;;01C741;C;074;;;;17;;741;;;;0;0
01C741018;1;16;16;69;84;;01C741;C;074;010;074070;;18;;741;;;;0;0
01C671029;1;17;13;67;44;;01C673;C;067;180;067071;;29;;673;;;;0;0
01C671035;1;17;13;67;44;;01C673;C;067;180;067071;;35;;673;;;;0;0
01C731260;1;25;16;69;84;;01C731;C;073;065;073070;;260;;731;;;;0;0
01C731264;1;25;16;69;84;;01C731;C;073;065;073070;;264;;731;;;;0;0
01C731271;1;25;16;69;84;;01C731;C;073;065;073070;;271;;731;;;;0;0
01C731290;1;25;16;69;84;;01C731;C;073;065;073070;;290;;731;;;;0;0
01C731291;1;25;16;69;84;;01C731;C;073;065;073070;;291;;731;;;;0;0
01C731292;1;25;16;69;84;;01C731;C;073;;;;292;;731;;;;0;0
01C731294;1;25;16;69;84;;01C731;C;073;065;073070;;294;;731;;;;0;0
01C731295;1;25;16;69;84;;01C731;C;073;065;073070;;295;;731;;;;0;0
01C731296;1;25;16;69;84;;01C731;C;073;065;073070;;296;;731;;;;0;0
01C751755;1;36;35;75;11;;01C751;C;075;101;075072;;755;;751;;;;0;0
01C751756;1;36;35;75;11;;01C751;C;075;101;075072;;756;;751;;;;0;0
01C751757;1;36;35;75;11;;01C751;C;075;101;075072;;757;;751;;;;0;0
01C751758;1;36;35;75;11;;01C751;C;075;101;075072;;758;;751;;;;0;0
01C751759;1;36;35;75;11;;01C751;C;075;101;075072;;759;;751;;;;0;0
01C751772;1;36;35;75;11;;01C751;C;075;101;075072;;772;;751;;;;0;0
01C751777;1;36;35;75;11;;01C751;C;075;101;075072;;777;;751;;;;0;0
01C751780;1;36;35;75;11;;01C751;C;075;101;075072;;780;;751;;;;0;0
01C751785;1;36;35;75;11;;01C751;C;075;;;;785;;751;;;;0;0
01C751789;1;36;35;75;11;;01C751;C;075;101;075072;;789;;751;;;;0;0
01C751794;1;36;35;75;11;;01C751;C;075;101;;;794;;751;;;;0;0
01C751800;1;36;35;75;11;;01C751;C;075;101;075072;;800;;751;;;;0;0
01C641003;1;5;2;33;75;;01C641;C;064;102;064170;;3;;641;;;;0;0
01C641004;1;5;2;33;75;;01C641;C;064;102;064170;;4;;641;;;;0;0
01C596320;1;11;19;59;32;;01C599;C;059;392;059571;;320;;599;;;;0;0
01C596330;1;11;19;59;32;;01C599;C;059;392;059571;;330;;599;;;;0;0
01C596340;1;11;19;59;32;;01C599;C;059;392;059571;;340;;599;;;;0;0
01C596341;1;11;19;59;32;;01C599;C;059;392;059571;;341;;599;;;;0;0
01C596342;1;11;19;59;32;;01C599;C;059;392;059571;;342;;599;;;;0;0
01C596343;1;11;19;59;32;;01C599;C;059;;;;343;;599;;;;0;0
01C596344;1;11;19;59;32;;01C599;C;059;392;059571;;344;;599;;;;0;0
01C596345;1;11;19;59;32;;01C599;C;059;392;059571;;345;;599;;;;0;0
01C596346;1;11;19;59;32;;01C599;C;059;;;;346;;599;;;;0;0
01C602404;1;11;19;59;32;;01C601;C;060;175;060270;;404;;601;;;;0;0
01C602405;1;11;19;59;32;;01C601;C;060;175;060270;;405;;601;;;;0;0
01C602406;1;11;19;59;32;;01C601;C;060;175;060270;;406;;601;;;;0;0
01C602407;1;11;19;59;32;;01C601;C;060;175;060270;;407;;601;;;;0;0
01C602411;1;11;19;59;32;;01C601;C;060;175;060270;;411;;601;;;;0;0
01C602412;1;11;19;59;32;;01C601;C;060;175;060270;;412;;601;;;;0;0
01C602413;1;11;19;59;32;;01C601;C;060;175;060270;;413;;601;;;;0;0
01C602414;1;11;19;59;32;;01C601;C;060;175;060270;;414;;601;;;;0;0
01C623390;1;19;19;59;32;;01C623;C;062;193;062271;;390;;623;;;;0;0
01C623400;1;19;19;59;32;;01C623;C;062;193;062271;;400;;623;;;;0;0
01C623401;1;19;19;59;32;;01C623;C;062;193;062271;;401;;623;;;;0;0
01C623402;1;19;19;59;32;;01C623;C;062;193;062271;;402;;623;;;;0;0
01C623404;1;19;19;59;32;;01C623;C;062;;;;404;;623;;;;0;0
01C623406;1;19;19;59;32;;01C623;C;062;193;062271;;406;;623;;;;0;0
01C623407;1;19;19;59;32;;01C623;C;062;193;062271;;407;;623;;;;0;0
01C623413;1;19;19;59;32;;01C623;C;062;193;062271;;413;;623;;;;0;0
01C623414;1;19;19;59;32;;01C623;C;062;193;062271;;414;;623;;;;0;0
01C623415;1;19;19;59;32;;01C623;C;062;193;;;415;;623;;;;0;0
01C623416;1;19;19;59;32;;01C623;C;062;193;062271;;416;;623;;;;0;0
01C623418;1;19;19;59;32;;01C623;C;062;193;062271;;418;;623;;;;0;0
01C623421;1;19;19;59;32;;01C623;C;062;193;062271;;421;;623;;;;0;0
01C623423;1;19;19;59;32;;01C623;C;062;193;062271;;423;;623;;;;0;0
01C624072;1;11;19;59;32;;01C624;C;062;498;062071;;72;;624;;;;0;0
01C624074;1;11;19;59;32;;01C624;C;062;;;;74;;624;;;;0;0
01C624078;1;11;19;59;32;;01C624;C;062;498;062071;;78;;624;;;;0;0
01C624080;1;11;19;59;32;;01C624;C;062;498;062071;;80;;624;;;;0;0
01C624082;1;11;19;59;32;;01C624;C;062;498;062071;;82;;624;;;;0;0
01C624083;1;11;19;59;32;;01C624;C;062;498;062071;;83;;624;;;;0;0
01C624084;1;11;19;59;32;;01C624;C;062;498;062071;;84;;624;;;;0;0
01C624085;1;11;19;59;32;;01C624;C;062;498;062071;;85;;624;;;;0;0
01C624086;1;11;19;59;32;;01C624;C;062;498;062071;;86;;624;;;;0;0
01C624087;1;11;19;59;32;;01C624;C;062;498;062071;;87;;624;;;;0;0
01C624088;1;11;19;59;32;;01C624;C;062;498;062071;;88;;624;;;;0;0
01C624089;1;11;19;59;32;;01C624;C;062;498;062071;;89;;624;;;;0;0
01C624094;1;11;19;59;32;;01C624;C;062;498;062071;;94;;624;;;;0;0
01C624101;1;11;19;59;32;;01C624;C;062;498;062071;;101;;624;;;;0;0
01C624102;1;11;19;59;32;;01C624;C;062;498;062071;;102;;624;;;;0;0
01C624103;1;11;19;59;32;;01C624;C;062;498;062071;;103;;624;;;;0;0
01C624107;1;11;19;59;32;;01C624;C;062;498;062071;;107;;624;;;;0;0
01C642249;1;5;2;33;75;;01C642;C;064;445;064070;;249;;642;;;;0;0
01C642251;1;5;2;33;75;;01C642;C;064;;;;251;;642;;;;0;0
01C642254;1;5;2;33;75;;01C642;C;064;;;;254;;642;;;;0;0
01C642256;1;5;2;33;75;;01C642;C;064;445;064070;;256;;642;;;;0;0
01C642265;1;5;2;33;75;;01C642;C;064;445;;;265;;642;;;;0;0
01C623233;1;19;19;59;32;;01C623;C;062;193;062271;;233;;623;;;;0;0
01C623234;1;19;19;59;32;;01C623;C;062;193;062271;;234;;623;;;;0;0
01C623235;1;19;19;59;32;;01C623;C;062;193;062271;;235;;623;;;;0;0
01C623236;1;19;19;59;32;;01C623;C;062;;;;236;;623;;;;0;0
01C623237;1;19;19;59;32;;01C623;C;062;193;062271;;237;;623;;;;0;0
01C623240;1;19;19;59;32;;01C623;C;062;193;062271;;240;;623;;;;0;0
01C623254;1;19;19;59;32;;01C623;C;062;193;062271;;254;;623;;;;0;0
01C624413;1;11;19;59;32;;01C624;C;062;;;;413;;624;;;;0;0
01C624414;1;11;19;59;32;;01C624;C;062;;;;414;;624;;;;0;0
01C624415;1;11;19;59;32;;01C624;C;062;498;062071;;415;;624;;;;0;0
01C624416;1;11;19;59;32;;01C624;C;062;498;062071;;416;;624;;;;0;0
01C624418;1;11;19;59;32;;01C624;C;062;498;062071;;418;;624;;;;0;0
01C624420;1;11;19;59;32;;01C624;C;062;498;;;420;;624;;;;0;0
01C624421;1;11;19;59;32;;01C624;C;062;498;062071;;421;;624;;;;0;0
01C624423;1;11;19;59;32;;01C624;C;062;498;062071;;423;;624;;;;0;0
01C624426;1;11;19;59;32;;01C624;C;062;498;062071;;426;;624;;;;0;0
01C624427;1;11;19;59;32;;01C624;C;062;498;062071;;427;;624;;;;0;0
01C624430;1;11;19;59;32;;01C624;C;062;498;062071;;430;;624;;;;0;0
01C624431;1;11;19;59;32;;01C624;C;062;498;062071;;431;;624;;;;0;0
01C624432;1;11;19;59;32;;01C624;C;062;498;062071;;432;;624;;;;0;0
01C624434;1;11;19;59;32;;01C624;C;062;498;062071;;434;;624;;;;0;0
01C521193;1;13;13;54;44;;01C521;C;052;121;052070;;193;;521;;;;0;0
01C631104;1;16;16;63;84;;01C631;C;063;113;063070;;104;;631;;;;0;0
01C631106;1;16;16;63;84;;01C631;C;063;113;063070;;106;;631;;;;0;0
01C631109;1;16;16;63;84;;01C631;C;063;113;;;109;;631;;;;0;0
01C631110;1;16;16;63;84;;01C631;C;063;113;063070;;110;;631;;;;0;0
01C631111;1;16;16;63;84;;01C631;C;063;113;063070;;111;;631;;;;0;0
01C631112;1;16;16;63;84;;01C631;C;063;113;063070;;112;;631;;;;0;0
01C631113;1;16;16;63;84;;01C631;C;063;113;063070;;113;;631;;;;0;0
01C631114;1;16;16;63;84;;01C631;C;063;113;063070;;114;;631;;;;0;0
01C631115;1;16;16;63;84;;01C631;C;063;113;063070;;115;;631;;;;0;0
01C631119;1;16;16;63;84;;01C631;C;063;113;063070;;119;;631;;;;0;0
01C631121;1;16;16;63;84;;01C631;C;063;113;063070;;121;;631;;;;0;0
01C631123;1;16;16;63;84;;01C631;C;063;113;063070;;123;;631;;;;0;0
01C631130;1;16;16;63;84;;01C631;C;063;113;063070;;130;;631;;;;0;0
01C631131;1;16;16;63;84;;01C631;C;063;113;063070;;131;;631;;;;0;0
01C631140;1;16;16;63;84;;01C631;C;063;113;063070;;140;;631;;;;0;0
01C631141;1;16;16;63;84;;01C631;C;063;113;;;141;;631;;;;0;0
01C631152;1;16;16;63;84;;01C631;C;063;113;063070;;152;;631;;;;0;0
01C631160;1;16;16;63;84;;01C631;C;063;;;;160;;631;;;;0;0
01C681104;1;17;13;67;44;;01C682;C;068;066;068070;;104;;682;;;;0;0
01C673615;1;17;13;67;44;;01C673;C;067;482;067070;;615;;673;;;;0;0
01C673617;1;17;13;67;44;;01C673;C;067;482;067070;;617;;673;;;;0;0
01C673620;1;17;13;67;44;;01C673;C;067;482;067070;;620;;673;;;;0;0
01C661435;1;6;2;34;76;;01C661;C;066;136;066070;;435;;661;;;;0;0
01C661445;1;6;2;34;76;;01C661;C;066;136;066070;;445;;661;;;;0;0
01C661450;1;6;2;34;76;;01C661;C;066;136;066070;;450;;661;;;;0;0
01C661467;1;6;2;34;76;;01C661;C;066;136;066070;;467;;661;;;;0;0
01C661468;1;6;2;34;76;;01C661;C;066;136;066070;;468;;661;;;;0;0
01C661485;1;6;2;34;76;;01C661;C;066;;;;485;;661;;;;0;0
01C661486;1;6;2;34;76;;01C661;C;066;136;;;486;;661;;;;0;0
01C661487;1;6;2;34;76;;01C661;C;066;136;066070;;487;;661;;;;0;0
01C661490;1;6;2;34;76;;01C661;C;066;136;066070;;490;;661;;;;0;0
01C661491;1;6;2;34;76;;01C661;C;066;136;066070;;491;;661;;;;0;0
01C661492;1;6;2;34;76;;01C661;C;066;136;066070;;492;;661;;;;0;0
01C661500;1;6;2;34;76;;01C661;C;066;136;066070;;500;;661;;;;0;0
01C661501;1;6;2;34;76;;01C661;C;066;136;066070;;501;;661;;;;0;0
01C661503;1;6;2;34;76;;01C661;C;066;;;;503;;661;;;;0;0
01C661504;1;6;2;34;76;;01C661;C;066;136;066070;;504;;661;;;;0;0
01C661506;1;6;2;34;76;;01C661;C;066;136;066070;;506;;661;;;;0;0
01C661512;1;6;2;34;76;;01C661;C;066;136;066070;;512;;661;;;;0;0
01C611279;1;1;1;76;28;;01C611;C;061;001;061070;;279;;611;;;;0;0
01C611289;1;1;1;76;28;;01C611;C;061;001;061070;;289;;611;;;;0;0
01C611301;1;1;1;76;28;;01C611;C;061;;;;301;;611;;;;0;0
01C611302;1;1;1;76;28;;01C611;C;061;001;061070;;302;;611;;;;0;0
01C623922;1;19;19;59;32;;01C623;C;062;193;062271;;922;;623;;;;0;0
01C623806;1;19;19;59;32;;01C623;C;062;193;062271;;806;;623;;;;0;0
01C623807;1;19;19;59;32;;01C623;C;062;193;062271;;807;;623;;;;0;0
01C623809;1;19;19;59;32;;01C623;C;062;193;062271;;809;;623;;;;0;0
01C623810;1;19;19;59;32;;01C623;C;062;193;062271;;810;;623;;;;0;0
01C623813;1;19;19;59;32;;01C623;C;062;;;;813;;623;;;;0;0
01C623816;1;19;19;59;32;;01C623;C;062;;;;816;;623;;;;0;0
01C623819;1;19;19;59;32;;01C623;C;062;193;062271;;819;;623;;;;0;0
01C623821;1;19;19;59;32;;01C623;C;062;193;062271;;821;;623;;;;0;0
01C623822;1;19;19;59;32;;01C623;C;062;193;062271;;822;;623;;;;0;0
01C623832;1;19;19;59;32;;01C623;C;062;193;062271;;832;;623;;;;0;0
01C623841;1;19;19;59;32;;01C623;C;062;193;062271;;841;;623;;;;0;0
01C602842;1;11;19;59;32;;01C601;C;060;;;;842;;601;;;;0;0
01C602852;1;11;19;59;32;;01C601;C;060;175;060270;;852;;601;;;;0;0
01C602862;1;11;19;59;32;;01C601;C;060;;;;862;;601;;;;0;0
01C602872;1;11;19;59;32;;01C601;C;060;175;;;872;;601;;;;0;0
01C602502;1;11;19;59;32;;01C601;C;060;175;060270;;502;;601;;;;0;0
01C602503;1;11;19;59;32;;01C601;C;060;175;060270;;503;;601;;;;0;0
01C602504;1;11;19;59;32;;01C601;C;060;175;060270;;504;;601;;;;0;0
01C602505;1;11;19;59;32;;01C601;C;060;175;060270;;505;;601;;;;0;0
01C621019;1;11;19;59;32;;01C624;C;062;041;062070;;19;;624;;;;0;0
01C621025;1;11;19;59;32;;01C624;C;062;041;062070;;25;;624;;;;0;0
01C621032;1;11;19;59;32;;01C624;C;062;041;062070;;32;;624;;;;0;0
01C599920;1;11;19;59;32;;01C599;C;059;606;059570;;920;;599;;;;0;0
01C599921;1;11;19;59;32;;01C599;C;059;;;;921;;599;;;;0;0
01C599922;1;11;19;59;32;;01C599;C;059;606;059570;;922;;599;;;;0;0
01C599923;1;11;19;59;32;;01C599;C;059;606;059570;;923;;599;;;;0;0
01C599927;1;11;19;59;32;;01C599;C;059;606;059570;;927;;599;;;;0;0
01C599928;1;11;19;59;32;;01C599;C;059;606;059570;;928;;599;;;;0;0
01C599930;1;11;19;59;32;;01C599;C;059;606;059570;;930;;599;;;;0;0
01C599931;1;11;19;59;32;;01C599;C;059;606;059570;;931;;599;;;;0;0
01C599932;1;11;19;59;32;;01C599;C;059;606;059570;;932;;599;;;;0;0
01C599933;1;11;19;59;32;;01C599;C;059;606;059570;;933;;599;;;;0;0
01C599934;1;11;19;59;32;;01C599;C;059;606;059570;;934;;599;;;;0;0
01C599937;1;11;19;59;32;;01C599;C;059;606;059570;;937;;599;;;;0;0
01C599941;1;11;19;59;32;;01C599;C;059;606;059570;;941;;599;;;;0;0
01C491120;1;23;23;44;52;;01C491;C;049;007;049070;;120;;491;;;;0;0
01C491123;1;23;23;44;52;;01C491;C;049;007;049070;;123;;491;;;;0;0
01C491124;1;23;23;44;52;;01C491;C;049;007;049070;;124;;491;;;;0;0
01C491125;1;23;23;44;52;;01C491;C;049;007;049070;;125;;491;;;;0;0
01C491130;1;23;23;44;52;;01C491;C;049;007;049070;;130;;491;;;;0;0
01C491134;1;23;23;44;52;;01C491;C;049;007;049070;;134;;491;;;;0;0
01C491135;1;23;23;44;52;;01C491;C;049;007;049070;;135;;491;;;;0;0
01C602230;1;11;19;59;32;;01C601;C;060;175;060270;;230;;601;;;;0;0
01C602231;1;11;19;59;32;;01C601;C;060;175;060270;;231;;601;;;;0;0
01C551544;1;13;13;54;44;;01C551;C;055;029;055070;;544;;551;;;;0;0
01C551550;1;13;13;54;44;;01C551;C;055;029;055070;;550;;551;;;;0;0
01C551551;1;13;13;54;44;;01C551;C;055;029;055070;;551;;551;;;;0;0
01C551571;1;13;13;54;44;;01C551;C;055;029;055070;;571;;551;;;;0;0
01C596218;1;11;19;59;32;;01C599;C;059;392;059571;;218;;599;;;;0;0
01C596219;1;11;19;59;32;;01C599;C;059;392;059571;;219;;599;;;;0;0
01C596220;1;11;19;59;32;;01C599;C;059;;;;220;;599;;;;0;0
01C596221;1;11;19;59;32;;01C599;C;059;;;;221;;599;;;;0;0
01C771016;1;4;35;75;11;;01C771;C;077;288;077070;;16;;771;;;;0;0
01C771017;1;4;35;75;11;;01C771;C;077;288;077070;;17;;771;;;;0;0
01C771018;1;4;35;75;11;;01C771;C;077;288;077070;;18;;771;;;;0;0
01C771019;1;4;35;75;11;;01C771;C;077;288;077070;;19;;771;;;;0;0
01C771020;1;4;35;75;11;;01C771;C;077;288;077070;;20;;771;;;;0;0
01C771021;1;4;35;75;11;;01C771;C;077;288;077070;;21;;771;;;;0;0
01C771022;1;4;35;75;11;;01C771;C;077;288;077070;;22;;771;;;;0;0
01C771023;1;4;35;75;11;;01C771;C;077;288;077070;;23;;771;;;;0;0
01C771024;1;4;35;75;11;;01C771;C;077;288;077070;;24;;771;;;;0;0
01C771025;1;4;35;75;11;;01C771;C;077;288;077070;;25;;771;;;;0;0
01C771026;1;4;35;75;11;;01C771;C;077;288;077070;;26;;771;;;;0;0
01C771027;1;4;35;75;11;;01C771;C;077;288;077070;;27;;771;;;;0;0
01C771028;1;4;35;75;11;;01C771;C;077;288;077070;;28;;771;;;;0;0
01C741103;1;16;16;69;84;;01C741;C;074;010;074070;;103;;741;;;;0;0
01C592513;1;11;19;59;32;;01C599;C;059;122;059371;;513;;599;;;;0;0
01C592523;1;11;19;59;32;;01C599;C;059;;;;523;;599;;;;0;0
01C592531;1;11;19;59;32;;01C599;C;059;122;059371;;531;;599;;;;0;0
01C592532;1;11;19;59;32;;01C599;C;059;122;059371;;532;;599;;;;0;0
01C592536;1;11;19;59;32;;01C599;C;059;122;059371;;536;;599;;;;0;0
01C592540;1;11;19;59;32;;01C599;C;059;122;059371;;540;;599;;;;0;0
01C623232;1;19;19;59;32;;01C623;C;062;193;062271;;232;;623;;;;0;0
01C673065;1;17;13;67;44;;01C673;C;067;482;000000;59;65;;673;;;;0;0
01C673067;1;17;13;67;44;;01C673;C;067;482;067070;;67;;673;;;;0;0
01C673068;1;17;13;67;44;;01C673;C;067;482;000000;59;68;;673;;;;0;0
01C673070;1;17;13;67;44;;01C673;C;067;482;067070;;70;;673;;;;0;0
01C673073;1;17;13;67;44;;01C673;C;067;482;067070;;73;;673;;;;0;0
01C673074;1;17;13;67;44;;01C673;C;067;482;067070;;74;;673;;;;0;0
01C673088;1;17;13;67;44;;01C673;C;067;482;067070;;88;;673;;;;0;0
01C673098;1;17;13;67;44;;01C673;C;067;482;067070;;98;;673;;;;0;0
01C673099;1;17;13;67;44;;01C673;C;067;;;;99;;673;;;;0;0
01C673101;1;17;13;67;44;;01C673;C;067;482;000000;59;101;;673;;;;0;0
01C673102;1;17;13;67;44;;01C673;C;067;;;;102;;673;;;;0;0
01C673103;1;17;13;67;44;;01C673;C;067;482;067070;;103;;673;;;;0;0
01C673105;1;17;13;67;44;;01C673;C;067;482;067070;;105;;673;;;;0;0
01C624205;1;11;19;59;32;;01C624;C;062;498;062071;;205;;624;;;;0;0
01C624208;1;11;19;59;32;;01C624;C;062;498;062071;;208;;624;;;;0;0
01C624211;1;11;19;59;32;;01C624;C;062;498;062071;;211;;624;;;;0;0
01C624212;1;11;19;59;32;;01C624;C;062;498;062071;;212;;624;;;;0;0
01C624213;1;11;19;59;32;;01C624;C;062;498;062071;;213;;624;;;;0;0
01C682342;1;17;13;67;44;;01C682;C;068;224;068170;;342;;682;;;;0;0
01C682344;1;17;13;67;44;;01C682;C;068;224;068170;;344;;682;;;;0;0
01C682352;1;17;13;67;44;;01C682;C;068;224;068170;;352;;682;;;;0;0
01C682353;1;17;13;67;44;;01C682;C;068;224;068170;;353;;682;;;;0;0
01C573065;1;17;13;67;44;;01C571;C;057;672;057072;;65;;571;;;;0;0
01C573070;1;17;13;67;44;;01C571;C;057;672;057072;;70;;571;;;;0;0
01C573074;1;17;13;67;44;;01C571;C;057;672;057072;;74;;571;;;;0;0
01C573080;1;17;13;67;44;;01C571;C;057;672;057072;;80;;571;;;;0;0
01C573088;1;17;13;67;44;;01C571;C;057;;;;88;;571;;;;0;0
01C573101;1;17;13;67;44;;01C571;C;057;672;057072;;101;;571;;;;0;0
01C573105;1;17;13;67;44;;01C571;C;057;672;057072;;105;;571;;;;0;0
01C573109;1;17;13;67;44;;01C571;C;057;672;057072;;109;;571;;;;0;0
01C573130;1;17;13;67;44;;01C571;C;057;672;057072;;130;;571;;;;0;0
01C573141;1;17;13;67;44;;01C571;C;057;672;057072;;141;;571;;;;0;0
01C573150;1;17;13;67;44;;01C571;C;057;672;057072;;150;;571;;;;0;0
01C573158;1;17;13;67;44;;01C571;C;057;672;057072;;158;;571;;;;0;0
01C573160;1;17;13;67;44;;01C571;C;057;672;057072;;160;;571;;;;0;0
01C573161;1;17;13;67;44;;01C571;C;057;672;057072;;161;;571;;;;0;0
01C573163;1;17;13;67;44;;01C571;C;057;672;057072;;163;;571;;;;0;0
01C573174;1;17;13;67;44;;01C571;C;057;672;057072;;174;;571;;;;0;0
01C573181;1;17;13;67;44;;01C571;C;057;672;057072;;181;;571;;;;0;0
01C573190;1;17;13;67;44;;01C571;C;057;672;057072;;190;;571;;;;0;0
01C573201;1;17;13;67;44;;01C571;C;057;672;057072;;201;;571;;;;0;0
01C599801;1;11;19;59;32;;01C599;C;059;606;059570;;801;;599;;;;0;0
01C599802;1;11;19;59;32;;01C599;C;059;606;059570;;802;;599;;;;0;0
01C661434;1;6;2;34;76;;01C661;C;066;136;066070;;434;;661;;;;0;0
01C597320;1;19;19;59;32;;01C597;C;059;512;059073;;320;;597;;;;0;0
01C597330;1;19;19;59;32;;01C597;C;059;512;059073;;330;;597;;;;0;0
01C597331;1;19;19;59;32;;01C597;C;059;512;059073;;331;;597;;;;0;0
01C597340;1;19;19;59;32;;01C597;C;059;512;059073;;340;;597;;;;0;0
01C597341;1;19;19;59;32;;01C597;C;059;512;059073;;341;;597;;;;0;0
01C597342;1;19;19;59;32;;01C597;C;059;;;;342;;597;;;;0;0
01C597343;1;19;19;59;32;;01C597;C;059;512;059073;;343;;597;;;;0;0
01C597344;1;19;19;59;32;;01C597;C;059;512;059073;;344;;597;;;;0;0
01C597345;1;19;19;59;32;;01C597;C;059;512;059073;;345;;597;;;;0;0
01C597346;1;19;19;59;32;;01C597;C;059;;;;346;;597;;;;0;0
01C597350;1;19;19;59;32;;01C597;C;059;512;059073;;350;;597;;;;0;0
01C597371;1;19;19;59;32;;01C597;C;059;512;;;371;;597;;;;0;0
01C597400;1;19;19;59;32;;01C597;C;059;512;059073;;400;;597;;;;0;0
01C597401;1;19;19;59;32;;01C597;C;059;512;059073;;401;;597;;;;0;0
01C597402;1;19;19;59;32;;01C597;C;059;512;059073;;402;;597;;;;0;0
01C595927;1;19;19;59;32;;01C595;C;059;350;059070;;927;;595;;;;0;0
01C595934;1;19;19;59;32;;01C595;C;059;350;059070;;934;;595;;;;0;0
01C595951;1;19;19;59;32;;01C595;C;059;350;059070;;951;;595;;;;0;0
01C595952;1;19;19;59;32;;01C595;C;059;350;059070;;952;;595;;;;0;0
01C692446;1;25;16;69;84;;01C691;C;069;;;;446;;691;;;;0;0
01C692448;1;25;16;69;84;;01C691;C;069;264;069170;;448;;691;;;;0;0
01C692450;1;25;16;69;84;;01C691;C;069;264;069170;;450;;691;;;;0;0
01C692451;1;25;16;69;84;;01C691;C;069;264;069170;;451;;691;;;;0;0
01C692452;1;25;16;69;84;;01C691;C;069;264;069170;;452;;691;;;;0;0
01C621509;1;11;19;59;32;;01C624;C;062;041;062070;;509;;624;;;;0;0
01C621512;1;11;19;59;32;;01C624;C;062;041;062070;;512;;624;;;;0;0
01C621523;1;11;19;59;32;;01C624;C;062;041;062070;;523;;624;;;;0;0
01C621531;1;11;19;59;32;;01C624;C;062;041;062070;;531;;624;;;;0;0
01C621532;1;11;19;59;32;;01C624;C;062;041;062070;;532;;624;;;;0;0
01C642624;1;5;2;33;75;;01C642;C;064;445;064070;;624;;642;;;;0;0
01C642627;1;5;2;33;75;;01C642;C;064;445;064070;;627;;642;;;;0;0
01C611303;1;1;1;76;28;;01C611;C;061;001;061070;;303;;611;;;;0;0
01C611304;1;1;1;76;28;;01C611;C;061;001;061070;;304;;611;;;;0;0
01C611305;1;1;1;76;28;;01C611;C;061;001;061070;;305;;611;;;;0;0
01C611306;1;1;1;76;28;;01C611;C;061;001;061070;;306;;611;;;;0;0
01C611307;1;1;1;76;28;;01C611;C;061;001;061070;;307;;611;;;;0;0
01C611308;1;1;1;76;28;;01C611;C;061;001;061070;;308;;611;;;;0;0
01C611309;1;1;1;76;28;;01C611;C;061;001;061070;;309;;611;;;;0;0
01C611311;1;1;1;76;28;;01C611;C;061;001;061070;;311;;611;;;;0;0
01C611312;1;1;1;76;28;;01C611;C;061;001;061070;;312;;611;;;;0;0
01C611313;1;1;1;76;28;;01C611;C;061;001;061070;;313;;611;;;;0;0
01C611314;1;1;1;76;28;;01C611;C;061;001;061070;;314;;611;;;;0;0
01C611315;1;1;1;76;28;;01C611;C;061;001;061070;;315;;611;;;;0;0
01C521391;1;13;13;54;44;;01C521;C;052;121;052070;;391;;521;;;;0;0
01C521392;1;13;13;54;44;;01C521;C;052;121;052070;;392;;521;;;;0;0
01C521393;1;13;13;54;44;;01C521;C;052;121;052070;;393;;521;;;;0;0
01C597707;1;19;19;59;32;;01C597;C;059;512;059073;;707;;597;;;;0;0
01C597708;1;19;19;59;32;;01C597;C;059;512;059073;;708;;597;;;;0;0
01C597711;1;19;19;59;32;;01C597;C;059;512;059073;;711;;597;;;;0;0
01C597714;1;19;19;59;32;;01C597;C;059;512;059073;;714;;597;;;;0;0
01C597716;1;19;19;59;32;;01C597;C;059;512;059073;;716;;597;;;;0;0
01C597719;1;19;19;59;32;;01C597;C;059;512;059073;;719;;597;;;;0;0
01C597720;1;19;19;59;32;;01C597;C;059;;;;720;;597;;;;0;0
01C597722;1;19;19;59;32;;01C597;C;059;512;059073;;722;;597;;;;0;0
01C597724;1;19;19;59;32;;01C597;C;059;512;059073;;724;;597;;;;0;0
01C597730;1;19;19;59;32;;01C597;C;059;512;059073;;730;;597;;;;0;0
