UCD_COD;APP_DTE;UCD_TTC_MNT
9385929;27DEC2013:00:00:00;328.18
9386573;05FEB2014:00:00:00;2.02
9386596;05FEB2014:00:00:00;4.04
9387070;09MAR2013:00:00:00;409.71
9387087;09MAR2013:00:00:00;537.78
9387093;09MAR2013:00:00:00;597.29
9387101;09MAR2013:00:00:00;277.30
9387495;14DEC2012:00:00:00;71.31
9387503;14DEC2012:00:00:00;277.30
9387609;20SEP2012:00:00:00;
9387868;24APR2013:00:00:00;4.20
9388891;20JUN2013:00:00:00;71.31
9389614;19DEC2012:00:00:00;
9389732;11OCT2013:00:00:00;620.77
9389749;11OCT2013:00:00:00;1241.54
9389755;11OCT2013:00:00:00;3103.84
9389761;11OCT2013:00:00:00;4966.14
9390184;10AUG2013:00:00:00;2205.36
9390209;10AUG2013:00:00:00;183.78
9390882;27NOV2013:00:00:00;436.95
9390899;27NOV2013:00:00:00;71.31
9390907;27NOV2013:00:00:00;652.01
9390913;27NOV2013:00:00:00;277.30
9391025;01JAN2014:00:00:00;13.16
9391048;01MAR2014:00:00:00;43.16
9391108;27JUL2013:00:00:00;4.20
9391249;15MAY2013:00:00:00;
9391410;27JUL2013:00:00:00;3.19
9392059;27JUL2013:00:00:00;105.07
9392065;27JUL2013:00:00:00;21.97
9392071;27JUL2013:00:00:00;210.14
9392326;10AUG2013:00:00:00;459.45
9393455;21FEB2014:00:00:00;29.53
9393461;24JAN2014:00:00:00;363.51
9394905;30JAN2014:00:00:00;510.50
9394940;24JAN2014:00:00:00;1470.24
9394957;24JAN2014:00:00:00;735.12
9394992;06DEC2013:00:00:00;320.45
9395000;06DEC2013:00:00:00;640.91
9395106;14DEC2013:00:00:00;2921.29
9395112;30JAN2014:00:00:00;1703.03
9395796;11DEC2013:00:00:00;
9395804;11DEC2013:00:00:00;
9395810;11DEC2013:00:00:00;
9395827;11DEC2013:00:00:00;
9396011;21DEC2013:00:00:00;
9396235;26OCT2013:00:00:00;
9396442;24JAN2014:00:00:00;7.22
9396465;26OCT2013:00:00:00;
9397080;19APR2014:00:00:00;3.19
9397217;21DEC2013:00:00:00;
9397772;20DEC2013:00:00:00;
9398412;19FEB2014:00:00:00;
9398429;19FEB2014:00:00:00;
9399216;20FEB2014:00:00:00;
9399274;24APR2014:00:00:00;
9399280;24APR2014:00:00:00;
9399334;24APR2014:00:00:00;
9399647;24APR2014:00:00:00;
9399653;24APR2014:00:00:00;
9399676;24APR2014:00:00:00;
9399742;24APR2014:00:00:00;
9399759;24APR2014:00:00:00;
9282738;01JAN2011:00:00:00;212.88
9282744;01JAN2010:00:00:00;153.15
9282750;01JAN2010:00:00:00;229.73
9282767;01JAN2010:00:00:00;45.95
9282773;01JAN2010:00:00:00;459.45
9283904;01SEP2010:00:00:00;3432.60
9284097;01JAN2011:00:00:00;510.91
9284105;01JAN2011:00:00:00;255.45
9284163;01JAN2010:00:00:00;
9284186;01JAN2010:00:00:00;
9284306;01JAN2010:00:00:00;89.85
9284312;01JAN2010:00:00:00;18.38
9284329;01JAN2010:00:00:00;134.77
9284335;01JAN2010:00:00:00;269.54
9284341;01JAN2010:00:00:00;35.74
9284358;01JAN2010:00:00:00;269.54
9284364;01JAN2010:00:00:00;89.85
9284370;01JAN2010:00:00:00;18.38
9284387;01JAN2010:00:00:00;134.77
9284393;01JAN2010:00:00:00;35.74
9284401;01JAN2010:00:00:00;269.54
9284418;01JAN2010:00:00:00;89.85
9284424;01JAN2010:00:00:00;18.38
9284476;15OCT2013:00:00:00;125.98
9284482;15OCT2013:00:00:00;251.96
9284499;01JAN2010:00:00:00;153.15
9284507;01JAN2010:00:00:00;229.73
9284513;01JAN2010:00:00:00;45.95
9284536;01JAN2010:00:00:00;459.45
9284803;01JAN2012:00:00:00;264.64
9284890;01JAN2011:00:00:00;851.51
9284915;01JAN2010:00:00:00;
9284921;01JAN2010:00:00:00;
9284938;01JAN2010:00:00:00;
9285257;01JAN2010:00:00:00;35.74
9285263;01JAN2010:00:00:00;269.54
9285286;01JAN2010:00:00:00;89.85
9285292;01JAN2010:00:00:00;18.38
9285300;01JAN2010:00:00:00;134.77
9285317;01JAN2010:00:00:00;35.74
9285323;01JAN2010:00:00:00;269.54
9285346;01JAN2010:00:00:00;89.85
9285352;01JAN2010:00:00:00;18.38
9285375;01JAN2010:00:00:00;
9285381;01JAN2010:00:00:00;153.15
9285398;01JAN2010:00:00:00;229.73
9285406;01JAN2010:00:00:00;45.95
9285412;01JAN2010:00:00:00;459.45
9286825;01JAN2010:00:00:00;18.38
9286831;01JAN2010:00:00:00;33.69
9286848;01JAN2010:00:00:00;8.17
9286995;01OCT2010:00:00:00;3.45
9287196;01MAR2014:00:00:00;1327.71
9288304;15APR2012:00:00:00;484.11
9288310;15APR2012:00:00:00;13.82
9288327;15APR2012:00:00:00;13.82
9290301;01JAN2010:00:00:00;18.38
9290318;01JAN2010:00:00:00;33.69
9290324;01JAN2010:00:00:00;8.17
9290413;01MAR2012:00:00:00;735.12
9290436;01MAR2012:00:00:00;367.56
9290442;01MAR2012:00:00:00;183.78
9290459;01JAN2010:00:00:00;153.15
9290465;01JAN2010:00:00:00;45.95
9290471;01JAN2010:00:00:00;459.45
9290519;24FEB2011:00:00:00;212.46
9290525;24FEB2011:00:00:00;849.84
9290844;01JAN2010:00:00:00;9.19
9290850;01JAN2010:00:00:00;19.40
9290867;01JAN2010:00:00:00;5.11
9290873;01DEC2012:00:00:00;25.85
9291602;12DEC2007:00:00:00;212.37
9293216;16NOV2013:00:00:00;536.03
9293340;20JUL2007:00:00:00;1837.80
9293357;01JAN2010:00:00:00;269.54
9293363;01JAN2010:00:00:00;89.85
9293386;01JAN2010:00:00:00;18.38
9293392;01JAN2010:00:00:00;134.77
9293593;06SEP2007:00:00:00;2986.43
9294641;01JAN2010:00:00:00;25.53
9294658;01JAN2010:00:00:00;14.29
9294664;01JAN2010:00:00:00;4.08
9294670;01JAN2010:00:00:00;42.88
9294954;01JAN2013:00:00:00;1385.24
9295008;01APR2013:00:00:00;5.45
9295511;15NOV2007:00:00:00;128.65
9295853;01MAR2014:00:00:00;107.89
9295876;01MAR2014:00:00:00;107.89
9295882;01MAR2014:00:00:00;215.78
9296189;01JAN2010:00:00:00;18.38
9296195;01JAN2010:00:00:00;33.69
9296203;01JAN2010:00:00:00;8.17
9296829;25JAN2012:00:00:00;153.15
9296835;25JAN2012:00:00:00;229.73
9296841;25JAN2012:00:00:00;45.95
9296858;25JAN2012:00:00:00;459.45
9297036;01JAN2010:00:00:00;22.05
9297042;01JAN2010:00:00:00;147.02
9297088;01JAN2010:00:00:00;22.46
9297094;01JAN2010:00:00:00;22.46
9297102;01JAN2010:00:00:00;105.16
9297183;01JAN2010:00:00:00;18.38
9297208;01JAN2010:00:00:00;33.69
9297214;01JAN2010:00:00:00;8.17
9297332;28DEC2007:00:00:00;408.40
9297349;01JAN2010:00:00:00;312.43
9297355;01JAN2010:00:00:00;156.21
9297467;01JAN2012:00:00:00;17.79
9298107;01JAN2010:00:00:00;
9298113;20OCT2013:00:00:00;166.87
9298136;20OCT2013:00:00:00;176.01
9298142;20OCT2013:00:00:00;193.61
9298159;20OCT2013:00:00:00;159.15
9298254;01JAN2010:00:00:00;312.43
9298260;01JAN2010:00:00:00;156.21
9298277;01JAN2010:00:00:00;105.16
9298461;01JAN2010:00:00:00;73.51
9298490;01JAN2010:00:00:00;22.46
9298509;01JAN2010:00:00:00;105.16
9298610;01JAN2013:00:00:00;6.07
9299207;14MAR2014:00:00:00;4441.35
9299420;01JAN2010:00:00:00;
9299443;01JAN2010:00:00:00;153.15
9299466;01JAN2010:00:00:00;229.73
9299472;01JAN2010:00:00:00;45.95
9299489;01JAN2010:00:00:00;459.45
9300175;08MAY2014:00:00:00;
9300181;01FEB2013:00:00:00;373.85
9300749;01JAN2010:00:00:00;1.21
9300956;01JAN2010:00:00:00;12.81
9301111;01AUG2013:00:00:00;904.54
9301128;01AUG2013:00:00:00;180.91
9301163;01JAN2010:00:00:00;312.43
9301186;01JAN2010:00:00:00;156.21
9301393;01JAN2010:00:00:00;312.43
9301401;01JAN2010:00:00:00;156.21
9302139;01JAN2010:00:00:00;312.43
9302145;01JAN2010:00:00:00;156.21
9302286;01JAN2010:00:00:00;19.40
9302292;01JAN2010:00:00:00;5.11
9302300;01DEC2012:00:00:00;25.85
9302323;01JAN2010:00:00:00;9.19
9303386;01JAN2010:00:00:00;18.38
9303392;01JAN2010:00:00:00;33.69
9303400;01JAN2010:00:00:00;8.17
9303682;01JAN2010:00:00:00;75.81
9303699;01JAN2010:00:00:00;151.62
9303877;01NOV2012:00:00:00;10.36
9304256;01MAR2012:00:00:00;735.12
9304262;01MAR2012:00:00:00;1470.24
9304279;01MAR2012:00:00:00;183.78
9304285;01MAR2012:00:00:00;367.56
9304434;15OCT2013:00:00:00;161.14
9304440;15OCT2013:00:00:00;161.14
9304457;01JAN2010:00:00:00;35.74
9304463;01JAN2010:00:00:00;269.54
9304486;01JAN2010:00:00:00;89.85
9304492;01JAN2010:00:00:00;18.38
9304718;23MAY2008:00:00:00;331.05
9304776;01JUN2014:00:00:00;808.63
9305095;01JAN2010:00:00:00;35.74
9305103;01JAN2010:00:00:00;269.54
9305126;01JAN2010:00:00:00;89.85
9305132;01JAN2010:00:00:00;18.38
9305304;01JAN2010:00:00:00;12.20
9305379;01JAN2010:00:00:00;153.15
9305385;01JAN2010:00:00:00;45.95
9305391;01JAN2010:00:00:00;459.45
9306605;25JAN2012:00:00:00;269.54
9306611;25JAN2012:00:00:00;89.85
9306628;25JAN2012:00:00:00;18.38
9306634;01JAN2010:00:00:00;35.74
9306640;01JAN2010:00:00:00;269.54
9306657;01JAN2010:00:00:00;89.85
9306663;01JAN2010:00:00:00;18.38
9306686;01JAN2010:00:00:00;134.77
9306870;22JAN2009:00:00:00;344.08
9306887;22JAN2009:00:00:00;1720.39
9307160;05MAR2014:00:00:00;746.35
9307177;05MAR2014:00:00:00;1492.70
9307183;05MAR2014:00:00:00;373.18
9307562;01AUG2013:00:00:00;425.76
9307800;01JAN2010:00:00:00;177.65
9308188;25JAN2012:00:00:00;14.29
9308254;01JAN2010:00:00:00;229.73
9308679;01APR2013:00:00:00;22.16
9308857;01JAN2010:00:00:00;312.43
9308863;01JAN2010:00:00:00;156.21
9308923;01JAN2010:00:00:00;153.15
9308946;01JAN2010:00:00:00;229.73
9308952;01JAN2010:00:00:00;45.95
9308969;01JAN2010:00:00:00;459.45
9309012;01JAN2010:00:00:00;18.38
9309029;01JAN2010:00:00:00;33.69
9309035;01JAN2010:00:00:00;8.17
9309549;01MAR2012:00:00:00;1470.24
9309779;01JAN2010:00:00:00;105.07
9309785;01JAN2010:00:00:00;210.14
9309791;01JAN2010:00:00:00;21.97
9310512;01MAR2012:00:00:00;1470.24
9310587;01JAN2012:00:00:00;234.32
9310593;01JAN2012:00:00:00;264.64
9310601;01JAN2012:00:00:00;126.81
9311204;15OCT2013:00:00:00;6.30
9311210;15OCT2013:00:00:00;62.99
9311227;15OCT2013:00:00:00;12.60
9311233;15OCT2013:00:00:00;18.89
9311256;15OCT2013:00:00:00;25.19
9311262;15OCT2013:00:00:00;31.50
9311279;15OCT2013:00:00:00;37.80
9311285;15OCT2013:00:00:00;50.39
9311581;24SEP2009:00:00:00;18.19
9311598;24SEP2009:00:00:00;72.75
9311658;23JAN2014:00:00:00;62.60
9311664;23JAN2014:00:00:00;184.29
9311670;01JUL2014:00:00:00;220.21
9311687;15OCT2013:00:00:00;188.97
9312072;01OCT2010:00:00:00;1.72
9312600;01JAN2010:00:00:00;22.46
9312617;01JAN2010:00:00:00;105.16
9312646;01JAN2010:00:00:00;468.64
9312652;01JAN2011:00:00:00;425.76
9312669;01JAN2011:00:00:00;851.51
9312675;01JAN2011:00:00:00;212.88
9312698;01JAN2010:00:00:00;177.65
9312758;01JAN2010:00:00:00;177.65
9312793;01JAN2010:00:00:00;156.21
9312801;01JAN2010:00:00:00;312.43
9312907;01JAN2011:00:00:00;13.16
9312936;01JAN2010:00:00:00;61.00
9312942;01JAN2010:00:00:00;18.38
9312959;01JAN2010:00:00:00;33.69
9312965;01JAN2010:00:00:00;8.17
9313137;02JAN2013:00:00:00;269.54
9313143;01JAN2010:00:00:00;538.07
9313166;02JAN2013:00:00:00;89.85
9313172;02JAN2013:00:00:00;18.38
9313189;02JAN2013:00:00:00;134.77
9313290;01JAN2010:00:00:00;18.38
9313309;01JAN2010:00:00:00;33.69
9313315;01JAN2010:00:00:00;8.17
9313870;15OCT2013:00:00:00;176.13
9313887;15OCT2013:00:00:00;264.19
9313893;15OCT2013:00:00:00;352.26
9313901;15OCT2013:00:00:00;440.32
9313918;15OCT2013:00:00:00;88.06
9313924;15OCT2013:00:00:00;132.10
9314415;01JAN2010:00:00:00;468.64
9314421;01JAN2010:00:00:00;439.03
9314438;01JAN2010:00:00:00;271.59
9314591;01JAN2010:00:00:00;105.07
9314616;01JAN2010:00:00:00;21.97
9315604;15OCT2013:00:00:00;6.30
9315610;15OCT2013:00:00:00;62.99
9315627;15OCT2013:00:00:00;12.60
9315633;15OCT2013:00:00:00;125.98
9315656;15OCT2013:00:00:00;18.89
9315662;15OCT2013:00:00:00;188.97
9315679;15OCT2013:00:00:00;25.19
9315685;15OCT2013:00:00:00;251.96
9315691;15OCT2013:00:00:00;31.50
9315716;15OCT2013:00:00:00;37.80
9315722;15OCT2013:00:00:00;50.39
9315768;01MAR2012:00:00:00;1470.24
9315774;01MAR2012:00:00:00;2205.36
9315892;01JAN2010:00:00:00;4.08
9315900;01JAN2010:00:00:00;14.29
9316035;01APR2012:00:00:00;62.49
9316041;01APR2012:00:00:00;62.49
9316058;01JAN2010:00:00:00;269.54
9316064;01JAN2010:00:00:00;89.85
9316070;01JAN2010:00:00:00;18.38
9316207;01JAN2010:00:00:00;9.19
9316213;01JAN2010:00:00:00;19.40
9316236;01JAN2010:00:00:00;5.11
9316242;01DEC2012:00:00:00;25.85
9316710;01JAN2010:00:00:00;177.65
9316874;01JAN2010:00:00:00;3.66
9317170;01JAN2010:00:00:00;487.02
9317187;01JAN2010:00:00:00;64.94
9317193;01JAN2010:00:00:00;161.65
9317276;01MAR2013:00:00:00;10.82
9317282;01MAR2013:00:00:00;10.82
9318465;14AUG2010:00:00:00;105.07
9318471;14AUG2010:00:00:00;21.97
9318873;01MAR2012:00:00:00;620.77
9318896;01MAR2012:00:00:00;1241.54
9318904;01MAR2012:00:00:00;3103.84
9318910;01JUN2013:00:00:00;304.90
9319022;01JAN2010:00:00:00;918.90
9319358;13FEB2009:00:00:00;293.54
9319364;01JAN2010:00:00:00;
9319370;01JAN2010:00:00:00;
9319387;01JAN2010:00:00:00;
9319708;01JAN2010:00:00:00;35.74
9319714;01JAN2010:00:00:00;134.77
9319720;01JAN2010:00:00:00;312.43
9319737;01JAN2010:00:00:00;156.21
9320054;28MAY2010:00:00:00;9.19
9320060;28MAY2010:00:00:00;19.40
9320077;28MAY2010:00:00:00;5.11
9320166;01MAR2014:00:00:00;1543.75
9320700;31DEC2010:00:00:00;7.53
9320717;31DEC2010:00:00:00;75.26
9320723;31DEC2010:00:00:00;15.05
9320746;31DEC2010:00:00:00;22.57
9320752;31DEC2010:00:00:00;30.10
9320769;31DEC2010:00:00:00;37.63
9320775;31DEC2010:00:00:00;45.16
9320781;31DEC2010:00:00:00;60.21
9321013;04AUG2011:00:00:00;
9321036;01JAN2010:00:00:00;64.94
9321042;01JAN2010:00:00:00;161.65
9321734;15APR2011:00:00:00;
9321740;01JAN2011:00:00:00;8.17
9322231;01JAN2010:00:00:00;105.07
9322248;01JAN2010:00:00:00;21.97
9322892;06MAY2011:00:00:00;8.17
9323495;01JAN2010:00:00:00;
9323791;01JAN2010:00:00:00;22.46
9323816;01JAN2010:00:00:00;105.16
9323851;01JAN2010:00:00:00;624.85
9324046;30NOV2012:00:00:00;127.63
9324052;30NOV2012:00:00:00;255.25
9324230;01JAN2010:00:00:00;21.97
9324247;01JAN2010:00:00:00;105.07
9324253;01JAN2010:00:00:00;64.94
9324276;01JAN2010:00:00:00;161.65
9324299;01JAN2010:00:00:00;334.59
9324632;15OCT2013:00:00:00;211.35
9324649;15OCT2013:00:00:00;52.84
9324655;15OCT2013:00:00:00;634.06
9325212;01JAN2010:00:00:00;105.07
9325229;01JAN2010:00:00:00;21.97
9325755;01JAN2010:00:00:00;105.07
9325761;01JAN2010:00:00:00;21.97
9325956;04JAN2012:00:00:00;22.46
9325962;04JAN2012:00:00:00;105.16
9325979;01JAN2010:00:00:00;177.65
9326016;01MAR2012:00:00:00;735.12
9326022;01MAR2012:00:00:00;1470.24
9326039;01MAR2012:00:00:00;183.78
9326045;01MAR2012:00:00:00;367.56
9326246;01JAN2010:00:00:00;64.94
9326252;01JAN2010:00:00:00;161.65
9326393;01JAN2010:00:00:00;811.70
9327151;25JAN2012:00:00:00;4.08
9327725;01JAN2012:00:00:00;234.32
9327731;01JAN2012:00:00:00;264.64
9327748;01JAN2012:00:00:00;126.81
9327783;01JAN2010:00:00:00;21.95
9327903;01JAN2010:00:00:00;153.15
9327926;01JAN2010:00:00:00;229.73
9327932;01JAN2010:00:00:00;45.95
9327949;01JAN2010:00:00:00;459.45
9328050;01JAN2014:00:00:00;6.58
9328067;01APR2013:00:00:00;10.91
9328096;01MAR2014:00:00:00;2805.05
9328481;01JAN2010:00:00:00;134.77
9328788;01AUG2010:00:00:00;127.63
9328794;01AUG2010:00:00:00;255.25
9329173;13JAN2010:00:00:00;21.97
9329196;13JAN2010:00:00:00;105.07
9330182;01JAN2010:00:00:00;64.94
9330199;01JAN2010:00:00:00;161.65
9330207;01JAN2010:00:00:00;64.94
9330213;01JAN2010:00:00:00;161.65
9330265;01JAN2010:00:00:00;123.50
9330271;01JAN2010:00:00:00;158.79
9330288;01JAN2010:00:00:00;15.94
9330963;20MAY2013:00:00:00;12.15
9331170;01JAN2010:00:00:00;239.94
9331336;01MAR2012:00:00:00;735.12
9331342;01MAR2012:00:00:00;367.56
9331879;01APR2013:00:00:00;340.03
9331885;01APR2013:00:00:00;680.07
9331891;01APR2013:00:00:00;136.01
9332620;12MAR2010:00:00:00;748.39
9332637;01JAN2010:00:00:00;269.54
9332643;01JAN2010:00:00:00;89.85
9332703;01JAN2010:00:00:00;21.97
9332732;01JAN2010:00:00:00;105.07
9332778;01JAN2010:00:00:00;64.94
9332784;01JAN2010:00:00:00;161.65
9332809;01JAN2010:00:00:00;153.15
9332815;01JAN2010:00:00:00;45.95
9332821;01JAN2010:00:00:00;459.45
9333329;01JAN2010:00:00:00;811.70
9333335;01JAN2010:00:00:00;64.94
9333341;01JAN2010:00:00:00;161.65
9333996;20SEP2012:00:00:00;9.32
9334004;20SEP2012:00:00:00;15.37
9334582;01JAN2010:00:00:00;811.70
9334665;01JAN2010:00:00:00;811.70
9334814;14AUG2010:00:00:00;64.94
9334820;14AUG2010:00:00:00;161.65
9334866;28MAY2010:00:00:00;2.13
9334872;28MAY2010:00:00:00;9.27
9334889;28MAY2010:00:00:00;3.73
9334895;28MAY2010:00:00:00;1.18
9334955;15OCT2013:00:00:00;12.40
9334961;15OCT2013:00:00:00;123.95
9334978;15OCT2013:00:00:00;161.14
9334984;15OCT2013:00:00:00;18.59
9334990;15OCT2013:00:00:00;185.93
9335009;15OCT2013:00:00:00;24.78
9335015;15OCT2013:00:00:00;37.19
9335021;15OCT2013:00:00:00;371.85
9335038;15OCT2013:00:00:00;49.58
9335044;15OCT2013:00:00:00;61.97
9335050;15OCT2013:00:00:00;619.75
9335067;15OCT2013:00:00:00;74.37
9335073;15OCT2013:00:00:00;99.17
9335498;20JUN2013:00:00:00;2.32
9335506;20JUN2013:00:00:00;4.14
9336842;20JUN2013:00:00:00;4.08
9337913;13JAN2010:00:00:00;35.74
9337936;13JAN2010:00:00:00;269.54
9337942;13JAN2010:00:00:00;89.85
9337959;13JAN2010:00:00:00;18.38
9338249;20JAN2010:00:00:00;487.02
9338255;20JAN2010:00:00:00;811.70
9338427;13JAN2010:00:00:00;64.94
9338433;13JAN2010:00:00:00;161.65
9338491;13JAN2010:00:00:00;210.14
9338516;02APR2010:00:00:00;5768.65
9339177;01APR2013:00:00:00;2.73
9339183;01APR2013:00:00:00;1.36
9339272;13JAN2010:00:00:00;156.21
9339289;13JAN2010:00:00:00;312.43
9339295;01JAN2010:00:00:00;229.80
9339326;01JAN2010:00:00:00;
9339332;01JAN2010:00:00:00;
9340950;12MAR2010:00:00:00;1.18
9340967;12MAR2010:00:00:00;2.13
9340973;12MAR2010:00:00:00;9.27
9340996;12MAR2010:00:00:00;3.73
9341004;12MAR2010:00:00:00;7.66
9341369;14JUL2010:00:00:00;178.68
9341375;14JUL2010:00:00:00;893.38
9341398;01JAN2011:00:00:00;106.44
9341725;01MAR2014:00:00:00;215.78
9342601;01DEC2010:00:00:00;390.02
9342759;01SEP2012:00:00:00;36.02
9342877;01SEP2011:00:00:00;71.31
9342883;01SEP2011:00:00:00;277.30
9342908;15OCT2013:00:00:00;6.30
9342914;15OCT2013:00:00:00;6.30
9342920;15OCT2013:00:00:00;62.99
9342937;15OCT2013:00:00:00;62.99
9342943;15OCT2013:00:00:00;12.60
9342966;15OCT2013:00:00:00;12.60
9342972;15OCT2013:00:00:00;125.98
9342989;15OCT2013:00:00:00;125.98
9342995;15OCT2013:00:00:00;18.89
9343003;15OCT2013:00:00:00;18.89
9343026;15OCT2013:00:00:00;188.97
9343032;15OCT2013:00:00:00;188.97
9343049;15OCT2013:00:00:00;25.19
9343055;15OCT2013:00:00:00;25.19
9343061;15OCT2013:00:00:00;31.50
9343078;15OCT2013:00:00:00;31.50
9343115;08DEC2010:00:00:00;1.33
9343121;08DEC2010:00:00:00;2.35
9343138;08DEC2010:00:00:00;3.06
9343316;10AUG2012:00:00:00;210.14
9343405;16FEB2012:00:00:00;105.07
9343411;16FEB2012:00:00:00;21.97
9343546;19MAY2010:00:00:00;210.14
9343612;15OCT2013:00:00:00;125.98
9343629;15OCT2013:00:00:00;188.97
9343635;15OCT2013:00:00:00;251.96
9343724;08DEC2010:00:00:00;35.74
9343730;08DEC2010:00:00:00;269.54
9343747;08DEC2010:00:00:00;89.85
9343753;08DEC2010:00:00:00;18.38
9344847;14AUG2010:00:00:00;867.85
9344853;14AUG2010:00:00:00;173.57
9345930;28MAY2010:00:00:00;487.02
9345947;28MAY2010:00:00:00;811.70
9347567;01JAN2011:00:00:00;212.88
9347573;01JAN2011:00:00:00;42.58
9347596;01JAN2011:00:00:00;425.76
9347604;01JAN2011:00:00:00;851.51
9347610;01JAN2011:00:00:00;106.44
9347716;20JUN2013:00:00:00;14.29
9347863;28JUL2010:00:00:00;210.14
9347952;01JAN2011:00:00:00;425.76
9347969;01JAN2011:00:00:00;85.15
9347975;01JAN2011:00:00:00;851.51
9347981;01JAN2011:00:00:00;212.88
9347998;08DEC2010:00:00:00;210.14
9348006;06JAN2011:00:00:00;811.70
9348093;14AUG2010:00:00:00;867.85
9348101;14AUG2010:00:00:00;173.57
9348383;01SEP2011:00:00:00;71.31
9348408;01SEP2011:00:00:00;277.30
9348420;14JUL2010:00:00:00;88.20
9348437;14JUL2010:00:00:00;17.64
9348443;14JUL2010:00:00:00;220.52
9348466;14JUL2010:00:00:00;4.08
9348615;01JAN2012:00:00:00;8.12
9350322;14AUG2010:00:00:00;88.20
9350339;14AUG2010:00:00:00;123.50
9350345;14AUG2010:00:00:00;158.79
9350351;14AUG2010:00:00:00;17.64
9350368;14AUG2010:00:00:00;220.52
9350374;14AUG2010:00:00:00;4.08
9350546;14AUG2010:00:00:00;123.50
9350552;14AUG2010:00:00:00;158.79
9350730;16JUN2010:00:00:00;
9350925;09MAY2012:00:00:00;105.07
9350931;09MAY2012:00:00:00;21.97
9350948;09MAY2012:00:00:00;210.14
9351451;30JAN2014:00:00:00;3.04
9351505;25DEC2013:00:00:00;9.32
9351511;25DEC2013:00:00:00;15.37
9351586;20OCT2010:00:00:00;88.20
9351592;20OCT2010:00:00:00;123.50
9351600;20OCT2010:00:00:00;158.79
9351617;20OCT2010:00:00:00;17.64
9351623;20OCT2010:00:00:00;220.52
9351646;20OCT2010:00:00:00;4.08
9351698;06JAN2011:00:00:00;105.07
9351706;06JAN2011:00:00:00;21.97
9351712;06JAN2011:00:00:00;210.14
9351758;25JAN2012:00:00:00;312.43
9351770;25JAN2012:00:00:00;156.21
9351787;01MAR2014:00:00:00;2805.05
9351793;01MAR2014:00:00:00;2805.05
9351818;01SEP2011:00:00:00;537.78
9351824;01SEP2011:00:00:00;71.31
9351830;01SEP2011:00:00:00;277.30
9352410;01JUL2013:00:00:00;0.67
9352516;22JAN2011:00:00:00;1277.27
9352568;08DEC2010:00:00:00;88.20
9352574;08DEC2010:00:00:00;123.50
9352580;08DEC2010:00:00:00;158.79
9352597;08DEC2010:00:00:00;17.64
9352605;08DEC2010:00:00:00;220.52
9352611;08DEC2010:00:00:00;4.08
9352686;20OCT2010:00:00:00;105.07
9352692;20OCT2010:00:00:00;21.97
9352700;20OCT2010:00:00:00;210.14
9352806;01JAN2011:00:00:00;8.17
9352887;01SEP2011:00:00:00;71.31
9352893;01SEP2011:00:00:00;277.30
9353059;08JUN2011:00:00:00;18.38
9353065;08JUN2011:00:00:00;33.69
9353071;08JUN2011:00:00:00;8.17
9353705;01SEP2011:00:00:00;71.31
9353711;01SEP2011:00:00:00;277.30
9353728;08DEC2010:00:00:00;14.29
9353734;08DEC2010:00:00:00;4.08
9353869;26JUL2012:00:00:00;
9353964;01SEP2011:00:00:00;537.78
9353970;18FEB2011:00:00:00;72.63
9353987;18FEB2011:00:00:00;279.56
9354053;08DEC2010:00:00:00;88.20
9354076;08DEC2010:00:00:00;123.50
9354082;08DEC2010:00:00:00;158.79
9354099;08DEC2010:00:00:00;17.64
9354107;08DEC2010:00:00:00;220.52
9354113;08DEC2010:00:00:00;4.08
9354225;01JUN2011:00:00:00;63.91
9354231;01JUN2011:00:00:00;74.21
9354320;25JAN2012:00:00:00;22.86
9354337;25JAN2012:00:00:00;39.00
9354604;08DEC2010:00:00:00;105.07
9354610;08DEC2010:00:00:00;21.97
9354627;08DEC2010:00:00:00;210.14
9354923;27JAN2011:00:00:00;64.94
9354946;27JAN2011:00:00:00;161.65
9354952;27JAN2011:00:00:00;243.51
9354969;27JAN2011:00:00:00;487.02
9354975;27JAN2011:00:00:00;811.70
9355012;23NOV2011:00:00:00;8.17
9355029;01JAN2012:00:00:00;245.04
9355035;01JAN2014:00:00:00;1367.19
9355288;27JAN2011:00:00:00;156.21
9355294;27JAN2011:00:00:00;312.43
9355816;01JUN2011:00:00:00;63.91
9355822;01JUN2011:00:00:00;74.21
9355905;12MAY2011:00:00:00;4.80
9356201;01JUN2011:00:00:00;63.91
9356218;14MAY2011:00:00:00;74.21
9357577;01JUN2011:00:00:00;63.91
9357583;01JUN2011:00:00:00;74.21
9359346;01MAR2012:00:00:00;2205.36
9360527;28SEP2011:00:00:00;472.72
9360651;15FEB2012:00:00:00;21.29
9360668;15FEB2012:00:00:00;212.88
9360674;15FEB2012:00:00:00;425.76
9360680;15FEB2012:00:00:00;851.51
9360697;15FEB2012:00:00:00;106.44
9360898;01JAN2012:00:00:00;111.35
9360906;01JAN2012:00:00:00;211.57
9360912;01JAN2012:00:00:00;60.41
9360929;04MAR2011:00:00:00;4.40
9361389;10AUG2012:00:00:00;9.32
9361395;10AUG2012:00:00:00;15.37
9361484;04MAR2011:00:00:00;178.27
9361490;04MAR2011:00:00:00;693.26
9362696;01JUN2013:00:00:00;771.88
9362733;01MAR2012:00:00:00;2205.36
9362779;06AUG2011:00:00:00;
9362940;13JUL2012:00:00:00;50.64
9362992;14JAN2011:00:00:00;
